Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
LeBron James,2023-11-27,30,18,0,5,1,1.0,0.667,1.0,0.699,21.3,8.8,1,0.5,133.0,150.0,16.6,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,6.3,6.8,1.4,2.9,0.5208999999999999,0.479,0.6241,26.45,115.0,99.4,21.0,1.21948
LeBron James,2023-11-29,29,25,8,3,0,0.0,0.474,0.333,0.59,31.8,0.9,1,1.0,125.0,107.0,19.6,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,6.0,6.5,1.3,2.6,0.5035999999999999,0.4373,0.6605,26.529999999999998,114.7,98.5,20.15,1.13348
LeBron James,2023-11-30,35,21,12,6,1,1.0,0.583,0.5,0.763,23.8,6.7,5,0.75,116.0,128.0,19.9,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,7.2,7.1,1.4,3.1,0.5619,0.4873,0.7354999999999999,28.91,126.3,111.3,22.14,1.03352
LeBron James,2023-12-02,35,16,4,7,1,1.0,0.412,0.0,0.417,29.9,-5.7,5,0.4,77.0,101.0,8.5,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,6.7,7.2,1.4,3.2,0.5486,0.4373,0.7255,28.83,122.1,111.6,21.61,1.37878
LeBron James,2023-12-05,40,31,8,11,5,0.0,0.48,0.5,0.561,29.0,20.4,2,0.833,129.0,100.0,31.0,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,6.5,7.1,1.5,2.8,0.5366000000000001,0.4444,0.7213,28.81,122.0,110.7,21.59,1.01478
LeBron James,2023-12-07,23,30,5,8,0,0.0,0.75,1.0,0.966,29.3,34.4,0,1.0,206.0,91.0,31.9,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,6.5,7.0,1.3,2.5,0.5525,0.4888,0.7546,28.2,129.1,109.8,21.82,1.15499
LeBron James,2023-12-12,40,33,8,9,3,1.0,0.519,0.375,0.583,33.9,7.7,4,0.667,119.0,124.0,28.1,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,6.7,7.1,1.3,2.7,0.5307,0.4862999999999999,0.7435,28.91,125.6,111.8,20.9,1.09377
LeBron James,2023-12-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.2,6.0,6.2,1.3,2.5,0.4707,0.4263,0.6435000000000001,26.59,110.7,101.9,18.98,0.890165
LeBron James,2023-12-15,36,23,7,14,2,0.0,0.412,0.333,0.537,29.1,7.3,2,0.7,125.0,129.0,25.0,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.9,5.8,6.9,1.5,2.4,0.4644999999999999,0.4152,0.6564,26.27,111.8,103.6,19.43,1.10096
LeBron James,2023-12-18,39,25,11,11,1,0.0,0.435,0.25,0.505,28.6,6.9,2,0.75,110.0,111.0,22.5,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,6.3,7.4,1.4,2.2,0.4732,0.4291,0.66,25.67,114.0,104.1,20.31,1.3747
LeBron James,2023-12-20,37,25,10,9,1,2.0,0.556,0.333,0.633,28.3,6.8,5,1.0,113.0,119.0,23.9,28,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,7.3,7.8,1.4,2.6,0.4620999999999999,0.3624,0.7100000000000001,26.37,112.0,101.0,21.04,1.06585
LeBron James,2023-12-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,6.5,7.5,1.4,2.5,0.4147,0.3291,0.6100000000000001,23.19,99.5,90.3,19.08,1.22351
LeBron James,2023-12-23,37,40,7,7,2,2.0,0.65,1.0,0.835,31.8,19.3,3,1.0,152.0,118.0,39.4,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,6.0,7.6,1.5,2.3,0.4214,0.3791,0.635,23.99,103.1,89.3,21.03,1.12607
LeBron James,2023-12-25,37,16,9,8,0,0.0,0.357,0.5,0.481,23.0,-2.0,3,0.833,105.0,129.0,12.7,31,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,6.5,7.7,1.4,2.1,0.4159,0.4291,0.6782999999999999,23.3,105.9,92.1,21.45,1.07771
LeBron James,2023-12-28,25,17,4,11,0,0.0,0.538,0.4,0.632,28.0,4.3,3,1.0,121.0,112.0,16.6,32,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,6.1,7.7,0.9,2.2,0.4217000000000001,0.4191000000000001,0.695,23.2,105.1,93.3,20.01,1.11619
LeBron James,2023-12-30,39,26,3,6,3,1.0,0.476,0.25,0.54,27.7,8.0,1,0.714,112.0,107.0,21.5,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,5.9,7.5,1.2,2.3,0.3943,0.3441,0.6664,23.04,95.7,94.9,18.97,1.04675
LeBron James,2023-12-31,37,34,5,8,0,1.0,0.5,0.429,0.618,38.9,3.6,4,0.875,113.0,136.0,24.6,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.6,7.4,0.9,2.3,0.3923999999999999,0.3495,0.6872,23.54,95.1,96.1,18.62,1.06599
LeBron James,2024-01-03,38,12,6,9,0,0.0,0.333,0.0,0.333,21.9,-5.6,2,0.0,79.0,113.0,7.1,35,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,6.2,8.3,0.9,2.5,0.4256999999999999,0.3495,0.6872,25.73,103.0,107.4,19.33,1.23202
LeBron James,2024-01-05,39,32,5,7,5,0.0,0.458,0.444,0.563,36.4,6.8,4,0.6,108.0,120.0,26.2,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,6.0,7.6,1.2,2.7,0.4303,0.3606,0.6771999999999999,26.46,101.3,106.5,19.45,1.12159
LeBron James,2024-01-07,38,25,8,7,1,0.0,0.579,0.333,0.615,28.3,3.8,4,0.667,115.0,108.0,19.6,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,5.7,7.2,1.2,2.9,0.4447,0.3689,0.6689,26.43,101.8,106.2,19.16,0.977241
LeBron James,2024-01-09,35,22,5,12,1,1.0,0.471,0.4,0.56,27.6,2.8,3,0.667,119.0,123.0,21.1,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.4,5.2,7.5,1.2,2.7,0.4362,0.3756,0.6355999999999999,26.36,102.4,106.6,18.88,1.16962
LeBron James,2024-01-11,24,10,5,9,1,0.0,0.273,0.0,0.355,32.8,-8.2,4,0.571,83.0,125.0,6.7,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,5.7,8.4,1.3,3.1,0.4634999999999999,0.3756,0.6927,29.64,110.7,119.1,19.550000000000004,1.38903
LeBron James,2024-01-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.4,5.0,7.7,1.1,2.8,0.3984999999999999,0.2756,0.5927,26.46,95.5,107.3,15.610000000000005,1.08173
LeBron James,2024-01-15,39,25,7,6,0,0.0,0.6,0.5,0.612,28.8,-2.1,5,0.0,101.0,114.0,16.3,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,4.8,7.5,1.1,3.0,0.4227999999999999,0.2756,0.5094000000000001,27.04,95.1,105.8,15.97,0.993172
LeBron James,2024-01-17,33,25,8,8,1,0.0,0.526,0.429,0.629,29.8,6.9,3,1.0,121.0,108.0,21.7,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,5.2,7.2,1.2,3.0,0.4216,0.2785000000000001,0.5094,27.22,95.1,105.4,16.48,1.18168
LeBron James,2024-01-19,34,24,11,5,0,0.0,0.409,0.4,0.496,35.0,-3.9,4,0.8,101.0,134.0,16.2,43,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,6.0,7.1,0.9,3.3,0.4149,0.2935,0.518,27.95,94.0,108.1,15.95,1.12616
LeBron James,2024-01-21,31,28,5,5,0,0.0,0.5,0.375,0.686,32.7,1.3,3,0.9,132.0,117.0,20.8,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.3,6.0,6.8,0.9,3.2,0.4149,0.2881,0.5205,27.33,95.9,106.2,15.570000000000002,1.07728
LeBron James,2024-01-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,5.4,5.9,0.9,3.0,0.3816,0.2881,0.5205,25.14,88.0,94.9,14.860000000000005,1.10532
LeBron James,2024-01-25,36,25,4,12,2,0.0,0.526,0.75,0.629,31.0,0.6,5,1.0,121.0,130.0,21.5,46,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,5.3,6.4,0.6,3.1,0.3884,0.3187,0.5605,24.6,89.3,95.9,14.39,1.20592
LeBron James,2024-01-27,48,36,20,12,0,0.0,0.56,0.5,0.651,26.8,8.5,3,1.0,128.0,111.0,35.1,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,6.5,6.9,0.5,3.0,0.3865,0.3354,0.5938,24.45,90.6,96.2,15.94,1.30129
LeBron James,2024-01-29,37,23,6,10,1,1.0,0.6,0.4,0.621,22.3,5.4,1,0.375,130.0,125.0,22.0,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,6.6,6.7,0.5,2.8,0.3994,0.3354,0.5646,23.92,91.7,96.4,16.03,0.983759
LeBron James,2024-01-30,36,20,9,8,1,1.0,0.412,0.333,0.477,27.9,-2.7,3,0.444,103.0,130.0,16.3,49,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,7.0,6.6,0.5,2.7,0.4133,0.3687,0.5519000000000001,23.43,93.7,96.9,16.990000000000002,1.18371
LeBron James,2024-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,7.0,6.6,0.5,2.7,0.4133,0.3687,0.5519000000000001,23.43,93.7,96.9,16.990000000000002,1.20053
LeBron James,2024-02-03,40,24,5,5,2,1.0,0.526,0.4,0.604,25.7,4.3,1,1.0,119.0,114.0,21.4,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,6.8,6.5,0.7,2.3,0.4059,0.3587,0.6519,23.12,95.5,96.9,17.5,1.02916
