Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
LeBron James,2021-01-10,30,18,7,7,1,1.0,0.467,0.167,0.51,26.4,3.4,2,0.5,111.0,98.0,15.4,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,8.6,8.0,1.0,3.5,0.4935,0.3254,0.7083,31.68,115.2,104.1,20.07,0.909895
LeBron James,2021-01-12,29,26,8,5,0,1.0,0.5,0.444,0.597,38.0,3.3,5,0.5,104.0,100.0,17.2,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,8.7,7.5,0.9,3.6,0.4991,0.3323,0.6833,32.39,113.1,102.3,19.92,1.09928
LeBron James,2021-01-13,27,26,6,7,0,0.0,0.45,0.625,0.597,36.5,9.2,2,0.75,125.0,106.0,19.1,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,8.4,7.7,0.8,3.4,0.4979000000000001,0.3747999999999999,0.6869,32.84,115.7,104.9,20.5,1.09148
LeBron James,2021-01-15,30,21,8,11,1,0.0,0.545,0.333,0.746,24.3,13.6,3,1.0,143.0,99.0,23.0,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,8.3,8.2,0.7,3.4,0.4974,0.3652,0.7069,32.18,117.7,103.7,20.24,1.17819
LeBron James,2021-01-18,38,19,5,5,1,0.0,0.375,0.286,0.487,27.3,-4.8,5,0.625,91.0,116.0,9.6,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,8.3,7.9,0.7,3.7,0.4871,0.3604999999999999,0.7093999999999999,31.47,115.6,104.7,19.21,1.06929
LeBron James,2021-01-21,38,34,6,8,1,1.0,0.52,0.6,0.657,34.8,12.0,3,1.0,124.0,109.0,27.4,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,7.8,7.7,0.6,3.6,0.5027,0.3776,0.7093999999999999,31.72000000000001,116.9,105.6,19.7,1.16077
LeBron James,2021-01-23,28,17,11,6,2,0.0,0.375,0.0,0.435,38.8,0.2,6,0.625,76.0,79.0,10.1,17,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,7.6,7.5,0.7,4.0,0.4839,0.3276,0.7386,32.9,111.9,104.2,18.58,1.05478
LeBron James,2021-01-25,38,46,8,6,2,2.0,0.731,0.636,0.856,33.5,29.7,3,0.5,156.0,107.0,41.6,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,7.2,7.4,0.8,3.7,0.502,0.3661999999999999,0.6885999999999999,32.709999999999994,117.1,105.7,20.6,1.30571
LeBron James,2021-01-27,39,34,6,7,0,0.0,0.545,0.4,0.633,34.4,10.8,3,0.727,122.0,111.0,24.7,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,7.2,6.9,0.8,3.6,0.5032,0.3491,0.6977,33.120000000000005,116.4,104.5,20.76,1.21708
LeBron James,2021-01-28,36,22,7,10,1,0.0,0.421,0.5,0.541,28.7,11.6,2,0.667,120.0,116.0,19.6,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,7.2,7.2,0.9,3.4,0.4929,0.3990999999999999,0.6894,32.27,117.2,104.1,20.77,1.15257
LeBron James,2021-01-30,37,21,7,7,0,1.0,0.412,0.364,0.547,29.2,4.2,5,0.6,101.0,105.0,13.0,21,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,7.2,7.2,0.8,3.7,0.4873999999999999,0.4187999999999999,0.6994,32.55,116.2,104.8,20.53,1.07711
LeBron James,2021-02-01,38,21,7,9,2,1.0,0.417,0.333,0.624,24.2,10.9,2,0.818,127.0,104.0,22.9,22,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,7.1,7.6,1.0,3.4,0.4790999999999999,0.4077,0.7312000000000001,31.17,118.5,105.2,21.1,0.965251
LeBron James,2021-02-04,35,27,10,10,0,1.0,0.632,0.4,0.679,27.8,14.6,2,0.5,136.0,97.0,26.4,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,7.5,7.9,1.0,3.4,0.4972999999999999,0.3852,0.7062,30.3,119.6,104.3,21.83,1.19662
LeBron James,2021-02-06,46,33,5,11,4,0.0,0.5,0.429,0.576,35.2,4.0,7,0.667,106.0,110.0,24.2,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,7.2,7.9,1.3,3.8,0.4928,0.3948,0.6728999999999999,31.39,115.9,105.4,21.95,1.06393
LeBron James,2021-02-08,42,28,14,12,2,2.0,0.5,0.2,0.579,29.7,8.6,5,0.8,109.0,93.0,26.4,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,8.1,8.6,1.4,3.8,0.5053,0.3862,0.6903999999999999,31.629999999999995,117.7,103.1,23.630000000000003,1.11347
LeBron James,2021-02-10,41,25,6,7,2,0.0,0.45,0.333,0.574,29.9,2.4,5,1.0,101.0,103.0,17.5,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,8.1,8.5,1.5,4.0,0.4983000000000001,0.3595,0.6904,31.140000000000004,115.4,102.5,22.64,1.0312
LeBron James,2021-02-12,34,28,9,8,2,0.0,0.6,0.25,0.662,31.3,11.0,5,0.643,120.0,103.0,24.0,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,7.9,8.7,1.5,3.9,0.5208,0.3845,0.6921999999999999,30.390000000000004,119.8,104.9,24.03,1.14429
LeBron James,2021-02-14,31,22,10,9,0,1.0,0.5,0.0,0.522,31.2,9.9,1,0.571,115.0,121.0,20.4,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,8.1,9.0,1.3,3.7,0.4977,0.3209,0.6992999999999998,30.160000000000004,115.7,106.3,21.91,0.960445
LeBron James,2021-02-16,38,30,13,7,0,1.0,0.65,0.25,0.689,32.5,4.8,5,0.75,120.0,104.0,24.9,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,8.8,9.0,1.3,3.9,0.5082000000000001,0.3059,0.7016,29.97,115.5,105.6,21.93,1.05785
LeBron James,2021-02-18,33,32,8,7,0,0.0,0.609,0.167,0.624,39.6,11.2,3,0.5,120.0,121.0,24.2,30,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,8.9,8.7,1.2,4.0,0.527,0.2726,0.6849000000000001,31.059999999999995,115.5,106.1,22.39,1.29962
LeBron James,2021-02-20,37,19,9,9,1,1.0,0.333,0.125,0.417,33.7,-0.4,5,1.0,84.0,96.0,12.0,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,9.1,8.9,1.3,4.0,0.5191,0.2487,0.7248999999999999,31.51,113.8,105.2,22.29,1.04093
LeBron James,2021-02-22,43,31,9,13,1,0.0,0.483,0.2,0.511,35.7,-0.1,8,0.333,95.0,111.0,19.5,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.5,9.3,9.3,1.2,4.6,0.5257000000000001,0.2354,0.6763999999999999,32.660000000000004,110.6,105.9,21.95,1.01532
LeBron James,2021-02-24,28,19,4,4,1,0.0,0.538,0.2,0.625,30.7,5.8,4,0.8,105.0,123.0,13.3,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.7,8.7,8.7,1.3,4.8,0.5163,0.2153999999999999,0.7064,32.95,107.5,108.5,20.64,1.02302
LeBron James,2021-02-26,36,28,11,7,4,3.0,0.524,0.4,0.571,32.7,21.7,2,0.5,117.0,83.0,28.4,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.2,9.3,8.3,1.3,4.3,0.5186999999999999,0.2125,0.6897,32.7,108.6,105.8,21.06,1.18526
LeBron James,2021-02-28,24,19,6,4,2,2.0,0.583,0.6,0.69,25.7,17.0,2,0.5,132.0,78.0,18.6,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,8.5,7.5,1.3,4.0,0.5269999999999999,0.2525,0.6597,32.3,110.9,104.3,20.28,1.08
LeBron James,2021-03-02,38,38,5,6,2,1.0,0.667,0.375,0.725,37.8,16.3,3,0.6,133.0,120.0,31.8,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,8.4,7.4,1.3,3.8,0.5487,0.2567,0.6196999999999999,33.09,114.1,106.0,21.71,0.904936
LeBron James,2021-03-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.8,7.5,6.6,1.1,3.3,0.4887,0.2317,0.5553999999999999,29.96,102.1,95.7,19.31,1.23361
LeBron James,2021-03-12,34,18,3,10,1,0.0,0.385,0.25,0.504,26.9,2.4,3,0.636,105.0,104.0,13.6,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,6.8,6.7,1.2,3.5,0.4772,0.2567,0.5619,29.53,101.1,94.0,18.63,1.14546
LeBron James,2021-03-15,30,22,10,11,0,0.0,0.615,0.5,0.703,31.6,4.8,6,0.667,120.0,98.0,19.2,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,6.5,7.1,1.2,3.6,0.4737,0.2817,0.5536,29.44,101.1,93.4,18.06,1.13699
LeBron James,2021-03-16,31,25,12,12,0,1.0,0.571,0.571,0.772,27.7,14.8,4,1.0,142.0,116.0,27.5,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,6.9,7.6,1.2,3.7,0.4699,0.3221,0.6035999999999999,28.25,103.3,92.9,18.39,1.11721
LeBron James,2021-03-18,36,37,8,6,1,1.0,0.609,0.444,0.722,33.7,15.7,3,0.833,136.0,103.0,31.0,41,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,6.8,7.3,1.2,3.5,0.4975,0.354,0.5869,28.25,108.5,93.6,20.29,1.24352
LeBron James,2021-03-20,11,10,1,4,0,0.0,0.5,0.5,0.683,35.0,23.3,1,1.0,141.0,115.0,9.1,42,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,6.0,6.4,1.1,2.8,0.4992,0.384,0.6536,28.18,113.1,94.0,19.25,0.92641
LeBron James,2021-03-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,5.6,6.0,1.0,2.4,0.4454000000000001,0.364,0.5736,25.110000000000003,102.6,81.7,17.919999999999998,0.968244
LeBron James,2021-03-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,4.5,5.3,0.6,2.2,0.3929999999999999,0.324,0.5236,21.840000000000003,90.9,73.4,15.080000000000002,1.08543
LeBron James,2021-03-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.9,4.9,0.4,2.0,0.3346999999999999,0.264,0.4735999999999999,19.27,77.7,65.6,13.22,0.951572
LeBron James,2021-03-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,3.4,4.3,0.2,1.7,0.2679999999999999,0.2265,0.4136,15.489999999999998,64.4,53.6,10.04,0.987395
LeBron James,2021-03-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,3.4,4.3,0.2,1.7,0.2679999999999999,0.2265,0.4136,15.489999999999998,64.4,53.6,10.04,1.09242
LeBron James,2021-03-31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,3.1,3.3,0.1,1.4,0.2294999999999999,0.2015,0.35,12.8,53.9,43.2,8.68,1.29828
LeBron James,2021-04-02,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,2.1,2.2,0.1,0.8,0.1679999999999999,0.1515,0.2832999999999999,9.64,41.9,33.4,6.76,1.15844
LeBron James,2021-04-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.9,1.0,0.1,0.4,0.1109,0.0944,0.1832999999999999,6.87,27.7,21.8,4.01,1.09042
LeBron James,2021-04-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.4,0.0,0.1,0.05,0.05,0.0999999999999999,3.5,14.1,11.5,0.91,0.953843
