Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
De'Aaron Fox,2022-10-19,SAC,,POR,35:09,33,7,7,2,0,.571,.556,.711,39.3,4.7,8,.800,105,111,21.7
De'Aaron Fox,2022-10-22,SAC,,LAC,32:26,36,5,4,1,1,.652,.600,.702,39.1,14.7,3,.500,124,113,27.7
De'Aaron Fox,2022-10-23,SAC,@,GSW,36:21,26,5,10,1,0,.550,.167,.610,25.3,4.2,3,1.000,125,122,21.7
De'Aaron Fox,2022-10-27,SAC,,MEM,35:25,27,6,2,1,1,.579,.333,.664,29.9,0.3,3,1.000,115,126,18.4
De'Aaron Fox,2022-10-29,SAC,,MIA,36:15,17,13,5,0,2,.353,.000,.443,27.0,-4.9,3,1.000,98,108,12.5
De'Aaron Fox,2022-10-31,SAC,@,CHO,9:00,8,0,1,0,0,.500,.333,.752,38.1,-7.0,3,1.000,96,112,3.3
De'Aaron Fox,2022-11-02,SAC,@,MIA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
De'Aaron Fox,2022-11-05,SAC,@,ORL,40:17,37,5,3,1,0,.583,.286,.683,34.5,3.3,4,1.000,119,113,25.2
De'Aaron Fox,2022-11-07,SAC,@,GSW,36:33,28,2,6,0,0,.471,.400,.628,28.0,3.8,2,.833,127,120,20.5
De'Aaron Fox,2022-11-09,SAC,,CLE,28:31,15,2,8,3,0,.429,.250,.504,24.9,3.8,0,1.000,122,120,16.4
De'Aaron Fox,2022-11-11,SAC,@,LAL,35:33,32,7,12,2,0,.684,.400,.755,29.4,15.4,3,.800,147,114,32.2
De'Aaron Fox,2022-11-13,SAC,,GSW,34:21,22,4,8,3,1,.526,.500,.553,28.0,5.2,3,.000,110,104,18.6
De'Aaron Fox,2022-11-15,SAC,,BRK,23:45,14,4,9,1,1,.417,.200,.493,25.4,2.3,1,.600,127,109,14.6
De'Aaron Fox,2022-11-17,SAC,,SAS,31:48,28,3,8,1,0,.733,.667,.835,24.0,14.3,0,1.000,178,114,28.2
De'Aaron Fox,2022-11-20,SAC,,DET,35:59,33,4,7,0,0,.611,.500,.751,28.7,5.0,2,1.000,150,131,27.3
De'Aaron Fox,2022-11-22,SAC,@,MEM,35:10,32,8,6,4,0,.524,.625,.677,28.1,18.4,1,.833,137,94,30.1
De'Aaron Fox,2022-11-23,SAC,@,ATL,32:13,18,5,5,0,0,.350,.167,.390,34.7,-9.9,4,.429,78,115,5.4
De'Aaron Fox,2022-11-25,SAC,@,BOS,30:31,20,4,2,0,0,.353,.333,.521,28.6,-0.8,2,1.000,103,125,10.7
De'Aaron Fox,2022-11-28,SAC,,PHO,28:43,11,5,5,1,3,.333,.333,.427,20.9,0.1,1,1.000,100,115,11.3
De'Aaron Fox,2022-11-30,SAC,,IND,27:14,19,5,6,0,0,.636,1.000,.720,22.7,1.0,3,.800,129,105,14.8
De'Aaron Fox,2022-12-03,SAC,@,LAC,27:50,14,6,4,0,1,.417,.250,.493,25.1,-3.6,2,.600,97,96,10.1
De'Aaron Fox,2022-12-04,SAC,,CHI,32:17,16,7,4,2,0,.357,.286,.508,26.1,-2.1,4,1.000,88,96,11.1
De'Aaron Fox,2022-12-07,SAC,@,MIL,32:10,15,2,2,0,1,.313,.167,.422,26.4,-9.2,1,1.000,90,136,6.3
De'Aaron Fox,2022-12-09,SAC,@,CLE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
De'Aaron Fox,2022-12-11,SAC,@,NYK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
De'Aaron Fox,2022-12-13,SAC,@,PHI,29:23,13,4,1,1,0,.333,.143,.388,27.4,-10.7,3,.500,71,121,2.8
De'Aaron Fox,2022-12-14,SAC,@,TOR,41:26,27,6,10,1,0,.391,.500,.518,28.8,-0.4,3,.714,117,123,18.9
De'Aaron Fox,2022-12-16,SAC,@,DET,39:21,24,5,9,1,0,.474,.000,.523,29.4,-3.2,3,.667,107,115,17.3
De'Aaron Fox,2022-12-19,SAC,,CHO,33:43,37,5,2,0,0,.560,.400,.639,37.8,3.7,2,.778,121,122,23.6
De'Aaron Fox,2022-12-21,SAC,,LAL,30:19,22,4,6,0,0,.538,.000,.649,25.2,0.1,2,.889,132,117,17.1
De'Aaron Fox,2022-12-23,SAC,,WAS,34:41,26,7,3,1,1,.563,.000,.599,28.0,3.8,1,.615,126,122,20.1
De'Aaron Fox,2022-12-27,SAC,,DEN,30:30,26,1,4,0,0,.625,.600,.714,34.3,2.4,5,.600,112,125,15.7
De'Aaron Fox,2022-12-28,SAC,,DEN,36:55,31,2,13,1,0,.571,.333,.668,31.6,5.4,4,1.000,134,132,27.4
De'Aaron Fox,2022-12-30,SAC,,UTA,38:42,24,3,10,0,0,.417,.200,.466,29.3,-3.9,1,.750,113,127,16.9
De'Aaron Fox,2023-01-01,SAC,@,MEM,35:32,19,4,6,1,0,.389,.500,.492,27.9,-4.0,5,1.000,93,122,10.6
De'Aaron Fox,2023-01-03,SAC,@,UTA,37:51,37,3,6,1,2,.682,.200,.725,33.8,10.6,4,.750,129,114,29.5
De'Aaron Fox,2023-01-04,SAC,,ATL,36:59,25,5,5,2,0,.450,.000,.542,28.4,0.0,1,1.000,116,120,19.8
De'Aaron Fox,2023-01-07,SAC,,LAL,37:53,34,2,9,0,0,.524,.000,.626,32.9,-0.5,3,.857,134,138,25.2
De'Aaron Fox,2023-01-09,SAC,,ORL,28:34,11,2,9,0,0,.357,.143,.393,23.7,-7.7,2,,107,116,8.1
De'Aaron Fox,2023-01-11,SAC,,HOU,32:02,24,2,9,1,0,.500,.500,.581,27.8,5.9,1,.667,131,112,21.5
De'Aaron Fox,2023-01-13,SAC,,HOU,33:25,24,5,5,1,0,.643,.600,.783,25.9,-1.4,5,1.000,128,120,19.2
De'Aaron Fox,2023-01-15,SAC,@,SAS,36:35,23,1,3,0,0,.524,.250,.548,27.5,-8.5,1,,111,128,12.9
De'Aaron Fox,2023-01-18,SAC,@,LAL,39:07,31,3,6,1,0,.565,.286,.594,31.4,4.2,2,.429,122,120,22.6
De'Aaron Fox,2023-01-20,SAC,,OKC,38:18,25,4,2,0,0,.435,.333,.479,29.7,-5.5,1,.429,103,118,11.7
De'Aaron Fox,2023-01-21,SAC,,PHI,38:13,31,4,9,2,0,.579,.000,.662,29.3,5.6,1,.900,141,129,29.4
De'Aaron Fox,2023-01-23,SAC,,MEM,32:54,17,5,10,4,0,.500,.333,.571,25.8,1.9,6,1.000,111,90,16.5
De'Aaron Fox,2023-01-25,SAC,,TOR,30:15,16,4,8,0,0,.583,.500,.643,26.7,-2.0,4,1.000,111,125,12.0
De'Aaron Fox,2023-01-28,SAC,@,MIN,34:45,29,3,6,2,0,.417,.143,.511,36.7,4.9,0,.800,116,118,20.5
De'Aaron Fox,2023-01-30,SAC,@,MIN,41:01,32,5,4,2,1,.481,.500,.548,33.4,5.2,2,.800,109,101,22.1
De'Aaron Fox,2023-02-01,SAC,@,SAS,38:20,31,2,10,3,1,.565,.500,.637,29.5,12.3,1,1.000,136,107,29.6
