Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Kawhi Leonard,29,23,5,6,1,1.0,0.529,1.0,0.676,30.8,6.0,4,0.0,119.0,113.0,17.7,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,6.0,1.0,4.0,0.529,1.0,0.0,30.8,119.0,113.0,17.7,0.0,0,2023,10,25,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Kawhi Leonard,37,25,9,5,2,0.0,0.455,0.4,0.536,30.7,3.6,1,0.333,121.0,121.0,20.8,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,7.0,5.5,1.5,2.5,0.492,0.7,0.1665,30.75,120.0,117.0,19.25,1.22511,1,2023,10,27,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Kawhi Leonard,28,21,3,4,2,0.0,0.462,0.429,0.653,28.3,5.9,3,0.857,121.0,81.0,15.8,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,5.666666666666667,5.0,1.6666666666666667,2.6666666666666665,0.482,0.6096666666666667,0.3966666666666666,29.933333333333334,120.33333333333331,105.0,18.1,1.06179,2,2023,10,29,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Kawhi Leonard,33,8,8,3,2,0.0,0.273,0.0,0.337,16.3,-4.5,1,1.0,88.0,98.0,7.4,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,6.25,4.5,1.75,2.25,0.42975,0.45725,0.5475,26.525,112.25,103.25,15.425,1.04382,3,2023,10,31,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Kawhi Leonard,41,38,6,5,2,0.0,0.536,0.455,0.62,33.7,10.5,2,0.5,124.0,119.0,28.1,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.2,4.6,1.8,2.2,0.4509999999999999,0.4568,0.538,27.96,114.6,106.4,17.96,1.01428,4,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Kawhi Leonard,32,18,5,3,0,0.0,0.5,0.333,0.563,23.8,3.0,0,0.0,124.0,124.0,13.6,6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.166666666666668,6.0,4.333333333333333,1.5,1.8333333333333333,0.4591666666666666,0.4361666666666666,0.4483333333333333,27.266666666666666,116.16666666666669,109.33333333333331,17.233333333333334,1.07226,5,2023,11,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Kawhi Leonard,36,17,6,2,2,1.0,0.438,0.167,0.504,21.4,1.6,1,1.0,102.0,102.0,13.1,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427,6.0,4.0,1.5714285714285714,1.7142857142857142,0.4561428571428571,0.3977142857142857,0.5271428571428571,26.428571428571427,114.14285714285714,108.28571428571428,16.642857142857142,1.23106,6,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Kawhi Leonard,29,26,3,4,0,0.0,0.533,0.5,0.702,28.7,6.0,2,1.0,148.0,153.0,20.0,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.625,4.0,1.375,1.75,0.46575,0.4105,0.5862499999999999,26.7125,118.375,113.875,17.0625,1.16755,7,2023,11,10,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Kawhi Leonard,37,14,5,3,1,2.0,0.375,0.25,0.415,20.1,-1.9,0,0.5,96.0,107.0,10.0,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11111111111111,5.555555555555555,3.888888888888889,1.3333333333333333,1.5555555555555556,0.4556666666666666,0.3926666666666666,0.5766666666666667,25.97777777777777,115.88888888888889,113.11111111111111,16.27777777777778,1.22735,8,2023,11,12,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Kawhi Leonard,38,15,2,2,5,0.0,0.357,0.667,0.476,22.3,-0.6,3,0.75,91.0,113.0,10.4,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,5.2,3.7,1.7,1.7,0.4458,0.4201,0.594,25.610000000000003,113.4,113.1,15.69,1.10068,9,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Kawhi Leonard,37,26,8,2,5,1.0,0.5,0.5,0.666,27.1,11.2,3,0.875,118.0,90.0,23.3,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,5.5,3.3,2.1,1.6,0.4429,0.3701,0.6815,25.24,113.3,110.8,16.25,1.06982,10,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Kawhi Leonard,28,21,4,3,1,1.0,0.471,0.333,0.573,27.7,5.9,0,1.0,127.0,104.0,18.1,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.4,5.0,3.1,2.0,1.5,0.4445,0.3634,0.7482,24.94,113.9,109.1,15.98,1.17965,11,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Kawhi Leonard,36,26,4,4,2,0.0,0.588,0.333,0.693,23.3,8.9,1,1.0,136.0,103.0,21.9,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.9,5.1,3.1,2.0,1.3,0.4570999999999999,0.3538,0.7625,24.44,115.4,111.3,16.589999999999996,1.21852,12,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Kawhi Leonard,34,20,8,3,1,1.0,0.471,0.143,0.533,25.1,1.9,1,0.75,108.0,116.0,16.5,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,5.1,3.1,1.9,1.3,0.4769,0.3681,0.7375,25.32,117.4,113.1,17.5,1.08632,13,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Kawhi Leonard,29,8,6,3,0,2.0,0.167,0.0,0.291,22.8,-6.3,2,1.0,74.0,93.0,3.3,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,5.1,2.9,1.7,1.3,0.4399999999999999,0.3226,0.7875,24.23,112.4,110.5,15.02,1.04325,14,2023,11,25,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Kawhi Leonard,39,31,8,3,1,2.0,0.385,0.4,0.517,34.8,5.9,2,1.0,113.0,117.0,22.1,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,5.4,2.9,1.8,1.5,0.4285,0.3293,0.8875,25.33,111.3,109.8,15.87,1.08979,15,2023,11,27,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Kawhi Leonard,37,34,9,3,1,2.0,0.778,0.667,0.824,25.3,14.8,0,0.667,166.0,116.0,32.6,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.1,5.7,3.0,1.7,1.4,0.4625,0.3793,0.8542,25.72,117.7,111.2,17.82,1.1326,16,2023,11,29,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Kawhi Leonard,35,23,7,0,2,0.0,0.529,1.0,0.613,22.9,4.4,0,0.75,129.0,126.0,18.0,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,6.1,2.6,1.9,1.2,0.4620999999999999,0.4293,0.8291999999999999,25.14,115.8,108.5,17.619999999999997,1.1418,17,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Kawhi Leonard,39,20,8,7,1,0.0,0.563,0.4,0.625,22.0,3.0,3,0.0,110.0,112.0,16.9,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,6.4,3.0,1.9,1.5,0.4808999999999999,0.4443,0.7792000000000001,25.33,117.2,109.0,18.31,1.18058,18,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Kawhi Leonard,38,17,4,5,1,1.0,0.5,0.333,0.531,21.0,1.0,2,0.0,111.0,112.0,13.0,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,6.6,3.3,1.5,1.4,0.4952,0.4109,0.7041999999999999,25.2,119.2,108.9,18.57,1.12009,19,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Kawhi Leonard,38,41,5,5,0,1.0,0.609,0.75,0.786,32.4,17.7,2,1.0,156.0,114.0,35.0,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.1,6.3,3.6,1.0,1.3,0.5061,0.4359,0.7167,25.73,123.0,111.3,19.74,1.39618,20,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
