Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_NOP,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Brandon Ingram,2020-12-23,37,24,9,11,3,1.0,0.526,0.5,0.604,26.1,10.0,3,0.5,126.0,91.0,24.6,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,9.0,11.0,3.0,3.0,0.526,0.5,0.5,26.1,126.0,91.0,24.6,0.0
Brandon Ingram,2020-12-25,37,28,2,3,0,0.0,0.412,0.5,0.641,30.0,3.8,4,0.909,116.0,121.0,17.2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.5,7.0,1.5,3.5,0.469,0.5,0.7045,28.05,121.0,106.0,20.9,1.04497
Brandon Ingram,2020-12-27,35,28,11,6,0,1.0,0.391,0.4,0.511,36.1,8.7,3,0.8,106.0,97.0,20.3,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.666666666666668,7.333333333333333,6.666666666666667,1.0,3.333333333333333,0.443,0.4666666666666666,0.7363333333333334,30.73333333333333,116.0,103.0,20.7,1.06182
Brandon Ingram,2020-12-29,28,13,6,6,1,0.0,0.545,0.2,0.591,25.3,2.6,4,0.0,96.0,121.0,10.7,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,7.0,6.5,1.0,3.5,0.4685,0.4,0.55225,29.375,111.0,107.5,18.2,0.9995
Brandon Ingram,2020-12-31,26,20,7,2,0,1.0,0.5,0.333,0.577,28.4,7.4,0,0.667,129.0,83.0,15.4,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,7.0,5.6,0.8,2.8,0.4748,0.3866,0.5752,29.18,114.6,102.6,17.64,1.13122
Brandon Ingram,2021-01-02,35,31,6,4,0,1.0,0.471,0.5,0.669,30.7,6.1,3,0.786,128.0,121.0,22.6,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,6.833333333333333,5.333333333333333,0.6666666666666666,2.833333333333333,0.4741666666666667,0.4054999999999999,0.6103333333333333,29.433333333333334,116.83333333333331,105.66666666666669,18.46666666666667,0.803971
Brandon Ingram,2021-01-04,40,31,4,8,1,2.0,0.387,0.167,0.461,35.4,8.8,1,1.0,110.0,107.0,22.7,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.428571428571429,5.714285714285714,0.7142857142857143,2.571428571428572,0.4617142857142857,0.3714285714285714,0.666,30.285714285714285,115.85714285714286,105.85714285714286,19.071428571428573,1.10575
Brandon Ingram,2021-01-06,36,24,11,4,0,0.0,0.6,0.0,0.68,23.0,4.2,2,1.0,130.0,112.0,21.6,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.875,7.0,5.5,0.625,2.5,0.479,0.325,0.70775,29.375,117.625,106.625,19.3875,1.14912
Brandon Ingram,2021-01-08,36,17,8,8,1,1.0,0.273,0.3,0.568,23.2,3.2,4,0.889,119.0,124.0,17.0,9,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.111111111111111,5.777777777777778,0.6666666666666666,2.6666666666666665,0.4561111111111111,0.3222222222222222,0.7278888888888889,28.688888888888886,117.77777777777776,108.55555555555556,19.12222222222222,0.902869
Brandon Ingram,2021-01-13,38,22,6,3,0,2.0,0.421,0.0,0.508,30.8,-5.1,4,1.0,100.0,121.0,12.4,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,7.0,5.5,0.6,2.8,0.4526,0.29,0.7551,28.9,116.0,109.8,18.45,1.22735
Brandon Ingram,2021-01-15,35,20,3,5,2,1.0,0.6,0.5,0.648,24.5,6.6,4,0.0,109.0,116.0,15.4,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,6.4,4.9,0.5,2.9,0.4600000000000001,0.29,0.7051000000000001,28.74,114.3,112.3,17.53,0.982752
Brandon Ingram,2021-01-17,35,22,3,1,1,1.0,0.421,0.429,0.53,30.9,-9.6,5,0.75,92.0,124.0,8.6,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.8,6.5,4.7,0.6,3.0,0.4609,0.2829,0.6892,28.829999999999995,111.9,112.6,16.669999999999998,1.41122
Brandon Ingram,2021-01-19,35,17,3,4,0,2.0,0.444,0.0,0.45,24.7,-1.2,1,0.5,95.0,127.0,10.5,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.7,5.7,4.5,0.6,2.8,0.4662,0.2429,0.6592,27.690000000000005,110.8,115.6,15.69,1.10862
Brandon Ingram,2021-01-21,33,23,1,2,1,0.0,0.571,0.667,0.73,21.1,5.3,1,0.75,137.0,129.0,17.3,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.7,5.2,4.1,0.6,2.5,0.4688,0.2895999999999999,0.7342000000000001,27.27,114.9,116.4,16.35,1.02926
Brandon Ingram,2021-01-23,37,30,4,2,0,1.0,0.55,0.286,0.663,32.5,-2.4,7,1.0,101.0,120.0,14.7,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,4.9,4.1,0.6,3.2,0.4738,0.2849,0.7675,27.68,112.1,120.1,16.28,1.14314
