Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Tyrese Maxey,2024-10-23,PHI,,MIL,38:59,25,6,3,1,1,.323,.222,.382,34.7,-2.7,1,.750,89,123,11.1
Tyrese Maxey,2024-10-25,PHI,@,TOR,40:54,24,2,4,1,0,.261,.167,.424,29.8,-6.2,1,.833,95,119,10.9
Tyrese Maxey,2024-10-27,PHI,@,IND,47:47,45,4,4,1,2,.438,.294,.583,36.7,8.3,5,.800,122,106,27.2
Tyrese Maxey,2024-10-30,PHI,,DET,40:04,32,3,7,2,0,.480,.200,.570,34.7,9.1,1,.857,120,116,24.5
Tyrese Maxey,2024-11-02,PHI,,MEM,37:28,23,2,6,3,0,.421,.444,.566,26.7,1.4,3,1.000,108,122,16.9
Tyrese Maxey,2024-11-04,PHI,@,PHO,40:56,32,3,2,1,1,.545,.429,.686,24.9,4.3,0,.667,136,124,23.8
Tyrese Maxey,2024-11-06,PHI,@,LAC,31:34,12,1,1,1,0,.385,.167,.446,24.7,-13.0,3,1.000,82,126,2.7
Tyrese Maxey,2024-11-08,PHI,@,LAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyrese Maxey,2024-11-10,PHI,,CHO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyrese Maxey,2024-11-12,PHI,,NYK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyrese Maxey,2024-11-13,PHI,,CLE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyrese Maxey,2024-11-15,PHI,@,ORL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyrese Maxey,2024-11-18,PHI,@,MIA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyrese Maxey,2024-11-20,PHI,@,MEM,19:38,8,3,2,1,0,.231,.000,.288,32.6,-15.6,1,1.000,71,121,2.0
Tyrese Maxey,2024-11-22,PHI,,BRK,26:30,26,4,5,4,0,.647,.500,.745,28.0,24.6,0,1.000,165,98,26.8
Tyrese Maxey,2024-11-24,PHI,,LAC,29:52,17,4,4,2,0,.385,.500,.576,22.7,2.7,1,1.000,122,127,14.1
