Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Damian Lillard,34,9,4,7,1,1.0,0.333,0.143,0.362,18.2,-3.5,1,0.0,86.0,122.0,8.2,1,1,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,1.0,1.0,0.333,0.143,0.0,18.2,86.0,122.0,8.2,0.0,0,2020,12,23,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Damian Lillard,41,32,5,9,1,0.0,0.393,0.385,0.53,36.1,0.1,5,1.0,109.0,121.0,20.6,2,1,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.0,1.0,3.0,0.363,0.264,0.5,27.15,97.5,121.5,14.4,0.0,1,2020,12,26,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Damian Lillard,36,31,4,5,0,1.0,0.625,0.5,0.832,29.0,7.8,5,1.0,129.0,111.0,23.8,3,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,7.0,0.6666666666666666,3.6666666666666665,0.4503333333333333,0.3426666666666667,0.6666666666666666,27.76666666666667,108.0,118.0,17.533333333333335,0.822785,2,2020,12,28,0,-2.4492935982947064e-16,1.0,0.0,1.0
Damian Lillard,29,20,5,4,1,0.0,0.214,0.0,0.485,37.4,-5.0,4,0.933,95.0,126.0,12.3,4,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.25,0.75,3.75,0.39125,0.257,0.73325,30.175,104.75,120.0,16.225,0.991776,3,2020,12,30,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Damian Lillard,35,34,4,8,1,0.0,0.524,0.6,0.719,29.0,15.1,1,1.0,148.0,98.0,29.3,5,0,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.6,0.8,3.2,0.4178,0.3256,0.7866,29.94,113.4,115.6,18.84,0.99589,4,2021,1,1,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Damian Lillard,39,32,4,4,0,0.0,0.417,0.4,0.591,31.6,0.2,5,0.857,107.0,132.0,16.6,6,0,0,26.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,6.166666666666667,0.6666666666666666,3.5,0.4176666666666666,0.338,0.7983333333333333,30.21666666666667,112.33333333333331,118.33333333333331,18.46666666666667,1.14459,5,2021,1,3,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Damian Lillard,37,24,5,9,0,0.0,0.353,0.273,0.549,25.4,5.3,0,0.818,133.0,116.0,21.1,7,1,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.428571428571429,6.571428571428571,0.5714285714285714,3.0,0.4084285714285714,0.3287142857142857,0.801142857142857,29.52857142857143,115.28571428571428,118.0,18.842857142857145,1.03312,6,2021,1,5,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Damian Lillard,29,39,7,7,3,0.0,0.619,0.583,0.81,36.1,25.6,1,0.857,161.0,102.0,38.1,8,1,0,27.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,6.625,0.875,2.75,0.4347499999999999,0.3605,0.808125,30.35,121.0,116.0,21.25,1.14846,7,2021,1,7,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Damian Lillard,30,17,4,6,1,0.0,0.313,0.143,0.456,25.5,0.4,0,1.0,111.0,98.0,14.2,9,0,0,26.444444444444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.666666666666667,6.555555555555555,0.8888888888888888,2.4444444444444446,0.4212222222222222,0.3363333333333334,0.8294444444444444,29.81111111111112,119.88888888888889,114.0,20.46666666666667,1.39976,8,2021,1,9,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Damian Lillard,40,23,7,5,0,1.0,0.5,0.5,0.648,28.9,-4.5,8,1.0,94.0,117.0,13.3,10,1,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.9,6.4,0.8,3.0,0.4291,0.3527,0.8465,29.72,117.3,114.3,19.75,1.00725,9,2021,1,11,0,0.49999999999999994,0.8660254037844387,0.0,1.0
