Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Damian Lillard,39,27,5,6,0,0.0,0.478,0.308,0.576,29.8,-0.3,2,1.0,113.0,129.0,19.4,11,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,8.0,0.7,2.7,0.369,0.2715999999999999,0.79,28.96,104.5,113.5,12.97,0.965721,10,2021,11,9,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Damian Lillard,38,28,7,7,0,0.0,0.522,0.25,0.565,30.1,3.8,2,0.75,120.0,125.0,21.3,12,0,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.3,7.9,0.7,2.7,0.3666999999999999,0.2679999999999999,0.765,29.27,101.8,114.9,13.38,0.951618,11,2021,11,10,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Damian Lillard,38,20,6,7,0,1.0,0.375,0.444,0.549,22.4,3.9,2,0.8,112.0,97.0,15.8,13,0,0,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,8.3,0.7,2.5,0.3775,0.3123999999999999,0.745,28.600000000000005,106.2,113.6,14.79,1.06819,12,2021,11,12,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Damian Lillard,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,7.3,0.6,2.3,0.3501999999999999,0.2759999999999999,0.645,25.13,95.3,103.1,13.4,0.987273,13,2021,11,14,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Damian Lillard,40,24,4,8,2,1.0,0.476,0.5,0.56,29.2,1.6,3,1.0,119.0,123.0,20.6,15,1,0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.3,7.5,0.7,2.0,0.3449,0.2546,0.645,25.23,95.8,105.7,13.829999999999998,1.28299,14,2021,11,15,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Damian Lillard,40,22,4,10,1,1.0,0.333,0.333,0.522,26.6,1.3,4,1.0,112.0,116.0,17.3,16,1,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,7.3,0.8,2.2,0.3532,0.2736,0.645,25.34,97.2,103.7,14.72,0.971927,15,2021,11,17,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Damian Lillard,37,39,0,7,0,3.0,0.476,0.385,0.718,39.6,11.0,4,1.0,134.0,115.0,30.9,17,1,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,7.0,0.8,2.3,0.3658,0.2899,0.665,26.120000000000005,99.7,102.5,16.4,0.925637,16,2021,11,20,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Damian Lillard,31,25,3,5,1,0.0,0.692,0.625,0.901,21.6,12.9,1,1.0,173.0,115.0,23.5,18,1,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.7,0.7,2.3,0.3979999999999999,0.3274,0.705,24.86,106.9,102.3,17.05,1.23742,17,2021,11,23,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Damian Lillard,40,32,6,10,0,0.0,0.389,0.25,0.639,27.6,6.0,2,0.938,145.0,130.0,28.2,19,0,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8,6.6,0.6,2.3,0.4215,0.3524,0.7988,25.75,114.0,104.0,19.48,1.0703,18,2021,11,24,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Damian Lillard,38,16,0,6,1,0.0,0.333,0.286,0.477,24.7,-7.1,4,1.0,89.0,126.0,8.3,20,0,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.6,0.5,2.4,0.4074,0.3380999999999999,0.8488,25.16,111.7,107.6,18.53,0.928209,19,2021,11,26,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Damian Lillard,31,11,6,5,0,1.0,0.333,0.25,0.427,21.5,-5.4,2,1.0,94.0,137.0,8.2,21,0,0,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6,6.5,0.5,2.4,0.3928999999999999,0.3323,0.8488,24.33,109.8,108.4,17.41,1.02227,20,2021,11,29,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Damian Lillard,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,1,1,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,5.8,0.5,2.2,0.3407,0.3073,0.7737999999999999,21.32,97.8,95.9,15.28,1.06332,21,2021,11,30,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Damian Lillard,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,1,1,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3,5.1,0.5,2.0,0.3032,0.2629,0.6938,19.08,86.6,86.2,13.7,1.05445,22,2021,12,2,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Damian Lillard,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,1,1,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.1,0.5,2.0,0.3032,0.2629,0.6938,19.08,86.6,86.2,13.7,1.33414,23,2021,12,4,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Damian Lillard,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,1,1,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.3,0.3,1.7,0.2556,0.2128999999999999,0.5938,16.16,74.7,73.9,11.64,0.968794,24,2021,12,6,0,-2.4492935982947064e-16,1.0,0.0,1.0
Damian Lillard,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26,0,1,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.3,0.2,1.3,0.2223,0.1796,0.4937999999999999,13.5,63.5,62.3,9.91,0.891078,25,2021,12,8,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Damian Lillard,37,24,11,6,0,0.0,0.294,0.214,0.508,33.0,-4.4,5,0.733,105.0,119.0,16.2,27,1,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.2,0.2,1.4,0.2041,0.1625,0.4671,12.84,60.6,62.7,8.44,1.14021,26,2021,12,12,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Damian Lillard,47,31,2,10,0,1.0,0.355,0.313,0.467,35.3,2.6,4,0.8,98.0,112.0,17.6,28,1,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,3.7,0.1,1.7,0.1704,0.1313,0.4471,14.210000000000004,53.1,62.4,7.85,1.10475,27,2021,12,14,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Damian Lillard,38,21,5,4,1,1.0,0.286,0.455,0.461,30.3,-2.8,3,1.0,89.0,117.0,11.3,29,1,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.1,0.2,1.8,0.1601,0.1518,0.4533,14.48,47.5,61.1,6.159999999999999,0.901213,28,2021,12,15,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Damian Lillard,37,43,4,8,1,0.0,0.632,0.545,0.855,33.6,16.2,3,0.929,163.0,120.0,38.9,30,1,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.3,0.2,1.7,0.19,0.1777,0.4462,15.37,54.9,60.5,9.22,1.17063,29,2021,12,17,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Damian Lillard,38,32,5,5,0,0.0,0.474,0.333,0.659,34.8,2.1,5,0.917,122.0,110.0,20.7,31,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.3,0.2,2.0,0.2041,0.186,0.4379,16.7,57.7,57.8,10.47,0.958138,30,2021,12,19,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Damian Lillard,40,39,2,7,1,0.0,0.542,0.545,0.709,35.6,14.6,1,0.875,144.0,129.0,32.5,32,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.0,0.3,2.1,0.2583,0.2405,0.5254000000000001,20.26,72.1,70.7,13.72,1.01818,31,2021,12,21,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Damian Lillard,36,26,2,5,0,1.0,0.333,0.375,0.614,31.0,-2.2,5,0.929,111.0,136.0,16.5,33,1,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.5,0.3,2.6,0.2915999999999999,0.278,0.6183000000000001,23.36,83.2,84.3,15.37,1.08992,32,2021,12,27,0,-2.4492935982947064e-16,1.0,0.0,1.0
Damian Lillard,37,32,6,4,1,0.0,0.435,0.357,0.584,35.5,6.4,2,0.7,117.0,124.0,22.3,34,1,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,4.9,0.4,2.8,0.3351,0.3137,0.6883,26.910000000000004,94.9,96.7,17.6,0.974125,33,2021,12,29,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Damian Lillard,32,18,4,7,0,0.0,0.333,0.125,0.475,26.7,-5.6,3,0.778,103.0,144.0,11.0,35,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.6,0.4,3.1,0.3683999999999999,0.3262,0.7661,29.58,105.2,111.1,18.7,1.04221,34,2021,12,31,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
