Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Pascal Siakam,2024-10-23,IND,@,DET,31:58,19,8,9,2,0,.533,.333,.582,22.5,12.7,0,.667,141,110,23.2
Pascal Siakam,2024-10-25,IND,@,NYK,23:13,12,5,2,0,0,.455,.000,.505,26.6,-5.8,2,1.000,97,134,7.6
Pascal Siakam,2024-10-27,IND,,PHI,40:07,17,5,6,0,1,.636,.500,.715,14.3,5.5,1,.500,138,113,16.3
Pascal Siakam,2024-10-28,IND,@,ORL,33:49,26,9,4,2,0,.556,.400,.644,27.6,6.9,2,.800,129,115,21.3
Pascal Siakam,2024-10-30,IND,,BOS,37:41,29,11,5,0,0,.550,.750,.666,25.0,8.9,2,.250,134,121,24.2
Pascal Siakam,2024-11-01,IND,@,NOP,31:43,16,5,6,1,1,.538,.400,.615,20.9,1.4,2,,118,123,13.1
Pascal Siakam,2024-11-04,IND,@,DAL,35:35,23,6,4,0,0,.625,.500,.681,21.2,2.5,1,1.000,136,126,19.4
Pascal Siakam,2024-11-06,IND,,ORL,33:29,17,4,3,0,0,.462,.000,.559,22.1,-2.6,0,1.000,126,120,12.8
Pascal Siakam,2024-11-08,IND,@,CHO,33:37,27,4,3,3,0,.647,.714,.755,27.5,15.3,2,.000,119,106,22.2
Pascal Siakam,2024-11-10,IND,,NYK,34:07,14,8,3,0,0,.385,.333,.504,17.9,-4.7,0,1.000,124,124,11.0
Pascal Siakam,2024-11-13,IND,@,ORL,38:43,25,7,2,0,0,.727,.667,.947,18.4,8.5,3,1.000,144,105,19.8
Pascal Siakam,2024-11-15,IND,,MIA,29:56,14,5,2,0,0,.429,.250,.485,22.3,-8.5,1,1.000,103,128,8.5
Pascal Siakam,2024-11-17,IND,,MIA,35:15,23,4,3,1,0,.818,.667,.933,18.6,4.3,2,1.000,157,123,18.8
Pascal Siakam,2024-11-18,IND,@,TOR,38:59,25,10,5,1,0,.450,.333,.531,24.4,-0.9,0,.750,131,131,22.9
Pascal Siakam,2024-11-20,IND,@,HOU,31:21,21,4,0,2,0,.571,1.000,.648,25.1,-0.9,3,.800,108,116,13.4
Pascal Siakam,2024-11-22,IND,@,MIL,33:51,25,8,1,1,0,.563,.200,.640,25.7,-1.6,2,.750,120,125,17.9
Pascal Siakam,2024-11-24,IND,,WAS,33:35,22,6,6,1,0,.500,.667,.661,22.9,6.2,1,1.000,141,108,20.2
Pascal Siakam,2024-11-25,IND,,NOP,36:56,14,7,7,0,0,.462,.250,.521,17.8,-2.2,2,1.000,114,113,12.3
Pascal Siakam,2024-11-27,IND,,POR,38:12,29,7,4,2,2,.600,.400,.666,24.9,7.6,1,.750,148,120,25.5
Pascal Siakam,2024-11-29,IND,,DET,34:39,21,9,2,1,0,.474,.167,.528,27.1,-3.1,1,1.000,108,131,15.4
Pascal Siakam,2024-12-01,IND,@,MEM,30:03,17,2,6,0,1,.467,.200,.535,25.9,-2.2,3,1.000,104,132,11.0
Pascal Siakam,2024-12-03,IND,@,TOR,35:47,13,6,1,3,0,.308,.400,.428,19.7,-5.4,2,.600,92,112,7.4
Pascal Siakam,2024-12-04,IND,@,BRK,37:05,14,6,0,1,1,.500,.333,.574,17.0,-2.4,1,.600,102,103,9.9
Pascal Siakam,2024-12-06,IND,@,CHI,36:41,21,7,2,0,0,.467,.600,.626,21.1,-4.4,1,1.000,129,125,16.2
Pascal Siakam,2024-12-08,IND,,CHO,34:08,9,11,3,2,0,.375,.000,.483,16.4,-6.6,3,1.000,88,105,7.8
Pascal Siakam,2024-12-13,IND,@,PHI,30:34,23,8,3,1,1,.818,1.000,.871,22.0,10.2,2,.600,145,106,21.9
Pascal Siakam,2024-12-15,IND,,NOP,36:05,22,5,2,1,1,.500,.500,.619,21.8,1.2,0,.750,127,107,17.8
Pascal Siakam,2024-12-19,IND,@,PHO,39:37,25,18,3,1,1,.409,.429,.517,27.3,0.7,1,.800,110,107,21.0
Pascal Siakam,2024-12-22,IND,@,SAC,28:06,19,10,3,0,0,.500,.400,.586,27.3,-0.4,0,.600,126,98,15.5
