Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CLE,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Donovan Mitchell,2023-10-25,36,27,5,6,4,1.0,0.524,0.4,0.63,26.6,15.7,0,1.0,139.0,109.0,27.5,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,6.0,4.0,0.0,0.524,0.4,1.0,26.6,139.0,109.0,27.5,0.0
Donovan Mitchell,2023-10-27,42,43,8,5,3,2.0,0.556,0.364,0.675,36.4,15.5,5,0.818,120.0,98.0,34.6,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.5,5.5,3.5,2.5,0.54,0.382,0.909,31.5,129.5,103.5,31.05,1.01911
Donovan Mitchell,2023-10-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333333333333,4.333333333333333,3.6666666666666665,2.333333333333333,1.6666666666666667,0.36,0.2546666666666666,0.606,21.0,86.33333333333333,69.0,20.7,1.05506
Donovan Mitchell,2023-10-31,29,26,3,3,3,0.0,0.55,0.0,0.597,35.3,14.0,2,1.0,119.0,110.0,20.4,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,3.5,2.5,1.75,0.4075,0.191,0.7045,24.575,94.5,79.25,20.625,0.935901
Donovan Mitchell,2023-11-01,37,30,6,4,1,1.0,0.409,0.4,0.609,38.4,6.6,5,1.0,103.0,94.0,17.9,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,4.4,3.6,2.2,2.4,0.4078,0.2328,0.7636000000000001,27.34,96.2,82.2,20.08,0.91653
Donovan Mitchell,2023-11-03,37,38,5,9,1,0.0,0.619,0.571,0.748,34.4,13.6,3,0.8,139.0,121.0,33.5,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33333333333333,4.5,4.5,2.0,2.5,0.443,0.2891666666666666,0.7696666666666667,28.516666666666666,103.33333333333331,88.66666666666667,22.316666666666663,1.42202
Donovan Mitchell,2023-11-05,34,31,2,7,2,0.0,0.579,0.455,0.747,30.8,14.6,4,1.0,135.0,109.0,24.8,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.857142857142858,4.142857142857143,4.857142857142857,2.0,2.7142857142857144,0.4624285714285714,0.3128571428571428,0.8025714285714286,28.842857142857145,107.85714285714286,91.57142857142856,22.67142857142857,1.27816
Donovan Mitchell,2023-11-08,37,20,5,5,2,0.0,0.348,0.111,0.411,26.7,-3.2,0,1.0,102.0,126.0,13.3,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.875,4.25,4.875,2.0,2.375,0.448125,0.287625,0.82725,28.575,107.125,95.875,21.5,1.09282
Donovan Mitchell,2023-11-11,36,21,7,5,2,1.0,0.318,0.333,0.426,30.8,-2.1,2,0.833,93.0,105.0,13.1,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.22222222222222,4.555555555555555,4.888888888888889,2.0,2.333333333333333,0.4336666666666666,0.2926666666666666,0.8278888888888889,28.82222222222222,105.55555555555556,96.88888888888889,20.566666666666663,1.10883
Donovan Mitchell,2023-11-13,38,22,2,5,1,1.0,0.333,0.444,0.483,28.5,-1.7,2,1.0,110.0,141.0,13.9,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.8,4.3,4.9,1.9,2.3,0.4236,0.3077999999999999,0.8451000000000001,28.79,106.0,101.3,19.9,0.93971
