Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_UTA,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Donovan Mitchell,2021-01-12,30,27,3,4,0,0.0,0.6,0.714,0.805,26.9,11.9,1,1.0,164.0,104.0,22.8,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,3.6,4.9,0.6,3.1,0.4303,0.3886,0.6602,32.32,109.6,113.9,14.61,1.03259
Donovan Mitchell,2021-01-15,29,26,3,4,3,0.0,0.5,0.6,0.65,32.3,13.4,3,0.0,116.0,85.0,19.3,12,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,3.7,4.8,0.6,3.1,0.4542,0.4264,0.5824,32.54,111.6,111.5,15.38,0.921569
Donovan Mitchell,2021-01-17,38,18,3,7,1,2.0,0.35,0.0,0.414,32.2,-6.3,4,1.0,92.0,123.0,9.8,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.8,5.0,0.6,3.2,0.4543999999999999,0.4064,0.6324,32.22,112.3,112.3,15.64,0.975495
Donovan Mitchell,2021-01-19,33,28,7,4,0,0.0,0.6,0.571,0.794,30.6,4.2,5,1.0,126.0,108.0,19.4,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,3.9,5.1,0.5,3.4,0.4753,0.426,0.6324,31.9,115.5,111.8,16.339999999999996,1.20766
Donovan Mitchell,2021-01-21,34,36,7,5,0,1.0,0.579,0.75,0.799,32.7,13.0,4,1.0,142.0,119.0,29.4,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,4.2,5.1,0.5,3.3,0.4902999999999999,0.471,0.7323999999999999,32.72,120.8,112.0,18.59,1.19072
Donovan Mitchell,2021-01-23,27,23,7,6,1,0.0,0.5,0.375,0.595,31.1,8.8,2,0.667,128.0,104.0,19.3,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,4.5,4.8,0.6,3.1,0.4931999999999999,0.4528999999999999,0.6990999999999999,32.74,121.1,111.3,18.8,1.14976
Donovan Mitchell,2021-01-26,34,9,8,3,0,0.0,0.2,0.222,0.283,23.3,-12.0,2,0.5,73.0,109.0,1.8,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,4.9,4.7,0.6,3.0,0.4677,0.4376,0.6691,30.880000000000003,117.4,109.2,17.119999999999997,1.20332
Donovan Mitchell,2021-01-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,4.5,4.3,0.5,2.6,0.4328999999999999,0.4176,0.6691,27.630000000000003,109.4,97.2,16.43,1.20185
Donovan Mitchell,2021-01-29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,4.0,3.6,0.5,2.5,0.3829,0.3732,0.6024,24.0,96.3,85.6,13.939999999999998,1.16437
Donovan Mitchell,2021-01-31,31,13,1,3,1,0.0,0.25,0.375,0.472,27.3,-12.2,5,1.0,79.0,137.0,3.0,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.9,3.6,0.6,2.6,0.3579,0.3607,0.6167,23.64,92.0,88.9,12.48,1.22775
Donovan Mitchell,2021-02-02,35,32,6,1,1,0.0,0.588,0.571,0.733,29.4,10.1,1,0.727,141.0,108.0,25.8,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,4.2,3.3,0.7,2.6,0.3567,0.3464,0.5894,23.89,89.7,89.3,12.78,1.17442
Donovan Mitchell,2021-02-04,32,18,3,5,2,0.0,0.389,0.6,0.488,26.7,5.9,1,1.0,112.0,97.0,12.8,22,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,4.2,3.4,0.6,2.4,0.3456,0.3464,0.6894,23.33,89.3,90.5,12.13,1.20227
Donovan Mitchell,2021-02-05,34,30,3,5,1,0.0,0.556,0.556,0.727,31.5,0.5,4,0.833,126.0,122.0,20.4,23,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,4.2,3.2,0.6,2.4,0.3661999999999999,0.4019999999999999,0.6727,23.26,92.7,90.4,13.19,1.12314
Donovan Mitchell,2021-02-07,38,27,8,11,1,0.0,0.375,0.444,0.515,33.8,10.4,5,1.0,111.0,98.0,20.7,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,4.3,3.9,0.7,2.4,0.3437,0.3893,0.6727000000000001,23.58,91.2,89.4,13.32,1.15181
Donovan Mitchell,2021-02-09,36,36,4,9,1,2.0,0.522,0.462,0.69,35.5,18.8,2,0.857,146.0,119.0,31.4,25,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,4.0,4.3,0.8,2.2,0.3379999999999999,0.3604999999999999,0.6584,23.860000000000003,91.6,89.4,13.52,1.10865
Donovan Mitchell,2021-02-12,37,26,6,8,0,0.0,0.3,0.111,0.497,31.9,-1.9,2,0.929,115.0,113.0,17.8,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,3.9,4.5,0.7,2.2,0.318,0.3340999999999999,0.6846,23.94,90.3,90.3,13.37,1.26823
Donovan Mitchell,2021-02-13,32,26,3,2,1,0.0,0.429,0.25,0.54,34.8,0.0,2,0.714,103.0,99.0,13.8,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,3.4,4.4,0.8,2.2,0.3409,0.3369,0.7060000000000001,25.09,93.3,89.3,14.570000000000002,0.935323
Donovan Mitchell,2021-02-15,35,24,3,5,0,0.0,0.375,0.25,0.458,35.2,-9.4,2,0.8,100.0,128.0,12.0,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,3.7,4.9,0.8,2.4,0.3783999999999999,0.3619,0.786,28.610000000000003,103.3,102.1,15.77,1.25819
Donovan Mitchell,2021-02-17,33,24,8,7,3,1.0,0.409,0.333,0.487,33.2,10.4,3,0.667,109.0,92.0,19.8,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,4.5,5.6,1.1,2.7,0.4192999999999999,0.3952,0.8527000000000001,31.93,114.2,111.3,17.75,1.1803
Donovan Mitchell,2021-02-19,34,35,4,5,3,0.0,0.444,0.364,0.565,42.8,12.2,1,0.778,119.0,116.0,25.2,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,4.8,5.8,1.3,2.3,0.4387,0.3941,0.8305,33.480000000000004,118.2,109.2,19.97,1.10908
Donovan Mitchell,2021-02-22,33,23,4,8,1,0.0,0.471,0.375,0.613,31.3,-2.1,6,1.0,115.0,110.0,15.7,31,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,4.6,6.5,1.3,2.8,0.4269999999999999,0.3745,0.8577999999999999,33.67,115.6,109.4,18.96,1.00832
Donovan Mitchell,2021-02-24,31,13,10,8,2,0.0,0.25,0.286,0.366,27.8,3.3,1,0.75,110.0,89.0,13.0,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,5.3,6.8,1.3,2.8,0.4131,0.3431,0.8328,33.78,115.4,108.6,18.98,1.04634
Donovan Mitchell,2021-02-26,36,30,6,3,3,0.0,0.423,0.222,0.508,40.8,0.0,5,0.75,95.0,122.0,17.7,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,5.6,6.6,1.5,2.9,0.3998,0.3097,0.8245000000000001,34.71,112.3,108.6,18.71,1.14376
Donovan Mitchell,2021-02-27,35,31,4,6,0,0.0,0.526,0.625,0.688,32.2,6.7,3,0.75,132.0,119.0,23.7,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,5.2,6.1,1.4,2.7,0.4149,0.3278,0.7995000000000001,34.55,114.4,110.7,19.01,1.21255
Donovan Mitchell,2021-03-01,35,21,4,8,0,0.0,0.333,0.125,0.444,30.0,-5.0,2,1.0,103.0,132.0,13.5,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,5.2,6.0,1.3,2.7,0.396,0.2941,0.8138,34.0,110.1,112.0,17.22,1.17573
Donovan Mitchell,2021-03-03,42,33,8,6,1,0.0,0.353,0.417,0.45,39.9,-0.9,3,0.667,97.0,119.0,16.2,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.4,5.8,1.4,2.8,0.4013,0.3247,0.7876000000000001,34.8,108.3,112.6,17.06,1.03366
Donovan Mitchell,2021-03-12,36,28,7,8,1,1.0,0.391,0.333,0.528,37.3,2.6,4,0.875,107.0,98.0,20.5,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,5.8,6.4,1.4,3.0,0.3975,0.333,0.8037000000000001,35.05,108.7,112.5,17.729999999999997,1.12423
Donovan Mitchell,2021-03-14,36,24,0,4,0,0.0,0.389,0.4,0.558,28.7,-4.6,4,0.75,107.0,135.0,11.0,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,5.5,6.3,1.4,3.2,0.3989,0.348,0.7987,34.4,109.4,113.2,17.63,1.17329
Donovan Mitchell,2021-03-16,33,21,2,5,1,0.0,0.375,0.6,0.55,28.9,0.5,2,0.857,118.0,120.0,14.1,39,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,4.9,6.1,1.2,3.1,0.3955,0.3747,0.8177,33.97,110.3,116.0,17.06,1.00611
Donovan Mitchell,2021-03-18,39,42,4,6,2,0.0,0.533,0.333,0.635,37.1,9.1,4,0.857,124.0,121.0,29.2,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.6,4.9,6.2,1.1,3.4,0.4044,0.3716,0.8256,33.4,110.8,116.5,17.46,1.07115
Donovan Mitchell,2021-03-19,35,31,5,6,3,0.0,0.4,0.0,0.573,39.6,5.8,3,0.938,122.0,114.0,24.7,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.4,5.0,6.0,1.3,3.1,0.3973,0.3340999999999999,0.8193999999999999,34.230000000000004,111.5,116.9,18.36,1.16378
Donovan Mitchell,2021-03-22,30,30,6,6,1,0.0,0.579,0.625,0.738,34.9,14.5,3,1.0,134.0,100.0,24.3,42,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,4.6,5.8,1.2,3.3,0.4301999999999999,0.368,0.8443999999999999,34.94,113.9,118.0,19.49,0.862047
Donovan Mitchell,2021-03-24,27,27,6,7,1,0.0,0.611,0.625,0.75,29.2,23.3,0,0.0,163.0,91.0,26.1,43,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,4.6,6.2,1.0,2.8,0.449,0.4083,0.7693999999999999,33.78,120.7,114.9,20.33,1.1385
Donovan Mitchell,2021-03-26,36,35,5,6,1,0.0,0.522,0.714,0.683,31.7,16.0,1,1.0,144.0,120.0,29.0,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,4.7,6.2,1.1,2.6,0.4486,0.4171999999999999,0.7943999999999999,33.730000000000004,121.9,115.0,20.86,0.980527
Donovan Mitchell,2021-03-27,28,35,2,7,1,1.0,0.706,0.714,0.891,35.9,21.3,6,1.0,144.0,109.0,29.1,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,4.5,6.1,1.2,3.0,0.4859,0.4761,0.7943999999999999,34.32,126.0,112.7,22.42,1.16942
Donovan Mitchell,2021-03-29,25,19,2,4,1,1.0,0.5,0.571,0.638,33.1,10.2,3,0.5,112.0,82.0,14.1,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,3.9,5.9,1.2,3.0,0.5006,0.4915,0.7777,33.64,127.5,109.0,22.21,1.02263
Donovan Mitchell,2021-03-31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,3.2,5.1,1.1,2.6,0.4615,0.4582,0.6901999999999999,29.910000000000004,116.8,99.2,20.16,1.03847
Donovan Mitchell,2021-04-02,36,26,3,5,0,0.0,0.333,0.222,0.512,36.2,-0.6,2,1.0,112.0,120.0,16.9,48,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,3.5,5.2,1.1,2.4,0.4559,0.4404,0.7152,30.66,117.3,97.7,20.75,1.21379
Donovan Mitchell,2021-04-03,21,22,2,4,3,0.0,0.727,0.857,1.0,23.4,29.3,0,0.0,193.0,85.0,23.1,49,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,3.5,5.1,1.3,2.2,0.4911,0.4660999999999999,0.6295,30.110000000000003,124.8,94.2,21.65,0.952587
Donovan Mitchell,2021-04-05,35,16,5,4,0,0.0,0.261,0.0,0.312,33.3,-10.6,0,0.667,82.0,127.0,5.0,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,3.6,4.9,1.1,1.8,0.4639,0.4327999999999999,0.6105,29.73,120.6,94.8,19.23,0.899109
