Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CLE,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Donovan Mitchell,2022-10-19,35,31,2,9,2,0.0,0.571,0.25,0.656,35.6,11.6,3,0.833,126.0,112.0,25.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,2.0,9.0,2.0,3.0,0.571,0.25,0.833,35.6,126.0,112.0,25.0,0.0
Donovan Mitchell,2022-10-22,35,32,9,8,1,0.0,0.526,0.667,0.697,34.1,10.5,4,0.889,136.0,100.0,27.6,2,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,5.5,8.5,1.5,3.5,0.5485,0.4585,0.861,34.85,131.0,106.0,26.3,1.04669
Donovan Mitchell,2022-10-23,45,37,5,4,3,1.0,0.414,0.417,0.561,38.6,6.7,6,0.889,110.0,101.0,23.1,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.333333333333336,5.333333333333333,7.0,2.0,4.333333333333333,0.5036666666666666,0.4446666666666667,0.8703333333333333,36.1,124.0,104.33333333333331,25.23333333333333,1.02617
Donovan Mitchell,2022-10-26,37,14,4,8,2,0.0,0.263,0.143,0.337,25.0,-0.3,1,0.75,93.0,98.0,9.7,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,5.0,7.25,2.0,3.5,0.4435,0.36925,0.8402499999999999,33.325,116.25,102.75,21.35,1.15173
Donovan Mitchell,2022-10-28,46,41,4,3,1,0.0,0.6,0.556,0.742,34.3,4.6,7,1.0,121.0,116.0,25.2,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.8,6.4,1.8,4.2,0.4747999999999999,0.4065999999999999,0.8722,33.52,117.2,105.4,22.12,1.17951
Donovan Mitchell,2022-10-30,37,38,3,12,1,2.0,0.6,0.615,0.808,31.9,21.3,4,0.75,146.0,108.0,34.1,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.166666666666664,4.5,7.333333333333333,1.6666666666666667,4.166666666666667,0.4956666666666666,0.4413333333333333,0.8518333333333333,33.25,122.0,105.83333333333331,24.116666666666664,1.09162
Donovan Mitchell,2022-11-02,44,25,4,6,1,2.0,0.407,0.333,0.463,26.8,6.2,0,0.0,101.0,103.0,17.1,7,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.142857142857142,4.428571428571429,7.142857142857143,1.5714285714285714,3.571428571428572,0.483,0.4258571428571428,0.7301428571428571,32.32857142857143,119.0,105.42857142857144,23.11428571428572,0.944249
Donovan Mitchell,2022-11-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,3.875,6.25,1.375,3.125,0.422625,0.372625,0.638875,28.2875,104.125,92.25,20.225,1.10727
Donovan Mitchell,2022-11-06,37,33,5,2,1,1.0,0.588,0.143,0.726,29.7,10.6,3,0.923,134.0,101.0,26.3,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.88888888888889,4.0,5.777777777777778,1.3333333333333333,3.111111111111111,0.441,0.3471111111111111,0.6704444444444444,28.444444444444443,107.44444444444444,93.22222222222224,20.9,1.3062
Donovan Mitchell,2022-11-07,39,30,1,2,0,0.0,0.667,0.727,0.919,22.0,5.9,3,0.667,141.0,129.0,19.8,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,3.7,5.4,1.2,3.1,0.4636,0.3851,0.6701,27.8,110.8,96.8,20.79,1.07566
Donovan Mitchell,2022-11-09,39,38,5,4,1,0.0,0.571,0.429,0.679,33.8,9.9,3,0.0,135.0,131.0,27.1,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.8,4.0,4.9,1.1,3.1,0.4636,0.403,0.5868,27.62,111.7,98.7,21.0,1.09563
Donovan Mitchell,2022-11-11,37,29,10,9,2,1.0,0.5,0.3,0.64,29.1,18.4,3,1.0,125.0,105.0,28.0,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,4.1,5.0,1.2,3.0,0.4609999999999999,0.3663,0.5979000000000001,27.12,110.6,99.2,21.04,1.0673
Donovan Mitchell,2022-11-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,3.6,4.6,0.9,2.4,0.4196,0.3246,0.509,23.26,99.6,89.1,18.73,1.15575
Donovan Mitchell,2022-11-16,34,23,2,3,2,0.0,0.368,0.333,0.531,33.1,0.3,2,1.0,101.0,121.0,14.8,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,3.4,4.1,0.9,2.5,0.4301,0.3436,0.534,24.07,100.4,91.4,19.24,1.15389
Donovan Mitchell,2022-11-18,44,34,4,6,1,0.0,0.5,0.222,0.633,35.0,1.1,6,0.909,112.0,112.0,22.6,15,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.4,4.4,0.9,2.4,0.4201,0.3102,0.5249,24.14,99.5,91.0,18.98,1.18892
Donovan Mitchell,2022-11-20,27,13,3,5,2,0.0,0.417,0.286,0.505,22.8,3.5,1,0.5,125.0,92.0,10.4,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,3.4,3.7,1.0,2.1,0.4018,0.2773,0.4999,23.23,97.4,89.4,16.61,0.955997
Donovan Mitchell,2022-11-21,39,29,4,9,3,0.0,0.5,0.5,0.61,33.5,7.4,3,0.75,119.0,103.0,24.3,17,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,3.4,4.0,1.2,2.4,0.4110999999999999,0.294,0.5749000000000001,23.9,99.2,89.4,17.330000000000002,1.07655
Donovan Mitchell,2022-11-23,31,34,2,1,2,0.0,0.611,0.6,0.806,38.3,13.5,4,0.857,134.0,108.0,24.3,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.3,3.6,4.1,1.4,2.8,0.4721999999999999,0.354,0.6606,27.73,112.6,100.2,19.76,1.14478
Donovan Mitchell,2022-11-25,32,29,3,1,1,0.0,0.458,0.455,0.583,37.1,7.1,2,1.0,115.0,126.0,17.2,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,3.4,4.0,1.4,2.7,0.4591999999999999,0.3852,0.6683,28.47,110.7,102.7,18.85,1.10062
Donovan Mitchell,2022-11-27,39,32,5,1,1,0.0,0.391,0.25,0.557,37.3,3.7,3,0.923,112.0,102.0,18.9,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,3.8,3.9,1.5,2.7,0.4316,0.3375,0.6939,30.0,107.8,100.0,18.76,1.07489
Donovan Mitchell,2022-11-28,25,8,1,2,0,0.0,0.273,0.2,0.35,20.3,-7.2,0,1.0,84.0,117.0,2.8,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.1,3.4,3.7,1.4,2.4,0.4018,0.3146,0.7939,28.65,102.7,98.6,16.330000000000002,1.03761
