Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_UTA,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Donovan Mitchell,2021-10-20,28,16,3,4,2,1.0,0.353,0.3,0.459,28.9,7.4,1,1.0,108.0,91.0,11.9,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,4.0,2.0,1.0,0.353,0.3,1.0,28.9,108.0,91.0,11.9,0.0
Donovan Mitchell,2021-10-22,37,27,5,4,2,0.0,0.36,0.429,0.504,34.9,0.7,5,0.75,97.0,102.0,13.6,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.5,4.0,4.0,2.0,3.0,0.3565,0.3645,0.875,31.9,102.5,96.5,12.75,1.1192
Donovan Mitchell,2021-10-26,34,22,2,6,1,0.0,0.45,0.111,0.516,33.2,-5.8,5,1.0,96.0,112.0,10.8,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666668,3.333333333333333,4.666666666666667,1.6666666666666667,3.6666666666666665,0.3876666666666666,0.2799999999999999,0.9166666666666666,32.333333333333336,100.33333333333331,101.66666666666669,12.1,0.993976
Donovan Mitchell,2021-10-28,24,15,3,6,2,0.0,0.417,0.4,0.563,25.6,10.0,1,1.0,129.0,89.0,14.3,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.25,5.0,1.75,3.0,0.395,0.31,0.9375,30.65,107.5,98.5,12.65,1.10358
Donovan Mitchell,2021-10-30,35,30,7,6,0,1.0,0.333,0.182,0.478,42.2,3.4,6,1.0,96.0,107.0,15.7,5,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.2,1.4,3.6,0.3826,0.2844,0.95,32.96,105.2,100.2,13.26,1.078
Donovan Mitchell,2021-10-31,33,28,4,2,2,0.0,0.556,0.444,0.693,36.0,6.7,4,0.8,117.0,105.0,18.8,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,4.666666666666667,1.5,3.6666666666666665,0.4115,0.311,0.925,33.46666666666667,107.16666666666669,101.0,14.183333333333332,0.940092
Donovan Mitchell,2021-11-02,32,36,8,6,1,0.0,0.467,0.417,0.567,41.0,13.2,3,0.75,125.0,109.0,25.2,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.857142857142858,4.571428571428571,4.857142857142857,1.4285714285714286,3.571428571428572,0.4194285714285714,0.3261428571428571,0.9,34.542857142857144,109.71428571428572,102.14285714285714,15.757142857142856,1.04478
Donovan Mitchell,2021-11-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,4.0,4.25,1.25,3.125,0.367,0.285375,0.7875,30.225,96.0,89.375,13.7875,1.13689
Donovan Mitchell,2021-11-06,37,37,0,7,2,0.0,0.5,0.267,0.604,43.8,6.3,2,0.833,123.0,132.0,26.3,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.444444444444443,3.555555555555556,4.555555555555555,1.3333333333333333,3.0,0.3817777777777777,0.2833333333333333,0.7925555555555556,31.73333333333333,99.0,94.11111111111111,15.177777777777775,1.0132
Donovan Mitchell,2021-11-07,33,21,7,7,0,0.0,0.333,0.167,0.415,35.0,-2.7,3,1.0,97.0,118.0,10.6,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,3.9,4.8,1.2,3.0,0.3769,0.2717,0.8132999999999999,32.06,98.8,96.5,14.72,0.965452
Donovan Mitchell,2021-11-09,32,27,3,5,3,0.0,0.55,0.455,0.675,30.5,16.5,1,0.0,140.0,103.0,23.4,11,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,3.9,4.9,1.3,3.0,0.3966,0.2872,0.7133,32.220000000000006,102.0,97.7,15.87,1.17702
Donovan Mitchell,2021-11-11,33,26,5,4,3,0.0,0.55,0.429,0.636,28.4,14.2,0,1.0,129.0,109.0,22.5,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,3.9,4.9,1.4,2.5,0.4156000000000001,0.2872,0.7383,31.57,105.2,98.4,16.759999999999998,1.0818
Donovan Mitchell,2021-11-13,37,22,6,4,5,0.0,0.421,0.3,0.519,27.9,4.5,3,0.6,101.0,106.0,16.1,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,4.3,4.7,1.8,2.3,0.4127,0.3061,0.6982999999999999,31.04,105.7,97.8,17.29,1.09723
Donovan Mitchell,2021-11-16,22,13,3,3,1,1.0,0.417,0.333,0.488,27.2,2.6,0,0.667,108.0,84.0,10.1,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.3,4.4,1.7,2.2,0.4126999999999999,0.2994,0.665,31.2,103.6,97.3,16.87,1.2047
Donovan Mitchell,2021-11-18,29,20,3,1,4,0.0,0.462,0.286,0.639,32.4,-4.6,6,1.0,94.0,100.0,11.7,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,3.9,3.9,2.1,2.2,0.4256,0.3097999999999999,0.665,30.22,103.4,96.6,16.47,1.22789
Donovan Mitchell,2021-11-20,32,26,5,5,1,0.0,0.5,0.429,0.579,34.9,2.2,3,1.0,119.0,109.0,16.8,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.8,4.0,4.2,2.0,2.1,0.42,0.3082999999999999,0.685,30.11,103.6,97.0,16.270000000000003,1.08393
Donovan Mitchell,2021-11-22,36,18,6,8,1,0.0,0.25,0.3,0.398,32.1,-5.5,4,0.833,96.0,127.0,10.4,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.8,4.4,2.0,2.2,0.3983,0.2966,0.6933,29.22,100.7,98.8,14.79,1.34683
Donovan Mitchell,2021-11-24,36,13,3,5,1,0.0,0.375,0.143,0.406,22.0,-7.4,1,0.0,95.0,114.0,8.2,18,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,4.1,4.9,2.1,2.3,0.4358000000000001,0.3109,0.6933,31.42,110.2,110.2,15.61,1.17555
Donovan Mitchell,2021-11-26,34,16,4,6,0,0.0,0.286,0.286,0.366,34.9,-8.5,4,1.0,78.0,108.0,4.7,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,4.5,4.8,1.9,2.5,0.4144,0.3128,0.71,30.529999999999998,105.7,107.8,13.45,0.938794
Donovan Mitchell,2021-11-27,27,21,7,7,2,1.0,0.529,0.5,0.618,34.1,7.1,4,0.0,117.0,99.0,18.0,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,4.5,4.8,2.1,2.6,0.434,0.3460999999999999,0.61,30.44,107.7,105.9,14.19,0.966496
Donovan Mitchell,2021-11-29,32,30,2,5,4,0.0,0.6,0.375,0.704,31.7,14.3,1,1.0,141.0,107.0,27.1,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.5,4.4,4.8,2.2,2.6,0.439,0.3380999999999999,0.71,30.559999999999995,107.8,106.3,14.56,1.18877
