Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BRK,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Kevin Durant,2021-10-19,30,32,11,4,0,2.0,0.52,0.429,0.579,42.8,11.1,1,0.5,113.0,118.0,24.2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,4.0,0.0,1.0,0.52,0.429,0.5,42.8,113.0,118.0,24.2,0.0
Kevin Durant,2021-10-22,37,29,15,12,1,1.0,0.45,0.167,0.594,31.1,16.3,2,1.0,138.0,110.0,32.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,13.0,8.0,0.5,1.5,0.485,0.298,0.75,36.95,125.5,114.0,28.1,0.956725
Kevin Durant,2021-10-24,36,38,5,3,1,0.0,0.708,0.333,0.764,33.9,14.6,3,1.0,134.0,116.0,30.0,3,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,10.333333333333334,6.333333333333333,0.6666666666666666,2.0,0.5593333333333333,0.3096666666666667,0.8333333333333334,35.93333333333333,128.33333333333334,114.66666666666669,28.73333333333333,1.05873
Kevin Durant,2021-10-25,35,25,8,4,2,0.0,0.529,0.5,0.596,27.5,9.7,1,0.667,118.0,85.0,21.3,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,9.75,5.75,1.0,1.75,0.55175,0.35725,0.79175,33.825,125.75,107.25,26.875,1.23204
Kevin Durant,2021-10-27,37,25,11,2,1,2.0,0.5,0.5,0.606,31.1,4.0,5,0.833,94.0,98.0,17.3,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,10.0,5.0,1.0,2.4,0.5414,0.3858,0.8,33.28,119.4,105.4,24.96,0.899775
Kevin Durant,2021-10-29,37,22,11,7,1,0.0,0.7,0.333,0.814,23.5,5.0,7,0.875,112.0,95.0,18.8,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,10.166666666666666,5.333333333333333,1.0,3.1666666666666665,0.5678333333333333,0.377,0.8125,31.65,118.16666666666669,103.66666666666669,23.933333333333334,1.14508
Kevin Durant,2021-10-31,27,23,1,5,0,1.0,0.769,1.0,0.803,31.0,6.1,3,0.667,134.0,100.0,17.8,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.714285714285715,8.857142857142858,5.285714285714286,0.8571428571428571,3.142857142857143,0.5965714285714286,0.466,0.7917142857142857,31.557142857142857,120.42857142857144,103.14285714285714,23.057142857142857,1.01791
Kevin Durant,2021-11-03,36,32,7,5,1,1.0,0.65,0.333,0.707,31.9,6.6,3,0.667,124.0,108.0,25.9,8,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,8.625,5.25,0.875,3.125,0.60325,0.449375,0.776125,31.6,120.875,103.75,23.4125,1.14803
Kevin Durant,2021-11-05,36,29,10,5,0,1.0,0.444,0.333,0.504,40.9,4.9,3,0.75,93.0,91.0,18.7,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33333333333333,8.777777777777779,5.222222222222222,0.7777777777777778,3.111111111111111,0.5855555555555555,0.4364444444444444,0.7732222222222221,32.63333333333333,117.77777777777776,102.33333333333331,22.88888888888889,1.15665
Kevin Durant,2021-11-07,37,31,7,7,0,0.0,0.579,0.5,0.716,34.7,4.9,6,1.0,123.0,113.0,22.7,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.6,8.6,5.4,0.7,3.4,0.5849,0.4427999999999999,0.7958999999999999,32.84,118.3,103.4,22.87,1.04992
Kevin Durant,2021-11-08,35,38,11,4,0,0.0,0.542,0.375,0.68,37.8,15.7,2,1.0,129.0,118.0,30.5,11,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,8.6,5.4,0.7,3.5,0.5871000000000001,0.4374,0.8459,32.34,119.9,103.4,23.5,1.16758
Kevin Durant,2021-11-10,29,30,5,2,0,0.0,0.917,1.0,0.995,30.6,8.3,6,0.857,127.0,91.0,22.1,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,7.6,4.4,0.6,3.9,0.6338,0.5207,0.8316000000000001,32.290000000000006,118.8,101.5,22.51,0.985222
Kevin Durant,2021-11-12,38,28,7,8,0,0.0,0.647,1.0,0.746,25.1,8.9,2,0.75,144.0,120.0,25.8,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,7.8,4.9,0.5,3.8,0.6277,0.5874,0.8066000000000001,31.41,119.8,101.9,22.09,1.03127
Kevin Durant,2021-11-14,34,33,8,4,1,0.0,0.529,0.333,0.712,32.6,9.6,1,0.929,145.0,99.0,29.1,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,7.8,4.9,0.4,3.8,0.6277,0.5707,0.8328,31.92,122.5,103.3,22.87,0.99903
