Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_PHO,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Kevin Durant,2024-11-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.3,5.2,3.1,0.4,2.3,0.4484999999999999,0.3639,0.6626,21.86,98.2,91.7,17.45,1.02017
Kevin Durant,2024-11-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.3,4.8,2.5,0.4,2.0,0.3838,0.2972,0.5769,19.16,85.0,78.8,15.05,1.18322
Kevin Durant,2024-11-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,3.9,2.3,0.3,1.9,0.3362,0.2472,0.4991,16.21,73.1,68.6,12.62,0.904071
Kevin Durant,2024-11-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,3.1,1.9,0.3,1.7,0.2812,0.2139,0.4134,13.26,60.5,58.0,10.1,1.16076
Kevin Durant,2024-11-18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,2.6,1.5,0.2,1.3,0.2274,0.1639,0.3466999999999999,11.12,50.3,45.7,8.74,0.908011
Kevin Durant,2024-11-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.7,1.3,0.2,1.0,0.1835999999999999,0.1264,0.2667,8.819999999999999,40.2,35.8,7.410000000000001,1.08844
Kevin Durant,2024-11-26,30,23,6,2,0,0.0,0.529,0.5,0.643,25.7,4.2,0,1.0,133.0,104.0,17.5,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.9,0.9,0.2,0.7,0.1665,0.1364,0.2667,8.47,39.1,34.0,6.2700000000000005,1.24099
Kevin Durant,2024-11-27,33,30,8,2,0,3.0,0.556,0.5,0.67,40.2,-2.2,7,0.7,97.0,122.0,17.9,18,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,1.9,0.8,0.1,0.8,0.1656,0.15,0.27,8.870000000000001,38.6,34.8,6.01,1.16888
Kevin Durant,2024-11-30,36,21,10,3,0,3.0,0.35,0.375,0.464,33.6,-5.8,3,0.667,86.0,105.0,12.8,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,2.4,0.7,0.0,1.0,0.1435,0.1375,0.2367,9.95,31.6,33.1,4.819999999999999,1.00322
Kevin Durant,2024-12-03,16,13,4,2,0,0.0,0.625,1.0,0.732,34.2,3.3,3,0.5,98.0,96.0,8.6,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.7,2.8,0.9,0.0,1.3,0.206,0.2375,0.2867,13.37,41.4,42.7,5.680000000000001,1.23274
Kevin Durant,2024-12-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,2.8,0.9,0.0,1.3,0.206,0.2375,0.2867,13.37,41.4,42.7,5.68,1.11926
Kevin Durant,2024-12-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,2.8,0.9,0.0,1.3,0.206,0.2375,0.2867,13.37,41.4,42.7,5.68,0.952381
Kevin Durant,2024-12-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,2.8,0.9,0.0,1.3,0.206,0.2375,0.2867,13.37,41.4,42.7,5.68,1.03108
Kevin Durant,2024-12-13,34,30,3,8,1,1.0,0.471,0.4,0.673,31.1,5.3,1,1.0,151.0,136.0,27.7,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.7,3.1,1.7,0.1,1.4,0.2531,0.2774999999999999,0.3867,16.48,56.5,56.3,8.45,1.38388
Kevin Durant,2024-12-15,36,20,7,7,1,0.0,0.391,0.111,0.419,30.7,-2.5,1,0.5,101.0,112.0,13.7,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.7,3.8,2.4,0.2,1.5,0.2922,0.2886,0.4367,19.55,66.6,67.5,9.82,1.20995
Kevin Durant,2024-12-19,38,37,10,6,1,0.0,0.556,0.5,0.624,39.7,5.5,5,0.667,106.0,117.0,26.1,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,4.8,3.0,0.3,2.0,0.3478,0.3386,0.5034,23.520000000000003,77.2,79.2,12.43,0.99367
Kevin Durant,2024-12-21,39,43,5,6,2,0.0,0.538,0.444,0.697,45.1,-0.8,8,1.0,116.0,132.0,28.9,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,4.7,3.4,0.5,2.8,0.3487,0.333,0.5034,25.46,75.5,82.0,13.57,1.14402
Kevin Durant,2024-12-23,31,23,9,2,2,1.0,0.533,0.667,0.652,30.5,7.0,3,0.833,114.0,117.0,19.5,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,4.8,3.4,0.7,2.4,0.3464,0.3497,0.5166999999999999,24.49,77.2,81.5,13.73,1.05252
Kevin Durant,2024-12-25,38,27,4,6,2,2.0,0.346,0.0,0.451,36.0,1.1,0,1.0,113.0,110.0,20.8,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,4.2,3.7,0.9,2.1,0.346,0.3122,0.55,24.73,79.9,82.0,14.529999999999998,0.935794
Kevin Durant,2024-12-27,38,35,3,0,0,0.0,0.579,0.75,0.721,30.1,8.2,1,0.833,140.0,116.0,24.8,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,4.1,3.5,0.9,1.9,0.3414,0.2872,0.5833,24.32,84.1,84.0,16.15,1.11465
Kevin Durant,2024-12-28,37,31,6,3,0,4.0,0.417,0.2,0.529,41.7,-2.9,8,0.833,93.0,116.0,16.1,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,4.7,3.8,0.9,2.7,0.3831,0.3072,0.6666000000000001,28.49,93.4,95.6,17.759999999999998,1.02706
Kevin Durant,2024-12-31,39,29,10,6,1,2.0,0.579,0.4,0.657,26.0,8.5,3,0.714,122.0,108.0,25.5,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,5.7,4.4,1.0,3.0,0.441,0.3472,0.738,31.09,105.6,106.4,20.31,1.17289
Kevin Durant,2025-01-04,38,25,7,7,0,1.0,0.643,0.333,0.751,27.6,1.5,5,1.0,119.0,132.0,21.1,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.4,5.1,1.0,3.5,0.5053,0.3804999999999999,0.8379999999999999,33.85,117.5,119.6,22.42,1.18206
Kevin Durant,2025-01-06,34,23,6,5,1,1.0,0.643,0.75,0.751,25.2,7.2,3,0.667,121.0,104.0,20.0,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,6.7,4.8,1.0,3.7,0.5225,0.4155,0.8047000000000001,33.26,114.5,116.4,21.65,0.881491
Kevin Durant,2025-01-07,36,26,6,2,0,1.0,0.444,0.167,0.58,28.9,1.3,2,0.9,112.0,116.0,17.7,35,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,6.6,4.3,0.9,3.8,0.5277999999999999,0.4211,0.8446999999999999,33.08,115.6,116.8,22.05,1.11854
Kevin Durant,2025-01-09,36,23,2,7,0,3.0,0.6,0.286,0.686,24.2,3.8,3,0.75,130.0,124.0,19.9,36,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,5.8,4.4,0.8,3.6,0.5322,0.3997,0.853,31.53,118.0,117.5,21.43,1.29049
Kevin Durant,2025-01-11,36,25,5,7,1,0.0,0.579,0.25,0.615,32.4,0.5,5,0.667,110.0,117.0,17.7,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.7,5.8,4.5,0.7,3.3,0.5363,0.3802999999999999,0.8197000000000001,30.26,117.4,116.0,20.31,0.988787
Kevin Durant,2025-01-12,40,27,8,5,1,0.0,0.458,0.222,0.533,28.9,-3.5,1,1.0,110.0,114.0,18.5,38,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,5.7,4.8,0.6,3.1,0.5288,0.3358,0.8364,30.1,117.0,115.7,20.21,0.99142
Kevin Durant,2025-01-14,39,31,8,6,2,2.0,0.65,0.0,0.672,29.5,7.2,3,0.714,125.0,118.0,28.8,39,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,6.1,4.8,0.6,3.4,0.5592,0.3358,0.8078,29.45,118.2,116.5,21.01,1.27329
Kevin Durant,2025-01-16,33,23,6,3,1,2.0,0.5,0.2,0.589,27.6,-2.6,2,0.75,116.0,117.0,18.1,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.3,6.4,5.1,0.7,3.5,0.5513,0.2807999999999999,0.7995,29.2,115.8,116.6,20.34,1.17734
Kevin Durant,2025-01-18,38,36,7,5,2,3.0,0.481,0.25,0.558,38.1,8.1,2,0.667,118.0,114.0,27.6,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,6.5,5.3,0.9,2.9,0.5577,0.2857999999999999,0.7829,28.84,118.3,116.4,21.49,1.04274
Kevin Durant,2025-01-20,31,23,7,1,0,2.0,0.563,1.0,0.648,32.1,2.7,3,1.0,103.0,119.0,15.8,42,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,6.2,4.8,0.8,2.9,0.5561,0.3458,0.8115,29.45,116.4,117.5,20.520000000000003,1.18842
Kevin Durant,2025-01-22,30,24,8,3,0,1.0,0.533,0.571,0.716,27.3,12.9,1,1.0,142.0,90.0,21.3,43,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,6.3,4.4,0.8,2.5,0.5451,0.3696,0.8115,29.42,118.7,113.3,20.54,1.0024
Kevin Durant,2025-01-25,39,29,5,4,1,0.0,0.579,0.625,0.729,24.0,8.2,2,1.0,138.0,114.0,23.4,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.7,6.2,4.3,0.8,2.4,0.5387000000000001,0.3571,0.8448,29.3,120.4,114.3,20.880000000000003,1.04999
Kevin Durant,2025-01-27,40,24,4,5,2,0.0,0.474,0.5,0.604,27.7,0.0,5,1.0,106.0,117.0,15.6,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,6.0,4.6,1.0,2.7,0.5417,0.3903999999999999,0.8548,29.18,119.8,114.4,20.67,1.12257
Kevin Durant,2025-01-29,40,33,2,7,2,4.0,0.684,0.5,0.795,22.8,19.8,0,0.75,165.0,116.0,33.6,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,6.0,4.6,1.2,2.4,0.5500999999999999,0.4118,0.8548,29.040000000000003,123.3,113.6,22.040000000000003,0.891797
Kevin Durant,2025-01-31,29,19,6,3,1,1.0,0.462,0.556,0.644,23.2,3.6,1,0.5,114.0,100.0,15.3,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,6.1,4.2,1.2,2.0,0.5384,0.4423999999999999,0.8381000000000001,28.12,123.7,111.9,21.8,1.03723
Kevin Durant,2025-02-01,33,22,1,3,0,0.0,0.5,0.25,0.569,28.4,-4.0,3,1.0,105.0,133.0,11.6,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.4,5.4,4.0,1.1,2.2,0.5426,0.4452,0.8381000000000001,28.07,123.2,113.8,21.11,0.941299
Kevin Durant,2025-02-03,46,27,5,5,1,2.0,0.476,0.222,0.571,28.5,-2.5,4,0.833,105.0,124.0,18.9,49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,5.1,3.9,1.0,2.3,0.5252,0.4673999999999999,0.85,27.97,121.2,114.4,20.12,1.03809
Kevin Durant,2025-02-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,4.5,3.6,0.9,2.1,0.4752,0.4474,0.775,25.21,109.6,102.7,18.31,0.893959
Kevin Durant,2025-02-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.1,3.8,3.1,0.7,1.9,0.4271,0.4224,0.7083,21.4,97.8,91.3,15.55,1.18711
Kevin Durant,2025-02-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,3.1,3.0,0.7,1.6,0.3707999999999999,0.3223999999999999,0.6083000000000001,18.19,87.5,79.4,13.97,0.898989
