Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BRK,TM_PHO,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Kevin Durant,2022-11-07,39,26,4,4,2,1.0,0.5,0.333,0.563,31.9,3.3,3,0.714,112.0,112.0,17.3,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,6.3,5.0,0.9,3.5,0.518,0.3332,0.9326,33.120000000000005,120.8,113.1,23.97,1.08508
Kevin Durant,2022-11-09,35,29,12,12,1,2.0,0.526,0.2,0.62,30.9,20.8,1,0.8,142.0,81.0,32.3,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,7.0,5.6,1.0,3.1,0.5262,0.3199,0.9326,32.7,123.9,109.8,25.35,0.984927
Kevin Durant,2022-11-12,35,27,6,3,2,2.0,0.625,0.6,0.76,27.7,9.6,3,1.0,125.0,93.0,22.5,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,7.1,5.5,1.2,3.3,0.5186999999999999,0.3466,0.9437,32.66,120.7,105.0,24.57,0.983327
Kevin Durant,2022-11-13,38,31,9,7,0,2.0,0.5,0.667,0.686,30.7,11.3,3,0.867,131.0,120.0,27.4,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,7.4,5.9,1.2,3.1,0.5252,0.3883,0.9381,32.05,123.8,106.1,25.35,1.18621
Kevin Durant,2022-11-15,31,27,4,6,0,1.0,0.533,0.0,0.68,30.4,3.8,2,1.0,133.0,141.0,23.0,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.9,7.5,6.0,1.0,3.0,0.5214,0.3483,0.9381,31.98,122.9,107.7,24.57,1.07164
Kevin Durant,2022-11-17,39,35,8,3,0,1.0,0.591,0.25,0.663,35.4,2.1,4,0.8,112.0,107.0,23.6,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.8,7.8,6.1,0.7,3.1,0.5405,0.3533,0.9181,32.26,123.9,105.8,24.8,1.09767
Kevin Durant,2022-11-20,36,26,7,7,1,1.0,0.563,0.0,0.666,29.4,1.3,4,1.0,123.0,108.0,21.9,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,7.6,6.1,0.7,3.2,0.5377,0.3133,0.9181,31.95,122.8,106.2,23.860000000000003,1.0465
Kevin Durant,2022-11-22,37,20,5,5,0,2.0,0.643,0.0,0.672,23.2,-0.7,3,1.0,115.0,127.0,17.2,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,7.2,6.0,0.6,2.8,0.5457,0.2633,0.9181,30.71,122.7,108.0,23.03,1.05362
Kevin Durant,2022-11-23,33,12,7,5,0,3.0,0.5,0.4,0.6,19.7,-1.9,4,0.0,96.0,102.0,9.9,19,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,7.0,5.4,0.6,3.0,0.5481,0.2699999999999999,0.8181,29.08,119.5,109.1,21.42,1.0942
Kevin Durant,2022-11-25,39,36,9,8,0,2.0,0.484,0.25,0.549,42.3,2.9,5,0.75,106.0,122.0,23.8,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,7.1,6.0,0.6,3.2,0.5465,0.2699999999999999,0.7931,30.160000000000004,119.5,111.3,21.89,1.12925
Kevin Durant,2022-11-27,37,31,5,5,0,0.0,0.6,0.5,0.712,32.1,8.1,1,1.0,138.0,113.0,24.2,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.4,7.2,6.1,0.4,3.0,0.5565,0.2867,0.8217000000000001,30.18,122.1,111.4,22.58,1.13895
Kevin Durant,2022-11-28,39,45,7,5,2,2.0,0.792,0.6,0.873,37.9,19.2,6,1.0,141.0,102.0,37.6,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6.7,5.4,0.5,3.5,0.5831000000000001,0.3267,0.8417,30.880000000000003,122.0,113.5,23.11,1.332
Kevin Durant,2022-11-30,37,39,5,5,0,1.0,0.65,0.667,0.785,32.2,15.5,1,1.0,154.0,111.0,33.3,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.2,6.6,5.6,0.3,3.3,0.5856,0.3334,0.8417,31.33,124.9,115.3,24.19,1.20508
Kevin Durant,2022-12-02,38,17,9,7,0,2.0,0.6,0.0,0.672,17.0,7.5,2,0.833,132.0,104.0,19.0,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.8,6.6,5.6,0.3,3.2,0.5956,0.2667,0.8383,29.96,125.0,113.7,23.35,1.16464
Kevin Durant,2022-12-04,40,31,7,5,2,2.0,0.542,0.2,0.592,38.4,7.9,8,0.8,94.0,103.0,20.0,25,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,6.9,5.5,0.5,3.8,0.5965,0.2867,0.8183,30.76,121.1,109.9,23.05,1.05332
Kevin Durant,2022-12-07,36,29,9,8,0,0.0,0.632,0.4,0.714,29.8,5.4,3,1.0,130.0,120.0,25.0,26,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,7.0,6.0,0.5,3.7,0.6006,0.3016999999999999,0.8382999999999999,30.2,122.9,111.2,23.19,1.16638
Kevin Durant,2022-12-09,36,34,4,4,1,2.0,0.56,0.286,0.635,36.0,3.9,4,1.0,115.0,114.0,24.5,27,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,6.7,5.7,0.5,3.7,0.6003000000000001,0.3303,0.8382999999999999,30.860000000000003,122.1,111.8,23.45,1.17831
Kevin Durant,2022-12-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,6.2,5.2,0.5,3.4,0.536,0.3303,0.7383,28.54,110.6,99.1,21.73,1.20407
Kevin Durant,2022-12-12,33,30,9,6,1,1.0,0.647,0.5,0.781,29.5,16.6,3,1.0,136.0,98.0,27.7,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.2,6.4,5.3,0.6,3.3,0.5507000000000001,0.3403,0.8382999999999999,29.52,114.6,98.7,23.51,1.11971
Kevin Durant,2022-12-16,37,28,4,3,1,0.0,0.667,0.667,0.794,29.2,1.9,5,1.0,124.0,124.0,19.6,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.4,5.9,4.8,0.7,3.3,0.5690000000000001,0.382,0.8633,28.21,116.4,98.9,23.09,1.19619
Kevin Durant,2022-12-18,36,43,6,2,1,2.0,0.636,0.6,0.776,43.1,5.9,6,0.923,125.0,123.0,31.6,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,6.0,4.5,0.8,3.8,0.5726,0.392,0.8555999999999999,29.309999999999995,115.1,99.9,23.83,1.17026
Kevin Durant,2022-12-21,29,23,7,5,4,0.0,0.529,0.333,0.613,32.6,1.1,2,1.0,118.0,99.0,21.5,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,6.0,4.5,1.0,3.4,0.5463,0.3653,0.8555999999999999,28.78,112.8,99.6,22.22,1.34437
Kevin Durant,2022-12-23,34,24,5,6,1,1.0,0.529,0.333,0.64,28.1,6.5,3,1.0,121.0,105.0,19.3,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,6.0,4.6,1.1,3.6,0.5342,0.3319,0.8555999999999999,28.37,109.5,99.0,20.82,1.13574
Kevin Durant,2022-12-26,36,32,9,5,0,0.0,0.556,0.625,0.743,32.2,4.7,4,0.875,134.0,125.0,23.2,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,6.0,4.4,1.1,3.8,0.5298,0.3944,0.8597999999999999,29.89,109.7,101.1,21.24,1.18118
Kevin Durant,2022-12-28,36,26,16,8,0,2.0,0.471,0.25,0.62,32.1,8.4,4,1.0,118.0,104.0,24.3,35,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,6.9,4.7,0.9,3.4,0.5227,0.3994,0.8798,29.26,112.1,101.2,21.67,1.20787
Kevin Durant,2022-12-31,30,23,5,4,0,0.0,0.6,0.167,0.686,31.1,-0.5,3,1.0,119.0,111.0,16.2,36,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,6.5,4.3,0.9,3.4,0.5195000000000001,0.3761,0.8798,29.39,111.0,100.3,20.79,1.05731
Kevin Durant,2023-01-02,29,25,3,11,3,1.0,0.714,0.0,0.772,27.3,19.1,2,1.0,155.0,95.0,29.1,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.4,6.4,5.0,1.1,3.2,0.5349,0.3475,0.8798,28.52,115.0,98.4,21.25,1.30452
Kevin Durant,2023-01-04,38,44,4,5,1,2.0,0.682,0.5,0.847,32.8,20.3,3,1.0,149.0,119.0,37.9,38,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,6.8,5.5,1.2,3.5,0.6031000000000001,0.3975,0.9798,31.8,129.9,110.3,25.04,1.30322
Kevin Durant,2023-01-06,38,33,10,3,0,2.0,0.346,0.571,0.535,41.7,1.4,4,1.0,103.0,107.0,20.9,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,6.9,5.2,1.1,3.6,0.573,0.4046,0.9798,33.02,126.6,111.2,24.36,1.06312
Kevin Durant,2023-01-08,30,17,5,2,1,0.0,0.455,0.333,0.604,29.2,-3.5,4,0.857,102.0,114.0,10.8,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,5.1,1.1,3.5,0.5518,0.3712,0.9655,33.02,124.4,110.2,23.48,0.957129
Kevin Durant,2023-01-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,6.4,4.9,1.0,2.9,0.4881999999999999,0.3112,0.8732,28.71,111.9,97.9,20.32,1.13461
Kevin Durant,2023-01-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,5.7,4.4,0.6,2.7,0.4352999999999999,0.2779,0.7731999999999999,25.45,100.1,88.0,18.17,1.07922
Kevin Durant,2023-01-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,5.2,3.8,0.5,2.4,0.3824,0.2445999999999999,0.6731999999999999,22.64,88.0,77.5,16.240000000000002,1.31099
Kevin Durant,2023-01-19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,4.3,3.3,0.5,2.0,0.3268,0.1820999999999999,0.5856999999999999,19.42,74.6,65.0,13.920000000000002,1.29817
Kevin Durant,2023-01-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.2,2.7,2.5,0.5,1.6,0.2797,0.1571,0.4856999999999999,16.21,62.8,54.6,11.49,1.05411
Kevin Durant,2023-01-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,2.2,2.1,0.5,1.3,0.2197,0.1404,0.3857,13.1,50.9,43.5,9.87,1.15707
Kevin Durant,2023-01-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.9,1.0,0.2,1.1,0.1483,0.1404,0.2857,10.37,35.4,34.0,6.960000000000001,1.23481
Kevin Durant,2023-01-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5,0.5,0.1,0.8,0.0800999999999999,0.0904,0.1857,7.090000000000001,20.5,22.1,3.17,1.30208
Kevin Durant,2023-01-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.5,0.2,0.1,0.4,0.0455,0.0333,0.0857,2.92,10.2,11.4,1.08,1.08409
Kevin Durant,2023-01-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12095
Kevin Durant,2023-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08508
