Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Kristaps Porzingis,2022-10-19,WAS,@,IND,31:46,15,10,3,0,2,.357,.200,.451,23.8,-1.7,2,.667,101,102,10.9
Kristaps Porzingis,2022-10-21,WAS,,CHI,28:48,14,3,2,1,2,.462,.400,.538,23.1,-1.8,1,,101,105,8.6
Kristaps Porzingis,2022-10-23,WAS,@,CLE,37:56,18,11,3,1,1,.438,.500,.547,23.1,2.8,2,.000,100,109,13.1
Kristaps Porzingis,2022-10-25,WAS,,DET,25:18,20,7,2,0,0,.615,.500,.720,29.8,0.6,3,1.000,126,107,14.2
Kristaps Porzingis,2022-10-28,WAS,,IND,30:56,22,6,1,1,0,.538,.500,.684,25.2,0.7,2,.857,127,126,16.0
Kristaps Porzingis,2022-10-30,WAS,@,BOS,27:55,17,13,1,0,2,.500,.000,.504,30.2,0.1,3,.500,98,114,13.2
Kristaps Porzingis,2022-10-31,WAS,,PHI,34:40,32,9,3,2,0,.588,.429,.763,27.0,15.1,0,1.000,165,119,31.3
Kristaps Porzingis,2022-11-02,WAS,@,PHI,34:24,30,9,3,1,3,.692,.250,.841,26.5,15.0,1,1.000,166,113,31.0
Kristaps Porzingis,2022-11-04,WAS,,BRK,25:41,14,10,1,0,0,.364,.500,.513,25.9,-1.0,1,.667,105,134,10.2
Kristaps Porzingis,2022-11-06,WAS,@,MEM,30:53,10,4,3,1,3,.231,.167,.339,26.4,-8.8,4,.750,67,106,2.5
Kristaps Porzingis,2022-11-07,WAS,@,CHO,30:46,19,8,5,0,1,.429,.167,.542,27.0,4.4,1,.750,122,101,15.2
Kristaps Porzingis,2022-11-10,WAS,,DAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristaps Porzingis,2022-11-12,WAS,,UTA,32:36,31,10,2,1,2,.600,.500,.698,32.3,10.7,1,.600,130,107,27.2
Kristaps Porzingis,2022-11-13,WAS,,MEM,31:23,25,6,2,2,2,.467,.600,.709,27.2,12.8,2,.833,129,91,21.1
Kristaps Porzingis,2022-11-16,WAS,,OKC,36:28,27,9,4,1,1,.533,.571,.712,24.5,7.4,2,.778,140,122,24.5
Kristaps Porzingis,2022-11-18,WAS,,MIA,39:24,20,17,5,1,2,.350,.167,.433,27.6,1.7,1,.714,97,90,16.8
Kristaps Porzingis,2022-11-20,WAS,,CHO,34:12,12,8,2,1,5,.211,.250,.302,28.4,-9.2,4,1.000,69,98,4.2
Kristaps Porzingis,2022-11-23,WAS,@,MIA,33:09,21,9,4,0,0,.421,.222,.485,32.0,-5.5,3,.500,91,114,10.6
Kristaps Porzingis,2022-11-25,WAS,@,MIA,35:52,18,7,1,0,2,.389,.250,.466,23.9,-6.5,1,1.000,100,116,11.0
Kristaps Porzingis,2022-11-27,WAS,@,BOS,26:18,21,4,2,0,0,.636,.000,.723,28.2,1.6,1,.875,141,143,16.5
Kristaps Porzingis,2022-11-28,WAS,,MIN,30:55,41,4,3,2,3,.667,.600,.898,33.7,22.9,1,1.000,175,122,39.2
Kristaps Porzingis,2022-11-30,WAS,@,BRK,37:31,27,19,0,1,2,.571,.667,.670,24.0,10.1,2,.643,132,108,25.3
Kristaps Porzingis,2022-12-02,WAS,@,CHO,36:22,21,11,3,1,1,.357,.000,.532,27.1,-3.2,4,.846,113,123,15.9
Kristaps Porzingis,2022-12-04,WAS,,LAL,33:35,27,9,3,2,1,.440,.167,.488,32.5,3.2,0,.667,107,116,20.2
Kristaps Porzingis,2022-12-07,WAS,@,CHI,34:36,28,9,4,2,2,.471,.000,.582,35.1,2.1,5,.750,105,103,20.4
Kristaps Porzingis,2022-12-09,WAS,@,IND,34:39,29,9,2,0,2,.846,.500,.878,27.9,8.1,4,.750,138,133,25.4
Kristaps Porzingis,2022-12-10,WAS,,LAC,37:21,30,15,5,0,2,.400,.500,.583,34.4,4.1,3,.923,116,111,24.0
Kristaps Porzingis,2022-12-12,WAS,,BRK,24:05,20,3,1,2,1,.636,.000,.733,34.5,3.4,5,1.000,104,104,13.6
Kristaps Porzingis,2022-12-14,WAS,@,DEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristaps Porzingis,2022-12-17,WAS,@,LAC,35:21,19,7,2,4,0,.421,.000,.458,29.8,0.3,2,.750,89,98,13.6
Kristaps Porzingis,2022-12-18,WAS,@,LAL,37:38,21,11,5,2,1,.389,.222,.498,25.5,3.7,2,.714,110,112,18.7
Kristaps Porzingis,2022-12-20,WAS,@,PHO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristaps Porzingis,2022-12-22,WAS,@,UTA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristaps Porzingis,2022-12-23,WAS,@,SAC,34:24,7,13,1,1,2,.182,.000,.265,17.1,-9.2,0,.600,73,105,5.9
Kristaps Porzingis,2022-12-27,WAS,,PHI,34:38,24,10,1,2,3,.467,.600,.633,25.6,9.9,2,.778,130,106,21.7
Kristaps Porzingis,2022-12-28,WAS,,PHO,33:37,22,6,2,1,1,.533,.333,.656,26.5,0.1,3,1.000,124,111,16.2
Kristaps Porzingis,2022-12-30,WAS,@,ORL,35:12,30,13,2,1,4,.692,.500,.841,27.8,8.7,5,.818,127,85,27.0
Kristaps Porzingis,2023-01-01,WAS,@,MIL,29:23,22,5,0,2,2,.563,.000,.619,27.3,1.8,2,1.000,116,89,16.5
Kristaps Porzingis,2023-01-03,WAS,@,MIL,34:59,22,9,4,1,1,.538,.400,.703,21.8,3.9,3,1.000,127,120,18.3
Kristaps Porzingis,2023-01-06,WAS,@,OKC,24:49,14,10,0,0,0,.273,.000,.455,31.0,-9.8,3,.800,91,126,7.9
Kristaps Porzingis,2023-01-09,WAS,,NOP,33:58,23,10,1,0,0,.500,.600,.648,24.1,2.2,1,1.000,129,131,18.9
Kristaps Porzingis,2023-01-11,WAS,,CHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristaps Porzingis,2023-01-13,WAS,,NYK,34:32,21,4,1,0,0,.316,.500,.485,29.5,-4.4,2,.833,97,120,8.4
Kristaps Porzingis,2023-01-16,WAS,,GSW,36:39,32,5,3,1,2,.600,.429,.789,25.3,11.4,1,.917,152,123,28.5
Kristaps Porzingis,2023-01-18,WAS,@,NYK,32:52,22,11,5,0,2,.353,.444,.560,28.4,4.6,3,1.000,126,111,17.3
Kristaps Porzingis,2023-01-21,WAS,,ORL,22:59,17,6,0,0,1,.300,.333,.590,30.0,-7.2,2,1.000,115,117,11.3
Kristaps Porzingis,2023-01-24,WAS,@,DAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristaps Porzingis,2023-01-25,WAS,@,HOU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristaps Porzingis,2023-01-28,WAS,@,NOP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
