Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_NYK,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Julius Randle,35,24,11,6,2,0.0,0.563,0.333,0.659,25.0,11.5,3,0.8,123.0,99.0,20.9,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,6.0,2.0,3.0,0.563,0.333,0.8,25.0,123.0,99.0,20.9,0.0,0,2022,10,19,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Julius Randle,25,15,6,0,0,0.0,0.417,0.667,0.545,22.2,-3.1,0,0.75,117.0,104.0,9.6,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,8.5,3.0,1.0,1.5,0.49,0.5,0.775,23.6,120.0,101.5,15.25,1.04095,1,2022,10,21,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Julius Randle,34,25,12,4,1,0.0,0.526,0.222,0.59,27.9,7.4,2,0.6,128.0,105.0,19.9,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33333333333333,9.666666666666666,3.333333333333333,1.0,1.6666666666666667,0.502,0.4073333333333333,0.7166666666666667,25.03333333333333,122.66666666666669,102.66666666666669,16.8,1.23393,2,2022,10,24,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Julius Randle,40,17,6,2,2,1.0,0.368,0.0,0.409,23.6,-8.6,1,0.75,96.0,115.0,9.8,4,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,8.75,3.0,1.25,1.5,0.4685,0.3055,0.725,24.675,116.0,105.75,15.05,1.04531,3,2022,10,26,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Julius Randle,31,14,12,2,1,0.0,0.3,0.0,0.501,21.9,-3.3,3,0.889,103.0,112.0,10.8,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.4,2.8,1.2,1.8,0.4347999999999999,0.2444,0.7578,24.12,113.4,107.0,14.2,0.925126,4,2022,10,28,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Julius Randle,33,15,9,7,2,0.0,0.385,0.0,0.431,27.7,-3.1,4,0.5,88.0,116.0,9.5,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33333333333333,9.333333333333334,3.5,1.3333333333333333,2.1666666666666665,0.4265,0.2036666666666666,0.7148333333333333,24.71666666666667,109.16666666666669,108.5,13.416666666666666,1.11136,5,2022,10,30,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Julius Randle,30,14,6,2,0,1.0,0.333,0.0,0.439,28.2,-8.1,4,0.667,83.0,115.0,5.9,7,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.714285714285715,8.857142857142858,3.2857142857142856,1.1428571428571428,2.4285714285714284,0.4131428571428571,0.1745714285714285,0.7080000000000001,25.214285714285715,105.42857142857144,109.42857142857144,12.342857142857143,1.30593,6,2022,11,2,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Julius Randle,37,17,10,5,0,1.0,0.462,0.2,0.559,24.6,-1.5,6,0.8,95.0,103.0,11.9,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.625,9.0,3.5,1.0,2.875,0.41925,0.17775,0.7195,25.1375,104.125,108.625,12.2875,1.2757,7,2022,11,4,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Julius Randle,40,29,9,2,0,0.0,0.526,0.429,0.67,26.8,-0.5,3,1.0,134.0,145.0,21.6,9,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.88888888888889,9.0,3.333333333333333,0.8888888888888888,2.888888888888889,0.4311111111111111,0.2056666666666666,0.7506666666666667,25.322222222222223,107.44444444444444,112.66666666666669,13.322222222222225,1.09982,8,2022,11,5,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Julius Randle,33,31,8,3,0,0.0,0.563,0.615,0.832,30.1,8.9,5,0.833,126.0,110.0,21.3,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,8.9,3.3,0.8,3.1,0.4443,0.2466,0.7589,25.8,109.3,112.4,14.12,1.09231,9,2022,11,7,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Julius Randle,31,24,11,3,0,0.0,0.467,0.5,0.633,31.1,8.4,4,0.667,103.0,112.0,16.5,11,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,8.9,3.0,0.6,3.2,0.4347,0.2633,0.7456,26.410000000000004,107.3,113.7,13.68,1.05249,10,2022,11,9,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Julius Randle,33,21,8,5,0,0.0,0.444,0.0,0.52,27.4,-0.5,2,1.0,120.0,118.0,15.1,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,9.1,3.5,0.6,3.4,0.4374,0.1966,0.7706000000000001,26.93,107.6,115.1,14.23,1.24287,11,2022,11,11,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Julius Randle,33,25,10,3,0,0.0,0.5,0.5,0.679,23.7,1.5,2,0.8,137.0,138.0,20.3,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,8.9,3.4,0.5,3.4,0.4348000000000001,0.2244,0.7906,26.51,108.5,118.4,14.27,1.06516,12,2022,11,13,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Julius Randle,31,15,5,1,0,1.0,0.455,0.333,0.609,21.6,-5.4,4,1.0,96.0,116.0,7.8,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.5,8.8,3.3,0.3,3.7,0.4434999999999999,0.2577,0.8155999999999999,26.31,108.5,118.5,14.070000000000002,1.02803,13,2022,11,15,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Julius Randle,32,34,11,4,4,0.0,0.524,0.3,0.636,42.2,16.0,3,0.692,119.0,98.0,29.2,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,8.7,3.5,0.6,3.7,0.4659000000000001,0.2876999999999999,0.7959,28.34,110.1,117.1,15.91,1.01503,14,2022,11,16,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Julius Randle,30,20,7,2,0,0.0,0.467,0.429,0.597,27.9,1.1,4,0.75,105.0,117.0,11.8,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.5,3.0,0.4,3.7,0.4741000000000001,0.3306,0.8209,28.360000000000003,111.8,117.2,16.14,1.19843,15,2022,11,18,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Julius Randle,27,9,6,2,1,0.0,0.364,0.25,0.409,23.9,-8.3,3,0.0,72.0,118.0,4.1,17,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,8.5,3.0,0.5,3.6,0.4772,0.3556,0.7542,27.93,110.7,117.5,15.96,1.23105,16,2022,11,20,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Julius Randle,33,25,11,1,0,0.0,0.563,0.333,0.671,25.1,1.4,2,0.833,133.0,117.0,17.4,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,8.6,2.6,0.5,3.2,0.4873,0.3689,0.7575,27.98,114.5,118.9,16.509999999999998,1.15115,17,2022,11,21,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Julius Randle,39,23,6,3,3,0.0,0.421,0.375,0.554,24.6,2.0,2,1.0,110.0,118.0,16.2,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.7,8.3,2.7,0.8,3.1,0.4768,0.3635,0.7575,27.76,112.1,116.2,15.97,1.25897,18,2022,11,25,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Julius Randle,35,14,10,9,0,0.0,0.444,0.2,0.601,16.2,4.2,1,0.833,143.0,129.0,16.4,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.5,3.3,0.8,2.7,0.4649,0.3219999999999999,0.7575,26.37,113.8,118.1,15.48,1.06962,19,2022,11,27,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Julius Randle,31,36,7,5,1,0.0,0.583,0.462,0.699,37.4,11.4,3,0.5,139.0,110.0,26.8,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,8.1,3.5,0.9,2.6,0.4765,0.3182,0.7407999999999999,27.0,117.4,117.9,16.51,1.0354,20,2022,11,29,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Julius Randle,39,18,8,5,0,0.0,0.333,0.125,0.368,27.2,-1.4,1,1.0,95.0,121.0,9.3,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,8.1,3.5,0.9,2.5,0.4654,0.3307,0.7407999999999999,26.98,114.9,118.2,15.929999999999998,1.16162,21,2022,11,30,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Julius Randle,30,24,5,3,0,0.0,0.533,0.375,0.698,29.6,5.8,3,1.0,122.0,126.0,16.9,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,7.6,3.5,0.9,2.6,0.4686999999999999,0.3182,0.7607999999999999,27.57,113.4,117.0,15.59,1.2233,22,2022,12,3,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Julius Randle,35,18,9,4,0,0.0,0.368,0.143,0.443,25.3,6.6,1,1.0,104.0,85.0,12.4,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,8.0,3.8,0.9,2.3,0.4600000000000001,0.2992,0.7607999999999999,27.94,114.2,113.9,16.05,1.01066,23,2022,12,4,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Julius Randle,33,34,17,5,1,0.0,0.526,0.5,0.755,30.2,25.4,0,1.0,168.0,86.0,33.5,25,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,8.6,3.9,0.6,2.0,0.4602,0.3192,0.7916,26.74,119.1,112.7,16.48,1.10263,24,2022,12,7,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Julius Randle,36,33,7,2,1,1.0,0.429,0.4,0.608,33.6,7.4,2,0.786,126.0,106.0,23.1,26,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,8.6,3.9,0.7,1.8,0.4564,0.3163,0.7952,27.31,121.2,111.6,17.61,1.2229,25,2022,12,9,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Julius Randle,27,27,8,3,0,0.0,0.45,0.273,0.596,37.9,9.1,2,1.0,125.0,101.0,18.3,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.2,8.8,4.0,0.6,1.7,0.465,0.3186,0.8952,28.71,126.5,109.9,19.03,0.966184,26,2022,12,11,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Julius Randle,46,31,13,7,0,0.0,0.421,0.429,0.605,30.9,1.1,6,0.8,117.0,123.0,22.1,28,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,9.0,4.6,0.6,2.1,0.4508,0.3282,0.8919,29.29,124.9,110.5,19.5,1.0608,27,2022,12,14,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Julius Randle,36,19,12,4,3,1.0,0.375,0.25,0.498,24.2,7.2,2,0.714,110.0,87.0,17.9,29,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,9.6,4.7,0.6,2.1,0.4462,0.3157,0.8633,29.25,124.9,107.4,19.67,1.22298,28,2022,12,16,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Julius Randle,39,25,14,3,0,0.0,0.412,0.25,0.561,27.9,0.9,3,0.75,117.0,109.0,17.6,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,10.0,4.1,0.6,2.3,0.4429999999999999,0.3207,0.8550000000000001,30.42,122.3,105.4,19.79,1.24719,29,2022,12,18,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Julius Randle,30,15,12,5,0,0.0,0.417,0.167,0.497,25.9,-2.6,3,0.571,109.0,102.0,11.5,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,10.5,4.1,0.5,2.3,0.4264,0.2912,0.8621000000000001,29.27,119.3,104.6,18.26,1.1011,30,2022,12,20,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Julius Randle,40,30,13,4,0,0.0,0.765,0.0,0.716,27.5,6.1,2,0.444,137.0,123.0,24.8,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.6,11.0,4.0,0.5,2.4,0.4695999999999999,0.2787,0.8065,29.3,123.5,104.8,19.81,0.99367,31,2022,12,21,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Julius Randle,38,29,12,3,1,2.0,0.5,0.5,0.599,29.4,9.0,1,0.4,127.0,120.0,23.9,33,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,11.7,4.0,0.6,2.2,0.4663,0.2912,0.7464999999999999,29.28,124.0,104.2,20.51,1.05856,32,2022,12,23,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Julius Randle,40,35,8,4,2,1.0,0.5,0.444,0.646,31.9,12.2,1,1.0,137.0,129.0,29.9,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,11.6,4.0,0.8,2.2,0.4795,0.3213,0.7464999999999999,29.94,127.3,108.6,22.26,1.17178,33,2022,12,25,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Julius Randle,45,29,18,4,0,0.0,0.478,0.455,0.586,25.8,4.7,2,0.5,119.0,119.0,21.5,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,11.7,3.9,0.7,2.4,0.4747,0.3168,0.6965,29.5,122.4,111.9,21.06,1.17903,34,2022,12,27,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Julius Randle,43,41,11,7,1,0.0,0.519,0.462,0.644,34.7,11.2,4,0.636,127.0,125.0,31.3,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.1,12.1,4.4,0.7,2.6,0.4837000000000001,0.323,0.6815,29.61,122.5,113.8,21.880000000000003,1.25984,35,2022,12,29,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Julius Randle,39,35,12,6,0,1.0,0.45,0.385,0.647,30.6,17.3,1,0.75,144.0,93.0,30.9,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,12.5,4.7,0.7,2.5,0.4836999999999999,0.3342,0.6565,28.880000000000003,124.4,113.0,23.14,1.22594,36,2022,12,31,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Julius Randle,40,28,16,6,1,0.0,0.389,0.333,0.601,31.7,11.5,1,0.833,125.0,87.0,25.2,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,12.8,4.6,0.8,2.0,0.4805,0.3246,0.6597999999999999,28.96,125.2,109.4,23.45,1.14561,37,2023,1,2,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Julius Randle,41,25,13,3,3,4.0,0.346,0.125,0.405,35.7,-2.6,5,0.545,85.0,103.0,14.4,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.2,12.9,4.5,0.8,2.3,0.4775999999999999,0.3121,0.6429,30.110000000000003,122.7,111.0,23.1,1.29498,38,2023,1,4,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Julius Randle,40,32,11,3,0,0.0,0.455,0.545,0.616,33.2,6.1,3,0.667,120.0,117.0,21.0,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.9,12.6,4.5,0.8,2.3,0.4819,0.3416,0.6346,30.64,123.0,111.8,23.44,0.874869,39,2023,1,6,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Julius Randle,40,25,16,5,2,0.0,0.31,0.083,0.39,36.3,1.2,3,0.857,97.0,112.0,16.8,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,13.0,4.5,1.0,2.3,0.4711999999999999,0.3332,0.6632,31.68,121.8,112.8,23.97,1.35677,40,2023,1,9,0,0.49999999999999994,0.8660254037844387,0.0,1.0
