Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Brandon Ingram,36,25,9,7,2,0.0,0.55,0.2,0.599,26.0,3.0,2,1.0,126.0,107.0,23.4,11,1,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.4,0.3,2.0,0.3679,0.1639,0.5667,20.9,77.9,83.3,11.18,1.14062,10,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Brandon Ingram,38,21,3,8,1,0.0,0.474,0.5,0.54,25.4,-0.9,2,1.0,109.0,113.0,16.0,12,1,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.9,0.3,1.7,0.3506,0.1806,0.5917,20.1,77.9,85.7,11.03,1.13326,11,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Brandon Ingram,34,30,7,4,1,0.0,0.458,0.167,0.536,40.0,-2.9,4,0.778,108.0,125.0,19.5,13,1,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.3,0.4,2.1,0.3964,0.1973,0.6695,24.1,88.7,98.2,12.98,1.38958,12,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Brandon Ingram,26,31,4,3,0,0.0,0.611,1.0,0.784,34.7,15.1,1,1.0,147.0,100.0,25.1,14,1,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.6,4.6,0.4,2.2,0.4575,0.2973,0.7695000000000001,27.57,103.4,108.2,15.49,1.13954,13,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Brandon Ingram,30,23,4,3,1,0.0,0.5,0.25,0.582,31.2,0.4,2,1.0,114.0,114.0,14.3,15,1,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.9,0.5,2.4,0.5075000000000001,0.3223,0.8695,30.69,114.8,119.6,16.92,1.25015,14,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Brandon Ingram,35,30,4,5,0,0.0,0.571,0.4,0.635,31.5,3.7,3,0.667,119.0,111.0,19.8,16,0,0,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.1,0.5,2.6,0.5046,0.329,0.8362,32.01,112.9,117.3,17.369999999999997,0.972818,15,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Brandon Ingram,37,26,6,8,1,0.0,0.455,0.25,0.509,30.2,2.2,1,0.625,114.0,110.0,19.6,17,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.1,5.4,0.6,2.2,0.5046,0.354,0.7987,31.620000000000005,115.3,114.3,18.360000000000003,1.20713,16,2023,11,25,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Brandon Ingram,35,25,4,5,0,0.0,0.5,0.0,0.526,32.8,-3.4,2,0.75,106.0,122.0,15.1,18,0,0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2,5.3,0.6,2.2,0.5105999999999999,0.3373,0.7737,31.42,116.3,114.1,18.51,0.967937,17,2023,11,27,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Brandon Ingram,35,15,4,6,1,1.0,0.571,0.5,0.815,12.4,6.5,1,1.0,167.0,117.0,17.4,19,1,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.4,0.7,1.9,0.5218999999999999,0.36,0.807,28.99,122.4,114.9,18.39,0.951778,18,2023,11,29,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Brandon Ingram,34,14,5,7,1,0.0,0.214,0.0,0.4,28.3,-10.5,4,1.0,87.0,110.0,7.6,20,1,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.6,0.8,2.2,0.4904,0.3267,0.882,29.25,119.7,112.9,17.78,1.2359,19,2023,12,1,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Brandon Ingram,36,23,6,6,3,0.0,0.667,0.0,0.652,24.1,6.6,2,0.5,129.0,126.0,21.9,21,0,1,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.5,0.9,2.2,0.5021,0.3067,0.8320000000000001,29.059999999999995,120.0,114.8,17.630000000000003,0.975715,20,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Brandon Ingram,40,30,8,6,1,0.0,0.5,0.5,0.626,28.2,2.4,2,0.778,135.0,126.0,24.8,22,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2,5.3,0.9,2.2,0.5046999999999999,0.3067,0.8098000000000001,29.34,122.6,116.1,18.51,1.06545,21,2023,12,4,0,-2.4492935982947064e-16,1.0,0.0,1.0
Brandon Ingram,31,9,3,7,0,0.0,0.308,0.0,0.324,22.4,-10.5,3,0.5,71.0,137.0,3.1,23,0,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.6,0.8,2.1,0.4896999999999999,0.29,0.7819999999999999,27.58,118.9,117.3,16.869999999999997,1.02056,22,2023,12,7,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Brandon Ingram,29,20,3,5,0,0.0,0.385,0.4,0.59,30.6,-2.1,4,0.889,106.0,115.0,12.1,24,1,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.8,0.8,2.4,0.4670999999999999,0.2299999999999999,0.7709,27.17,114.8,118.8,15.57,1.05438,23,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Brandon Ingram,31,40,2,3,0,1.0,0.609,0.25,0.707,38.8,6.8,1,0.917,146.0,122.0,31.1,25,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,5.8,0.7,2.3,0.4779999999999999,0.2299999999999999,0.7626,27.93,118.0,119.6,17.25,1.32366,24,2023,12,13,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Brandon Ingram,32,8,3,7,0,0.0,0.375,0.0,0.45,24.7,-15.8,9,1.0,62.0,114.0,-0.8,26,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.0,0.7,2.9,0.4584,0.19,0.7958999999999999,27.25,112.3,119.9,15.19,1.14856,25,2023,12,15,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Brandon Ingram,27,26,3,4,1,1.0,0.588,0.714,0.745,27.3,10.9,1,1.0,144.0,105.0,22.1,27,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.1,5.6,0.7,2.9,0.4716999999999999,0.2364,0.8333999999999999,26.96,115.3,119.4,15.439999999999998,1.13119,26,2023,12,17,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Brandon Ingram,37,34,4,6,2,0.0,0.611,1.0,0.73,30.5,13.1,2,0.917,148.0,119.0,29.6,28,1,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.7,0.9,2.9,0.4828,0.3364,0.8501,26.73,119.5,119.1,16.89,1.07957,27,2023,12,19,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Brandon Ingram,28,17,7,6,0,0.0,0.5,0.333,0.618,27.8,-2.0,3,1.0,119.0,115.0,13.9,29,0,0,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.7,0.8,3.1,0.4757,0.3197,0.8501,28.27,114.7,118.9,16.54,1.14342,28,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Brandon Ingram,36,19,3,5,0,2.0,0.5,0.0,0.595,19.1,5.7,0,0.778,141.0,119.0,17.6,30,1,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.5,0.7,2.7,0.5043,0.3197,0.8279,27.35,120.1,119.8,17.54,0.863795,29,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Brandon Ingram,42,24,6,7,3,4.0,0.45,0.5,0.551,25.0,11.5,3,1.0,112.0,98.0,22.7,31,1,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.6,0.7,2.8,0.4826,0.3697,0.8779,27.44,118.4,117.0,17.619999999999997,1.14451,30,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Brandon Ingram,36,26,3,5,1,2.0,0.5,0.5,0.617,28.6,5.4,1,1.0,132.0,116.0,22.0,32,1,0,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,5.5,0.7,2.7,0.4826,0.3697,0.9000999999999999,27.48,118.1,116.0,17.34,1.12154,31,2023,12,28,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Brandon Ingram,38,26,5,8,3,2.0,0.556,0.571,0.644,26.7,8.9,3,0.4,124.0,104.0,23.9,33,1,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.6,1.0,2.7,0.5074,0.4267999999999999,0.8901,27.910000000000004,123.4,112.7,19.42,1.05572,32,2023,12,31,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Brandon Ingram,25,12,5,5,0,1.0,0.556,1.0,0.667,17.2,7.7,1,0.0,149.0,99.0,12.0,34,1,1,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.6,1.0,2.4,0.5245000000000001,0.4868,0.8012,26.57,127.7,111.1,19.410000000000004,1.19677,33,2024,1,2,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Brandon Ingram,32,19,4,7,2,0.0,0.636,0.333,0.72,24.0,6.0,3,0.8,133.0,114.0,17.6,35,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,6.0,1.2,2.6,0.5272,0.4951,0.7895000000000001,25.09,126.4,110.3,18.06,1.11401,34,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
