Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CHI,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Lauri Markkanen,2020-12-23,30,21,7,4,2,0.0,0.667,0.667,0.938,18.4,14.7,2,1.0,159.0,116.0,22.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,4.0,2.0,2.0,0.667,0.667,1.0,18.4,159.0,116.0,22.0,0.0
Lauri Markkanen,2020-12-26,27,16,9,0,0,0.0,0.429,0.25,0.522,25.1,-5.7,2,0.667,95.0,120.0,8.9,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,8.0,2.0,1.0,2.0,0.548,0.4585,0.8335,21.75,127.0,118.0,15.45,0.983004
Lauri Markkanen,2020-12-27,29,23,7,1,1,1.0,0.538,0.571,0.715,24.0,4.8,2,0.714,124.0,109.0,18.0,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.666666666666667,1.6666666666666667,1.0,2.0,0.5446666666666667,0.496,0.7936666666666667,22.5,126.0,115.0,16.3,1.24198
Lauri Markkanen,2020-12-29,19,9,4,0,0,0.0,0.375,0.5,0.483,22.4,-6.9,1,0.667,89.0,105.0,4.0,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.25,6.75,1.25,0.75,1.75,0.5022500000000001,0.497,0.762,22.475,116.75,112.5,13.225,1.16945
Lauri Markkanen,2020-12-31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,5.4,1.0,0.6,1.4,0.4018,0.3976,0.6096,17.98,93.4,90.0,10.58,1.04285
Lauri Markkanen,2021-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,4.5,0.8333333333333334,0.5,1.1666666666666667,0.3348333333333333,0.3313333333333333,0.508,14.983333333333334,77.83333333333333,75.0,8.816666666666666,1.11763
Lauri Markkanen,2021-01-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.857142857142858,3.857142857142857,0.7142857142857143,0.4285714285714285,1.0,0.287,0.284,0.4354285714285714,12.842857142857143,66.71428571428571,64.28571428571429,7.557142857142857,0.81854
Lauri Markkanen,2021-01-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.625,3.375,0.625,0.375,0.875,0.251125,0.2485,0.381,11.2375,58.375,56.25,6.6125,1.23521
Lauri Markkanen,2021-01-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.666666666666667,3.0,0.5555555555555556,0.3333333333333333,0.7777777777777778,0.2232222222222222,0.2208888888888888,0.3386666666666666,9.988888888888887,51.888888888888886,50.0,5.877777777777777,1.22226
Lauri Markkanen,2021-01-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,2.7,0.5,0.3,0.7,0.2009,0.1988,0.3048,8.99,46.7,45.0,5.29,1.16803
Lauri Markkanen,2021-01-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.0,0.1,0.1,0.5,0.1342,0.1321,0.2048,7.15,30.8,33.4,3.09,1.17512
Lauri Markkanen,2021-01-15,35,16,6,0,1,2.0,0.357,0.333,0.522,20.8,-5.1,2,1.0,95.0,106.0,8.8,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.7,0.1,0.2,0.5,0.127,0.1404,0.2381,6.720000000000001,30.8,32.0,3.08,1.27063
Lauri Markkanen,2021-01-17,33,29,10,3,0,0.0,0.526,0.286,0.644,31.8,3.5,2,0.875,119.0,101.0,22.0,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.0,0.3,0.1,0.5,0.1258,0.1119,0.2542,7.5,30.3,31.2,3.4799999999999995,1.09777
Lauri Markkanen,2021-01-18,34,18,7,0,2,0.0,0.417,0.364,0.654,19.0,-1.6,2,1.0,115.0,110.0,12.5,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2.3,0.3,0.3,0.6,0.13,0.0983,0.2875,7.159999999999999,32.9,31.7,4.33,0.963743
Lauri Markkanen,2021-01-22,30,23,2,0,1,1.0,0.588,0.375,0.676,25.3,2.4,1,0.0,125.0,112.0,16.0,15,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.5,0.3,0.4,0.7,0.1888,0.1358,0.2875,9.69,45.4,42.9,5.93,1.1041
Lauri Markkanen,2021-01-23,36,12,7,1,1,0.0,0.357,0.0,0.403,20.2,-4.6,2,1.0,76.0,99.0,4.8,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,3.2,0.4,0.5,0.9,0.2245,0.1358,0.3875,11.71,53.0,52.8,6.409999999999999,1.05041
Lauri Markkanen,2021-01-25,31,18,6,1,0,0.0,0.583,0.5,0.699,19.4,0.1,1,0.5,125.0,123.0,12.7,17,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,3.8,0.5,0.5,1.0,0.2828,0.1858,0.4375,13.65,65.5,65.1,7.68,0.953814
Lauri Markkanen,2021-01-30,36,31,6,0,0,1.0,0.667,0.545,0.841,25.7,5.5,2,1.0,138.0,132.0,23.3,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.7,4.4,0.5,0.5,1.2,0.3495,0.2403,0.5375,16.22,79.3,78.3,10.01,1.01786
Lauri Markkanen,2021-02-01,34,30,5,2,1,0.0,0.611,0.5,0.794,30.0,12.2,4,1.0,116.0,104.0,21.3,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,4.9,0.7,0.6,1.6,0.4105999999999999,0.2903,0.6375,19.22,90.9,88.7,12.14,1.35362
Lauri Markkanen,2021-02-03,36,9,4,0,0,0.0,0.375,0.0,0.461,12.6,-10.2,0,0.75,95.0,115.0,4.2,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,5.3,0.7,0.6,1.6,0.4481,0.2903,0.7125,20.48,100.4,100.2,12.56,1.08455
Lauri Markkanen,2021-02-05,17,13,5,0,0,0.0,0.556,0.4,0.689,25.9,-1.3,1,1.0,116.0,123.0,8.4,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,5.8,0.7,0.6,1.7,0.5037,0.3303,0.8125,23.07,112.0,112.5,13.4,1.2087
Lauri Markkanen,2021-02-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,5.2,0.7,0.5,1.5,0.4679999999999999,0.297,0.7125,20.99,102.5,101.9,12.52,1.14382
Lauri Markkanen,2021-02-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.4,4.2,0.4,0.5,1.3,0.4154,0.2684,0.625,17.81,90.6,91.8,10.32,1.12984
Lauri Markkanen,2021-02-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,3.5,0.4,0.3,1.1,0.3737,0.2319999999999999,0.525,15.91,79.1,80.8,9.07,0.993728
Lauri Markkanen,2021-02-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,3.3,0.4,0.2,1.0,0.3149,0.1944999999999999,0.525,13.38,66.6,69.6,7.470000000000001,1.09912
Lauri Markkanen,2021-02-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,2.6,0.3,0.1,0.8,0.2792,0.1944999999999999,0.425,11.36,59.0,59.7,6.99,1.08263
Lauri Markkanen,2021-02-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,2.0,0.2,0.1,0.7,0.2209,0.1445,0.375,9.419999999999998,46.5,47.4,5.720000000000001,1.1499
