Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_UTA,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Lauri Markkanen,2024-11-14,24,13,5,2,0,0.0,0.5,0.4,0.697,17.7,0.1,1,1.0,152.0,123.0,9.7,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.0,2.0,0.5,1.0,0.2773,0.2694999999999999,0.3945999999999999,15.01,77.5,84.1,6.909999999999999,1.15816
Lauri Markkanen,2024-11-16,35,25,5,1,0,0.0,0.75,0.667,1.008,19.4,6.6,3,0.9,163.0,134.0,21.0,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.7,3.7,1.9,0.4,1.1,0.3288,0.3162,0.4275,13.8,86.6,85.6,8.5,1.1976
Lauri Markkanen,2024-11-17,39,18,10,1,1,0.0,0.5,0.5,0.654,18.5,-0.5,2,0.5,118.0,121.0,13.5,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,3.8,1.8,0.5,1.2,0.3520999999999999,0.3062,0.3775,13.51,87.1,86.3,8.61,1.167
Lauri Markkanen,2024-11-19,36,25,8,1,2,0.0,0.563,0.375,0.704,20.5,6.4,0,1.0,151.0,123.0,22.5,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,4.3,1.8,0.7,1.0,0.3484,0.3104,0.4775,13.839999999999998,92.5,86.7,10.43,1.07332
Lauri Markkanen,2024-11-21,33,27,4,2,0,2.0,0.471,0.3,0.658,24.1,7.8,0,1.0,146.0,121.0,22.3,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,4.7,2.0,0.7,1.0,0.3955,0.3404,0.5775,16.25,107.1,98.8,12.66,0.993551
Lauri Markkanen,2024-11-23,33,34,9,2,0,0.0,0.733,0.625,0.918,23.7,17.5,0,0.875,183.0,106.0,30.0,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,5.6,2.2,0.7,1.0,0.4688,0.4029,0.665,18.62,125.4,109.4,15.66,1.19579
Lauri Markkanen,2024-11-26,33,14,8,2,2,0.0,0.357,0.0,0.444,23.6,-7.4,3,1.0,95.0,126.0,9.4,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.1,6.4,2.4,0.9,1.3,0.5045,0.4029,0.765,20.98,134.9,122.0,16.6,0.998937
Lauri Markkanen,2024-11-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,5.7,2.0,0.7,1.1,0.4745,0.3696,0.765,19.09,125.7,109.7,15.85,1.39139
Lauri Markkanen,2024-11-30,34,19,5,1,1,0.0,0.35,0.182,0.428,27.5,-2.7,1,0.6,96.0,114.0,9.2,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,5.6,1.7,0.6,1.1,0.4761999999999999,0.3449,0.7375,19.59,123.2,110.4,15.1,1.13872
Lauri Markkanen,2024-12-01,38,22,7,4,1,0.0,0.471,0.455,0.615,23.9,5.6,1,0.5,122.0,114.0,17.8,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,6.1,1.6,0.7,1.1,0.4694999999999999,0.3504,0.7375,19.89,122.6,108.2,15.54,1.0769
Lauri Markkanen,2024-12-03,31,13,6,2,0,0.0,0.364,0.167,0.509,18.0,-3.5,0,1.0,134.0,141.0,10.1,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,6.2,1.6,0.7,1.0,0.4558999999999999,0.3271,0.7375,19.92,120.8,110.0,15.580000000000002,1.14754
Lauri Markkanen,2024-12-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.2,5.7,1.5,0.7,0.7,0.3808999999999999,0.2604,0.6475,17.98,104.5,96.6,13.48,1.33211
Lauri Markkanen,2024-12-08,25,8,2,4,0,0.0,0.222,0.0,0.372,25.5,-16.2,4,1.0,71.0,148.0,1.1,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.2,4.9,1.8,0.6,0.9,0.3531,0.2104,0.6975,18.68,99.8,99.3,12.24,1.06278
Lauri Markkanen,2024-12-13,34,19,6,2,0,0.0,0.556,0.571,0.848,17.2,-0.9,1,1.0,162.0,147.0,16.1,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.6,4.7,1.9,0.4,1.0,0.3524,0.2299999999999999,0.6975,18.35,100.9,101.7,11.6,1.11272
Lauri Markkanen,2024-12-16,25,17,5,1,2,0.0,0.556,0.5,0.79,22.5,6.4,3,1.0,127.0,136.0,15.1,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,4.8,1.8,0.6,1.3,0.3609,0.25,0.6975,18.19,99.0,103.2,10.88,1.11758
Lauri Markkanen,2024-12-19,36,27,14,1,1,1.0,0.467,0.333,0.696,21.9,8.1,1,1.0,155.0,108.0,26.1,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,5.3,1.7,0.7,1.4,0.3343,0.2208,0.71,18.009999999999998,96.2,103.4,10.49,1.07674
Lauri Markkanen,2024-12-21,36,21,7,0,0,2.0,0.381,0.231,0.48,27.5,-4.0,1,1.0,98.0,99.0,12.0,27,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,5.2,1.5,0.5,1.2,0.3367,0.2439,0.71,18.4,96.5,100.7,10.75,0.972204
Lauri Markkanen,2024-12-23,32,26,7,1,0,0.0,0.333,0.429,0.54,31.3,1.2,1,0.857,124.0,132.0,15.9,28,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,5.9,1.6,0.5,1.3,0.37,0.2868,0.7957,21.53,108.9,113.9,12.34,1.00533
Lauri Markkanen,2024-12-26,30,25,6,1,3,0.0,0.571,0.5,0.751,25.3,8.9,1,0.833,148.0,120.0,23.3,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.8,6.0,1.6,0.7,1.3,0.3921,0.3186,0.819,21.31,114.1,114.5,13.75,1.2621
Lauri Markkanen,2024-12-28,33,23,4,2,1,0.0,0.381,0.333,0.526,31.0,-0.8,3,1.0,108.0,120.0,12.1,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.9,5.7,1.4,0.7,1.5,0.3831,0.3064,0.869,22.02,112.7,115.1,13.18,1.14458
Lauri Markkanen,2024-12-30,32,17,1,0,0,0.0,0.385,0.222,0.559,23.1,-8.8,2,1.0,102.0,139.0,8.2,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,5.2,1.2,0.7,1.7,0.3852,0.3119,0.869,22.53,109.5,114.9,12.99,1.16332
Lauri Markkanen,2025-01-01,35,16,10,2,2,2.0,0.273,0.1,0.343,27.6,-4.1,1,1.0,83.0,111.0,10.2,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,6.2,1.4,0.9,1.8,0.4125,0.3219,0.969,25.29,117.8,126.0,14.01,1.02751
Lauri Markkanen,2025-01-04,27,15,4,3,2,0.0,0.462,0.333,0.558,20.0,4.2,0,1.0,139.0,98.0,13.6,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,6.4,1.3,1.1,1.4,0.4365,0.3552,0.969,24.74,124.6,121.0,15.260000000000002,1.31569
Lauri Markkanen,2025-01-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.7,5.8,1.1,1.1,1.3,0.3809,0.2981,0.869,23.02,108.4,106.3,13.65,1.08229
Lauri Markkanen,2025-01-07,31,35,2,1,2,1.0,0.524,0.533,0.74,32.6,12.9,2,0.833,135.0,120.0,24.7,35,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,5.5,1.1,1.1,1.2,0.3777,0.3014,0.8523,24.03,109.2,104.7,14.61,1.16367
Lauri Markkanen,2025-01-09,30,23,5,1,0,1.0,0.333,0.4,0.462,38.5,1.1,1,0.5,95.0,109.0,11.7,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,4.6,1.1,1.0,1.2,0.3642999999999999,0.3081,0.8023,25.690000000000005,103.2,104.8,13.169999999999998,0.972946
Lauri Markkanen,2025-01-11,31,24,4,2,1,0.0,0.389,0.25,0.558,28.1,3.8,0,0.875,142.0,125.0,16.2,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.4,4.3,1.3,1.1,1.1,0.3651,0.31,0.7898,25.75,107.6,107.4,13.59,1.19048
Lauri Markkanen,2025-01-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,3.6,1.2,1.1,1.0,0.3318,0.2671,0.7041,22.62,95.2,94.2,12.0,1.17147
Lauri Markkanen,2025-01-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,3.0,1.1,0.8,0.9,0.2747,0.2171,0.6208,20.09,80.4,82.2,9.669999999999998,1.17676
Lauri Markkanen,2025-01-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.6,0.9,0.7,0.6,0.2366,0.1838,0.5208,16.99,69.6,70.2,8.459999999999999,1.08272
Lauri Markkanen,2025-01-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,2.5,0.9,0.7,0.4,0.1981,0.1616,0.4208,14.68,59.4,56.3,7.640000000000001,1.31903
Lauri Markkanen,2025-01-22,30,17,6,0,0,1.0,0.412,0.3,0.5,23.8,-2.1,2,0.0,109.0,125.0,8.8,42,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,2.1,0.7,0.5,0.5,0.212,0.1815999999999999,0.3208,14.3,62.0,57.7,7.5,1.01917
Lauri Markkanen,2025-01-25,32,11,6,2,0,1.0,0.357,0.125,0.381,20.2,-7.9,1,0.0,85.0,128.0,5.7,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.3,0.6,0.3,0.6,0.2015,0.1608,0.2208,14.32,56.6,60.7,6.710000000000001,1.22927
Lauri Markkanen,2025-01-27,36,19,9,1,0,0.0,0.444,0.167,0.503,22.7,-6.5,1,0.5,101.0,128.0,10.8,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,3.2,0.7,0.3,0.7,0.2459,0.1775,0.2708,16.59,66.7,73.5,7.790000000000001,1.21852
Lauri Markkanen,2025-01-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,3.0,0.6,0.1,0.5,0.1935,0.1242,0.1875,13.330000000000002,53.2,61.5,5.32,1.19995
Lauri Markkanen,2025-01-30,31,15,2,0,0,1.0,0.385,0.3,0.524,22.8,-7.5,1,0.667,98.0,148.0,7.8,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.7,0.5,0.1,0.5,0.1987,0.1142,0.2042,11.760000000000002,53.5,65.4,4.93,1.12817
Lauri Markkanen,2025-02-01,33,12,11,0,1,3.0,0.333,0.4,0.5,19.9,-1.0,3,0.0,78.0,91.0,7.8,47,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.4,3.4,0.3,0.1,0.8,0.1931,0.1292,0.1167,10.94,47.1,62.0,4.09,1.24461
Lauri Markkanen,2025-02-03,33,16,7,1,0,0.0,0.455,0.6,0.606,15.4,1.0,0,0.6,136.0,114.0,12.3,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.1,0.4,0.1,0.8,0.2386,0.1891999999999999,0.1767,12.48,60.7,73.4,5.32,1.1865
Lauri Markkanen,2025-02-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.1,0.4,0.1,0.8,0.2386,0.1891999999999999,0.1767,12.48,60.7,73.4,5.32,1.01072
Lauri Markkanen,2025-02-07,40,20,7,1,1,0.0,0.438,0.286,0.563,19.2,-5.0,2,1.0,117.0,128.0,12.6,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,4.8,0.5,0.2,1.0,0.2824,0.2178,0.2767,14.4,72.4,86.2,6.58,1.34293
Lauri Markkanen,2025-02-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.8,0.5,0.2,1.0,0.2824,0.2178,0.2767,14.4,72.4,86.2,6.58,1.15004
Lauri Markkanen,2025-02-10,29,17,3,1,1,1.0,0.444,0.125,0.472,27.8,-5.5,1,0.0,93.0,130.0,9.9,52,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.5,0.6,0.3,0.9,0.2856,0.2003,0.2767,14.8,70.8,86.7,6.69,1.12975
Lauri Markkanen,2025-02-12,32,32,5,0,3,0.0,0.611,0.6,0.81,26.5,13.5,0,1.0,162.0,116.0,28.7,53,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,4.4,0.4,0.6,0.8,0.311,0.2477999999999999,0.3767,15.43,78.5,85.5,8.99,1.08458
