Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
CJ McCollum,2022-11-09,34,7,4,5,1,2.0,0.231,0.0,0.244,19.6,-6.3,2,0.333,68.0,108.0,3.8,11,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,6.2,1.1,2.0,0.3907,0.2794,0.7416,26.1,103.2,115.0,13.460000000000004,0.928674
CJ McCollum,2022-11-10,38,13,7,7,2,2.0,0.353,0.143,0.382,26.1,-1.8,5,0.0,76.0,107.0,8.5,12,1,1,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.4,6.7,1.2,2.2,0.3731,0.2604,0.6416000000000001,26.12,99.4,114.4,12.96,0.998555
CJ McCollum,2022-11-12,37,9,7,7,2,0.0,0.214,0.143,0.302,19.4,-5.8,2,1.0,83.0,106.0,7.4,13,1,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.2,1.3,2.2,0.3465,0.2496999999999999,0.6416000000000001,25.24,95.4,113.3,11.39,1.15294
CJ McCollum,2022-11-15,37,30,3,9,0,1.0,0.478,0.538,0.628,31.7,11.1,2,0.5,124.0,110.0,23.4,14,1,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.2,2.1,0.3642999999999999,0.2835,0.5916,25.17,98.9,111.5,12.89,0.991615
CJ McCollum,2022-11-16,37,23,4,8,0,1.0,0.5,0.375,0.648,24.7,3.7,3,1.0,130.0,116.0,19.9,15,1,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.9,1.1,2.3,0.3827,0.321,0.6083000000000001,24.74,101.8,109.7,13.7,1.24169
CJ McCollum,2022-11-18,34,18,5,3,3,0.0,0.389,0.5,0.5,25.5,-1.3,1,0.0,100.0,118.0,12.2,16,1,1,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.9,1.3,2.4,0.3742,0.321,0.6083000000000001,24.59,99.4,111.7,13.31,0.99056
CJ McCollum,2022-11-21,22,15,3,2,0,0.0,0.6,0.6,0.75,23.5,5.1,2,0.0,132.0,92.0,11.9,17,1,1,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.3,1.2,2.5,0.3972,0.3643,0.5083,23.97,103.5,110.3,12.86,1.1597
CJ McCollum,2022-11-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8,4.8,1.0,2.2,0.356,0.3143,0.4333,21.18,92.6,99.8,11.28,1.15412
CJ McCollum,2022-11-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,0,1,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,4.8,0.9,2.0,0.3038,0.2699,0.3333,18.79,80.5,88.8,9.32,1.00859
CJ McCollum,2022-11-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,1,1,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.1,0.8,1.7,0.2765,0.2299,0.2833,17.05,71.3,75.7,8.709999999999999,1.105
CJ McCollum,2022-11-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,1,1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9,3.6,0.7,1.5,0.2533999999999999,0.2299,0.25,15.09,64.5,64.9,8.33,0.918221
CJ McCollum,2022-12-02,32,5,4,4,0,0.0,0.182,0.2,0.227,16.0,-12.4,1,0.0,62.0,104.0,0.7,22,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6,3.3,0.5,1.1,0.2363,0.2355999999999999,0.25,14.079999999999998,63.1,64.6,7.55,1.17328
CJ McCollum,2022-12-04,34,7,3,6,0,0.0,0.273,0.0,0.306,16.5,-9.1,1,1.0,82.0,113.0,4.2,23,1,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2,0.3,1.0,0.2422,0.2213,0.25,13.79,63.0,65.3,7.229999999999999,1.21354
CJ McCollum,2022-12-07,27,8,3,4,0,2.0,0.273,0.0,0.337,25.0,-11.8,4,1.0,65.0,102.0,1.0,24,1,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.7,0.3,1.2,0.2217,0.1675,0.3,13.12,57.1,64.5,4.99,0.982223
CJ McCollum,2022-12-09,33,18,7,5,1,0.0,0.438,0.167,0.52,22.8,0.4,1,1.0,120.0,119.0,15.2,25,1,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.4,0.4,1.0,0.2155,0.1467,0.3,12.93,56.1,64.8,4.5200000000000005,1.15634
CJ McCollum,2022-12-11,45,29,4,7,2,0.0,0.542,0.3,0.604,27.2,3.5,2,0.0,124.0,122.0,23.9,26,1,1,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.8,0.3,1.1,0.2307999999999999,0.1266999999999999,0.3,13.1,58.5,65.2,5.69,1.24393
CJ McCollum,2022-12-13,30,14,6,0,2,0.0,0.353,0.5,0.382,27.1,-8.3,3,0.333,71.0,114.0,4.9,27,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7,2.6,0.5,1.2,0.2061,0.1167,0.3333,13.46,52.4,67.4,4.99,1.17602
CJ McCollum,2022-12-15,42,28,6,4,0,2.0,0.44,0.375,0.532,30.4,-3.2,4,1.0,106.0,125.0,14.9,28,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3,3.0,0.5,1.6,0.2501,0.1542,0.4333,16.5,63.0,79.9,6.48,0.899382
CJ McCollum,2022-12-17,36,27,2,8,0,1.0,0.579,0.571,0.694,30.2,6.2,3,1.0,128.0,129.0,21.2,29,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.8,0.5,1.9,0.308,0.2113,0.5333,19.52,75.8,92.8,8.6,0.976738
CJ McCollum,2022-12-19,41,31,8,9,0,0.0,0.458,0.6,0.602,27.0,6.9,3,0.75,126.0,128.0,24.3,30,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.7,0.5,2.2,0.3538,0.2713,0.6083000000000001,22.22,88.4,105.6,11.03,1.01531
CJ McCollum,2022-12-22,37,40,8,9,1,2.0,0.519,0.5,0.685,36.8,14.0,5,1.0,132.0,113.0,32.8,31,1,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.1,5.6,0.6,2.7,0.4057,0.3213,0.7083,25.9,101.6,116.9,14.31,1.02066
CJ McCollum,2022-12-23,36,17,6,11,1,2.0,0.278,0.375,0.43,26.6,1.8,4,1.0,96.0,105.0,13.5,32,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,6.3,0.7,3.0,0.4153,0.3388,0.8083,26.96,105.0,117.0,15.59,1.02004
CJ McCollum,2022-12-26,30,19,7,6,2,0.0,0.357,0.429,0.556,31.0,2.1,5,0.857,104.0,95.0,14.1,33,1,0,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.3,0.9,3.4,0.4237,0.3817,0.7939999999999999,28.410000000000004,107.2,115.2,16.58,1.10599
CJ McCollum,2022-12-28,37,20,3,6,2,0.0,0.438,0.5,0.549,25.4,-0.6,4,0.6,104.0,116.0,13.5,34,1,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.5,1.1,3.4,0.4402,0.4317,0.754,28.45,111.1,116.6,17.83,1.11633
CJ McCollum,2022-12-30,35,42,4,5,2,0.0,0.65,0.688,0.928,31.3,24.8,2,0.833,173.0,120.0,37.1,35,1,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,6.5,1.2,3.5,0.4614,0.4838,0.7373000000000001,29.3,116.4,116.7,20.02,1.11298
CJ McCollum,2022-12-31,31,10,1,3,0,0.0,0.25,0.143,0.304,27.8,-14.5,6,1.0,53.0,117.0,-3.6,36,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,6.1,1.0,3.9,0.4322,0.4681,0.8372999999999999,29.360000000000003,109.3,116.2,17.27,1.06506
CJ McCollum,2023-01-02,39,26,2,6,1,0.0,0.563,0.625,0.732,25.5,5.5,5,0.75,118.0,125.0,18.8,37,0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,6.7,0.9,4.1,0.4532,0.4806,0.8789999999999999,29.2,114.0,117.3,18.66,0.916358
CJ McCollum,2023-01-04,35,28,1,6,0,1.0,0.476,0.455,0.615,27.2,7.9,0,0.75,143.0,118.0,21.7,38,1,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.9,0.9,3.7,0.4568,0.4886,0.8539999999999999,28.880000000000003,117.7,116.6,19.34,1.1389
CJ McCollum,2023-01-06,37,28,6,6,0,2.0,0.417,0.5,0.517,34.0,7.7,3,0.571,109.0,115.0,18.4,39,1,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.7,0.9,3.7,0.4406,0.4814999999999999,0.8110999999999999,29.26,115.8,115.2,19.06,1.13749
CJ McCollum,2023-01-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.8,0.9,3.4,0.3948,0.4215,0.7361,26.56,103.2,102.4,16.630000000000003,1.23016
