Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_NOP,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
CJ McCollum,2024-11-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.2,1.1,0.8,0.8,0.1197,0.0994,0.0667,6.7,29.4,34.8,3.88,1.10774
CJ McCollum,2024-11-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.0,0.8,0.4,0.7,0.0726,0.055,0.0667,4.789999999999999,18.1,24.9,2.19,1.23851
CJ McCollum,2024-11-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.5,0.0,0.4,0.025,0.025,0.0,1.7,7.1,12.7,0.29,1.21596
CJ McCollum,2024-11-16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15854
CJ McCollum,2024-11-19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19613
CJ McCollum,2024-11-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2453
CJ McCollum,2024-11-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851064
CJ McCollum,2024-11-25,30,23,4,1,0,0.0,0.45,0.3,0.551,32.6,-5.9,2,1.0,96.0,116.0,11.7,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.4,0.1,0.0,0.2,0.045,0.03,0.1,3.26,9.6,11.6,1.17,1.03674
CJ McCollum,2024-11-27,30,19,3,4,0,0.0,0.35,0.364,0.446,32.0,-4.2,2,0.333,89.0,124.0,8.7,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2,0.7,0.5,0.0,0.4,0.08,0.0663999999999999,0.1333,6.459999999999999,18.5,24.0,2.04,1.04898
CJ McCollum,2024-11-29,36,30,4,2,1,0.0,0.579,0.429,0.666,26.6,7.4,1,0.625,137.0,122.0,22.1,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.1,0.7,0.1,0.5,0.1379,0.1093,0.1958,9.12,32.2,36.2,4.25,1.03028
CJ McCollum,2024-12-01,25,13,3,3,1,0.0,0.375,0.0,0.395,27.1,-3.2,0,1.0,91.0,126.0,7.8,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1.4,1.0,0.2,0.5,0.1754,0.1093,0.2958,11.830000000000002,41.3,48.8,5.029999999999999,0.999235
CJ McCollum,2024-12-02,35,29,6,2,1,0.0,0.462,0.273,0.522,32.3,-0.7,1,0.5,111.0,121.0,17.2,22,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,2.0,1.2,0.3,0.6,0.2216,0.1366,0.3458,15.06,52.4,60.9,6.75,1.04601
CJ McCollum,2024-12-05,37,25,3,6,2,0.0,0.5,0.333,0.606,22.3,3.7,0,0.667,138.0,123.0,20.7,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2.3,1.8,0.5,0.6,0.2716,0.1699,0.4125,17.29,66.2,73.2,8.82,0.90522
CJ McCollum,2024-12-07,38,11,5,8,2,2.0,0.263,0.0,0.277,25.6,-7.8,2,0.5,79.0,118.0,7.4,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.8,2.6,0.7,0.8,0.2979,0.1699,0.4625,19.85,74.1,85.0,9.56,0.873798
CJ McCollum,2024-12-08,34,19,4,5,0,0.0,0.444,0.375,0.528,24.1,-4.7,2,0.0,104.0,127.0,11.5,25,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.9,3.2,3.1,0.7,1.0,0.3423,0.2073999999999999,0.4625,22.26,84.5,97.7,10.71,1.31672
CJ McCollum,2024-12-12,37,36,3,3,0,0.0,0.583,0.545,0.723,32.1,9.0,2,1.0,133.0,123.0,25.0,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.5,3.5,3.4,0.7,1.2,0.4006,0.2618999999999999,0.5625,25.47,97.8,110.0,13.21,0.95203
CJ McCollum,2024-12-15,31,15,3,2,1,0.0,0.333,0.2,0.397,27.1,-11.0,3,1.0,85.0,123.0,3.5,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.8,3.6,0.8,1.5,0.4339,0.2819,0.6625,28.18,106.3,122.3,13.56,1.06322
CJ McCollum,2024-12-19,34,18,5,6,1,0.0,0.353,0.2,0.458,27.9,-6.3,3,0.833,95.0,133.0,10.6,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,3.9,4.1,0.9,1.6,0.4242,0.2719,0.6458,27.71,106.2,124.0,13.45,1.06692
CJ McCollum,2024-12-21,32,13,5,4,1,1.0,0.385,0.0,0.44,22.5,-1.6,2,0.75,102.0,116.0,9.9,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,4.1,4.1,1.0,1.6,0.4277,0.2355,0.6875,26.76,107.5,123.2,13.570000000000002,1.03997
CJ McCollum,2024-12-22,39,24,6,9,1,1.0,0.381,0.4,0.508,26.5,1.1,2,0.667,106.0,114.0,18.7,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,4.3,4.8,1.0,1.7,0.4079,0.2326,0.6917,26.75,104.4,122.4,13.23,1.23909
CJ McCollum,2024-12-26,27,13,2,3,0,0.0,0.417,0.4,0.505,20.2,-7.2,1,0.5,109.0,136.0,7.5,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,4.2,4.8,0.9,1.8,0.4121,0.2726,0.6416999999999999,26.059999999999995,106.2,123.4,13.2,1.01291
CJ McCollum,2024-12-27,35,32,5,4,1,1.0,0.545,0.375,0.661,27.9,5.0,1,1.0,135.0,125.0,24.8,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,4.1,5.0,0.9,1.8,0.4204,0.2828,0.6917,25.62,108.6,123.8,13.96,1.07086
CJ McCollum,2024-12-30,39,33,2,4,1,0.0,0.48,0.571,0.638,35.2,-1.0,4,0.5,108.0,126.0,19.5,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,4.0,4.8,0.8,2.2,0.4184,0.3066,0.675,26.910000000000004,105.6,124.1,13.84,0.926369
CJ McCollum,2025-01-01,34,22,4,5,0,1.0,0.563,0.2,0.604,26.7,1.0,1,0.6,122.0,126.0,18.0,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,3.9,4.5,0.6,2.1,0.4484,0.3266,0.6849999999999999,27.02,109.9,124.9,14.9,1.02841
CJ McCollum,2025-01-03,31,50,3,2,0,0.0,0.667,0.625,0.869,41.0,21.5,1,1.0,160.0,127.0,39.2,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.6,3.8,4.2,0.6,2.0,0.4707,0.3516,0.7849999999999999,28.71,115.5,124.9,17.669999999999998,0.953867
CJ McCollum,2025-01-05,36,25,3,3,0,1.0,0.5,0.545,0.662,26.5,1.3,3,0.5,110.0,105.0,15.9,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,3.8,4.2,0.6,2.1,0.4624,0.3516,0.735,28.15,113.2,123.1,16.759999999999998,1.28608
CJ McCollum,2025-01-07,30,5,2,2,0,1.0,0.071,0.143,0.163,20.6,-15.8,0,0.667,46.0,111.0,-3.3,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,3.7,4.2,0.5,1.8,0.4361999999999999,0.3459,0.7017,27.5,109.3,121.9,16.08,1.07098
CJ McCollum,2025-01-08,27,23,2,2,0,0.0,0.588,0.429,0.676,29.6,1.2,2,0.0,129.0,136.0,13.9,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.4,3.8,0.4,1.7,0.4596999999999999,0.3687999999999999,0.6184000000000001,27.670000000000005,112.7,122.2,16.41,1.15786
CJ McCollum,2025-01-10,35,38,3,3,0,0.0,0.542,0.545,0.659,36.0,6.8,1,0.545,133.0,129.0,27.2,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,3.2,3.7,0.3,1.6,0.4753999999999999,0.4232999999999999,0.5979,29.020000000000003,115.8,123.5,18.14,1.06022
CJ McCollum,2025-01-12,38,13,4,5,0,1.0,0.333,0.167,0.398,20.4,-8.4,1,0.667,94.0,125.0,7.3,40,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,3.0,3.3,0.2,1.5,0.4705999999999999,0.4,0.5979,28.410000000000004,114.6,124.6,17.0,1.11916
CJ McCollum,2025-01-14,29,8,4,5,1,0.0,0.231,0.286,0.308,18.1,-8.6,0,0.0,93.0,118.0,5.4,41,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,3.2,3.5,0.3,1.4,0.4519999999999999,0.3886,0.5479,28.2,113.0,122.8,16.79,1.21286
CJ McCollum,2025-01-15,34,11,0,2,1,2.0,0.286,0.143,0.37,20.6,-10.2,2,1.0,78.0,115.0,4.6,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,2.7,3.3,0.3,1.5,0.4261,0.3654,0.5479,27.47,107.3,121.8,14.77,1.14065
CJ McCollum,2025-01-17,30,26,5,4,1,0.0,0.5,0.5,0.714,25.6,4.9,2,0.8,142.0,120.0,20.1,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.1,3.0,3.3,0.3,1.3,0.4281,0.3583,0.5779,26.51,110.7,121.2,14.830000000000002,1.13565
CJ McCollum,2025-01-20,44,45,8,4,0,3.0,0.581,0.417,0.687,35.5,8.5,2,1.0,124.0,110.0,34.6,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.4,3.4,3.2,0.3,1.4,0.4298999999999999,0.38,0.6179,27.390000000000004,110.9,119.6,16.490000000000002,1.45845
CJ McCollum,2025-01-24,34,22,1,4,0,1.0,0.545,0.6,0.694,22.9,-2.6,2,0.636,130.0,145.0,15.7,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,3.2,3.4,0.3,1.5,0.4176999999999999,0.3774999999999999,0.5815,25.58,107.9,121.4,14.14,1.12228
CJ McCollum,2025-01-25,23,9,2,3,0,0.0,0.231,0.167,0.324,30.9,-14.7,2,1.0,70.0,133.0,1.4,46,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.1,3.4,0.3,1.4,0.3908,0.3397,0.6315,26.020000000000003,103.9,124.2,12.69,1.03121
CJ McCollum,2025-01-27,36,22,7,2,2,0.0,0.429,0.286,0.483,28.3,-3.2,2,0.5,89.0,106.0,12.8,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.7,3.6,3.4,0.5,1.6,0.4266,0.354,0.6148,26.79,108.2,123.7,14.300000000000002,0.83278
CJ McCollum,2025-01-29,36,23,3,8,1,0.0,0.429,0.429,0.526,27.0,-3.5,1,1.0,120.0,139.0,18.0,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,3.7,4.0,0.6,1.5,0.4107,0.354,0.7148,26.53,107.3,124.0,14.710000000000004,1.05289
CJ McCollum,2025-01-31,34,17,2,1,1,0.0,0.421,0.143,0.437,25.6,-7.8,2,0.0,87.0,116.0,6.0,49,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,3.6,3.8,0.7,1.6,0.3985999999999999,0.3137999999999999,0.6603,25.49,102.7,122.7,12.59,0.973118
CJ McCollum,2025-02-03,35,30,6,5,0,1.0,0.455,0.556,0.62,34.8,2.7,3,1.0,120.0,137.0,20.0,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,3.8,3.8,0.7,1.8,0.4107999999999999,0.3527,0.6936,26.93,105.3,123.9,13.860000000000005,1.02678
CJ McCollum,2025-02-05,28,19,1,3,1,0.0,0.429,0.5,0.603,28.3,-2.3,3,1.0,108.0,144.0,12.4,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,3.5,3.6,0.7,2.1,0.4306,0.3741,0.7936,27.95,106.8,126.5,14.56,1.18449
CJ McCollum,2025-02-08,33,31,6,3,1,2.0,0.526,0.545,0.716,30.3,8.7,3,0.833,120.0,112.0,23.8,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.4,4.1,3.7,0.7,2.2,0.4546,0.4143,0.7769,28.92,111.0,126.2,16.48,1.08
