Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Domantas Sabonis,33,13,4,5,1,1.0,0.5,0.0,0.514,20.9,-5.2,3,0.5,98.0,115.0,8.2,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,5.0,1.0,3.0,0.5,0.0,0.5,20.9,98.0,115.0,8.2,0.0,0,2022,10,19,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,35,11,10,7,2,2.0,0.333,0.0,0.376,20.0,2.0,1,0.5,104.0,106.0,12.9,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,6.0,1.5,2.0,0.4165,0.0,0.5,20.45,101.0,110.5,10.55,0.897836,1,2022,10,22,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,22,19,14,4,0,1.0,0.6,0.0,0.703,24.6,14.1,1,0.875,150.0,117.0,21.1,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.333333333333334,9.333333333333334,5.333333333333333,1.0,1.6666666666666667,0.4776666666666667,0.0,0.625,21.83333333333333,117.33333333333331,112.66666666666669,14.066666666666668,1.17055,2,2022,10,23,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,31,11,11,9,1,0.0,0.667,0.0,0.709,17.3,4.2,4,0.75,124.0,124.0,14.2,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,9.75,6.25,1.0,2.25,0.525,0.0,0.65625,20.7,119.0,115.5,14.1,1.19763,3,2022,10,27,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Domantas Sabonis,23,18,7,3,0,1.0,0.889,0.0,0.911,23.1,9.7,2,1.0,155.0,111.0,16.2,5,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,9.2,5.6,0.8,2.2,0.5978,0.0,0.725,21.18,126.2,114.6,14.52,1.19085,4,2022,10,29,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,31,9,16,7,1,0.0,0.333,0.0,0.402,18.8,-2.7,3,0.6,103.0,102.0,10.0,6,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,10.333333333333334,5.833333333333333,0.8333333333333334,2.333333333333333,0.5536666666666666,0.0,0.7041666666666666,20.78333333333333,122.33333333333331,112.5,13.766666666666666,1.03043,5,2022,10,31,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Domantas Sabonis,37,22,12,8,1,0.0,0.533,1.0,0.608,24.9,7.1,2,0.714,120.0,109.0,21.3,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.714285714285714,10.571428571428571,6.142857142857143,0.8571428571428571,2.2857142857142856,0.5507142857142858,0.1428571428571428,0.7055714285714286,21.37142857142857,122.0,112.0,14.842857142857143,1.06044,6,2022,11,2,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,38,25,11,6,1,1.0,0.714,0.0,0.648,25.2,7.3,2,0.417,129.0,109.0,22.8,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.625,6.125,0.875,2.25,0.571125,0.125,0.6695,21.85,122.875,111.625,15.8375,1.18908,7,2022,11,5,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,33,19,14,6,0,0.0,0.4,0.0,0.513,27.3,0.7,3,0.875,110.0,114.0,15.9,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332,11.0,6.111111111111111,0.7777777777777778,2.333333333333333,0.5521111111111111,0.1111111111111111,0.6923333333333334,22.45555555555556,121.44444444444444,111.88888888888889,15.844444444444443,1.1141,8,2022,11,7,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Domantas Sabonis,35,21,5,6,3,0.0,0.625,0.0,0.791,19.4,8.2,1,0.917,165.0,121.0,23.9,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,10.4,6.1,1.0,2.2,0.5594,0.1,0.7148,22.15,125.8,112.8,16.65,1.20644,9,2022,11,9,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,32,21,10,6,1,0.0,0.6,0.0,0.643,25.0,4.6,2,1.0,133.0,114.0,19.1,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,11.0,6.2,1.0,2.1,0.5694,0.1,0.7647999999999999,22.56,129.3,112.7,17.740000000000002,1.10989,10,2022,11,11,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,34,26,22,8,0,0.0,0.588,1.0,0.662,27.8,12.3,3,0.667,135.0,107.0,28.5,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,12.2,6.3,0.8,2.3,0.5949,0.2,0.7815,23.34,132.4,112.8,19.3,1.01508,11,2022,11,13,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,28,17,7,7,1,1.0,1.0,0.0,1.037,16.1,10.3,3,1.0,165.0,110.0,19.7,13,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,11.5,6.6,0.9,2.5,0.6349,0.2,0.7939999999999999,22.49,133.9,112.1,19.16,1.17632,12,2022,11,15,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Domantas Sabonis,32,16,8,1,0,0.0,0.8,1.0,0.99,14.1,-0.5,2,1.0,159.0,115.0,13.6,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.4,11.2,5.8,0.8,2.3,0.6482,0.3,0.819,22.17,137.4,111.2,19.1,1.16752,13,2022,11,17,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Domantas Sabonis,34,15,13,7,1,0.0,0.8,1.0,0.88,14.7,6.1,3,0.75,151.0,124.0,18.3,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,11.8,6.2,0.9,2.4,0.6393000000000001,0.4,0.7939999999999999,21.33,137.0,112.5,19.31,1.19514,14,2022,11,20,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,37,9,13,8,0,0.0,0.375,0.0,0.423,13.6,-1.1,2,0.5,106.0,102.0,9.7,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,11.5,6.3,0.8,2.3,0.6435000000000001,0.4,0.784,20.81,137.3,112.5,19.28,1.18222,15,2022,11,22,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Domantas Sabonis,34,15,13,7,1,0.0,0.545,0.0,0.588,19.0,5.6,3,0.75,111.0,106.0,16.1,17,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,11.6,6.2,0.8,2.4,0.6447,0.3,0.7876,20.22,136.4,112.2,18.76,1.14,16,2022,11,23,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
