Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BRK,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,3.3,3.9,1.1,1.4,0.2995,0.253,0.5,18.49,73.6,65.3,13.21,0.905968,10,2021,1,10,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2.7,3.1,1.0,1.3,0.2376,0.183,0.4,15.23,56.7,55.3,9.84,0.948954,11,2021,1,12,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,2.4,2.5,0.9,0.9,0.1788,0.1455,0.3,12.65,45.0,44.7,7.960000000000001,1.15344,12,2021,1,13,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,2.4,2.5,0.9,0.9,0.1788,0.1455,0.3,12.65,45.0,44.7,7.960000000000001,1.21286,13,2021,1,16,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,2.2,1.9,0.7,0.8,0.1417999999999999,0.1182,0.2,9.2,34.9,31.4,6.530000000000001,1.06837,14,2021,1,18,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Kyrie Irving,48,37,2,3,1,3.0,0.536,0.375,0.613,30.6,1.1,4,0.8,112.0,127.0,23.6,16,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.3,1.8,0.6,1.1,0.1668,0.1375,0.18,9.16,36.8,32.8,7.49,1.06874,15,2021,1,20,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Kyrie Irving,31,38,1,5,0,1.0,0.583,0.444,0.713,42.3,13.5,2,1.0,135.0,136.0,28.5,17,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.9,1.3,0.4,0.8,0.1750999999999999,0.1533,0.18,10.33,38.4,35.2,7.77,1.10747,16,2021,1,22,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Kyrie Irving,36,28,6,7,0,1.0,0.588,0.6,0.713,25.9,5.2,2,0.833,142.0,119.0,23.5,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.9,1.5,0.1,0.8,0.1707,0.1419,0.2633,9.88,38.9,38.2,7.56,1.03576,17,2021,1,23,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Kyrie Irving,40,16,8,4,1,0.0,0.353,0.25,0.437,24.1,-3.6,2,1.0,86.0,92.0,9.9,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1.7,1.9,0.2,1.0,0.206,0.1669,0.3633,12.29,47.5,47.4,8.55,1.19878,18,2021,1,25,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Kyrie Irving,42,26,4,7,0,2.0,0.647,0.333,0.693,22.7,4.3,2,0.75,140.0,135.0,22.0,20,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,2.1,2.6,0.2,1.2,0.2707,0.2002,0.4383,14.56,61.5,60.9,10.75,1.0137,19,2021,1,27,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Kyrie Irving,34,25,5,7,1,1.0,0.625,0.333,0.704,25.1,3.7,3,1.0,138.0,119.0,22.9,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.6,3.3,0.3,1.5,0.3332,0.2334999999999999,0.5383,17.07,75.3,72.8,13.04,0.935616,20,2021,1,29,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Kyrie Irving,38,26,4,8,0,0.0,0.5,0.5,0.586,26.5,-6.1,3,1.0,123.0,137.0,19.4,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.6,3.0,4.1,0.3,1.8,0.3832,0.2835,0.6383,19.72,87.6,86.5,14.98,1.11969,21,2021,1,31,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Kyrie Irving,37,39,5,2,1,2.0,0.652,0.75,0.802,31.2,15.7,1,1.0,151.0,119.0,32.0,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,3.5,4.3,0.4,1.9,0.4484,0.3585,0.7383,22.84,102.7,98.4,18.18,1.20672,22,2021,2,2,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Kyrie Irving,35,15,5,5,0,1.0,0.5,0.0,0.545,25.7,-9.9,7,0.75,82.0,126.0,6.9,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,4.0,4.8,0.4,2.6,0.4984,0.3585,0.8132999999999999,25.41,110.9,111.0,18.87,1.06129,23,2021,2,5,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,4.8,0.4,2.6,0.4984,0.3585,0.8132999999999999,25.41,110.9,111.0,18.87,1.18439,24,2021,2,6,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Kyrie Irving,35,27,2,7,2,0.0,0.429,0.222,0.475,37.0,-2.1,1,1.0,104.0,126.0,16.7,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.2,0.5,2.3,0.4877000000000001,0.3432,0.8333,26.05,110.1,110.9,18.18,1.12219,25,2021,2,9,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Kyrie Irving,35,35,4,8,1,2.0,0.471,0.333,0.715,34.7,22.6,2,1.0,149.0,102.0,32.7,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,4.3,5.5,0.6,2.3,0.4765,0.3321,0.8333,25.29,111.5,107.5,18.6,1.01716,26,2021,2,10,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Kyrie Irving,34,23,5,4,1,0.0,0.588,0.4,0.659,22.9,2.7,1,1.0,133.0,114.0,19.8,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,4.2,5.2,0.7,2.2,0.4765,0.3121,0.85,24.99,110.6,107.0,18.23,1.00358,27,2021,2,13,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Kyrie Irving,31,40,4,3,2,0.0,0.682,0.818,0.842,38.2,14.3,3,0.25,141.0,126.0,30.9,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.6,3.8,5.1,0.8,2.3,0.5094000000000001,0.3689,0.775,26.4,116.1,110.4,20.33,1.17885,28,2021,2,15,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.4,4.4,0.8,2.1,0.4447,0.3356,0.7,24.130000000000003,102.1,96.9,18.130000000000003,0.913474,29,2021,2,16,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Kyrie Irving,34,16,7,5,1,0.0,0.412,0.0,0.426,33.6,-10.3,5,0.5,89.0,108.0,7.7,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,3.6,4.2,0.8,2.3,0.4234,0.3023,0.65,24.98,97.2,95.8,16.61,1.02894,30,2021,2,18,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Kyrie Irving,40,28,4,8,1,0.0,0.462,0.182,0.521,30.6,6.5,0,1.0,123.0,121.0,22.0,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,3.6,4.2,0.9,2.0,0.4196,0.2705,0.65,25.39,97.2,94.2,16.869999999999997,1.11762,31,2021,2,21,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Kyrie Irving,37,21,5,7,3,0.0,0.364,0.333,0.45,31.2,-3.1,3,1.0,105.0,115.0,15.6,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.5,3.6,4.7,1.1,2.2,0.3908,0.2288,0.65,25.39,92.6,93.8,15.23,1.16576,32,2021,2,23,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Kyrie Irving,30,27,5,9,2,0.0,0.611,0.167,0.668,30.0,13.5,1,0.8,148.0,88.0,27.2,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,3.6,5.1,1.3,1.6,0.4019,0.2455,0.655,25.820000000000004,99.2,90.0,17.259999999999998,1.03423,33,2021,2,25,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,3.6,5.1,1.3,1.6,0.4019,0.2455,0.655,25.820000000000004,99.2,90.0,17.259999999999998,1.09467,34,2021,2,27,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Kyrie Irving,42,27,6,7,0,1.0,0.375,0.6,0.524,28.6,2.9,0,0.75,119.0,117.0,20.8,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.7,4.0,5.1,1.1,1.5,0.3965,0.2833,0.63,24.98,100.7,89.1,17.669999999999998,1.14558,35,2021,3,1,0,1.0,6.123233995736766e-17,0.0,1.0
Kyrie Irving,34,24,5,6,0,0.0,0.429,0.444,0.538,31.2,-4.6,2,0.667,120.0,121.0,15.4,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,4.1,4.9,1.0,1.5,0.3923,0.2944,0.5967,24.630000000000003,97.8,91.0,15.94,1.02642,36,2021,3,3,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Kyrie Irving,34,40,8,3,1,1.0,0.652,0.625,0.794,35.2,19.5,3,1.0,147.0,109.0,33.1,38,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,4.4,4.8,1.0,1.7,0.3987,0.3169,0.5967,25.860000000000003,99.2,90.5,17.27,1.21907,37,2021,3,11,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Kyrie Irving,36,18,4,5,3,1.0,0.444,0.0,0.477,31.5,-1.4,5,1.0,82.0,97.0,11.2,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,4.4,5.0,1.1,1.9,0.3749,0.2351,0.6717000000000001,25.19,93.3,87.6,15.3,1.0878,38,2021,3,13,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Kyrie Irving,37,34,1,4,1,0.0,0.722,0.667,0.824,30.6,8.5,3,0.667,136.0,122.0,25.7,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,4.5,5.4,1.2,2.2,0.4471,0.3017999999999999,0.7384000000000001,28.25,106.9,99.8,17.869999999999997,0.972797,39,2021,3,15,0,1.0,6.123233995736766e-17,0.0,1.0
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,3.8,4.9,1.1,1.7,0.4059,0.3017999999999999,0.6884,24.89,98.0,89.0,17.1,1.22718,40,2021,3,17,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Kyrie Irving,39,43,6,4,1,0.0,0.613,0.375,0.674,39.4,10.1,3,1.0,123.0,125.0,31.9,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,4.0,4.5,1.1,2.0,0.421,0.3211,0.6884,25.77,98.0,89.4,18.09,1.0117,41,2021,3,19,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Kyrie Irving,35,28,7,6,3,0.0,0.4,0.167,0.499,37.9,4.9,1,1.0,114.0,109.0,22.0,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.1,4.2,4.4,1.1,1.8,0.4246,0.3045,0.6884,26.44,98.9,88.8,18.73,1.08276,42,2021,3,21,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Kyrie Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.4,3.7,3.5,0.9,1.7,0.3635,0.2878,0.6084,23.44,84.1,80.0,16.009999999999998,1.35715,43,2021,3,23,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
