Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Tyrese Haliburton,2020-12-23,30,12,2,4,0,1.0,0.429,0.4,0.685,11.9,6.2,0,1.0,165.0,116.0,12.8,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,4.0,0.0,0.0,0.429,0.4,1.0,11.9,165.0,116.0,12.8,0.0
Tyrese Haliburton,2020-12-26,26,2,2,5,0,1.0,0.25,0.0,0.25,7.7,-4.1,1,0.0,85.0,106.0,2.6,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.5,0.0,0.5,0.3395,0.2,0.5,9.8,125.0,111.0,7.7,0.979945
Tyrese Haliburton,2020-12-27,27,15,1,6,0,0.0,0.714,0.75,0.952,14.0,12.7,0,1.0,194.0,125.0,16.2,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,1.6666666666666667,5.0,0.0,0.3333333333333333,0.4643333333333333,0.3833333333333333,0.6666666666666666,11.2,148.0,115.66666666666669,10.533333333333331,1.01025
Tyrese Haliburton,2020-12-29,25,13,3,6,3,0.0,0.714,0.75,0.929,15.3,14.3,2,0.0,150.0,108.0,16.2,4,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2.0,5.25,0.75,0.75,0.52675,0.475,0.5,12.225,148.5,113.75,11.95,1.03196
Tyrese Haliburton,2020-12-31,27,11,2,1,2,0.0,0.444,0.5,0.557,16.1,-3.3,1,0.5,108.0,117.0,7.4,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,2.0,4.4,1.0,0.8,0.5102,0.48,0.5,13.0,140.4,114.4,11.04,1.15282
Tyrese Haliburton,2021-01-02,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.833333333333334,1.6666666666666667,3.6666666666666665,0.8333333333333334,0.6666666666666666,0.4251666666666667,0.3999999999999999,0.4166666666666667,10.833333333333334,117.0,95.33333333333331,9.2,1.11072
Tyrese Haliburton,2021-01-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.571428571428571,1.4285714285714286,3.142857142857143,0.7142857142857143,0.5714285714285714,0.3644285714285714,0.3428571428571428,0.3571428571428571,9.285714285714286,100.28571428571428,81.71428571428571,7.885714285714285,1.09997
Tyrese Haliburton,2021-01-06,34,17,7,6,3,1.0,0.467,0.429,0.567,19.0,6.5,0,0.0,142.0,120.0,20.1,8,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,2.125,3.5,1.0,0.5,0.37725,0.353625,0.3125,10.5,105.5,86.5,9.4125,1.04537
Tyrese Haliburton,2021-01-08,29,15,2,8,2,1.0,0.5,0.714,0.75,17.4,7.6,1,0.0,142.0,143.0,17.9,9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.444444444444445,2.111111111111111,4.0,1.1111111111111112,0.5555555555555556,0.3908888888888888,0.3936666666666666,0.2777777777777778,11.266666666666667,109.55555555555556,92.77777777777776,10.355555555555554,1.26413
Tyrese Haliburton,2021-01-09,31,12,2,8,1,0.0,0.625,0.25,0.711,16.0,1.8,3,1.0,117.0,121.0,12.2,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.7,2.1,4.4,1.1,0.8,0.4143,0.3793,0.35,11.74,110.3,95.6,10.54,1.06557
