Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Tyrese Haliburton,2021-11-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,3.3,4.6,1.4,1.3,0.4570999999999999,0.3316,0.5042,16.79,109.5,97.5,12.95,1.10953
Tyrese Haliburton,2021-11-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.9,3.0,4.0,1.1,1.1,0.3988,0.3316,0.4042,15.18,97.7,86.7,11.33,0.962216
Tyrese Haliburton,2021-11-12,35,8,8,7,0,1.0,0.231,0.333,0.308,16.6,-3.9,1,0.0,91.0,109.0,7.5,13,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,3.1,3.8,1.1,1.0,0.3886,0.3316,0.4042,15.24,95.4,85.8,11.01,0.954882
Tyrese Haliburton,2021-11-15,35,17,2,10,2,1.0,0.636,1.0,0.773,19.0,3.9,5,0.0,123.0,109.0,17.0,14,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,3.1,4.5,1.1,1.4,0.3977,0.3916,0.3041999999999999,15.62,95.5,85.9,11.38,1.22238
Tyrese Haliburton,2021-11-17,34,7,5,3,2,0.0,0.3,0.2,0.35,16.4,-8.3,4,0.0,72.0,114.0,2.4,15,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,3.4,4.0,1.3,1.6,0.3694,0.3616,0.2375,15.03,90.3,86.2,10.03,0.947708
Tyrese Haliburton,2021-11-19,25,8,4,0,3,1.0,0.6,0.5,0.8,10.8,6.7,1,0.0,128.0,104.0,9.2,16,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5,3.2,3.6,1.6,1.6,0.3937,0.3866,0.1375,14.1,92.0,85.5,9.75,1.18261
Tyrese Haliburton,2021-11-20,37,17,2,2,4,0.0,0.538,0.4,0.612,19.0,0.0,2,0.5,110.0,126.0,13.1,17,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.8,3.1,3.5,1.9,1.7,0.41,0.3933,0.1375,13.63,94.6,86.8,10.179999999999998,1.0236
Tyrese Haliburton,2021-11-22,33,0,5,9,1,0.0,0.0,0.0,0.0,8.2,-4.1,1,0.0,84.0,113.0,4.7,18,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.2,3.7,1.6,1.8,0.3555,0.36,0.05,12.5,87.8,88.6,8.11,1.18653
Tyrese Haliburton,2021-11-24,33,6,4,6,3,1.0,0.222,0.167,0.304,15.1,-2.0,2,0.5,89.0,114.0,7.6,19,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.3,3.8,1.8,1.9,0.3027,0.3099999999999999,0.1,12.8,79.3,89.1,7.35,1.05416
Tyrese Haliburton,2021-11-26,47,19,6,9,5,0.0,0.467,0.556,0.633,16.5,8.2,3,0.0,122.0,105.0,21.8,20,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,3.6,4.6,2.0,1.9,0.2994,0.3156,0.1,12.16,81.9,89.4,8.33,1.03491
Tyrese Haliburton,2021-11-28,20,5,1,2,0,0.0,0.25,0.0,0.434,13.3,-10.3,1,0.75,93.0,129.0,3.3,21,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,3.7,4.8,2.0,2.0,0.3244,0.3156,0.175,13.49,91.2,102.3,8.66,1.2878
Tyrese Haliburton,2021-11-30,32,6,5,6,2,0.0,0.2,0.5,0.276,19.2,-8.2,3,0.5,67.0,117.0,4.5,22,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,4.2,5.4,2.2,2.3,0.3444,0.3656,0.225,15.41,97.9,114.0,9.11,1.02465
Tyrese Haliburton,2021-12-01,40,12,1,11,0,0.0,0.385,0.222,0.462,14.4,-3.2,0,0.0,128.0,126.0,12.9,23,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,3.5,5.8,2.2,2.2,0.3598,0.3545,0.225,15.19,101.6,115.7,9.65,1.30452
Tyrese Haliburton,2021-12-04,37,18,6,5,2,1.0,0.5,0.5,0.643,21.7,2.4,5,0.0,103.0,96.0,13.2,24,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,3.9,5.3,2.2,2.2,0.3462,0.3045,0.225,15.460000000000004,99.6,114.4,9.27,1.17722
Tyrese Haliburton,2021-12-08,38,18,3,11,3,2.0,0.667,0.833,0.953,12.4,13.9,2,1.0,176.0,127.0,25.1,25,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,3.7,6.1,2.3,2.0,0.3828999999999999,0.3678,0.325,15.06,110.0,115.7,11.54,1.18185
Tyrese Haliburton,2021-12-10,36,15,7,7,2,0.0,0.556,0.625,0.833,13.2,4.6,3,0.0,146.0,126.0,16.7,26,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,4.0,6.8,2.2,2.2,0.3785,0.3802999999999999,0.325,15.3,111.8,117.9,12.29,1.10428
Tyrese Haliburton,2021-12-11,26,8,5,3,0,0.0,0.5,0.0,0.5,13.8,-5.5,1,0.0,105.0,116.0,6.2,27,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,4.3,6.9,1.8,2.1,0.3747,0.3403,0.275,14.779999999999998,111.3,116.9,11.6,0.982619
Tyrese Haliburton,2021-12-13,22,3,2,4,1,2.0,0.5,1.0,0.75,5.5,2.4,1,0.0,129.0,117.0,6.4,28,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4.0,6.4,1.8,2.1,0.4246999999999999,0.4402999999999999,0.275,14.51,115.8,117.3,11.77,0.928867
Tyrese Haliburton,2021-12-15,36,8,8,9,3,3.0,0.333,0.0,0.333,18.8,0.5,3,0.0,86.0,97.0,11.6,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.2,4.4,6.7,1.8,2.2,0.4357999999999999,0.4236,0.225,14.88,115.5,115.6,12.169999999999998,1.08837
Tyrese Haliburton,2021-12-17,38,21,6,10,0,1.0,0.563,0.6,0.656,20.6,4.7,3,0.0,124.0,121.0,19.5,30,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,4.4,6.8,1.3,2.2,0.4453999999999999,0.428,0.225,15.29,115.7,117.2,11.94,0.997337
Tyrese Haliburton,2021-12-19,37,27,4,11,2,0.0,0.632,0.6,0.711,25.8,8.1,3,0.0,140.0,121.0,24.8,31,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.6,4.7,7.7,1.5,2.4,0.4836,0.488,0.15,16.54,120.4,116.4,14.09,1.20057
Tyrese Haliburton,2021-12-20,41,24,4,11,3,0.0,0.444,0.5,0.569,27.9,3.7,5,0.857,109.0,113.0,20.7,32,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,4.6,8.2,1.6,2.6,0.508,0.488,0.1857,17.410000000000004,124.6,116.0,15.71,1.20263
Tyrese Haliburton,2021-12-22,43,22,3,13,3,1.0,0.467,0.375,0.624,25.8,5.5,7,0.833,104.0,107.0,20.2,33,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,4.8,8.4,1.9,3.3,0.5162,0.5033,0.269,18.55,122.2,114.1,16.44,1.11351
Tyrese Haliburton,2021-12-26,32,18,5,7,3,1.0,0.417,0.4,0.615,23.9,8.0,3,1.0,117.0,119.0,18.7,34,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,4.7,8.6,2.0,3.1,0.5079,0.4932999999999999,0.369,18.770000000000003,123.6,116.4,16.990000000000002,1.11909
Tyrese Haliburton,2021-12-28,33,24,2,10,1,2.0,0.643,0.625,0.831,20.4,16.6,2,1.0,156.0,107.0,25.4,35,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.6,8.5,1.8,3.1,0.5055,0.4725,0.369,19.57,121.6,114.4,17.020000000000003,1.05152
Tyrese Haliburton,2021-12-29,36,12,2,10,0,0.0,0.308,0.2,0.419,23.0,-3.9,2,1.0,104.0,112.0,8.9,36,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,4.1,8.8,1.6,3.0,0.4807,0.43,0.469,20.55,117.4,113.0,16.240000000000002,1.12703
Tyrese Haliburton,2021-12-31,33,17,4,10,1,0.0,0.6,0.8,0.781,17.8,10.4,2,0.5,141.0,123.0,18.8,37,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,4.0,9.5,1.7,3.1,0.4907,0.51,0.5189999999999999,20.95,121.0,113.7,17.5,1.03655
Tyrese Haliburton,2022-01-02,35,9,3,12,0,0.0,0.5,1.0,0.615,12.0,1.2,2,0.667,139.0,123.0,12.9,38,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,4.1,10.3,1.6,3.2,0.4907,0.51,0.5857,21.6,122.0,114.3,18.15,1.05871
Tyrese Haliburton,2022-01-04,35,7,4,9,0,0.0,0.3,0.2,0.35,15.2,-8.3,2,0.0,97.0,128.0,6.7,39,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,3.7,10.3,1.3,3.1,0.4873999999999999,0.53,0.5857,21.24,123.1,117.4,17.66,0.998183
Tyrese Haliburton,2022-01-05,38,24,5,2,3,0.0,0.5,0.714,0.693,21.0,10.3,1,1.0,138.0,107.0,20.5,40,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,3.6,9.5,1.6,2.9,0.4810999999999999,0.5414,0.6857,21.28,124.5,116.0,17.76,1.3353
Tyrese Haliburton,2022-01-07,28,14,4,6,0,0.0,0.714,0.8,1.0,11.9,7.5,1,0.0,177.0,128.0,14.7,41,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,3.6,9.0,1.4,2.7,0.4892999999999999,0.5614,0.6857,19.89,128.2,116.7,16.75,1.14613
Tyrese Haliburton,2022-01-09,35,17,1,9,2,1.0,0.545,0.333,0.666,19.0,8.2,2,0.75,127.0,107.0,18.2,42,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.4,3.3,8.8,1.3,2.4,0.4993999999999999,0.5447,0.675,19.0,130.0,116.1,16.5,1.18874
Tyrese Haliburton,2022-01-10,36,21,2,8,3,1.0,0.5,0.333,0.591,24.7,7.0,3,0.75,120.0,114.0,18.7,43,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,3.2,8.3,1.3,2.0,0.5027,0.5405,0.6667,18.89,131.6,116.8,16.35,1.01426
Tyrese Haliburton,2022-01-12,38,14,3,10,2,1.0,0.5,0.4,0.643,16.2,1.4,3,1.0,124.0,118.0,16.2,44,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,3.0,8.6,1.2,2.0,0.511,0.5405,0.6667,18.12,132.3,116.7,16.1,1.214
Tyrese Haliburton,2022-01-14,31,9,6,12,0,0.0,0.375,0.167,0.507,12.5,-0.6,1,1.0,138.0,111.0,13.4,45,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,3.4,8.8,1.1,1.9,0.4842000000000001,0.4947,0.6667,17.33,130.5,117.1,14.9,1.13229
Tyrese Haliburton,2022-01-16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,3.2,7.8,1.1,1.7,0.4533999999999999,0.4747,0.5667,15.029999999999998,120.1,105.9,14.01,1.14027
Tyrese Haliburton,2022-01-19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.8,6.8,1.0,1.5,0.3934,0.3946999999999999,0.5166999999999999,13.25,106.0,93.6,12.13,1.03435
Tyrese Haliburton,2022-01-22,38,24,6,12,1,0.0,0.571,0.625,0.741,21.4,5.5,4,0.6,137.0,133.0,22.6,48,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.1,6.8,1.1,1.7,0.4004999999999999,0.3572,0.51,14.189999999999998,105.8,94.6,13.1,0.905888
Tyrese Haliburton,2022-01-25,27,7,5,7,1,1.0,0.222,0.0,0.339,19.4,-2.1,2,1.0,85.0,135.0,8.4,49,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.2,6.6,1.2,1.7,0.3927,0.3372,0.61,14.61,104.6,95.3,13.27,0.867506
