Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Tyrese Haliburton,2022-01-26,37,11,3,7,2,1.0,0.357,0.167,0.393,20.4,-5.9,4,0.0,77.0,119.0,7.3,50,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,3.0,7.1,1.1,2.0,0.3783999999999999,0.2825,0.51,14.55,98.5,96.5,11.95,0.878272
Tyrese Haliburton,2022-01-29,40,38,3,7,3,0.0,0.579,0.556,0.783,30.2,19.9,2,0.917,152.0,108.0,35.5,51,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,2.9,7.2,1.4,2.1,0.3649,0.2581,0.6016999999999999,16.38,96.0,94.5,14.03,0.85148
Tyrese Haliburton,2022-01-31,35,21,1,8,0,0.0,0.438,0.4,0.563,25.4,1.4,2,0.833,116.0,123.0,15.3,52,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,2.9,7.1,1.2,2.1,0.3541999999999999,0.2648,0.61,17.02,94.9,96.1,13.74,1.19403
Tyrese Haliburton,2022-02-02,40,12,2,11,4,0.0,0.333,0.167,0.389,16.7,3.7,0,1.0,122.0,106.0,15.8,53,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,2.9,7.4,1.3,1.8,0.3375,0.2482,0.635,16.22,95.1,95.3,13.45,1.2303
Tyrese Haliburton,2022-02-03,36,10,6,6,2,0.0,0.273,0.333,0.421,18.7,-8.9,3,1.0,89.0,132.0,8.1,54,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,3.2,7.0,1.3,1.8,0.3147999999999999,0.2414999999999999,0.635,16.47,91.6,96.7,12.64,1.16717
Tyrese Haliburton,2022-02-05,40,13,6,17,2,1.0,0.385,0.0,0.454,20.6,0.6,4,1.0,115.0,104.0,18.7,55,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,3.2,7.5,1.5,2.1,0.3157999999999999,0.2247999999999999,0.635,17.279999999999998,89.3,96.0,13.169999999999998,0.9407
Tyrese Haliburton,2022-02-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,3.2,7.5,1.5,2.1,0.3157999999999999,0.2247999999999999,0.635,17.279999999999998,89.3,96.0,13.169999999999998,1.04478
Tyrese Haliburton,2022-02-11,40,23,3,6,3,0.0,0.6,0.667,0.745,22.3,2.8,6,1.0,114.0,118.0,17.4,57,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,3.5,8.1,1.8,2.7,0.3758,0.2915,0.735,19.51,100.7,107.8,14.91,0.917134
Tyrese Haliburton,2022-02-13,41,22,5,16,1,0.0,0.5,0.5,0.739,17.0,9.5,3,1.0,153.0,132.0,24.9,58,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,3.4,8.5,1.8,2.6,0.3687,0.279,0.775,19.07,102.3,107.7,15.14,1.28986
Tyrese Haliburton,2022-02-15,36,17,4,8,4,0.0,0.5,0.429,0.638,16.9,6.1,1,0.667,136.0,118.0,19.6,59,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,3.3,8.6,2.1,2.5,0.3964999999999999,0.3218999999999999,0.7417,18.82,107.4,106.0,16.259999999999998,1.13264
Tyrese Haliburton,2022-02-16,39,21,5,14,1,0.0,0.353,0.167,0.491,29.1,-2.0,4,0.8,105.0,116.0,18.6,60,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.7,3.5,9.3,2.0,2.5,0.3961,0.3219,0.8217000000000001,19.69,110.2,105.7,17.39,0.962252
Tyrese Haliburton,2022-02-25,42,14,5,11,2,1.0,0.545,0.333,0.589,14.9,-0.5,3,0.5,119.0,118.0,16.8,61,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,3.7,9.7,1.9,2.6,0.3927,0.2996,0.78,18.160000000000004,106.9,106.7,15.52,1.14709
Tyrese Haliburton,2022-02-27,35,22,4,9,1,1.0,0.667,0.667,0.854,18.3,14.1,2,1.0,162.0,111.0,23.6,62,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,4.0,9.8,2.0,2.6,0.4155999999999999,0.3263,0.7967000000000001,17.45,111.5,105.5,16.35,1.043
Tyrese Haliburton,2022-02-28,33,23,6,7,2,0.0,0.538,0.429,0.735,30.3,2.4,6,1.0,115.0,114.0,18.6,63,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,4.4,9.4,1.8,3.2,0.4361,0.3525,0.7967000000000001,18.81,110.8,106.3,16.63,1.04581
Tyrese Haliburton,2022-03-02,40,21,3,6,3,2.0,0.438,0.3,0.563,23.4,3.9,4,0.667,106.0,102.0,16.9,64,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,4.1,9.4,1.9,3.3,0.4526,0.3492,0.7634000000000001,19.28,112.5,103.3,17.509999999999998,0.984116
Tyrese Haliburton,2022-03-04,37,8,7,7,1,2.0,0.375,0.2,0.45,13.6,-4.5,4,0.5,87.0,113.0,8.2,65,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,4.2,8.4,1.8,3.3,0.4516,0.3692,0.7134,18.58,109.7,104.2,16.46,1.10187
Tyrese Haliburton,2022-03-06,37,15,7,11,3,0.0,0.455,0.2,0.588,20.4,0.8,4,1.0,113.0,129.0,17.3,66,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.6,4.9,9.5,2.1,3.7,0.4971,0.3892,0.8134,20.62,121.0,117.1,18.19,1.20355
Tyrese Haliburton,2022-03-08,39,25,5,9,2,1.0,0.643,0.571,0.793,21.5,6.9,4,0.75,136.0,127.0,23.7,67,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,5.1,9.8,2.0,3.5,0.5014000000000001,0.3796,0.7884,20.54,123.2,118.0,18.82,0.963493
Tyrese Haliburton,2022-03-12,37,19,2,10,3,0.0,0.471,0.6,0.559,24.4,2.5,4,0.0,108.0,109.0,16.9,68,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.5,4.8,9.2,2.2,3.6,0.4984999999999999,0.3896,0.6884,21.28,118.7,115.7,18.02,0.979122
Tyrese Haliburton,2022-03-13,40,25,2,10,1,0.0,0.6,0.6,0.746,22.6,2.7,5,1.0,135.0,140.0,21.3,69,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,4.6,9.4,1.9,4.0,0.5085,0.4066999999999999,0.7217,21.85,118.6,117.9,18.19,1.1152
Tyrese Haliburton,2022-03-15,30,4,3,8,1,0.0,0.2,0.0,0.2,16.8,-8.5,3,0.0,68.0,132.0,3.1,70,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,4.4,8.8,1.9,3.9,0.4932,0.39,0.6416999999999999,20.62,114.9,119.5,16.64,1.11426
Tyrese Haliburton,2022-03-18,37,10,3,7,2,1.0,0.444,0.167,0.506,13.8,-2.7,3,0.5,106.0,114.0,10.0,71,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,4.2,8.4,1.9,3.9,0.4831,0.3733999999999999,0.6416999999999999,20.51,113.6,119.1,15.96,1.31498
Tyrese Haliburton,2022-03-20,24,10,4,7,0,0.0,0.5,0.5,0.625,22.4,-7.6,4,0.0,105.0,109.0,7.3,72,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.2,8.2,1.8,4.1,0.4664,0.3566999999999999,0.5417,20.92,107.9,118.9,14.330000000000002,1.24832
Tyrese Haliburton,2022-03-23,37,13,5,15,3,1.0,0.286,0.333,0.412,18.2,5.7,0,1.0,133.0,107.0,20.5,73,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,4.1,9.0,1.9,3.5,0.4412,0.3470999999999999,0.5417,19.71,109.7,118.2,14.52,1.11931
Tyrese Haliburton,2022-03-24,27,9,3,8,1,0.0,0.444,0.0,0.477,18.1,-3.3,2,1.0,106.0,138.0,9.8,74,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,4.1,9.2,1.7,3.3,0.4418,0.3171,0.575,19.18,109.7,121.8,13.81,1.13061
Tyrese Haliburton,2022-03-26,33,7,5,12,0,0.0,0.286,0.2,0.444,12.7,-2.5,1,1.0,131.0,151.0,11.8,75,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.7,3.9,9.7,1.6,3.0,0.4328999999999999,0.3170999999999999,0.625,19.09,114.1,125.6,14.169999999999998,1.10948
Tyrese Haliburton,2022-03-28,40,25,3,13,2,2.0,0.474,0.444,0.602,27.5,4.7,4,0.75,123.0,136.0,23.5,76,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,3.5,9.9,1.5,3.0,0.4347999999999999,0.3415,0.6,19.8,115.1,126.3,14.79,1.1213
Tyrese Haliburton,2022-03-30,37,15,5,12,4,1.0,0.5,0.0,0.545,17.6,7.0,2,0.75,130.0,124.0,21.2,77,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,3.5,10.2,1.7,2.8,0.4205,0.2844,0.6,19.410000000000004,114.5,126.0,14.54,1.06863
Tyrese Haliburton,2022-04-01,26,30,1,2,3,0.0,0.909,1.0,1.176,25.9,25.4,2,1.0,185.0,127.0,26.6,78,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,3.4,9.4,1.7,2.6,0.4643,0.3243999999999999,0.7,19.56,122.2,127.8,15.51,1.00569
Tyrese Haliburton,2022-04-03,39,19,9,17,0,2.0,0.462,0.0,0.575,16.6,7.5,0,0.875,162.0,119.0,27.5,79,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,4.1,10.1,1.6,2.1,0.4505,0.2644,0.6875,18.96,124.9,125.7,16.130000000000003,0.983806
Tyrese Haliburton,2022-04-05,37,21,8,5,2,0.0,0.583,0.75,0.763,21.5,-0.4,6,1.0,114.0,130.0,17.3,80,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,4.6,9.8,1.7,2.4,0.4888,0.3394,0.7875,19.43,129.5,125.5,17.55,1.08176
Tyrese Haliburton,2022-04-09,37,19,1,9,1,1.0,0.7,0.0,0.752,22.1,-0.8,6,0.833,115.0,136.0,16.3,81,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,4.4,10.0,1.6,2.7,0.5144,0.3226999999999999,0.8208,20.26,130.4,127.7,18.18,1.21166
Tyrese Haliburton,2022-04-10,39,17,4,10,2,0.0,0.5,0.4,0.589,15.7,1.7,1,1.0,137.0,132.0,20.0,82,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,4.4,10.3,1.8,2.4,0.5144,0.3127,0.9208,19.59,133.6,130.0,19.45,1.11241
