Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Devin Booker,2021-10-20,30,12,4,4,1,0.0,0.2,0.286,0.358,28.2,-7.6,3,1.0,77.0,114.0,3.9,1,1,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,0.2,0.286,1.0,28.2,77.0,114.0,3.9,0.0
Devin Booker,2021-10-22,34,22,5,4,0,0.0,0.474,0.333,0.553,31.2,-3.2,4,1.0,95.0,110.0,11.8,2,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,0.5,3.5,0.3369999999999999,0.3095,1.0,29.7,86.0,112.0,7.85,1.04187
Devin Booker,2021-10-23,28,21,4,4,2,0.0,0.474,0.4,0.528,30.9,6.6,0,0.5,112.0,129.0,16.9,3,0,0,18.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,4.0,1.0,2.333333333333333,0.3826666666666666,0.3396666666666667,0.8333333333333334,30.1,94.66666666666669,117.66666666666669,10.866666666666667,1.14695
Devin Booker,2021-10-27,37,31,6,8,1,0.0,0.429,0.333,0.506,35.1,9.5,0,0.833,124.0,113.0,23.8,4,1,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.75,5.0,1.0,1.75,0.39425,0.338,0.83325,31.35,102.0,116.5,14.1,1.17487
Devin Booker,2021-10-30,35,27,4,9,0,0.0,0.45,0.0,0.553,35.5,5.4,4,0.9,108.0,101.0,19.7,5,1,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.8,0.8,2.2,0.4054,0.2704,0.8465999999999999,32.18,103.2,113.4,15.22,1.15189
Devin Booker,2021-11-02,34,18,8,3,1,1.0,0.35,0.25,0.431,35.1,-9.4,6,1.0,73.0,99.0,6.6,6,1,0,21.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166666666666667,5.333333333333333,0.8333333333333334,2.833333333333333,0.3961666666666666,0.267,0.8721666666666668,32.666666666666664,98.16666666666669,111.0,13.783333333333331,1.21018
Devin Booker,2021-11-04,34,27,9,5,1,1.0,0.444,0.5,0.627,28.7,6.4,2,0.875,128.0,107.0,22.3,7,1,0,22.571428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714,5.285714285714286,0.8571428571428571,2.7142857142857144,0.4029999999999999,0.3002857142857142,0.8725714285714287,32.1,102.42857142857144,110.42857142857144,15.0,1.08577
Devin Booker,2021-11-06,34,38,6,4,2,1.0,0.667,0.556,0.789,36.2,15.1,4,0.714,131.0,112.0,30.2,8,1,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,5.125,1.0,2.875,0.436,0.33225,0.85275,32.6125,106.0,110.625,16.9,1.16422
Devin Booker,2021-11-08,32,18,9,6,2,0.0,0.471,0.4,0.503,30.3,-3.3,5,0.0,86.0,97.0,11.2,9,0,0,23.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.111111111111111,5.222222222222222,1.1111111111111112,3.111111111111111,0.4398888888888889,0.3397777777777778,0.758,32.355555555555554,103.77777777777776,109.11111111111111,16.266666666666666,0.949495
Devin Booker,2021-11-10,37,12,8,6,1,0.0,0.333,0.333,0.4,22.3,-7.4,4,0.0,79.0,111.0,6.3,10,1,1,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.3,5.3,1.1,3.2,0.4291999999999999,0.3391,0.6822,31.35,101.3,109.3,15.27,1.20169
