Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Anthony Edwards,2020-12-23,25,15,4,4,0,0,0.417,0.2,0.545,25.3,1.3,1,1.0,121,108,12.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,1.0,0.417,0.2,1.0,25.3,121.0,108.0,12.0,0.0
Anthony Edwards,2020-12-26,22,18,1,1,2,0,0.667,0.667,0.75,21.9,12.0,0,0.0,150,109,14.2,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.5,2.5,2.5,1.0,0.5,0.542,0.4335,0.5,23.6,135.5,108.5,13.1,0.989609
Anthony Edwards,2020-12-27,29,15,4,2,1,0,0.286,0.111,0.343,30.5,-6.9,1,1.0,80,122,5.3,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,2.333333333333333,1.0,0.6666666666666666,0.4566666666666667,0.326,0.6666666666666666,25.9,117.0,113.0,10.5,1.12883
Anthony Edwards,2020-12-29,25,12,0,0,0,1,0.4,0.571,0.6,17.6,-1.0,0,0.0,117,131,6.9,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.25,1.75,0.75,0.5,0.4425,0.38725,0.5,23.825,117.0,117.5,9.6,1.29622
Anthony Edwards,2021-01-01,26,17,3,2,0,1,0.438,0.25,0.479,32.3,-8.3,3,0.25,88,127,6.6,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.4,2.4,1.8,0.6,1.0,0.4416,0.3598,0.45,25.52,111.2,119.4,9.0,1.20717
Anthony Edwards,2021-01-03,23,5,0,4,1,0,0.5,0.333,0.625,13.8,-7.4,3,0.0,87,134,3.4,6,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.666666666666666,2.0,2.1666666666666665,0.6666666666666666,1.3333333333333333,0.4513333333333333,0.3553333333333333,0.375,23.566666666666663,107.16666666666669,121.83333333333331,8.066666666666666,1.10662
Anthony Edwards,2021-01-05,26,15,3,1,0,0,0.316,0.143,0.377,36.8,-15.8,3,1.0,74,126,2.7,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.857142857142858,2.142857142857143,2.0,0.5714285714285714,1.5714285714285714,0.432,0.325,0.4642857142857143,25.457142857142856,102.42857142857144,122.42857142857144,7.3,1.08148
Anthony Edwards,2021-01-07,31,26,4,1,2,0,0.429,0.3,0.54,35.0,-4.3,4,0.714,98,127,14.0,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.375,2.375,1.875,0.75,1.875,0.431625,0.321875,0.4955,26.65,101.875,123.0,8.1375,1.07441
Anthony Edwards,2021-01-09,30,13,4,4,0,0,0.455,0.25,0.547,21.8,-6.5,3,1.0,99,121,7.1,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.11111111111111,2.555555555555556,2.111111111111111,0.6666666666666666,2.0,0.4342222222222222,0.3138888888888889,0.5515555555555556,26.11111111111111,101.55555555555556,122.77777777777776,8.022222222222222,1.07894
Anthony Edwards,2021-01-10,18,0,6,1,0,0,0.0,0.0,0.0,26.1,-23.7,2,0.0,28,95,-4.3,10,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.6,2.9,2.0,0.6,2.0,0.3908,0.2825,0.4964,26.11,94.2,120.0,6.790000000000001,1.11492
