Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Anthony Edwards,2023-11-15,31,13,4,4,1,1.0,0.25,0.333,0.366,26.7,-6.5,1,1.0,98.0,144.0,8.5,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,5.0,5.6,1.6,3.7,0.4849,0.3669,0.7459,32.58,110.6,108.0,19.0,1.13497
Anthony Edwards,2023-11-18,30,23,3,4,0,0.0,0.474,0.5,0.605,33.1,-4.9,3,0.0,104.0,127.0,11.6,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,5.1,5.3,1.6,3.8,0.4856,0.3569,0.6458999999999999,33.410000000000004,109.3,110.5,18.8,1.05427
Anthony Edwards,2023-11-20,39,23,10,5,2,0.0,0.429,0.167,0.505,29.5,0.6,3,1.0,102.0,100.0,17.8,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,5.6,5.1,1.7,3.6,0.4666,0.3111,0.7459,33.21,107.4,107.1,18.39,1.10092
Anthony Edwards,2023-11-22,36,31,6,6,2,0.0,0.5,0.556,0.652,31.0,13.3,2,1.0,130.0,103.0,26.0,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,6.0,5.6,1.7,3.4,0.4666,0.3417,0.7584,33.02,110.0,108.2,19.54,1.10896
Anthony Edwards,2023-11-24,40,35,7,5,2,2.0,0.381,0.222,0.605,35.4,6.2,4,0.944,119.0,118.0,27.3,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,5.9,5.5,1.8,3.2,0.4363,0.3139,0.7928000000000001,33.07,110.2,109.9,19.9,1.13482
Anthony Edwards,2023-11-26,34,24,5,7,0,1.0,0.571,0.25,0.703,25.6,7.3,2,1.0,141.0,102.0,21.3,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,5.5,5.5,1.7,3.1,0.4333999999999999,0.3139,0.8070999999999999,32.0,111.5,110.3,19.06,1.16371
Anthony Edwards,2023-11-28,28,21,5,1,0,1.0,0.438,0.5,0.563,31.8,3.3,2,0.667,107.0,108.0,11.9,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,5.7,4.8,1.4,3.0,0.4317,0.3389,0.7938000000000001,31.540000000000003,111.0,111.7,18.08,1.25914
Anthony Edwards,2023-11-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.3,5.0,4.3,1.2,2.6,0.3888,0.3139,0.7211000000000001,28.24,100.0,101.4,16.04,1.06329
Anthony Edwards,2023-12-02,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.4,3.6,1.0,2.2,0.3481,0.3028,0.6211,24.12,89.2,90.3,13.679999999999998,1.32146
Anthony Edwards,2023-12-06,37,17,7,6,1,1.0,0.235,0.4,0.414,27.8,-0.9,3,0.875,92.0,95.0,10.9,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.7,4.7,3.8,0.8,2.0,0.3278,0.2928,0.6486000000000001,24.09,89.3,89.7,13.53,1.18715
Anthony Edwards,2023-12-08,4,0,0,1,0,0.0,0.0,0.0,0.0,11.5,-11.4,0,0.0,79.0,120.0,0.0,21,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,4.3,3.5,0.7,1.9,0.3028,0.2595,0.5486000000000001,22.57,87.4,87.3,12.68,0.985864
Anthony Edwards,2023-12-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,4.0,3.1,0.7,1.6,0.2554,0.2094999999999999,0.5486000000000001,19.26,77.0,74.6,11.52,1.27716
Anthony Edwards,2023-12-14,35,9,2,11,2,0.0,0.158,0.0,0.208,32.4,-13.9,5,0.5,69.0,102.0,0.6,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,3.2,3.7,0.7,1.8,0.2283,0.1928,0.4986,19.55,73.7,74.8,9.8,1.24054
Anthony Edwards,2023-12-16,34,37,2,4,3,0.0,0.609,0.7,0.775,36.8,11.6,4,1.0,127.0,112.0,27.7,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,2.8,3.5,0.8,2.0,0.2392,0.2072,0.4986,20.130000000000003,73.4,75.7,9.97,1.18129
Anthony Edwards,2023-12-18,40,32,8,5,3,2.0,0.52,0.222,0.598,31.3,10.1,1,1.0,127.0,106.0,28.6,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.9,3.5,0.9,1.7,0.2531,0.2072,0.5042,19.72,74.2,74.5,10.1,1.21054
Anthony Edwards,2023-12-20,36,27,7,5,0,0.0,0.45,0.333,0.574,29.4,3.7,1,0.875,126.0,128.0,20.4,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,3.1,3.3,0.9,1.6,0.241,0.2155,0.4916999999999999,20.1,72.7,77.1,10.01,1.10684
Anthony Edwards,2023-12-21,38,27,7,5,3,1.0,0.474,0.333,0.599,30.8,1.8,5,0.875,105.0,107.0,21.2,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,3.3,3.7,1.2,1.9,0.2446,0.1988,0.5125,20.0,72.5,77.0,10.94,1.18462
Anthony Edwards,2023-12-23,39,34,5,10,1,1.0,0.481,0.25,0.582,39.9,7.5,5,1.0,109.0,104.0,25.1,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.3,3.8,4.7,1.3,2.4,0.2927,0.2238,0.6125,23.99,83.4,87.4,13.45,1.03118
Anthony Edwards,2023-12-26,34,25,7,6,1,0.0,0.438,0.4,0.576,33.5,0.9,4,0.692,112.0,135.0,17.5,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,4.5,5.3,1.4,2.8,0.3365,0.2638,0.6817,27.34,94.6,100.9,15.2,1.26502
Anthony Edwards,2023-12-28,38,44,3,4,3,1.0,0.522,0.545,0.712,42.2,8.8,6,0.778,122.0,109.0,31.7,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,4.1,5.1,1.6,3.1,0.3652,0.2783,0.672,28.78,97.6,102.3,17.279999999999998,1.10635
Anthony Edwards,2023-12-30,38,31,3,3,0,3.0,0.435,0.25,0.557,36.8,0.7,3,0.818,106.0,109.0,19.0,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,4.4,5.3,1.6,3.4,0.4086999999999999,0.3033,0.7538,31.31,100.3,101.2,19.18,1.02306
Anthony Edwards,2024-01-01,38,35,4,2,0,2.0,0.524,0.444,0.689,37.0,8.4,4,0.9,117.0,120.0,23.9,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,4.8,5.5,1.6,3.8,0.4611,0.3477,0.8438000000000001,35.010000000000005,112.0,113.2,21.57,1.32827
Anthony Edwards,2024-01-03,37,35,4,5,1,1.0,0.5,0.571,0.663,40.0,7.8,6,0.9,112.0,131.0,24.4,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,5.0,4.9,1.5,3.9,0.4952999999999999,0.4048,0.8838000000000001,35.77,116.3,116.1,23.95,0.870233
Anthony Edwards,2024-01-05,33,24,3,5,2,0.0,0.471,0.4,0.611,32.8,-0.1,5,1.0,105.0,96.0,15.9,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,5.1,5.0,1.4,4.0,0.4814999999999999,0.3747999999999999,0.8838000000000001,35.37,114.1,114.5,22.770000000000003,1.00912
Anthony Edwards,2024-01-07,37,36,10,3,3,1.0,0.519,0.5,0.598,35.9,16.5,2,0.714,131.0,114.0,29.5,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,5.3,4.8,1.4,4.1,0.4814,0.4025999999999999,0.8552,35.83,114.5,115.3,22.860000000000003,0.927093
Anthony Edwards,2024-01-09,26,6,4,3,0,0.0,0.286,0.0,0.361,23.5,-16.6,5,0.667,62.0,102.0,-1.0,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,5.0,4.6,1.4,4.5,0.465,0.3692999999999999,0.8343999999999999,35.24,108.1,112.7,20.72,1.00813
Anthony Edwards,2024-01-10,46,29,6,3,0,0.0,0.44,0.5,0.542,32.6,-4.6,5,1.0,94.0,129.0,14.4,37,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,4.9,4.4,1.1,4.5,0.4615999999999999,0.386,0.8469000000000001,35.42,107.0,114.9,20.04,1.25932
Anthony Edwards,2024-01-12,27,9,3,6,1,1.0,0.444,0.0,0.455,16.5,0.6,0,0.5,119.0,98.0,9.9,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.4,4.7,4.0,1.1,4.0,0.4579,0.361,0.7969,33.08,108.0,114.3,18.52,1.29876
Anthony Edwards,2024-01-14,38,33,9,6,2,0.0,0.625,0.5,0.775,33.8,10.4,5,0.917,134.0,112.0,29.3,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,4.9,4.0,1.2,4.1,0.4766,0.371,0.8194000000000001,33.11,110.2,112.0,19.7,1.19403
Anthony Edwards,2024-01-17,33,27,5,8,0,0.0,0.417,0.375,0.524,37.1,-3.0,3,1.0,108.0,122.0,17.1,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,5.1,4.4,0.9,3.8,0.4660999999999999,0.354,0.8416,32.6,108.8,113.3,18.24,1.14063
Anthony Edwards,2024-01-18,34,28,5,5,1,0.0,0.579,0.167,0.647,32.6,1.0,3,0.833,119.0,110.0,20.9,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,5.3,4.6,1.0,3.8,0.4805,0.3457,0.8431000000000001,32.17999999999999,110.1,113.4,18.43,1.00117
Anthony Edwards,2024-01-20,38,19,5,5,0,0.0,0.6,0.333,0.66,22.5,0.6,5,0.6,105.0,113.0,12.0,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,5.4,4.9,1.0,3.9,0.4881,0.3345999999999999,0.8131,30.73,108.9,112.7,17.240000000000002,1.18132
Anthony Edwards,2024-01-22,37,9,5,11,0,0.0,0.273,0.2,0.379,15.6,-5.0,1,1.0,115.0,132.0,10.3,43,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.5,5.5,0.9,3.4,0.4654,0.2975,0.8230999999999999,28.29,109.2,112.8,15.829999999999998,0.960158
Anthony Edwards,2024-01-24,34,38,3,5,1,0.0,0.393,0.3,0.556,44.9,4.7,4,0.929,110.0,109.0,22.6,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.4,5.5,5.5,0.8,3.3,0.4576,0.2875,0.8160000000000001,29.5,109.7,114.1,16.5,1.10379
Anthony Edwards,2024-01-25,36,24,1,3,1,0.0,0.348,0.429,0.468,40.1,-5.9,3,0.833,89.0,108.0,9.9,45,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,4.6,5.5,0.6,3.4,0.4405,0.2804,0.8279,29.920000000000005,105.5,113.5,14.539999999999996,1.10542
Anthony Edwards,2024-01-27,38,32,6,12,1,0.0,0.667,0.75,0.81,30.1,14.7,4,0.5,144.0,127.0,31.0,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.8,4.8,6.4,0.7,3.3,0.4785999999999999,0.3554,0.8112,30.58,113.7,116.0,17.74,0.946186
Anthony Edwards,2024-01-29,40,27,4,4,1,0.0,0.5,0.6,0.62,29.9,1.3,4,1.0,112.0,113.0,16.4,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,4.6,6.5,0.8,3.2,0.4846,0.3654,0.8112,30.31,115.5,114.4,17.94,1.23251
Anthony Edwards,2024-01-31,30,9,5,5,0,0.0,0.6,0.5,0.765,12.2,0.6,2,1.0,133.0,98.0,9.3,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,4.8,6.4,0.7,3.4,0.5002000000000001,0.4154,0.8612,29.880000000000003,116.9,114.4,17.880000000000003,1.27266
Anthony Edwards,2024-02-02,35,22,1,5,1,0.0,0.5,0.25,0.569,28.0,1.2,3,0.667,104.0,116.0,14.0,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,4.0,6.3,0.6,3.2,0.4877000000000001,0.3903999999999999,0.8362,29.3,113.9,114.8,16.35,0.959256
Anthony Edwards,2024-02-04,34,32,6,1,1,1.0,0.5,0.5,0.627,36.2,8.2,4,0.75,111.0,92.0,19.6,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.1,5.6,0.7,3.3,0.4960000000000001,0.4029,0.8112,29.21,114.2,111.8,16.6,0.983416
