Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_HOU,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Alperen Sengun,2021-11-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.8,2.2,1.4,2.3,0.4225,0.4,0.4833,20.95,90.8,91.6,5.709999999999999,0.949555
Alperen Sengun,2021-11-12,19,12,4,0,0,1.0,0.667,1.0,0.773,20.5,5.5,1,0.75,138.0,106.0,9.5,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.6,3.8,2.1,1.3,1.8,0.4291999999999999,0.5,0.5583,20.39,99.1,94.2,6.62,1.17647
Alperen Sengun,2021-11-14,22,10,10,4,0,1.0,0.667,0.0,0.683,17.9,8.0,2,0.667,121.0,107.0,11.5,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,4.4,2.1,1.0,1.9,0.4758999999999999,0.5,0.5417,20.12,100.7,95.7,6.95,0.881801
Alperen Sengun,2021-11-15,18,9,5,1,1,1.0,0.333,0.0,0.402,24.6,-3.4,0,0.6,101.0,123.0,7.0,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,4.8,2.0,0.9,1.8,0.4841999999999999,0.45,0.5517,20.61,101.7,97.4,7.24,1.1737
Alperen Sengun,2021-11-17,5,0,2,0,0,0.0,0.0,0.0,0.0,25.5,-25.7,1,0.0,37.0,110.0,-1.0,15,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.5,2.0,0.6,1.8,0.4425,0.35,0.4766999999999999,20.61,95.2,97.2,6.109999999999999,1.0408
Alperen Sengun,2021-11-20,24,10,6,3,0,0.0,0.5,1.0,0.563,15.6,3.0,0,0.5,136.0,114.0,9.1,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,4.4,2.1,0.3,1.4,0.4496,0.45,0.4434,19.33,99.6,100.6,6.119999999999999,1.00848
Alperen Sengun,2021-11-22,21,8,6,7,2,0.0,0.5,0.0,0.581,19.0,10.1,2,1.0,116.0,97.0,10.1,17,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.6,2.4,0.4,1.1,0.4567,0.45,0.5434,19.37,103.7,98.9,6.980000000000001,1.09233
Alperen Sengun,2021-11-24,16,13,4,2,1,0.0,0.571,0.667,0.707,26.4,8.1,1,0.6,134.0,105.0,10.7,18,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,4.6,2.1,0.4,1.0,0.4738,0.4667,0.5534,19.69,107.5,97.7,7.42,1.10843
Alperen Sengun,2021-11-27,12,5,5,4,0,2.0,0.667,0.0,0.644,27.8,-0.4,4,0.5,99.0,125.0,5.0,19,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.7,2.2,0.4,1.4,0.4655,0.3666999999999999,0.5034,20.81,98.1,100.5,6.94,1.09446
Alperen Sengun,2021-11-29,17,4,5,3,1,0.0,0.667,0.0,0.667,9.9,1.7,1,0.0,123.0,84.0,5.9,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.7,2.4,0.5,1.2,0.4572,0.2667,0.4617,18.72,100.5,97.1,6.779999999999999,1.02655
Alperen Sengun,2021-12-01,13,5,2,4,2,2.0,0.5,0.0,0.563,14.9,13.3,0,1.0,151.0,95.0,8.2,21,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,4.9,2.8,0.7,1.2,0.5072,0.2667,0.5617,20.21,115.6,106.6,7.6,0.950717
Alperen Sengun,2021-12-03,19,13,3,5,0,1.0,0.5,0.333,0.716,24.0,10.2,1,0.857,150.0,118.0,13.7,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,4.8,3.3,0.7,1.2,0.4905,0.2,0.5724,20.56,116.8,107.8,8.02,1.0
Alperen Sengun,2021-12-05,17,10,4,1,1,1.0,0.429,0.0,0.571,26.1,-2.9,1,1.0,129.0,118.0,8.1,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,4.2,3.0,0.8,1.1,0.4667,0.2,0.6057,21.380000000000003,117.6,108.9,7.68,0.902554
Alperen Sengun,2021-12-08,14,6,2,1,0,0.0,0.4,0.0,0.51,18.4,-7.4,0,1.0,125.0,118.0,4.2,24,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,3.9,3.0,0.7,1.1,0.4734,0.2,0.6456999999999999,20.76,120.0,108.4,7.4,1.0553
Alperen Sengun,2021-12-10,16,15,5,0,1,0.0,0.75,0.0,0.705,30.9,1.8,1,0.5,128.0,120.0,11.3,25,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,4.2,3.0,0.8,1.1,0.5484,0.2,0.6957,21.3,129.1,109.4,8.629999999999999,1.11043
Alperen Sengun,2021-12-11,23,15,6,6,1,3.0,0.625,0.0,0.735,26.5,14.5,3,1.0,134.0,109.0,16.7,26,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,4.2,3.3,0.9,1.4,0.5609,0.1,0.7457,22.39,128.9,108.9,9.39,0.937693
Alperen Sengun,2021-12-13,25,11,6,4,1,2.0,0.4,0.0,0.468,20.8,-2.3,1,0.75,119.0,119.0,10.4,27,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,4.2,3.0,0.8,1.3,0.5509000000000001,0.1,0.7207,22.57,129.2,111.1,9.42,1.07619
Alperen Sengun,2021-12-15,28,19,11,5,2,1.0,0.5,0.0,0.571,29.7,11.5,2,0.833,117.0,122.0,20.3,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,4.9,3.3,0.9,1.4,0.5438000000000001,0.0333,0.744,22.9,127.5,112.8,10.38,0.990386
Alperen Sengun,2021-12-16,15,1,2,1,0,2.0,0.0,0.0,0.129,25.0,-26.3,4,0.5,22.0,128.0,-4.0,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,4.6,3.0,0.9,1.4,0.4770999999999999,0.0333,0.744,22.62,119.8,113.1,9.48,1.08653
Alperen Sengun,2021-12-18,22,9,5,4,0,2.0,0.375,0.0,0.483,18.8,-1.3,1,1.0,127.0,110.0,9.3,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,4.6,3.1,0.8,1.4,0.4479,0.0333,0.844,23.51,120.2,115.7,9.82,1.18131
Alperen Sengun,2021-12-20,19,8,5,2,1,0.0,0.6,1.0,0.68,26.4,-12.3,5,0.5,85.0,137.0,3.8,31,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,4.9,2.9,0.7,1.9,0.4579,0.1333,0.794,24.66,113.6,119.9,9.38,1.07226
Alperen Sengun,2021-12-22,24,10,8,4,0,0.0,0.667,0.0,0.644,20.7,-3.6,4,0.5,102.0,127.0,8.2,32,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,5.4,2.8,0.7,2.2,0.4746,0.1,0.7583,24.33,108.8,120.8,8.83,1.18482
Alperen Sengun,2021-12-23,20,10,8,3,1,2.0,0.5,0.0,0.5,25.2,2.9,1,0.0,120.0,120.0,11.3,33,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,5.8,3.0,0.7,2.2,0.4817,0.1,0.6583,24.24,107.9,121.0,9.15,1.26566
Alperen Sengun,2021-12-27,21,5,6,3,0,2.0,0.4,0.0,0.425,19.3,-11.1,4,0.5,77.0,120.0,2.4,34,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,6.2,3.2,0.7,2.6,0.4817,0.1,0.6083000000000001,24.33,103.1,121.2,8.97,1.00246
Alperen Sengun,2021-12-28,15,10,2,0,0,1.0,0.625,0.0,0.592,27.4,-12.3,1,0.0,102.0,135.0,5.1,35,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,5.9,3.2,0.6,2.6,0.4692,0.1,0.5583,23.98,100.5,122.7,8.35,1.11352
Alperen Sengun,2021-12-31,7,6,1,1,0,1.0,1.0,1.0,1.087,23.0,17.6,1,0.75,155.0,116.0,5.2,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,5.4,2.7,0.5,2.4,0.5067,0.2,0.5333,23.630000000000003,102.6,123.4,7.2,1.15717
Alperen Sengun,2022-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,4.8,2.3,0.4,2.3,0.4667,0.2,0.4583,21.55,90.7,111.5,6.160000000000001,0.899464
Alperen Sengun,2022-01-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.7,1.8,0.2,2.1,0.4166999999999999,0.2,0.375,18.58,79.0,99.3,4.130000000000001,1.00332
Alperen Sengun,2022-01-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,3.5,1.7,0.2,1.7,0.4166999999999999,0.2,0.325,16.080000000000002,76.8,86.5,4.53,1.13668
Alperen Sengun,2022-01-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.0,1.3,0.2,1.6,0.3792,0.2,0.225,14.2,64.1,75.5,3.6,0.824328
Alperen Sengun,2022-01-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.5,1.1,0.1,1.1,0.3192,0.1,0.175,11.56,55.6,61.8,3.22,0.973123
Alperen Sengun,2022-01-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.7,0.7,0.1,0.7,0.2525,0.1,0.125,9.49,45.4,49.1,2.4,0.983647
Alperen Sengun,2022-01-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,0.9,0.4,0.0,0.6,0.2024999999999999,0.1,0.125,6.970000000000001,33.4,37.1,1.27,1.11825
Alperen Sengun,2022-01-14,14,9,4,2,0,1.0,0.667,0.0,0.654,25.0,1.2,2,0.5,112.0,117.0,7.3,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,0.7,0.3,0.0,0.4,0.2292,0.1,0.125,7.540000000000001,36.9,36.8,1.7600000000000002,1.12389
Alperen Sengun,2022-01-16,15,6,0,2,0,1.0,0.5,0.0,0.564,24.9,-7.0,3,0.667,83.0,109.0,2.7,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1,0.5,0.5,0.0,0.6,0.2166999999999999,0.1,0.1917,7.290000000000001,35.0,34.2,1.52,1.03167
Alperen Sengun,2022-01-19,16,7,2,2,0,1.0,0.333,1.0,0.509,24.0,-5.1,2,1.0,98.0,119.0,3.9,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.2,0.6,0.6,0.0,0.7,0.15,0.1,0.2166999999999999,7.390000000000001,29.3,34.5,1.39,0.998394
Alperen Sengun,2022-01-21,14,5,6,2,0,0.0,0.286,0.0,0.317,30.2,-10.2,2,0.5,72.0,109.0,2.5,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.2,0.8,0.0,0.9,0.1786,0.1,0.2667,10.41,36.5,45.4,1.64,1.05252
Alperen Sengun,2022-01-25,24,14,5,1,1,3.0,0.385,0.0,0.448,31.2,-4.1,3,0.667,89.0,125.0,9.2,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.1,1.7,0.9,0.1,1.2,0.2171,0.1,0.3334,13.53,45.4,57.9,2.56,1.17123
Alperen Sengun,2022-01-28,11,4,3,0,1,0.0,0.5,0.0,0.694,14.9,-5.7,1,1.0,115.0,119.0,3.5,49,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,2.0,0.9,0.2,1.3,0.2671,0.1,0.4333999999999999,15.02,56.9,69.8,2.91,1.30515
Alperen Sengun,2022-01-31,12,2,4,1,0,0.0,0.0,0.0,0.266,23.2,-21.1,3,0.5,48.0,125.0,-1.7,50,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.4,1.0,0.2,1.6,0.2671,0.1,0.4833999999999999,17.34,61.7,82.3,2.74,1.03655
Alperen Sengun,2022-02-02,25,9,8,3,0,1.0,0.5,0.0,0.678,19.2,-3.8,4,0.833,104.0,106.0,7.4,51,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.2,1.3,0.2,2.0,0.3171,0.1,0.5667,19.26,72.1,92.9,3.4799999999999995,0.969697
