Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Alperen Sengun,2022-10-19,22,15,9,0,0,0.0,0.556,0.5,0.697,30.5,-7.8,6,1.0,93.0,116.0,7.8,1,0,0,15.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.556,0.5,1.0,30.5,93.0,116.0,7.8,0.0
Alperen Sengun,2022-10-21,27,23,12,1,1,2.0,0.692,0.5,0.661,27.2,10.1,1,0.4,137.0,116.0,21.6,2,1,0,19.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.5,0.5,3.5,0.624,0.5,0.7,28.85,115.0,116.0,14.7,0.997884
Alperen Sengun,2022-10-22,23,9,9,2,1,1.0,0.444,0.0,0.455,19.8,-2.4,1,0.5,105.0,121.0,9.1,3,0,0,15.666666666666666,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.6666666666666666,2.6666666666666665,0.564,0.3333333333333333,0.6333333333333333,25.83333333333333,111.66666666666669,117.66666666666669,12.833333333333334,0.922311
Alperen Sengun,2022-10-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,1,1,11.75,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,0.75,0.5,2.0,0.423,0.25,0.475,19.375,83.75,88.25,9.625,1.05792
Alperen Sengun,2022-10-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0,1,9.4,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.6,0.4,1.6,0.3384,0.2,0.38,15.5,67.0,70.6,7.7,1.10251
Alperen Sengun,2022-10-28,26,14,11,1,0,3.0,0.5,1.0,0.563,21.4,-0.2,1,1.0,125.0,122.0,13.9,6,0,0,10.166666666666666,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.833333333333333,0.6666666666666666,0.3333333333333333,1.5,0.3653333333333333,0.3333333333333333,0.4833333333333333,16.483333333333334,76.66666666666667,79.16666666666667,8.733333333333334,1.20583
Alperen Sengun,2022-10-30,29,16,9,2,1,0.0,0.6,0.0,0.68,18.5,3.6,1,1.0,148.0,128.0,15.5,7,0,0,11.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.8571428571428571,0.4285714285714285,1.4285714285714286,0.3988571428571428,0.2857142857142857,0.5571428571428572,16.771428571428572,86.85714285714286,86.14285714285714,9.7,1.10475
Alperen Sengun,2022-10-31,30,14,9,3,0,1.0,0.5,0.0,0.658,18.3,2.0,2,1.0,124.0,98.0,13.1,8,0,1,11.375,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,1.125,0.375,1.5,0.4115,0.25,0.6125,16.9625,91.5,87.625,10.125,1.1372
Alperen Sengun,2022-11-02,33,26,13,2,1,0.0,0.615,0.0,0.729,22.0,10.0,0,0.909,165.0,111.0,24.8,9,1,0,13.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.2222222222222223,0.4444444444444444,1.3333333333333333,0.4341111111111111,0.2222222222222222,0.6454444444444445,17.522222222222222,99.66666666666669,90.22222222222224,11.755555555555556,0.894231
Alperen Sengun,2022-11-05,20,17,7,5,0,0.0,0.889,0.0,0.824,24.2,12.0,2,0.333,151.0,130.0,17.5,10,0,1,13.4,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,1.6,0.4,1.4,0.4796,0.2,0.6142000000000001,18.19,104.8,94.2,12.330000000000002,1.09329
