Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Alperen Sengun,2023-11-19,31,23,10,5,0,1.0,0.688,0.5,0.719,29.5,6.7,4,0.0,114.0,104.0,18.6,11,0,1,20.7,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,5.7,1.0,2.8,0.6069,0.3066,0.478,26.46,123.9,105.8,18.24,0.969388
Alperen Sengun,2023-11-20,37,30,13,5,1,1.0,0.565,0.667,0.595,33.3,7.7,3,0.4,122.0,130.0,25.2,12,0,0,21.2,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,5.5,0.9,2.5,0.6023000000000001,0.3399999999999999,0.4846999999999999,27.06,125.3,108.0,18.660000000000004,1.17395
Alperen Sengun,2023-11-22,32,11,7,3,0,3.0,0.444,1.0,0.533,17.5,-1.4,2,0.667,101.0,93.0,8.6,13,1,0,20.4,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.1,0.9,2.7,0.6,0.39,0.4513999999999999,26.51,121.9,105.1,17.71,1.05358
Alperen Sengun,2023-11-24,43,21,15,8,2,1.0,0.421,0.0,0.485,29.1,1.1,5,0.833,96.0,82.0,17.1,14,1,0,20.6,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,5.5,1.0,3.1,0.5670999999999999,0.29,0.5347,27.28,117.1,101.7,17.55,1.27687
Alperen Sengun,2023-11-28,35,31,9,6,0,1.0,0.526,0.0,0.616,35.2,7.7,3,0.786,126.0,127.0,25.9,15,0,0,22.2,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,5.5,0.8,3.2,0.5659,0.2567,0.6133,28.83,118.6,105.6,18.66,1.09533
Alperen Sengun,2023-11-29,28,22,7,4,1,0.0,0.556,0.333,0.611,31.6,2.2,1,0.0,129.0,142.0,17.9,16,0,1,22.7,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,4.7,0.8,3.2,0.5677000000000001,0.29,0.5383,28.940000000000005,116.9,109.3,18.380000000000003,1.05879
Alperen Sengun,2023-12-02,34,21,13,5,2,2.0,0.32,0.375,0.406,32.6,9.2,0,1.0,98.0,99.0,17.9,17,0,0,22.9,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,4.8,1.0,3.1,0.5197,0.3275,0.5633,30.02,110.9,109.4,18.34,1.27486
Alperen Sengun,2023-12-06,35,21,6,7,1,2.0,0.615,0.0,0.589,26.6,4.7,4,0.455,111.0,99.0,16.6,18,1,0,22.6,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,5.2,0.9,3.1,0.5079,0.3275,0.5688000000000001,29.910000000000004,110.3,109.3,17.97,1.13168
Alperen Sengun,2023-12-08,34,17,10,7,0,1.0,0.5,0.0,0.525,22.4,6.0,1,0.6,123.0,108.0,16.4,19,0,0,22.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,5.4,0.8,2.9,0.5079,0.3275,0.5455,29.14,111.2,109.2,17.639999999999997,1.13179
Alperen Sengun,2023-12-11,30,15,9,4,2,1.0,0.5,1.0,0.545,26.5,3.2,6,0.5,83.0,75.0,10.0,20,1,0,21.2,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9,5.4,0.9,2.9,0.5135,0.3875,0.5241,28.43,110.3,105.9,17.419999999999998,1.25454
Alperen Sengun,2023-12-13,24,9,10,2,0,0.0,0.25,0.0,0.423,20.7,-7.4,2,0.833,91.0,102.0,5.0,21,1,0,19.8,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,5.1,0.9,2.7,0.4697,0.3375,0.6073999999999999,27.55,108.0,105.7,16.06,1.16152
Alperen Sengun,2023-12-15,32,15,7,1,2,3.0,0.333,0.0,0.497,25.4,-2.2,4,1.0,96.0,96.0,11.5,22,0,1,18.3,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,4.7,1.0,2.8,0.4465,0.2708,0.6674,26.76,105.4,102.3,14.689999999999998,1.10521
Alperen Sengun,2023-12-17,31,20,8,5,1,1.0,0.533,0.0,0.567,26.7,3.1,0,0.667,131.0,127.0,18.7,23,0,0,19.2,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,4.9,1.1,2.6,0.4554,0.1708,0.6674,27.68,108.4,105.7,15.7,1.05287
Alperen Sengun,2023-12-18,31,24,8,6,1,0.0,0.55,0.333,0.575,34.0,2.6,4,0.5,114.0,130.0,17.2,24,0,0,19.5,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.7,1.0,2.5,0.4683,0.2041,0.6341,28.17,110.2,110.5,15.71,1.17241
Alperen Sengun,2023-12-20,27,14,9,5,0,1.0,0.583,0.0,0.583,20.1,3.7,0,0.0,141.0,135.0,15.3,25,1,1,17.8,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.6,1.0,2.2,0.474,0.2041,0.5555,26.660000000000004,111.7,111.3,14.65,1.16624
Alperen Sengun,2023-12-22,25,22,15,3,0,0.0,0.667,1.0,0.775,22.8,16.6,0,1.0,170.0,83.0,23.4,26,1,0,17.8,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.5,0.9,2.1,0.4851,0.2708,0.6555,25.78,115.8,105.4,15.2,1.23267
Alperen Sengun,2023-12-23,38,37,11,6,1,1.0,0.524,1.0,0.65,35.1,16.3,2,0.824,139.0,108.0,32.7,27,0,0,19.4,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,4.6,0.8,2.3,0.5055000000000001,0.3333,0.6378999999999999,26.03,119.9,106.3,16.68,1.08108
Alperen Sengun,2023-12-26,37,30,16,5,4,0.0,0.55,0.0,0.626,31.2,11.3,4,0.889,126.0,115.0,30.3,28,1,1,20.3,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,4.4,1.1,2.3,0.499,0.3333,0.6813,26.49,121.4,107.9,18.05,1.20837
Alperen Sengun,2023-12-27,29,24,5,1,2,0.0,0.5,0.25,0.581,30.2,4.6,0,0.833,124.0,124.0,18.0,29,1,0,21.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,3.8,1.3,2.2,0.499,0.3583,0.7046,27.27,121.5,109.5,18.21,1.24802
Alperen Sengun,2023-12-29,34,28,7,8,1,1.0,0.75,0.5,0.788,27.4,7.7,5,0.75,137.0,136.0,24.4,30,1,0,22.3,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,4.2,1.2,2.1,0.524,0.3083,0.7296,27.360000000000003,126.9,115.6,19.65,0.922421
Alperen Sengun,2024-01-01,27,26,4,9,3,0.0,0.692,0.0,0.767,30.0,17.2,2,0.889,154.0,106.0,27.8,31,1,0,24.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.9,1.5,2.1,0.5682,0.3083,0.7352,28.29,133.2,116.0,21.93,1.19081
Alperen Sengun,2024-01-03,34,30,8,4,3,1.0,0.647,0.0,0.701,32.2,14.1,2,0.8,140.0,99.0,29.8,32,1,0,25.5,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.2,1.6,1.9,0.5996,0.3083,0.7152000000000001,28.97000000000001,137.6,116.3,23.76,1.14666
Alperen Sengun,2024-01-05,33,19,5,1,0,0.0,0.471,0.0,0.519,26.2,-4.2,2,1.0,96.0,125.0,9.7,33,1,0,25.4,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,4.8,1.5,2.1,0.5934,0.3083,0.7485,28.92,134.1,116.1,22.86,1.20681
Alperen Sengun,2024-01-06,31,21,11,4,0,0.0,0.333,0.0,0.413,40.8,-8.5,3,0.7,85.0,111.0,9.4,34,1,0,25.1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,4.6,1.4,2.0,0.5717,0.275,0.7685,29.6,131.2,114.2,22.08,1.14097
Alperen Sengun,2024-01-08,33,22,10,2,3,0.0,0.6,0.5,0.656,25.7,4.1,3,0.75,119.0,117.0,17.9,35,0,0,25.9,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,4.3,1.7,2.3,0.5734,0.325,0.8435,30.16,129.0,112.4,22.34,1.15586
Alperen Sengun,2024-01-10,41,25,9,5,2,0.0,0.579,0.0,0.555,25.5,1.5,2,0.375,111.0,111.0,19.1,36,0,0,26.2,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,4.5,1.9,2.5,0.5646,0.225,0.7809999999999999,30.43,123.1,115.2,21.910000000000004,1.07447
Alperen Sengun,2024-01-12,37,29,6,1,1,0.0,0.632,0.0,0.657,30.5,-1.7,4,0.714,109.0,115.0,18.0,37,0,0,25.4,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,4.0,1.9,2.7,0.5753999999999999,0.125,0.77,29.97,120.1,115.9,20.44,1.26829
Alperen Sengun,2024-01-13,24,19,10,3,4,0.0,0.471,0.0,0.519,33.7,6.3,3,1.0,101.0,121.0,16.0,38,0,0,24.3,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.8,1.9,2.6,0.5675,0.125,0.7811,30.22000000000001,117.6,116.5,19.01,1.3245
Alperen Sengun,2024-01-15,30,19,9,6,1,2.0,0.467,1.0,0.539,31.3,4.4,5,0.667,106.0,125.0,16.4,39,0,0,23.8,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.3,1.8,3.1,0.5642,0.2,0.7645,30.33,115.8,116.6,18.85,0.916708
Alperen Sengun,2024-01-17,40,18,10,5,1,4.0,0.438,0.0,0.472,26.0,2.3,3,0.571,95.0,111.0,15.7,40,0,0,22.8,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,4.0,1.8,2.9,0.533,0.15,0.7465999999999999,30.190000000000005,111.6,114.1,17.98,1.08632
