Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Trae Young,38,14,3,16,0,0.0,0.375,0.333,0.438,24.0,-7.1,6,0.0,93.0,128.0,10.9,11,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,4.1,11.5,1.3,4.7,0.3681999999999999,0.315,0.7217,29.15,106.8,122.2,18.26,1.32874,10,2024,11,9,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Trae Young,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,3.3,10.5,0.9,4.0,0.3224,0.2793,0.6371,25.35,95.0,110.7,15.06,1.06046,11,2024,11,12,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Trae Young,33,18,2,9,0,0.0,0.278,0.444,0.455,29.3,-11.7,6,1.0,89.0,114.0,7.1,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.9,3.4,10.6,0.9,3.6,0.3002,0.2951,0.6371,25.4,94.3,108.7,14.6,1.2764,12,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Trae Young,38,29,5,8,0,0.0,0.5,0.5,0.726,26.7,2.8,6,0.889,126.0,118.0,21.3,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.4,3.1,10.1,0.8,3.6,0.3369,0.3251,0.6371,25.1,98.3,109.0,15.74,0.940612,13,2024,11,17,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Trae Young,36,7,3,19,2,0.0,0.143,0.0,0.38,18.2,-2.9,5,1.0,108.0,112.0,13.3,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.6,3.0,10.5,0.8,3.8,0.3082999999999999,0.2943,0.6371,23.58,96.3,107.6,13.98,1.17102,14,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Trae Young,30,12,3,11,2,0.0,0.333,0.167,0.436,20.0,0.0,3,0.75,99.0,108.0,11.6,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,2.8,10.4,1.0,3.6,0.3035,0.2776999999999999,0.6264000000000001,22.66,95.6,105.9,13.38,0.978065,15,2024,11,20,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Trae Young,38,25,1,13,4,1.0,0.444,0.125,0.581,25.8,5.3,4,1.0,120.0,120.0,24.9,17,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,2.5,10.5,1.3,3.8,0.2946,0.2401999999999999,0.6264,22.73,92.2,106.0,13.44,1.23826,16,2024,11,22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Trae Young,35,18,2,16,3,0.0,0.417,0.5,0.597,20.2,6.5,3,0.857,127.0,118.0,22.6,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,2.7,11.5,1.5,3.8,0.3263,0.2901999999999999,0.7121,22.44,101.0,105.6,16.02,1.05716,17,2024,11,25,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Trae Young,37,20,4,22,0,0.0,0.333,0.231,0.495,26.6,0.0,5,1.0,124.0,123.0,20.2,19,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,2.5,12.7,1.3,4.1,0.3263,0.28,0.7371000000000001,22.03,101.8,105.9,16.130000000000003,1.03448,18,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Trae Young,35,21,3,11,0,0.0,0.583,0.4,0.739,25.8,-1.7,7,1.0,115.0,108.0,15.4,20,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,2.6,12.5,1.1,4.5,0.3405999999999999,0.27,0.7496,21.660000000000004,100.1,104.9,14.73,1.23189,19,2024,11,29,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Trae Young,31,14,4,5,1,0.0,0.444,0.333,0.601,24.6,-9.5,6,0.667,90.0,112.0,7.4,21,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,2.7,11.4,1.2,4.5,0.3475,0.2699999999999999,0.8163,21.72,99.8,103.3,14.38,1.00943,20,2024,11,30,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Trae Young,36,12,8,15,1,0.0,0.313,0.222,0.375,22.9,-6.1,5,0.0,96.0,107.0,10.9,22,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,3.5,12.9,1.3,5.0,0.3787999999999999,0.2921999999999999,0.8163,24.01,109.4,114.0,15.47,1.14744,21,2024,12,2,0,-2.4492935982947064e-16,1.0,0.0,1.0
Trae Young,35,17,4,7,0,0.0,0.316,0.0,0.393,27.7,-12.0,4,0.833,86.0,110.0,6.6,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,3.7,12.7,1.3,4.8,0.3826,0.2477999999999999,0.7996000000000001,23.85,109.1,113.6,15.419999999999998,1.0367,22,2024,12,4,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Trae Young,42,31,4,20,2,0.0,0.36,0.385,0.543,31.3,7.4,3,1.0,129.0,118.0,30.9,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,3.6,13.9,1.5,4.5,0.3686,0.2363,0.8107,24.31,109.4,113.6,16.380000000000003,1.37225,23,2024,12,6,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Trae Young,35,15,4,10,3,0.0,0.462,0.286,0.54,19.6,0.5,4,0.5,105.0,129.0,15.1,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,3.7,13.0,1.6,4.4,0.4004999999999999,0.2649,0.7607,24.45,109.1,115.3,16.56,1.15489,24,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Trae Young,36,22,5,11,1,0.0,0.364,0.25,0.463,28.5,2.8,3,1.0,108.0,103.0,16.6,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,3.9,13.0,1.5,4.4,0.4035999999999999,0.2732,0.7857000000000001,25.3,110.0,114.8,17.060000000000002,1.12354,25,2024,12,11,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Trae Young,40,35,7,10,0,1.0,0.5,0.6,0.687,33.6,10.7,5,0.824,126.0,110.0,28.8,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.5,12.7,1.1,4.5,0.4091999999999999,0.3207,0.7681,26.08,110.6,113.8,17.45,1.06497,26,2024,12,14,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Trae Young,37,23,0,16,3,0.0,0.438,0.5,0.589,27.4,4.3,5,0.75,121.0,116.0,21.8,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,4.3,12.7,1.1,4.7,0.4113,0.3207,0.7574,26.8,110.0,113.6,17.37,1.01984,27,2024,12,19,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Trae Young,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.9,10.5,1.1,4.2,0.378,0.2976,0.6574,24.14,97.6,101.3,15.35,0.859023,28,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Trae Young,31,29,2,7,0,0.0,0.533,0.571,0.715,36.1,-0.6,5,0.75,124.0,117.0,20.2,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,3.8,10.1,1.1,4.0,0.373,0.3147,0.6324,25.17,98.5,102.2,15.830000000000002,1.13113,29,2024,12,23,0,-2.4492935982947064e-16,1.0,0.0,1.0
Trae Young,39,27,2,13,2,0.0,0.471,0.364,0.672,23.2,4.2,2,1.0,152.0,130.0,27.6,31,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,3.6,10.9,1.2,3.6,0.3757,0.3177999999999999,0.6657,25.03,104.7,104.0,17.85,1.10467,30,2024,12,26,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Trae Young,37,11,1,15,1,0.0,0.231,0.222,0.373,21.3,-5.1,3,0.75,105.0,117.0,11.5,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.9,10.9,1.2,3.4,0.3675,0.3177999999999999,0.7407,24.87,105.6,105.0,17.91,0.897044,31,2024,12,28,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Trae Young,32,34,2,10,1,2.0,0.476,0.538,0.706,34.4,10.2,5,1.0,130.0,106.0,27.5,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.7,2.7,11.2,1.3,3.5,0.3835,0.3716,0.7574,25.54,110.0,104.6,20.0,1.31733,32,2024,12,29,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Trae Young,30,30,4,9,2,0.0,0.471,0.4,0.673,33.8,8.0,4,0.833,126.0,126.0,25.6,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,2.7,10.1,1.3,3.6,0.3945999999999999,0.3731,0.7407,25.79,109.7,105.4,19.47,1.15527,33,2025,1,1,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Trae Young,36,33,0,9,1,0.0,0.455,0.333,0.605,34.9,10.5,3,0.833,122.0,128.0,24.7,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,2.3,10.0,1.1,3.5,0.3939,0.3778,0.7739999999999999,27.32,111.4,105.3,20.43,1.06734,34,2025,1,3,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Trae Young,34,20,4,14,1,0.0,0.438,0.444,0.577,24.3,3.2,3,0.667,120.0,121.0,19.4,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,2.2,10.3,1.1,3.5,0.4013,0.3972,0.7407,26.9,112.6,107.1,20.71,1.15667,35,2025,1,4,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Trae Young,37,24,2,20,0,1.0,0.375,0.3,0.588,25.7,7.0,2,0.9,145.0,126.0,27.7,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.1,1.7,11.3,1.1,3.2,0.3888,0.3671999999999999,0.7483,26.110000000000003,114.5,108.7,20.6,0.912133,36,2025,1,7,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Trae Young,34,21,2,7,1,0.0,0.4,0.25,0.554,29.8,-6.2,3,0.889,113.0,135.0,16.0,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,1.9,10.4,0.9,3.0,0.385,0.3421999999999999,0.7622,26.35,113.7,110.6,20.02,1.09628,37,2025,1,9,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Trae Young,38,43,3,5,3,0.0,0.419,0.5,0.579,44.0,6.7,6,0.786,118.0,115.0,26.7,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,2.2,10.9,1.2,3.6,0.4269,0.3922,0.8408,30.75,125.5,122.1,22.69,1.10811,38,2025,1,14,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Trae Young,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,2.0,10.2,1.2,3.1,0.3736,0.3351,0.7657999999999999,27.14,113.1,110.4,20.67,1.13306,39,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Trae Young,39,28,4,11,2,2.0,0.435,0.3,0.556,33.4,7.6,5,1.0,109.0,107.0,22.8,41,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,2.2,10.0,1.2,3.4,0.37,0.3286999999999999,0.7657999999999999,28.16,108.8,108.1,20.19,1.0098,40,2025,1,18,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Trae Young,35,27,3,6,3,1.0,0.364,0.5,0.548,38.5,-0.7,9,0.833,95.0,117.0,13.0,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.4,9.1,1.4,4.0,0.3833,0.3564999999999999,0.7741,29.879999999999995,107.8,108.1,20.34,1.26967,41,2025,1,20,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Trae Young,40,13,2,9,2,0.0,0.385,0.25,0.44,18.4,-6.6,5,0.5,80.0,110.0,7.8,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,2.4,9.0,1.5,4.0,0.3742,0.3277,0.7241,28.28,102.8,108.5,18.37,0.919871,42,2025,1,22,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Trae Young,39,18,1,13,0,0.0,0.368,0.25,0.434,25.3,-6.8,3,0.5,102.0,124.0,12.7,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.7,2.1,9.4,1.3,3.9,0.3639,0.3127,0.6908,27.43,100.4,108.3,17.08,0.992927,43,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
