Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Trae Young,34,15,1,17,2,0.0,0.333,0.0,0.47,26.0,2.1,3,0.778,121.0,127.0,18.6,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,2.6,10.0,1.5,3.6,0.3295,0.2546,0.791,27.31,104.9,107.3,17.49,1.26667,10,2023,11,15,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Trae Young,37,22,2,13,1,0.0,0.357,0.333,0.598,25.2,3.3,4,1.0,127.0,133.0,19.7,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,2.5,10.1,1.3,3.4,0.3402,0.2479,0.8109999999999999,26.69,108.2,108.6,18.11,1.23499,11,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Trae Young,39,38,1,8,3,0.0,0.765,0.625,0.926,23.8,11.6,3,0.875,170.0,142.0,35.6,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,2.3,9.8,1.5,3.4,0.381,0.2729,0.8207000000000001,26.45,112.7,111.6,19.91,1.11949,12,2023,11,21,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Trae Young,40,43,4,9,2,0.0,0.387,0.5,0.586,37.8,9.6,4,0.846,130.0,129.0,31.6,14,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,2.6,9.9,1.6,3.7,0.3788,0.3086,0.8053000000000001,26.87,114.5,112.2,21.3,1.25943,13,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Trae Young,30,26,6,10,2,0.0,0.529,0.625,0.71,26.8,13.2,2,1.0,150.0,104.0,26.1,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.6,2.9,9.9,1.6,3.6,0.3928,0.3378,0.8164,26.860000000000003,117.7,111.6,21.98,1.2263,14,2023,11,25,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Trae Young,37,33,5,7,0,0.0,0.444,0.375,0.557,40.1,4.5,5,0.5,108.0,122.0,18.3,16,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,2.9,9.4,1.5,3.6,0.3905,0.3324,0.7830999999999999,28.42,115.7,112.0,21.83,1.1023,15,2023,11,26,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Trae Young,32,13,1,10,1,0.0,0.214,0.25,0.391,24.0,-5.5,3,0.833,91.0,128.0,8.1,17,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,2.6,9.3,1.5,3.2,0.3841,0.3374,0.7664,27.82,114.8,112.2,21.21,1.02192,16,2023,11,28,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Trae Young,40,45,4,14,2,0.0,0.517,0.222,0.624,38.5,9.2,2,0.813,136.0,127.0,40.1,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.2,2.6,9.9,1.4,3.1,0.3913999999999999,0.3263,0.7554,27.33,115.3,113.3,21.85,1.19877,17,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Trae Young,37,32,2,12,2,0.0,0.464,0.385,0.554,35.4,7.8,4,0.5,119.0,132.0,25.0,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,2.6,10.0,1.5,3.0,0.4009999999999999,0.3315,0.7144999999999999,27.76,115.2,114.4,22.31,1.03616,18,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Trae Young,37,30,1,9,0,2.0,0.458,0.333,0.573,35.3,4.0,5,1.0,111.0,117.0,20.2,20,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,2.7,10.9,1.5,3.5,0.4468,0.3648,0.8145,31.29,126.3,126.1,24.33,0.977971,19,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Trae Young,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,2.6,9.2,1.3,3.2,0.4135,0.3648,0.7367,28.69,114.2,113.4,22.47,1.18338,20,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Trae Young,26,19,1,9,1,0.0,0.417,0.4,0.63,32.1,-0.1,5,1.0,116.0,134.0,14.4,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,2.5,8.8,1.3,3.3,0.4195,0.3715,0.7367,29.380000000000003,113.1,113.5,21.94,1.12997,21,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Trae Young,39,35,4,17,0,1.0,0.481,0.444,0.59,36.7,2.5,5,0.833,123.0,139.0,28.5,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.6,2.8,9.7,1.0,3.5,0.3911,0.3534,0.7325,30.67,108.4,113.2,21.23,1.35206,22,2023,12,13,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Trae Young,36,38,5,11,1,0.0,0.517,0.467,0.636,43.7,7.0,8,0.5,113.0,107.0,25.1,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.1,2.9,9.9,0.9,3.9,0.4041,0.3500999999999999,0.6979,31.26,106.7,111.0,20.58,1.23418,23,2023,12,15,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Trae Young,38,35,4,10,0,1.0,0.524,0.583,0.74,33.5,9.1,5,1.0,132.0,135.0,27.4,25,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.7,9.9,0.7,4.2,0.4035999999999999,0.3459,0.6979,31.93,104.9,114.1,20.71,1.20473,24,2023,12,16,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Trae Young,38,31,4,15,0,0.0,0.471,0.364,0.696,30.3,3.4,5,0.917,142.0,127.0,27.4,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,2.6,10.7,0.7,4.2,0.4063,0.3448,0.7396,30.95,108.3,114.6,21.62,1.34842,25,2023,12,18,0,-2.4492935982947064e-16,1.0,0.0,1.0
Trae Young,36,30,4,14,1,0.0,0.556,0.625,0.712,29.4,7.8,4,0.714,140.0,132.0,27.0,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,2.9,11.1,0.7,4.3,0.4405,0.3823,0.7276999999999999,31.49,113.2,115.0,23.51,1.20013,26,2023,12,20,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Trae Young,40,30,3,13,2,0.0,0.455,0.538,0.643,30.8,7.2,6,1.0,118.0,122.0,24.2,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.8,11.0,0.7,4.7,0.4343,0.4139,0.7464000000000001,30.72000000000001,111.4,114.5,21.92,1.1133,27,2023,12,22,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Trae Young,41,30,5,13,1,1.0,0.458,0.3,0.554,29.7,4.9,2,0.714,125.0,127.0,25.9,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,3.1,11.1,0.6,4.5,0.4337,0.4054,0.7678,30.15,112.0,114.0,22.01,0.99903,28,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Trae Young,40,21,2,13,1,0.0,0.353,0.25,0.523,28.0,-2.1,6,0.857,106.0,130.0,14.6,30,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,3.2,11.5,0.7,4.6,0.4232,0.3971,0.7535000000000001,29.420000000000005,111.5,115.3,21.45,1.12154,29,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Trae Young,38,24,3,9,4,0.0,0.389,0.3,0.569,26.1,4.8,4,1.0,118.0,113.0,20.2,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.3,3.5,12.4,1.1,5.0,0.4621,0.4271,0.8535,32.03,123.3,126.6,23.47,1.28016,30,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Trae Young,40,40,3,13,3,0.0,0.579,0.5,0.731,31.7,12.9,5,0.737,137.0,113.0,36.3,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.4,3.7,12.8,1.3,5.0,0.4783,0.4371,0.8272,31.99,125.4,124.5,25.66,1.09966,31,2023,12,31,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Trae Young,34,24,4,11,2,0.0,0.462,0.222,0.673,28.0,1.7,6,0.909,123.0,132.0,21.0,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,3.7,12.2,1.5,5.1,0.4764,0.4149,0.8347999999999999,31.120000000000005,125.4,123.8,24.91,1.20677,32,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Trae Young,28,13,2,6,2,0.0,0.222,0.091,0.322,33.1,-12.8,3,0.8,78.0,142.0,4.6,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,3.4,11.7,1.6,4.6,0.4469,0.3773,0.8648,30.059999999999995,121.9,127.3,22.86,1.17994,33,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Trae Young,42,31,4,9,1,1.0,0.478,0.222,0.566,35.3,2.8,5,0.7,105.0,116.0,21.5,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,3.4,11.6,1.7,4.6,0.4423,0.3412,0.8347999999999999,30.24,119.2,125.4,22.27,1.14191,34,2024,1,7,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Trae Young,43,28,1,11,1,1.0,0.318,0.25,0.497,30.6,-3.0,5,0.857,106.0,122.0,18.5,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,3.1,11.2,1.8,4.6,0.4269999999999999,0.3298,0.8288,30.270000000000003,115.6,124.9,21.380000000000003,1.13034,35,2024,1,10,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Trae Young,30,13,3,6,2,0.0,0.235,0.333,0.355,32.9,-10.9,5,1.0,79.0,129.0,5.6,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,3.0,10.4,1.9,4.7,0.3949,0.3006,0.8573999999999999,30.62,109.5,124.6,19.24,1.00653,36,2024,1,12,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Trae Young,36,21,2,10,1,1.0,0.316,0.2,0.457,26.2,1.6,1,0.778,113.0,126.0,16.0,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,2.9,10.1,1.8,4.2,0.3809999999999999,0.2668,0.8352,30.16,109.0,125.0,18.42,1.08396,37,2024,1,13,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Trae Young,38,36,6,13,1,1.0,0.458,0.545,0.644,33.4,17.9,3,0.889,135.0,95.0,32.8,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.1,3.0,10.1,1.8,4.3,0.381,0.2913,0.8526999999999999,30.53,110.0,121.8,19.11,1.19359,38,2024,1,15,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Trae Young,39,18,3,12,1,0.0,0.357,0.167,0.527,28.6,-4.2,8,1.0,98.0,116.0,11.7,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,3.1,10.0,1.8,4.5,0.3814,0.283,0.867,30.59,109.2,120.4,18.82,1.04198,39,2024,1,17,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Trae Young,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,2.8,9.1,1.4,4.1,0.3425,0.253,0.767,27.98,97.4,109.1,16.8,1.25226,40,2024,1,19,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Trae Young,28,15,1,5,0,0.0,0.5,0.75,0.625,24.5,-3.8,4,0.0,95.0,122.0,8.0,42,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,2.6,8.3,1.1,4.0,0.3346,0.278,0.6933,27.26,93.2,110.0,13.97,0.936999,41,2024,1,20,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Trae Young,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.5,2.2,7.2,0.9,3.4,0.2884,0.2557999999999999,0.6024,24.46,80.9,96.8,11.87,1.20445,42,2024,1,22,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Trae Young,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,2.0,6.6,0.7,3.1,0.2662,0.2466999999999999,0.5224,21.15,73.1,82.6,11.41,1.08538,43,2024,1,24,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
