Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Trae Young,33,19,2,14,0,0.0,0.375,0.4,0.522,30.7,0.9,5,1.0,106.0,96.0,15.6,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,14.0,0.0,5.0,0.375,0.4,1.0,30.7,106.0,96.0,15.6,0.0,0,2021,10,21,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Trae Young,35,24,1,7,3,0.0,0.364,0.167,0.478,32.0,9.1,2,1.0,107.0,104.0,17.6,2,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,1.5,10.5,1.5,3.5,0.3695,0.2835,1.0,31.35,106.5,100.0,16.6,1.16271,1,2021,10,23,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Trae Young,32,32,4,9,1,0.0,0.619,0.4,0.703,33.0,11.8,2,1.0,145.0,108.0,28.2,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.333333333333333,10.0,1.3333333333333333,3.0,0.4526666666666667,0.3223333333333333,1.0,31.9,119.33333333333331,102.66666666666669,20.46666666666667,0.92315,2,2021,10,25,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Trae Young,36,31,5,7,0,0.0,0.481,0.333,0.547,36.2,7.7,3,1.0,117.0,112.0,21.1,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,3.0,9.25,1.0,3.0,0.45975,0.325,1.0,32.975,118.75,105.0,20.625,0.952612,3,2021,10,27,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Trae Young,35,15,3,13,2,1.0,0.353,0.2,0.409,27.5,0.6,3,0.667,96.0,120.0,14.8,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.2,3.0,10.0,1.2,3.0,0.4384,0.3,0.9334,31.880000000000003,114.2,108.0,19.46,1.04863,4,2021,10,28,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Trae Young,32,13,2,10,0,0.0,0.313,0.25,0.366,25.7,-4.8,3,0.5,91.0,128.0,6.8,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33333333333333,2.833333333333333,10.0,1.0,3.0,0.4175,0.2916666666666667,0.8611666666666666,30.85,110.33333333333331,111.33333333333331,17.35,0.994031,5,2021,10,30,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Trae Young,36,26,4,6,1,0.0,0.438,0.167,0.624,33.5,-4.8,6,1.0,111.0,122.0,17.2,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.857142857142858,3.0,9.428571428571429,1.0,3.4285714285714284,0.4204285714285714,0.2738571428571428,0.881,31.22857142857143,110.42857142857144,112.85714285714286,17.32857142857143,0.914379,6,2021,11,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Trae Young,37,21,9,10,0,0.0,0.273,0.333,0.411,31.4,-1.2,2,0.875,106.0,123.0,16.1,8,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.625,3.75,9.5,0.875,3.25,0.402,0.28125,0.88025,31.25,109.875,114.125,17.175,0.933094,7,2021,11,3,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Trae Young,34,21,4,7,1,1.0,0.4,0.0,0.473,33.2,1.7,2,1.0,102.0,125.0,16.0,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.444444444444443,3.7777777777777777,9.22222222222222,0.8888888888888888,3.111111111111111,0.4017777777777778,0.25,0.8935555555555555,31.466666666666665,109.0,115.33333333333331,17.044444444444444,1.01699,8,2021,11,4,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Trae Young,39,31,2,13,0,0.0,0.435,0.444,0.584,33.4,5.3,6,0.875,115.0,121.0,21.4,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,3.6,9.6,0.8,3.4,0.4051,0.2694,0.8916999999999999,31.660000000000004,109.6,115.9,17.48,1.02671,9,2021,11,6,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
