Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DEN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Nikola Jokic,2021-10-20,35,27,13,2,2,0.0,0.591,0.167,0.614,33.2,3.9,3,0.0,109.0,92.0,20.7,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,2.0,2.0,3.0,0.591,0.167,0.0,33.2,109.0,92.0,20.7,0.0
Nikola Jokic,2021-10-22,34,32,16,7,3,1.0,0.737,1.0,0.787,34.0,21.0,6,0.667,127.0,85.0,31.7,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.5,14.5,4.5,2.5,4.5,0.6639999999999999,0.5835,0.3335,33.6,118.0,88.5,26.2,0.962899
Nikola Jokic,2021-10-25,35,24,19,3,3,0.0,0.6,0.25,0.68,28.9,10.2,6,0.833,105.0,90.0,21.5,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.666666666666668,16.0,4.0,2.6666666666666665,5.0,0.6426666666666666,0.4723333333333333,0.5,32.03333333333333,113.66666666666669,89.0,24.633333333333336,0.959838
Nikola Jokic,2021-10-26,15,24,6,6,0,0.0,0.889,1.0,0.993,39.3,48.9,1,0.714,191.0,122.0,25.1,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.75,13.5,4.5,2.0,4.0,0.70425,0.60425,0.5535,33.85,133.0,97.25,24.75,0.939972
Nikola Jokic,2021-10-29,25,11,16,8,1,0.0,0.556,0.333,0.611,17.6,17.1,1,0.0,137.0,67.0,16.3,5,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,14.0,5.2,1.8,3.4,0.6746000000000001,0.55,0.4427999999999999,30.6,133.8,91.2,23.06,0.998487
Nikola Jokic,2021-10-30,37,26,19,7,1,2.0,0.435,0.375,0.525,36.8,8.6,7,0.75,97.0,86.0,20.7,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.833333333333334,5.5,1.6666666666666667,4.0,0.6346666666666666,0.5208333333333334,0.494,31.633333333333336,127.66666666666669,90.33333333333331,22.666666666666668,1.04323
Nikola Jokic,2021-11-01,33,23,7,7,0,4.0,0.6,0.333,0.686,26.9,13.5,3,0.75,120.0,105.0,22.1,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.857142857142858,13.714285714285714,5.714285714285714,1.4285714285714286,3.857142857142857,0.6297142857142857,0.494,0.5305714285714286,30.957142857142856,126.57142857142856,92.42857142857144,22.585714285714285,1.24038
Nikola Jokic,2021-11-03,35,34,11,5,2,0.0,0.55,0.4,0.697,33.6,17.8,2,1.0,141.0,112.0,30.8,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.125,13.375,5.625,1.5,3.625,0.61975,0.48225,0.58925,31.2875,128.375,94.875,23.6125,0.953551
Nikola Jokic,2021-11-06,36,28,14,2,2,1.0,0.6,0.333,0.706,30.5,7.5,5,0.818,116.0,93.0,22.4,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.444444444444443,13.444444444444445,5.222222222222222,1.5555555555555556,3.7777777777777777,0.6175555555555555,0.4656666666666667,0.6146666666666667,31.200000000000003,127.0,94.66666666666669,23.477777777777774,1.1377
Nikola Jokic,2021-11-08,33,25,15,10,2,2.0,0.714,0.0,0.713,25.4,24.4,2,0.625,148.0,91.0,31.3,10,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,13.6,5.7,1.6,3.6,0.6272,0.4191,0.6157,30.62,129.1,94.3,24.26,1.24932
