Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DEN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Nikola Jokic,2024-10-24,35,16,12,13,2,1.0,0.462,0.333,0.542,20.2,14.5,3,0.75,117.0,99.0,21.7,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,13.0,2.0,3.0,0.462,0.333,0.75,20.2,117.0,99.0,21.7,0.0
Nikola Jokic,2024-10-26,37,41,9,4,2,1.0,0.538,0.583,0.694,41.9,18.8,5,0.75,122.0,114.0,31.2,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,10.5,8.5,2.0,4.0,0.5,0.4579999999999999,0.75,31.05,119.5,106.5,26.45,1.02023
Nikola Jokic,2024-10-28,44,40,10,4,1,2.0,0.667,0.6,0.717,29.9,12.2,3,0.5,132.0,112.0,33.5,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.333333333333336,10.333333333333334,7.0,1.6666666666666667,3.6666666666666665,0.5556666666666666,0.5053333333333333,0.6666666666666666,30.666666666666668,123.66666666666669,108.33333333333331,28.8,1.1006
Nikola Jokic,2024-10-29,41,29,18,16,0,1.0,0.563,0.0,0.668,25.9,17.2,1,0.846,162.0,129.0,38.1,4,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,12.25,9.25,1.25,3.0,0.5575,0.379,0.7115,29.475,133.25,113.5,31.125,1.01165
Nikola Jokic,2024-11-01,40,26,9,13,3,1.0,0.5,0.667,0.637,23.6,16.4,3,0.8,138.0,115.0,30.1,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,11.6,10.0,1.6,3.0,0.546,0.4366,0.7292,28.3,134.2,113.8,30.92,1.21273
Nikola Jokic,2024-11-02,30,27,16,9,1,0.0,0.556,0.75,0.683,31.5,15.3,5,1.0,131.0,95.0,27.1,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.83333333333333,12.333333333333334,9.833333333333334,1.5,3.333333333333333,0.5476666666666666,0.4888333333333333,0.7743333333333333,28.83333333333333,133.66666666666666,110.66666666666669,30.28333333333333,1.0344
Nikola Jokic,2024-11-04,38,28,14,13,1,2.0,0.455,0.2,0.549,35.0,5.5,7,0.875,114.0,113.0,26.1,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.571428571428573,12.571428571428571,10.285714285714286,1.4285714285714286,3.857142857142857,0.5344285714285715,0.4475714285714285,0.7887142857142857,29.714285714285715,130.85714285714286,111.0,29.685714285714287,1.08971
Nikola Jokic,2024-11-06,39,23,20,16,2,2.0,0.45,0.333,0.508,27.7,12.3,5,0.667,121.0,105.0,29.4,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,13.5,11.0,1.5,4.0,0.523875,0.43325,0.7735,29.4625,129.625,110.25,29.65,0.813527
Nikola Jokic,2024-11-08,40,30,11,14,2,0.0,0.846,1.0,0.933,23.6,14.2,5,1.0,162.0,117.0,35.4,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.88888888888889,13.22222222222222,11.333333333333334,1.5555555555555556,4.111111111111111,0.5596666666666666,0.4962222222222222,0.7986666666666666,28.811111111111117,133.22222222222223,111.0,30.28888888888889,1.16722
Nikola Jokic,2024-11-10,38,37,18,15,3,0.0,0.619,1.0,0.754,32.6,27.0,4,1.0,154.0,117.0,44.8,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,13.7,11.7,1.7,4.1,0.5656,0.5466,0.8188000000000001,29.19,135.3,111.6,31.74,1.22581
