Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Derrick White,36,27,3,5,1,0.0,0.583,0.5,0.823,23.3,10.1,2,0.9,158.0,122.0,23.2,11,0,0,11.5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.9,0.7,1.1,0.3826,0.3291,0.3233,13.64,103.8,87.9,10.56,1.18227,10,2023,11,15,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Derrick White,34,13,4,5,0,0.0,0.4,0.375,0.597,15.7,-0.2,1,1.0,122.0,111.0,10.9,12,0,0,10.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,4.1,0.6,1.0,0.3626,0.2952,0.34,13.02,100.5,87.9,9.0,1.29489,11,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Derrick White,34,10,3,4,0,1.0,0.333,0.4,0.506,15.9,-2.5,2,1.0,105.0,119.0,6.9,13,0,0,10.5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.7,0.4,1.0,0.3292,0.2852,0.44,13.779999999999998,96.5,89.3,8.66,1.06169,12,2023,11,19,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Derrick White,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,8.7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.3,0.4,0.8,0.2592,0.2281,0.44,11.97,80.7,79.0,7.19,1.24363,13,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Derrick White,35,13,4,5,1,1.0,0.556,0.5,0.722,19.1,-0.7,6,0.0,91.0,114.0,8.7,15,1,1,10.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.8,0.5,1.4,0.3148,0.2781,0.44,13.88,89.8,90.4,8.059999999999999,1.23136,14,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Derrick White,37,16,5,4,1,1.0,0.333,0.2,0.56,20.9,1.0,3,0.75,102.0,116.0,12.3,16,0,0,11.6,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.2,0.6,1.7,0.3481,0.2981,0.515,15.97,100.0,102.0,9.29,1.22538,15,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Derrick White,37,15,4,11,3,0.0,0.385,0.0,0.493,20.1,4.0,3,1.0,119.0,105.0,15.6,17,1,0,11.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.8,0.7,1.8,0.3533,0.2708,0.515,15.48,102.1,101.8,9.510000000000002,1.02759,16,2023,11,26,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Derrick White,28,14,3,7,2,0.0,0.714,0.667,0.888,11.9,12.3,0,1.0,198.0,99.0,17.3,18,1,0,11.5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,5.0,0.9,1.8,0.3847,0.2975,0.5650000000000001,14.950000000000005,109.1,100.1,10.26,1.25816,17,2023,11,28,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Derrick White,32,21,6,5,1,1.0,0.455,0.75,0.723,20.6,7.5,1,1.0,157.0,118.0,20.9,19,1,0,13.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,5.0,1.0,1.9,0.3902,0.3725,0.665,16.020000000000003,113.5,102.2,11.8,1.21153,18,2023,12,1,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Derrick White,36,18,4,8,1,1.0,0.438,0.222,0.533,24.5,-1.7,5,1.0,98.0,121.0,11.5,20,0,0,14.7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.4,1.0,2.3,0.4197,0.3614,0.765,17.2,115.0,102.5,12.73,1.24098,19,2023,12,4,0,-2.4492935982947064e-16,1.0,0.0,1.0
Derrick White,32,30,3,3,2,2.0,0.625,0.6,0.845,25.1,20.0,0,1.0,176.0,124.0,28.4,21,1,0,15.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.2,1.1,2.1,0.4239,0.3714,0.775,17.380000000000003,116.8,102.7,13.25,1.40587,20,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Derrick White,37,17,4,4,1,2.0,0.556,0.625,0.86,13.0,7.6,1,1.0,164.0,117.0,16.9,22,1,0,15.4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.1,1.2,2.1,0.4394999999999999,0.3964,0.775,17.11,121.0,103.3,13.85,1.06913,21,2023,12,12,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Derrick White,35,14,5,3,3,0.0,0.5,0.5,0.643,17.7,3.2,3,1.0,116.0,111.0,13.4,23,1,0,15.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.0,1.5,2.2,0.4561999999999999,0.4064,0.775,17.29,122.1,102.5,14.5,1.18445,22,2023,12,14,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Derrick White,30,19,4,8,4,1.0,0.467,0.429,0.598,24.3,14.2,1,1.0,135.0,105.0,22.2,24,1,0,17.7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.8,1.9,2.3,0.5029,0.4493,0.875,19.72,135.6,113.0,16.72,0.966333,23,2023,12,15,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Derrick White,27,10,5,4,1,3.0,0.444,0.2,0.53,17.8,6.9,2,1.0,106.0,93.0,10.3,25,1,0,17.4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,5.7,1.9,1.9,0.4917000000000001,0.4192999999999999,0.975,19.59,137.1,110.9,16.880000000000003,1.23642,24,2023,12,17,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Derrick White,40,30,7,3,0,3.0,0.458,0.389,0.603,25.3,10.7,0,0.5,133.0,126.0,23.5,26,0,0,18.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.6,1.8,1.6,0.5042000000000001,0.4382,0.95,20.03,140.2,111.9,18.0,1.14029,25,2023,12,19,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Derrick White,29,28,2,7,1,3.0,0.769,0.667,0.978,22.5,25.6,1,0.667,188.0,125.0,30.1,27,0,0,20.1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.3,5.2,1.6,1.4,0.5426,0.5048999999999999,0.9167,20.27,147.1,113.9,19.45,1.2096,26,2023,12,20,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Derrick White,29,18,3,3,0,3.0,0.417,0.3,0.634,23.6,2.4,2,1.0,131.0,111.0,13.9,28,0,0,20.5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.8,1.4,1.6,0.5129,0.4682,0.9167,21.44,140.4,115.1,19.11,1.31212,27,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Derrick White,35,18,2,11,2,2.0,0.615,0.5,0.692,18.3,11.2,2,0.0,140.0,118.0,20.6,29,0,1,20.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.4,1.5,1.7,0.5288999999999999,0.4432,0.8167,21.21,138.7,115.1,19.08,1.17676,28,2023,12,25,0,-2.4492935982947064e-16,1.0,0.0,1.0
Derrick White,38,23,4,5,0,2.0,0.6,0.5,0.705,21.1,6.2,2,1.0,135.0,119.0,20.2,30,1,0,20.7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.1,1.4,1.4,0.5451,0.471,0.8167,20.87,142.4,114.9,19.95,1.13666,29,2023,12,28,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Derrick White,36,21,5,7,3,2.0,0.263,0.2,0.457,31.0,0.9,3,1.0,108.0,113.0,17.1,31,1,0,19.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.1,5.5,1.5,1.7,0.5089,0.4309999999999999,0.8167,21.46,135.6,113.8,18.82,0.970735,30,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Derrick White,26,17,3,5,0,0.0,0.636,0.5,0.773,17.9,9.9,0,0.0,171.0,108.0,16.5,32,0,1,19.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.6,1.4,1.6,0.5169,0.4185,0.7167,21.95,136.3,112.9,18.78,1.25999,31,2023,12,31,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Derrick White,28,19,5,6,1,1.0,0.583,0.556,0.792,19.9,10.6,2,0.0,142.0,130.0,17.2,33,0,1,20.3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.9,1.2,1.5,0.5252000000000001,0.4241,0.6167,22.17,138.9,114.8,19.16,1.04235,32,2024,1,2,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Derrick White,26,10,7,3,1,1.0,0.333,0.286,0.506,15.4,3.0,0,1.0,116.0,87.0,10.0,34,1,0,19.4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.3,5.4,0.9,1.4,0.5117999999999999,0.4098,0.6167,21.28,137.0,113.0,17.94,1.26998,33,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Derrick White,24,7,5,2,0,1.0,0.5,0.5,0.583,17.2,-8.5,4,0.0,76.0,102.0,1.6,35,0,1,19.1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,5.2,0.8,1.6,0.5174,0.4397999999999999,0.5166999999999999,21.22,134.0,113.9,17.07,1.07694,34,2024,1,6,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
