Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
De'Aaron Fox,35,33,7,7,2,0.0,0.571,0.556,0.711,39.3,4.7,8,0.8,105.0,111.0,21.7,1,1,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,8.0,0.571,0.556,0.8,39.3,105.0,111.0,21.7,0.0,0,2022,10,19,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
De'Aaron Fox,32,36,5,4,1,1.0,0.652,0.6,0.702,39.1,14.7,3,0.5,124.0,113.0,27.7,2,1,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,1.5,5.5,0.6114999999999999,0.5780000000000001,0.65,39.2,114.5,112.0,24.7,0.897836,1,2022,10,22,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
De'Aaron Fox,36,26,5,10,1,0.0,0.55,0.167,0.61,25.3,4.2,3,1.0,125.0,122.0,21.7,3,0,0,31.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,7.0,1.3333333333333333,4.666666666666667,0.5910000000000001,0.441,0.7666666666666666,34.56666666666667,118.0,115.33333333333331,23.7,1.17055,2,2022,10,23,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
De'Aaron Fox,35,27,6,2,1,1.0,0.579,0.333,0.664,29.9,0.3,3,1.0,115.0,126.0,18.4,4,1,0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,5.75,1.25,4.25,0.588,0.414,0.825,33.4,117.25,118.0,22.375,1.19763,3,2022,10,27,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
De'Aaron Fox,36,17,13,5,0,2.0,0.353,0.0,0.443,27.0,-4.9,3,1.0,98.0,108.0,12.5,5,1,0,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.6,1.0,4.0,0.541,0.3312,0.86,32.12,113.4,116.0,20.4,1.19085,4,2022,10,29,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
De'Aaron Fox,9,8,0,1,0,0.0,0.5,0.333,0.752,38.1,-7.0,3,1.0,96.0,112.0,3.3,6,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.833333333333333,0.8333333333333334,3.8333333333333335,0.5341666666666667,0.3315,0.8833333333333333,33.11666666666667,110.5,115.33333333333331,17.55,1.03043,5,2022,10,31,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
De'Aaron Fox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,0,1,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142857142857143,4.142857142857143,0.7142857142857143,3.2857142857142856,0.4578571428571428,0.2841428571428571,0.7571428571428571,28.385714285714283,94.71428571428572,98.85714285714286,15.042857142857144,1.06044,6,2022,11,2,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
De'Aaron Fox,40,37,5,3,1,0.0,0.583,0.286,0.683,34.5,3.3,4,1.0,119.0,113.0,25.2,8,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.125,4.0,0.75,3.375,0.4735,0.284375,0.7875,29.15,97.75,100.625,16.3125,1.18908,7,2022,11,5,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
De'Aaron Fox,37,28,2,6,0,0.0,0.471,0.4,0.628,28.0,3.8,2,0.833,127.0,120.0,20.5,9,0,0,23.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.777777777777778,4.222222222222222,0.6666666666666666,3.2222222222222223,0.4732222222222222,0.2972222222222222,0.7925555555555556,29.022222222222226,101.0,102.77777777777776,16.77777777777778,1.1141,8,2022,11,7,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
De'Aaron Fox,29,15,2,8,3,0.0,0.429,0.25,0.504,24.9,3.8,0,1.0,122.0,120.0,16.4,10,1,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.6,0.9,2.9,0.4688,0.2925,0.8132999999999999,28.610000000000003,103.1,104.5,16.740000000000002,1.20644,9,2022,11,9,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
