Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_SAC,OPP_SAS,OPP_TOR,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Derrick White,2024-11-10,36,15,6,6,1,1.0,0.5,0.5,0.625,14.5,8.4,0,0.0,144.0,108.0,16.7,11,0,1,18.3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.4,1.0,1.4,0.4793,0.4027999999999999,0.7,20.14,129.1,108.9,15.36,1.20865
Derrick White,2024-11-12,38,31,6,5,1,0.0,0.667,0.583,0.901,24.0,11.5,3,0.8,148.0,119.0,27.0,12,1,0,19.5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.5,1.0,1.6,0.4915,0.404,0.705,20.59,128.6,110.7,16.330000000000002,1.16184
Derrick White,2024-11-13,22,9,2,3,0,1.0,0.273,0.333,0.409,27.4,-14.1,3,0.0,89.0,121.0,2.5,13,0,1,18.7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,1.0,1.8,0.4758999999999999,0.4373,0.605,21.48,125.3,110.5,15.12,1.08964
Derrick White,2024-11-16,41,18,5,4,0,2.0,0.35,0.25,0.431,24.2,-4.5,1,0.5,105.0,128.0,11.5,14,1,0,19.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.7,4.1,0.9,1.9,0.4724,0.4323,0.655,22.2,123.5,112.8,14.94,0.943082
Derrick White,2024-11-19,42,19,6,5,0,1.0,0.583,0.571,0.764,14.5,5.6,1,1.0,154.0,128.0,18.8,15,1,0,18.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.8,1.8,0.4418,0.3894,0.655,22.41,121.0,113.4,14.820000000000002,1.12315
Derrick White,2024-11-22,36,10,2,3,0,1.0,0.364,0.25,0.455,15.4,-6.9,2,0.0,85.0,102.0,4.5,16,0,1,18.1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.3,0.7,2.0,0.4407,0.3843999999999999,0.5549999999999999,21.880000000000003,117.3,111.9,14.03,1.37595
Derrick White,2024-11-24,38,19,9,5,1,2.0,0.583,0.444,0.738,18.7,8.9,2,0.5,136.0,113.0,19.6,17,1,0,18.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.6,0.7,1.9,0.4696000000000001,0.398,0.505,20.92,121.6,113.2,14.9,1.0989
Derrick White,2024-11-25,31,19,4,7,1,0.0,0.5,0.556,0.738,19.9,8.2,1,1.0,154.0,102.0,18.3,18,1,0,18.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.7,0.6,1.7,0.4695999999999999,0.4092,0.5549999999999999,20.15,125.0,114.6,14.939999999999998,0.993851
Derrick White,2024-11-29,24,16,6,4,1,0.0,0.6,0.5,0.8,17.1,12.3,0,0.0,174.0,124.0,17.0,19,0,1,17.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.8,0.5,1.6,0.4875,0.4154,0.4549999999999999,19.33,129.3,115.0,14.72,1.23778
Derrick White,2024-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,0,1,15.6,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,4.2,0.5,1.3,0.442,0.3987,0.38,17.57,118.9,104.5,13.589999999999998,1.12703
Derrick White,2024-12-02,31,19,6,8,0,0.0,0.5,0.417,0.679,21.9,9.7,2,0.0,141.0,101.0,16.6,21,1,1,16.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,4.4,0.4,1.5,0.442,0.3903999999999999,0.38,18.31,118.6,103.8,13.580000000000002,1.15087
Derrick White,2024-12-04,38,14,4,11,2,2.0,0.267,0.273,0.418,17.7,3.7,0,0.75,135.0,117.0,16.2,22,1,0,14.3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.0,0.5,1.2,0.4019999999999999,0.3594,0.375,17.68,117.3,103.6,12.5,1.24016
Derrick White,2024-12-06,37,6,6,7,3,0.0,0.1,0.0,0.255,17.6,-4.6,2,1.0,80.0,108.0,7.5,23,1,0,14.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.4,0.8,1.1,0.3847,0.3260999999999999,0.475,16.699999999999996,116.4,102.3,13.0,1.10147
Derrick White,2024-12-07,38,10,6,3,3,2.0,0.333,0.286,0.506,12.5,1.1,3,1.0,92.0,112.0,10.6,24,1,0,13.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,5.3,1.1,1.3,0.383,0.3297,0.525,15.529999999999998,115.1,100.7,12.91,1.00687
Derrick White,2024-12-12,31,23,2,4,2,1.0,0.538,0.583,0.829,22.7,15.3,2,1.0,140.0,98.0,21.2,25,1,0,13.6,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.2,1.3,1.4,0.3784999999999999,0.3309,0.525,16.35,113.7,97.7,13.15,1.08372
Derrick White,2024-12-15,35,15,5,5,2,2.0,0.5,0.429,0.638,14.2,7.1,1,0.5,135.0,96.0,15.4,26,0,0,14.1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,5.4,1.5,1.3,0.3921,0.3488,0.575,16.229999999999997,118.7,97.1,14.24,1.10457
Derrick White,2024-12-19,36,16,8,4,1,2.0,0.357,0.25,0.522,18.8,3.8,0,1.0,120.0,116.0,15.8,27,1,0,13.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.3,1.5,1.1,0.3695,0.3294,0.625,16.240000000000002,117.1,97.4,13.86,1.07771
Derrick White,2024-12-21,26,8,4,1,0,1.0,0.25,0.0,0.311,25.2,-15.8,3,1.0,61.0,101.0,0.4,28,0,0,12.7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,1.4,1.3,0.3445,0.2738,0.625,16.77,107.8,97.3,12.07,1.06627
Derrick White,2024-12-23,40,17,4,4,3,0.0,0.417,0.429,0.599,19.8,-0.2,5,0.8,96.0,105.0,11.0,29,0,0,12.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,4.7,1.6,1.8,0.3262,0.2667,0.7050000000000001,17.04,100.0,95.4,11.47,1.10801
Derrick White,2024-12-25,33,21,3,4,0,0.0,0.533,0.5,0.7,24.4,1.2,4,0.0,114.0,127.0,12.2,30,1,1,14.9,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8,5.1,1.6,2.2,0.3795,0.3167,0.7050000000000001,19.48,111.4,108.1,12.69,1.00725
Derrick White,2024-12-27,30,9,3,6,0,2.0,0.375,0.375,0.563,14.0,0.7,2,0.0,126.0,114.0,8.7,31,1,1,13.9,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.9,1.6,2.2,0.367,0.3125,0.7050000000000001,18.69,109.9,109.4,11.9,1.2009
Derrick White,2024-12-29,39,17,3,3,0,1.0,0.467,0.273,0.567,18.1,-3.7,1,0.0,112.0,131.0,10.8,32,1,1,14.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.1,1.4,2.3,0.3869999999999999,0.3125,0.6300000000000001,18.73,107.6,110.8,11.36,1.42249
Derrick White,2024-12-31,27,16,4,3,1,4.0,0.75,1.0,0.901,17.9,14.5,2,0.5,143.0,74.0,16.7,33,1,0,15.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2,3.7,1.2,2.3,0.452,0.4125,0.5800000000000001,18.76,113.9,107.4,12.28,1.20115
Derrick White,2025-01-02,37,26,2,2,0,2.0,0.5,0.5,0.636,27.0,1.2,0,1.0,131.0,140.0,18.6,34,0,0,16.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.6,0.9,2.0,0.4687,0.4339,0.5800000000000001,20.21,117.8,110.2,13.080000000000002,1.12089
Derrick White,2025-01-03,35,23,4,2,0,2.0,0.5,0.5,0.681,27.7,7.3,3,0.5,126.0,108.0,16.4,35,0,0,16.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.4,0.7,2.1,0.4649,0.4256,0.53,20.71,116.4,111.2,12.6,0.958722
Derrick White,2025-01-05,37,11,4,4,1,3.0,0.308,0.182,0.396,19.5,1.8,3,0.5,77.0,105.0,6.8,36,0,0,16.4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.3,0.6,2.3,0.4457,0.4009,0.53,21.24,110.6,112.1,11.74,1.07511
Derrick White,2025-01-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,0,1,14.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.9,0.5,2.3,0.41,0.3759,0.43,19.36,98.6,100.5,10.16,0.984588
Derrick White,2025-01-10,27,3,1,3,1,2.0,0.125,0.0,0.178,13.6,-5.9,0,1.0,57.0,117.0,2.2,38,1,0,14.3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8,3.1,0.6,2.0,0.3975,0.3759,0.43,18.2,98.2,102.1,10.34,1.00779
Derrick White,2025-01-12,30,6,4,2,3,1.0,0.167,0.0,0.387,12.6,-3.5,2,1.0,90.0,111.0,6.1,39,1,0,13.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.9,0.6,1.7,0.3725,0.333,0.45,17.479999999999997,97.6,102.7,9.85,1.14215
Derrick White,2025-01-15,21,6,0,1,0,0.0,0.222,0.143,0.304,24.9,-18.6,2,0.5,57.0,127.0,-1.6,40,0,0,11.7,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,2.6,0.6,1.5,0.3414,0.2973,0.5,17.529999999999998,91.9,102.7,8.469999999999999,1.04352
Derrick White,2025-01-17,31,12,3,2,0,1.0,0.417,0.286,0.5,20.4,-3.5,1,0.0,110.0,110.0,8.0,41,1,1,12.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,2.2,0.6,1.4,0.3456,0.2884,0.5,18.17,90.3,102.3,8.4,1.13173
Derrick White,2025-01-18,43,21,8,2,0,1.0,0.35,0.313,0.503,20.9,-1.5,1,1.0,108.0,115.0,12.5,42,1,0,12.4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,0.6,1.4,0.3339,0.2924,0.6,18.45,89.9,100.7,8.569999999999999,0.885957
