Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Paul George,2021-10-21,37,29,11,6,2,0.0,0.522,0.455,0.63,30.4,9.7,3,0.0,115.0,107.0,23.4,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,6.0,2.0,3.0,0.522,0.455,0.0,30.4,115.0,107.0,23.4,0.981595
Paul George,2021-10-23,35,41,10,4,2,0.0,0.6,0.417,0.742,37.2,19.4,3,1.0,138.0,117.0,33.5,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.5,5.0,2.0,3.0,0.5609999999999999,0.436,0.5,33.8,126.5,112.0,28.45,1.15101
Paul George,2021-10-25,27,14,0,5,8,1.0,0.375,0.25,0.438,29.0,8.0,3,0.0,79.0,60.0,13.2,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,5.0,4.0,3.0,0.4989999999999999,0.3739999999999999,0.3333333333333333,32.2,110.66666666666669,94.66666666666669,23.366666666666664,1.01843
Paul George,2021-10-27,34,12,10,1,4,0.0,0.3,0.0,0.3,31.6,-7.4,4,0.0,51.0,83.0,2.5,4,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.75,4.0,4.0,3.25,0.44925,0.2804999999999999,0.25,32.05,95.75,91.75,18.15,0.873494
Paul George,2021-10-29,34,42,8,2,1,1.0,0.625,0.667,0.751,43.0,20.2,4,0.667,124.0,109.0,31.1,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.6,7.8,3.6,3.4,3.4,0.4843999999999999,0.3578,0.3334,34.239999999999995,101.4,95.2,20.74,0.933171
Paul George,2021-11-01,40,32,9,7,3,1.0,0.458,0.625,0.601,32.4,13.3,4,0.833,115.0,89.0,25.3,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33333333333333,8.0,4.166666666666667,3.333333333333333,3.5,0.48,0.4023333333333334,0.4166666666666667,33.93333333333333,103.66666666666669,94.16666666666669,21.5,1.00109
Paul George,2021-11-03,36,32,6,8,1,1.0,0.611,0.5,0.775,37.2,1.5,8,1.0,118.0,115.0,23.7,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.857142857142858,7.714285714285714,4.714285714285714,3.0,4.142857142857143,0.4987142857142856,0.4162857142857143,0.5,34.4,105.71428571428572,97.14285714285714,21.814285714285717,1.12593
Paul George,2021-11-05,38,21,10,6,3,0.0,0.2,0.0,0.401,34.3,-2.3,6,0.929,82.0,78.0,10.8,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.875,8.0,4.875,3.0,4.375,0.461375,0.36425,0.553625,34.3875,102.75,94.75,20.4375,1.22747
Paul George,2021-11-07,38,20,9,8,0,1.0,0.409,0.2,0.455,33.2,-7.5,8,0.0,83.0,102.0,9.2,9,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.11111111111111,5.222222222222222,2.6666666666666665,4.777777777777778,0.4555555555555555,0.346,0.4921111111111111,34.25555555555556,100.55555555555556,95.55555555555556,19.188888888888886,1.33763
Paul George,2021-11-09,33,24,9,7,1,0.0,0.417,0.429,0.482,40.2,-3.1,3,0.5,99.0,111.0,14.8,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.7,8.2,5.4,2.5,4.6,0.4516999999999999,0.3543,0.4929,34.85,100.4,97.1,18.75,0.834106
Paul George,2021-11-11,38,27,4,5,3,0.0,0.44,0.333,0.522,32.8,3.3,3,1.0,106.0,112.0,19.0,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,7.5,5.3,2.6,4.6,0.4434999999999999,0.3420999999999999,0.5929,35.09,99.5,97.6,18.31,1.04701
