Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Tyrese Haliburton,2022-10-19,IND,,WAS,35:40,26,4,7,0,0,.556,.500,.673,24.8,6.5,3,1.000,129,118,20.9
Tyrese Haliburton,2022-10-21,IND,,SAS,27:09,27,3,12,1,0,.500,.200,.627,34.8,5.9,4,1.000,130,128,23.1
Tyrese Haliburton,2022-10-22,IND,,DET,32:03,24,4,10,5,0,.438,.500,.615,24.7,15.6,1,.875,148,107,27.4
Tyrese Haliburton,2022-10-24,IND,@,PHI,31:26,19,6,10,0,0,.636,.500,.800,21.4,9.7,4,1.000,134,134,19.7
Tyrese Haliburton,2022-10-26,IND,@,CHI,38:12,17,4,11,1,1,.400,.333,.507,25.4,-4.9,6,.750,93,122,13.1
Tyrese Haliburton,2022-10-28,IND,@,WAS,36:00,25,2,12,1,0,.563,.500,.704,23.0,8.5,1,1.000,151,119,26.0
Tyrese Haliburton,2022-10-29,IND,@,BRK,33:15,26,6,8,3,0,.438,.600,.697,27.1,15.0,3,1.000,145,117,25.4
Tyrese Haliburton,2022-10-31,IND,@,BRK,33:19,11,8,5,2,0,.364,.250,.463,22.5,-7.6,7,1.000,73,111,5.8
Tyrese Haliburton,2022-11-04,IND,,MIA,36:08,22,9,9,2,0,.563,.375,.619,22.8,10.5,1,.250,125,94,22.8
Tyrese Haliburton,2022-11-07,IND,,NOP,34:07,20,4,13,2,0,.500,.600,.714,19.9,11.0,2,,154,123,22.9
Tyrese Haliburton,2022-11-09,IND,,DEN,33:12,21,1,12,3,0,.600,.375,.700,18.9,14.7,1,,151,112,24.8
Tyrese Haliburton,2022-11-12,IND,,TOR,39:10,8,6,15,2,1,.214,.222,.277,18.9,-1.6,3,.000,104,102,10.6
Tyrese Haliburton,2022-11-16,IND,@,CHO,32:02,22,2,11,3,0,.600,.375,.712,25.7,9.8,3,1.000,134,113,23.0
Tyrese Haliburton,2022-11-18,IND,@,HOU,36:28,19,6,8,1,0,.438,.222,.548,22.1,4.2,1,1.000,123,97,17.6
Tyrese Haliburton,2022-11-19,IND,,ORL,33:58,22,4,14,2,3,.563,.375,.652,24.8,16.8,3,.500,139,112,25.3
Tyrese Haliburton,2022-11-21,IND,,ORL,27:25,18,4,14,0,0,.583,.200,.676,29.9,3.1,7,1.000,114,107,16.4
Tyrese Haliburton,2022-11-23,IND,,MIN,35:03,10,2,14,1,0,.267,.286,.333,21.2,-4.0,3,,94,124,9.9
Tyrese Haliburton,2022-11-25,IND,,BRK,34:25,21,6,15,4,0,.467,.167,.595,22.0,14.0,0,1.000,147,107,29.6
Tyrese Haliburton,2022-11-27,IND,@,LAC,30:54,15,5,11,2,0,.375,.375,.469,21.6,8.2,0,,115,109,17.4
Tyrese Haliburton,2022-11-28,IND,@,LAL,35:22,24,7,14,1,1,.455,.429,.515,26.1,12.4,0,.333,131,113,25.8
