Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Bam Adebayo,32,22,8,3,0,2.0,0.538,0.0,0.632,26.2,4.5,2,0.8,126.0,109.0,18.4,1,1,1,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,0.538,0.0,0.8,26.2,126.0,109.0,18.4,0.0,0,2023,10,25,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Bam Adebayo,35,27,7,2,1,2.0,0.435,0.0,0.501,37.0,-1.8,3,0.778,100.0,120.0,17.8,2,0,1,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.5,0.5,2.5,0.4865,0.0,0.789,31.6,113.0,114.5,18.1,1.0468,1,2023,10,27,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Bam Adebayo,33,19,3,2,0,0.0,0.5,0.0,0.516,30.5,-6.8,4,0.5,87.0,115.0,7.1,3,0,0,22.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.333333333333333,0.3333333333333333,3.0,0.491,0.0,0.6926666666666668,31.23333333333333,104.33333333333331,114.66666666666669,14.433333333333332,0.914879,2,2023,10,28,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Bam Adebayo,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,0,1,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.75,0.25,2.25,0.36825,0.0,0.5195000000000001,23.425,78.25,86.0,10.825,1.18719,3,2023,10,30,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Bam Adebayo,33,21,14,3,2,2.0,0.667,0.0,0.739,23.0,9.4,4,1.0,125.0,99.0,23.1,5,1,1,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.0,0.6,2.6,0.428,0.0,0.6156,23.34,87.6,88.6,13.28,1.13243,4,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Bam Adebayo,30,18,4,3,0,0.0,0.533,0.0,0.567,30.3,-11.5,4,1.0,94.0,117.0,8.8,6,1,1,17.833333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.1666666666666665,0.5,2.833333333333333,0.4455,0.0,0.6796666666666668,24.5,88.66666666666667,93.33333333333331,12.533333333333331,1.14613,5,2023,11,3,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Bam Adebayo,38,22,19,10,2,2.0,0.45,1.0,0.495,29.3,8.4,4,0.6,109.0,102.0,24.1,7,1,0,18.428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857142857142857,3.2857142857142856,0.7142857142857143,3.0,0.4461428571428572,0.1428571428571428,0.6682857142857143,25.185714285714287,91.57142857142856,94.57142857142856,14.185714285714283,1.15385,6,2023,11,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Bam Adebayo,36,30,11,1,1,3.0,0.533,0.0,0.681,31.2,3.6,4,0.875,121.0,97.0,23.0,8,0,1,19.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,3.0,0.75,3.125,0.457,0.125,0.694125,25.9375,95.25,94.875,15.2875,0.988631,7,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Bam Adebayo,39,26,17,4,2,2.0,0.75,0.0,0.838,20.5,11.4,3,1.0,152.0,98.0,30.3,9,0,1,20.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22222222222222,3.111111111111111,0.8888888888888888,3.111111111111111,0.4895555555555556,0.1111111111111111,0.7281111111111112,25.33333333333333,101.55555555555556,95.22222222222224,16.955555555555556,1.09741,8,2023,11,11,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Bam Adebayo,34,24,11,6,3,0.0,0.5,0.0,0.541,29.3,9.0,0,0.8,129.0,109.0,25.7,10,0,1,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.4,3.4,1.1,2.8,0.4906,0.1,0.7353,25.73,104.3,96.6,17.830000000000002,1.09937,9,2023,11,12,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Bam Adebayo,36,21,11,4,3,1.0,0.5,0.0,0.563,25.6,2.9,1,0.833,118.0,102.0,20.2,11,0,1,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,3.5,1.4,2.7,0.4868,0.1,0.7386,25.670000000000005,103.5,95.9,18.009999999999998,1.31314,10,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Bam Adebayo,34,20,7,4,2,0.0,0.533,0.0,0.597,26.7,-0.6,2,1.0,122.0,119.0,17.6,12,1,1,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,3.7,1.5,2.6,0.4966,0.1,0.7607999999999999,24.64,105.7,95.8,17.990000000000002,1.05866,11,2023,11,16,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Bam Adebayo,36,24,10,5,0,0.0,0.667,0.0,0.773,24.2,8.2,3,1.0,137.0,112.0,21.5,13,0,1,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,4.0,1.5,2.5,0.5133,0.1,0.8108000000000001,24.01,110.7,95.5,19.43,1.03323,12,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Bam Adebayo,30,23,11,6,1,0.0,0.571,0.0,0.64,29.7,9.1,1,0.778,144.0,108.0,23.1,14,0,1,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,4.6,1.6,2.6,0.5704,0.1,0.8886,26.98,125.1,106.3,21.74,1.01597,13,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Bam Adebayo,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,0,1,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,4.3,1.4,2.2,0.5037,0.1,0.7886,24.68,112.6,96.4,19.43,1.0817,14,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Bam Adebayo,35,21,12,2,2,0.0,0.5,0.0,0.563,26.6,3.5,2,0.833,110.0,99.0,16.8,16,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,4.2,1.6,2.0,0.5004000000000001,0.1,0.7718999999999999,24.31,114.2,94.6,20.23,1.15073,15,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
