Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Bradley Beal,29,19,2,1,0,0.0,0.615,0.5,0.644,26.9,-4.0,3,0.5,102.0,131.0,10.6,36,1,0,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.5,1.5,3.3,0.4916,0.3208,0.8878,33.7,112.7,115.1,21.93,1.00131,35,2021,3,12,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,1,1,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.2,1.3,2.8,0.4323,0.2958,0.8128,29.82,101.3,104.4,19.48,0.985126,36,2021,3,13,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Bradley Beal,42,37,6,5,1,0.0,0.684,0.571,0.838,25.8,7.0,3,1.0,141.0,123.0,30.6,38,1,0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.1,1.1,2.6,0.4507,0.3129,0.835,29.28,104.9,106.4,20.17,1.03783,37,2021,3,15,0,1.0,6.123233995736766e-17,0.0,1.0
Bradley Beal,36,29,6,5,0,0.0,0.6,0.0,0.64,29.7,2.4,4,0.833,114.0,115.0,20.3,39,1,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.9,3.6,1.1,2.7,0.4607,0.2929,0.8183,29.05,104.9,104.2,20.04,1.17903,38,2021,3,17,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Bradley Beal,39,43,2,5,0,0.0,0.667,0.667,0.781,32.2,10.2,3,0.875,142.0,118.0,32.1,40,1,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,3.7,1.0,2.8,0.4748,0.3196,0.8058,29.120000000000005,105.4,104.4,20.78,1.11055,39,2021,3,18,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Bradley Beal,39,17,2,5,0,0.0,0.4,0.333,0.494,27.1,-10.2,6,0.8,88.0,126.0,5.8,41,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.6,0.9,3.1,0.4626,0.3196,0.7858,28.22,101.3,106.9,18.59,1.18963,40,2021,3,21,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Bradley Beal,32,22,4,4,1,0.0,0.4,0.0,0.567,32.8,-6.8,5,1.0,99.0,132.0,13.1,42,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,0.8,3.1,0.4474,0.2696,0.7941,27.18,99.2,109.2,16.57,0.971855,41,2021,3,23,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Bradley Beal,39,26,4,9,0,0.0,0.348,0.286,0.482,36.0,-4.3,6,0.889,93.0,112.0,12.6,43,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.2,0.7,3.1,0.4378,0.2732,0.783,27.62,99.4,108.5,16.52,1.09166,42,2021,3,25,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Bradley Beal,21,17,3,6,0,0.0,0.545,0.75,0.715,28.3,14.4,2,1.0,133.0,95.0,14.8,44,1,0,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.5,0.5,3.2,0.4532,0.3232,0.7897000000000001,26.98,100.5,106.5,15.56,1.16811,43,2021,3,27,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,1,1,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.0,0.2,3.2,0.4258999999999999,0.3107,0.6897,23.880000000000003,91.2,95.2,13.99,0.953347,44,2021,3,29,0,1.0,6.123233995736766e-17,0.0,1.0
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.9,0.2,2.9,0.3644,0.2607,0.6397,21.19,81.0,82.1,12.929999999999998,0.991654,45,2021,3,30,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,0,1,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.9,0.2,2.9,0.3644,0.2607,0.6397,21.19,81.0,82.1,12.929999999999998,1.19561,46,2021,4,1,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,1,1,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.4,0.1,2.6,0.296,0.2036,0.5397000000000001,18.610000000000003,66.9,69.8,9.87,0.879795,47,2021,4,3,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,0,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,2.9,0.1,2.2,0.236,0.2036,0.4564,15.64,55.5,58.3,7.839999999999999,0.757036,48,2021,4,5,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
Bradley Beal,30,26,1,5,1,1.0,0.579,0.667,0.684,31.6,4.4,2,0.0,126.0,120.0,21.0,50,0,1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.9,0.2,2.1,0.2272,0.2036,0.3689,15.580000000000002,53.9,58.5,6.73,1.20324,49,2021,4,7,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Bradley Beal,30,20,3,6,0,0.0,0.438,0.2,0.536,33.6,-3.9,6,0.833,92.0,110.0,9.9,51,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.2,2.1,0.231,0.1903,0.3722,16.229999999999997,54.3,56.9,7.140000000000001,1.16612,50,2021,4,9,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52,0,1,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,2.6,0.1,1.6,0.191,0.1903,0.2722,12.95,44.4,43.7,5.83,1.23531,51,2021,4,10,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
Bradley Beal,37,34,3,5,1,0.0,0.452,0.4,0.499,40.9,0.5,0,0.571,112.0,125.0,22.1,53,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.2,0.2,1.0,0.2013999999999999,0.2017,0.2404,13.44,46.3,45.0,6.779999999999999,1.07653,52,2021,4,12,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
Bradley Beal,36,31,4,3,1,0.0,0.455,0.25,0.597,32.7,-0.3,5,1.0,116.0,105.0,18.9,54,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,1.9,0.3,1.3,0.1924,0.1517,0.2404,13.88,44.6,46.0,7.19,1.06801,53,2021,4,14,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Bradley Beal,42,30,4,6,0,0.0,0.345,0.0,0.443,38.4,-3.9,4,0.909,86.0,106.0,14.3,55,1,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.3,1.7,0.2269,0.1517,0.3313,17.72,53.2,56.6,8.620000000000001,1.17424,54,2021,4,16,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Bradley Beal,35,37,3,3,2,0.0,0.591,0.667,0.725,33.1,12.9,2,0.875,139.0,101.0,29.0,56,1,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.8,0.5,1.9,0.286,0.2184,0.4187999999999999,21.03,67.1,66.7,11.52,0.934831,55,2021,4,17,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
Bradley Beal,35,30,1,2,3,1.0,0.571,0.75,0.659,27.8,9.4,1,0.75,122.0,100.0,23.7,57,1,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.0,0.8,2.0,0.3431,0.2934,0.4937999999999999,23.81,79.3,76.7,13.89,1.05474,56,2021,4,19,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
Bradley Beal,36,29,10,4,2,0.0,0.381,0.333,0.561,27.2,6.9,1,1.0,128.0,101.0,23.9,58,1,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.4,1.0,2.1,0.3812,0.3267,0.5938,26.53,92.1,86.8,16.28,0.951673,57,2021,4,21,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Bradley Beal,36,33,6,3,1,2.0,0.5,0.667,0.63,36.5,0.2,7,1.0,107.0,105.0,20.3,59,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.7,1.1,2.8,0.4311999999999999,0.3934,0.6938,30.18,102.8,97.3,18.31,1.11365,58,2021,4,23,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Bradley Beal,39,33,6,3,1,0.0,0.542,0.5,0.619,32.3,2.1,2,0.833,127.0,119.0,23.5,60,1,0,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,1.1,2.8,0.4275,0.3767,0.7771,30.25,102.9,97.2,18.56,1.16631,59,2021,4,25,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
Bradley Beal,42,45,3,1,0,0.0,0.541,0.0,0.574,39.0,0.4,0,1.0,131.0,142.0,28.7,61,1,0,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.1,2.2,0.4378,0.3567,0.7938,30.790000000000003,106.8,100.4,20.44,0.980036,60,2021,4,26,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
Bradley Beal,36,27,3,3,1,0.0,0.611,0.6,0.715,27.0,4.5,4,1.0,119.0,111.0,18.4,62,1,0,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.3,1.2,2.6,0.4989,0.4166999999999999,0.8937999999999999,33.49,118.7,111.5,22.28,1.07825,61,2021,4,28,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Bradley Beal,26,19,1,3,0,0.0,0.333,0.25,0.382,41.1,-12.3,1,1.0,87.0,102.0,6.4,63,0,0,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.1,1.1,2.7,0.487,0.4017,0.9367,33.51,116.2,109.2,20.71,1.06915,62,2021,4,30,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Bradley Beal,37,29,4,3,2,0.0,0.45,0.2,0.584,31.7,1.3,3,0.909,120.0,125.0,19.3,64,0,0,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.1,1.2,2.5,0.4865,0.3967,0.9276,33.41,116.6,111.2,20.75,1.01905,63,2021,5,1,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Bradley Beal,37,26,5,6,2,1.0,0.458,0.2,0.496,30.9,-8.9,5,0.6,95.0,120.0,15.8,65,1,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3.1,1.4,2.6,0.4978000000000001,0.4166999999999999,0.8966999999999998,32.660000000000004,117.5,112.6,20.9,0.839315,64,2021,5,3,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
Bradley Beal,39,42,4,3,1,0.0,0.583,0.5,0.696,32.7,7.9,2,0.786,135.0,127.0,31.1,66,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.1,1.3,2.6,0.497,0.4,0.8878,32.62,117.1,115.2,21.110000000000003,1.11229,65,2021,5,5,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
Bradley Beal,45,28,5,5,0,0.0,0.5,1.0,0.558,24.5,0.3,1,0.714,120.0,124.0,20.6,67,0,0,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.7,3.4,1.0,2.6,0.4899,0.425,0.8841999999999999,32.29,116.9,117.6,20.8,1.08611,66,2021,5,6,3,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
Bradley Beal,39,50,5,1,1,2.0,0.613,0.429,0.698,35.8,17.9,1,0.818,142.0,111.0,39.9,68,0,0,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3.1,0.9,2.6,0.5131,0.4346,0.866,33.15,118.3,118.6,22.4,1.19107,67,2021,5,8,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69,0,1,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.8,0.8,1.9,0.4631,0.3679,0.766,29.5,107.6,108.1,20.37,1.25724,68,2021,5,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,70,0,1,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.7,1.7,0.4089,0.3178999999999999,0.6827,26.27,94.9,96.2,18.02,1.16118,69,2021,5,12,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71,1,1,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.4,0.7,1.7,0.3548,0.3178999999999999,0.5827,22.37,81.8,82.0,15.15,0.923946,70,2021,5,14,4,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
Bradley Beal,35,25,6,4,1,0.0,0.296,0.273,0.416,40.2,-5.9,3,0.857,89.0,108.0,10.3,72,1,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.7,1.6,0.3233,0.2852,0.5684,23.69,78.8,81.7,14.34,1.15389,71,2021,5,16,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
