Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Bradley Beal,35,34,8,9,2,1.0,0.545,0.286,0.655,33.2,17.4,1,0.889,148.0,105.0,33.0,11,1,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.1,4.7,1.0,2.7,0.4427,0.303,0.7948999999999999,32.79,107.8,104.1,23.48,1.16143,10,2021,1,11,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Bradley Beal,32,31,7,4,0,0.0,0.448,0.3,0.511,45.2,-1.8,4,0.667,96.0,124.0,16.0,12,0,0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.1,4.6,0.8,2.7,0.4291999999999999,0.293,0.7924,33.730000000000004,105.4,104.9,22.1,1.20345,11,2021,1,24,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Bradley Beal,35,33,5,4,0,1.0,0.429,0.2,0.523,43.0,3.7,5,1.0,98.0,109.0,18.2,13,0,0,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.3,0.8,3.1,0.4376,0.313,0.7924,34.43,104.7,103.4,22.08,1.06522,12,2021,1,26,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Bradley Beal,40,47,4,6,4,0.0,0.459,0.429,0.586,46.0,13.2,3,1.0,115.0,123.0,33.9,14,0,0,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.6,1.0,2.9,0.4385,0.3359,0.7924,35.65,105.6,105.0,23.59,1.09652,13,2021,1,27,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Bradley Beal,32,26,2,3,2,1.0,0.385,0.0,0.447,39.9,3.8,1,0.857,101.0,116.0,14.6,15,1,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.6,1.1,2.7,0.4349,0.3359,0.7857999999999999,36.35,104.5,104.0,23.22,1.2348,14,2021,1,29,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Bradley Beal,38,37,6,4,0,0.0,0.565,0.4,0.686,28.6,3.0,2,1.0,138.0,135.0,27.9,16,1,0,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.3,1.0,2.7,0.4314,0.3159,0.8058,35.57,104.9,106.9,23.43,1.1534,15,2021,1,31,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Bradley Beal,38,37,2,4,0,1.0,0.583,0.5,0.706,36.9,1.9,4,0.6,119.0,142.0,24.7,17,1,0,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4,4.2,0.9,2.9,0.4537,0.3258999999999999,0.788,36.02,106.4,110.0,23.86,1.25895,16,2021,2,2,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Bradley Beal,38,32,8,4,1,1.0,0.478,0.364,0.603,35.5,6.5,5,0.75,113.0,106.0,21.4,18,0,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.1,0.9,3.0,0.4444,0.2923,0.7763,34.89,103.9,107.5,21.43,1.1932,17,2021,2,3,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Bradley Beal,27,7,3,3,3,0.0,0.071,0.143,0.222,25.2,-9.5,1,1.0,60.0,116.0,1.8,19,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.1,1.2,2.6,0.3963,0.2622,0.7763,33.35,98.8,107.6,19.15,1.03349,18,2021,2,5,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Bradley Beal,28,31,6,0,0,0.0,0.5,0.333,0.629,37.4,9.9,1,1.0,121.0,121.0,20.4,20,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.1,1.2,2.7,0.4463,0.2955,0.8763,37.09,110.9,119.7,21.19,1.31039,19,2021,2,7,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Bradley Beal,35,35,5,7,1,1.0,0.417,0.2,0.572,39.0,13.0,2,0.933,122.0,103.0,27.5,21,0,0,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.9,1.1,2.8,0.4335,0.2869,0.8807,37.67,108.3,119.5,20.64,0.934603,20,2021,2,8,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Bradley Beal,37,24,4,5,2,0.0,0.4,0.167,0.52,27.4,-1.6,2,1.0,111.0,132.0,17.5,22,1,0,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,4.0,1.3,2.6,0.4286999999999999,0.2735999999999999,0.914,35.89,109.8,120.3,20.79,1.15823,21,2021,2,10,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Bradley Beal,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,1,1,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.6,1.3,2.1,0.3858,0.2536,0.8140000000000001,31.59,100.0,109.4,18.97,1.02551,22,2021,2,12,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Bradley Beal,33,35,7,5,2,0.0,0.556,0.444,0.766,36.4,15.8,6,1.0,120.0,85.0,27.2,24,1,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.5,1.1,2.4,0.3955,0.2551,0.8140000000000001,30.630000000000003,100.5,105.6,18.3,1.08271,23,2021,2,14,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Bradley Beal,36,37,8,3,3,0.0,0.583,0.375,0.672,34.0,6.4,3,0.75,125.0,104.0,28.7,25,1,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.5,1.2,2.6,0.4152999999999999,0.2926,0.8032999999999999,30.04,102.9,104.4,19.71,1.20894,24,2021,2,15,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Bradley Beal,36,25,4,10,0,0.0,0.4,0.2,0.531,30.6,-1.9,3,1.0,118.0,132.0,19.4,26,1,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.1,1.2,2.7,0.3988,0.2726,0.8032999999999999,30.24,100.9,104.1,18.86,1.11944,25,2021,2,17,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Bradley Beal,35,37,7,3,2,0.0,0.593,0.25,0.643,38.8,6.3,5,0.75,114.0,107.0,24.5,27,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2,4.0,1.4,2.8,0.3998,0.2476,0.8183,30.43,100.4,100.6,18.84,1.25681,26,2021,2,20,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Bradley Beal,44,33,7,6,3,0.0,0.5,0.4,0.59,31.2,4.0,5,0.778,105.0,103.0,23.7,28,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.2,1.6,2.8,0.4019999999999999,0.2512,0.8211,30.0,99.6,100.3,19.07,0.955224,27,2021,2,22,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Bradley Beal,39,28,4,10,0,0.0,0.5,0.2,0.553,32.0,-0.4,3,1.0,114.0,137.0,21.6,29,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.9,1.3,3.0,0.4448999999999999,0.2569,0.8211,30.68,105.0,102.4,21.05,1.15123,28,2021,2,23,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Bradley Beal,36,33,4,4,1,0.0,0.526,0.4,0.692,31.5,7.1,2,1.0,137.0,116.0,24.7,30,0,0,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,1.4,3.1,0.4474999999999999,0.2636,0.8211,30.09,106.6,101.9,21.48,1.13187,29,2021,2,25,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Bradley Beal,30,34,8,6,1,0.0,0.522,0.333,0.641,36.1,12.2,3,1.0,129.0,101.0,27.7,31,1,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,1.4,3.2,0.458,0.2769,0.8278000000000001,29.8,107.3,101.7,21.5,1.14372,30,2021,2,27,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Bradley Beal,39,46,7,2,2,1.0,0.552,0.5,0.671,43.2,12.0,5,0.917,120.0,109.0,33.3,32,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.9,1.4,3.5,0.4732,0.3102,0.8195,31.380000000000003,108.2,99.4,23.08,1.09509,31,2021,2,28,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Bradley Beal,36,23,6,5,1,0.0,0.444,0.25,0.557,31.6,-6.4,6,1.0,91.0,119.0,13.1,33,1,0,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.4,1.5,4.1,0.5176000000000001,0.3352,0.9195,34.540000000000006,117.3,111.3,24.39,0.73757,32,2021,3,2,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Bradley Beal,37,33,7,3,2,1.0,0.391,0.25,0.557,34.7,5.3,1,0.933,122.0,115.0,24.4,34,1,0,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.2,1.5,3.6,0.5011,0.3158,0.9128,34.37,117.5,114.3,24.11,1.2843,33,2021,3,4,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Bradley Beal,34,21,3,5,3,1.0,0.273,0.125,0.411,31.0,1.0,0,1.0,93.0,113.0,15.7,35,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.4,1.5,3.3,0.4701000000000001,0.2908,0.9378,34.07,114.3,115.2,22.81,1.03776,34,2021,3,10,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
