Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CHO,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
LaMelo Ball,29,31,9,7,2,0.0,0.478,0.778,0.649,33.8,18.5,2,1.0,127.0,109.0,26.5,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,7.0,2.0,2.0,0.478,0.778,1.0,33.8,127.0,109.0,26.5,0.0,0,2021,10,20,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LaMelo Ball,29,17,3,6,5,0.0,0.667,0.333,0.708,21.4,9.0,3,0.0,121.0,97.0,17.7,2,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,6.5,3.5,2.5,0.5725,0.5555,0.5,27.6,124.0,103.0,22.1,1.25565,1,2021,10,22,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
LaMelo Ball,26,18,5,5,0,1.0,0.444,0.167,0.488,29.7,4.0,0,1.0,111.0,98.0,13.1,3,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.666666666666667,6.0,2.333333333333333,1.6666666666666667,0.5296666666666666,0.426,0.6666666666666666,28.3,119.66666666666669,101.33333333333331,19.1,1.07588,2,2021,10,24,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
LaMelo Ball,33,25,5,9,0,0.0,0.368,0.5,0.602,33.3,1.4,6,1.0,108.0,128.0,13.9,4,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,5.5,6.75,1.75,2.75,0.48925,0.4445,0.75,29.55,116.75,108.0,17.8,0.956136,3,2021,10,25,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
LaMelo Ball,24,7,6,3,3,0.0,0.214,0.2,0.25,30.7,-15.2,3,0.0,67.0,105.0,2.3,5,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,5.6,6.0,2.0,2.8,0.4342,0.3956,0.6,29.78,106.8,107.4,14.7,1.06973,4,2021,10,27,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LaMelo Ball,30,6,5,6,0,1.0,0.143,0.0,0.202,24.2,-12.7,2,1.0,64.0,122.0,1.0,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.333333333333332,5.5,6.0,1.6666666666666667,2.6666666666666665,0.3856666666666666,0.3296666666666666,0.6666666666666666,28.85,99.66666666666669,109.83333333333331,12.416666666666666,0.885714,5,2021,10,29,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
LaMelo Ball,33,27,9,7,1,0.0,0.5,0.444,0.62,31.0,6.3,1,0.75,133.0,115.0,23.8,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.714285714285715,6.0,6.142857142857143,1.5714285714285714,2.4285714285714284,0.402,0.346,0.6785714285714286,29.15714285714285,104.42857142857144,110.57142857142856,14.042857142857144,0.896686,6,2021,10,31,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
LaMelo Ball,34,30,7,6,2,2.0,0.545,0.625,0.668,28.7,14.2,3,1.0,134.0,113.0,25.3,8,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.125,6.125,6.125,1.625,2.5,0.419875,0.380875,0.71875,29.1,108.125,110.875,15.45,0.975139,7,2021,11,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
LaMelo Ball,34,14,5,8,4,0.0,0.357,0.0,0.444,24.5,2.7,4,1.0,89.0,103.0,12.1,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.444444444444443,6.0,6.333333333333333,1.8888888888888888,2.6666666666666665,0.4128888888888889,0.3385555555555555,0.75,28.58888888888889,106.0,110.0,15.077777777777776,0.796987,8,2021,11,3,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
LaMelo Ball,31,24,3,13,0,0.0,0.643,0.5,0.806,23.7,15.0,2,1.0,153.0,145.0,25.8,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.9,5.7,7.0,1.7,2.6,0.4359,0.3547,0.775,28.1,110.7,113.5,16.15,1.00725,9,2021,11,5,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
LaMelo Ball,32,21,7,3,3,0.0,0.421,0.4,0.517,27.8,3.7,2,1.0,106.0,109.0,15.3,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,5.5,6.6,1.8,2.6,0.4302,0.3169,0.775,27.5,108.6,113.5,15.03,0.790495,10,2021,11,7,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
LaMelo Ball,42,25,16,11,1,1.0,0.421,0.375,0.578,24.2,10.3,3,1.0,126.0,108.0,26.5,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,6.8,7.1,1.4,2.6,0.4056,0.3211,0.875,27.78,109.1,114.6,15.910000000000002,0.973123,11,2021,11,8,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
LaMelo Ball,32,12,9,8,2,0.0,0.385,0.286,0.446,21.9,-3.1,4,0.0,89.0,98.0,10.0,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,7.2,7.4,1.6,3.0,0.3997,0.333,0.775,27.0,106.9,114.6,15.6,1.10139,12,2021,11,10,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
LaMelo Ball,37,12,17,9,5,1.0,0.308,0.0,0.395,21.9,5.3,4,0.8,88.0,75.0,16.8,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,8.4,7.4,2.1,2.8,0.3937,0.283,0.755,25.860000000000003,104.9,109.3,15.89,1.17063,13,2021,11,12,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
LaMelo Ball,38,21,7,5,3,0.0,0.471,0.5,0.602,26.3,3.1,4,1.0,101.0,97.0,14.9,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,8.5,7.6,2.1,2.9,0.4194,0.313,0.8550000000000001,25.42,108.3,108.5,17.15,0.902694,14,2021,11,14,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
LaMelo Ball,36,11,6,14,2,0.0,0.222,0.286,0.298,28.6,-2.2,5,1.0,82.0,95.0,8.2,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.7,8.6,8.4,2.3,3.2,0.4273,0.3416,0.8550000000000001,25.86,110.1,105.8,17.869999999999997,1.04698,15,2021,11,17,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
LaMelo Ball,39,32,11,8,1,0.0,0.545,0.444,0.673,31.7,4.1,5,1.0,119.0,116.0,26.3,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,8.8,8.5,2.3,3.6,0.4317999999999999,0.3416,0.8800000000000001,25.93,108.7,105.9,18.12,0.98315,16,2021,11,19,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
