Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CHO,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
LaMelo Ball,30,8,14,7,3,1.0,0.231,0.333,0.308,23.2,2.5,1,0.0,87.0,73.0,11.5,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,7.6,6.3,1.6,1.9,0.4349999999999999,0.3886,0.5584,24.42,113.2,102.7,13.63,1.21551,10,2021,1,11,0,0.49999999999999994,0.8660254037844387,0.0,1.0
LaMelo Ball,25,4,7,5,0,0.0,0.25,0.0,0.237,16.8,-12.9,2,0.0,61.0,107.0,1.2,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,7.8,6.7,1.5,1.9,0.41,0.3386,0.5084,22.74,109.3,103.0,12.830000000000002,0.984925,11,2021,1,13,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
LaMelo Ball,26,14,6,11,3,1.0,0.429,0.4,0.5,31.7,8.4,5,0.0,106.0,108.0,14.8,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.5,7.9,7.3,1.7,2.1,0.4196,0.3119,0.5084,24.04,111.7,104.0,13.91,1.10576,12,2021,1,14,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
LaMelo Ball,23,11,5,4,0,0.0,0.364,0.333,0.463,23.6,-2.7,1,0.5,108.0,120.0,7.4,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.4,7.6,7.2,1.6,2.0,0.386,0.2652,0.4584,24.47,105.6,106.2,12.27,1.0916,13,2021,1,16,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
LaMelo Ball,17,7,1,2,2,0.0,0.429,0.0,0.47,30.8,-11.5,5,1.0,63.0,115.0,1.6,15,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,7.4,6.8,1.6,2.3,0.386,0.2366,0.5084,24.87,101.7,106.9,11.24,1.08084,14,2021,1,22,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
LaMelo Ball,28,11,5,8,1,0.0,0.364,0.5,0.481,25.0,-3.6,4,1.0,94.0,110.0,8.2,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,7.5,7.1,1.3,2.5,0.3891,0.2616,0.5417,25.12,101.2,106.3,10.79,1.14313,15,2021,1,24,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
LaMelo Ball,21,9,2,4,0,2.0,0.4,0.0,0.398,28.4,-7.6,3,0.333,76.0,116.0,3.4,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,7.0,6.6,1.1,2.6,0.3978,0.2616,0.5083,25.23,99.9,106.7,10.05,1.08754,16,2021,1,25,0,0.49999999999999994,0.8660254037844387,0.0,1.0
LaMelo Ball,22,8,4,5,0,0.0,0.5,0.0,0.694,13.5,1.5,1,1.0,146.0,126.0,9.3,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,6.6,6.6,1.1,2.6,0.4023,0.2366,0.5083,24.17,102.8,109.5,9.76,1.07446,17,2021,1,27,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
LaMelo Ball,30,16,6,7,2,0.0,0.538,0.0,0.559,29.4,-1.2,5,0.667,99.0,105.0,13.0,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.2,6.4,1.2,2.8,0.4197,0.2166,0.5,24.47,100.8,108.6,9.739999999999998,1.08899,18,2021,1,29,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
LaMelo Ball,31,27,5,9,3,0.0,0.8,0.667,0.967,21.1,23.2,1,1.0,196.0,110.0,32.6,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,5.5,6.2,1.4,2.8,0.4305,0.2233,0.55,24.35,103.6,109.0,10.3,1.23149,19,2021,1,30,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
LaMelo Ball,31,14,5,7,0,0.0,0.273,0.5,0.513,23.9,-4.9,3,1.0,115.0,122.0,9.7,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,4.6,6.2,1.1,3.0,0.4347,0.24,0.65,24.42,106.4,113.9,10.12,1.08574,20,2021,2,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0
LaMelo Ball,38,22,7,3,2,0.0,0.5,0.5,0.635,25.8,-0.6,6,1.0,96.0,116.0,13.8,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,4.6,6.0,1.3,3.4,0.4597,0.29,0.75,25.32,109.9,114.8,11.38,1.0568,21,2021,2,3,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LaMelo Ball,39,34,4,8,2,1.0,0.519,0.444,0.6,29.1,11.0,0,0.667,136.0,134.0,29.0,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.9,4.4,5.7,1.2,2.9,0.4687,0.2944,0.8167,25.06,112.9,117.4,12.8,0.913655,22,2021,2,5,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
LaMelo Ball,30,19,7,5,1,0.0,0.412,0.5,0.531,24.5,7.2,1,1.0,126.0,97.0,15.9,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7,4.6,5.8,1.3,2.9,0.4735,0.3111,0.8667,25.15,114.7,115.1,13.65,1.14918,23,2021,2,7,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
LaMelo Ball,32,24,7,10,0,0.0,0.389,0.583,0.607,32.6,5.7,4,0.75,122.0,102.0,17.7,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,5.2,6.6,1.1,2.8,0.4695,0.3694,0.8417,25.33,120.6,113.8,15.260000000000002,1.03268,24,2021,2,8,0,0.8660254037844386,0.5000000000000001,0.0,1.0
LaMelo Ball,28,17,2,5,3,1.0,0.533,0.25,0.567,29.1,1.9,3,0.0,110.0,131.0,14.9,26,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.9,6.3,1.3,2.7,0.4864,0.3444,0.7417,25.74,122.2,115.9,15.929999999999998,1.31198,25,2021,2,10,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LaMelo Ball,37,20,11,4,3,0.0,0.533,0.25,0.63,21.9,3.2,4,1.0,114.0,103.0,16.6,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,5.8,6.3,1.6,2.8,0.4997000000000001,0.3694,0.8084,25.09,126.0,114.6,17.25,1.16781,26,2021,2,12,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
LaMelo Ball,39,17,12,8,3,1.0,0.35,0.375,0.425,26.6,-0.8,5,0.0,91.0,113.0,13.3,28,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,6.6,6.6,1.9,3.2,0.4846999999999999,0.4069,0.7084,26.4,120.5,113.3,17.65,1.0756,27,2021,2,14,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
LaMelo Ball,32,7,3,7,2,1.0,0.3,0.2,0.35,22.0,-6.7,5,0.0,75.0,99.0,3.5,29,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,6.3,6.6,1.9,3.2,0.4609,0.4269,0.6416999999999999,25.66,118.1,112.7,16.7,1.15242,28,2021,2,20,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
LaMelo Ball,38,21,7,4,3,0.0,0.4,0.286,0.492,26.8,-1.0,3,1.0,99.0,124.0,15.1,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.5,6.5,6.1,1.9,3.4,0.4209,0.3888,0.6416999999999999,26.23,108.4,114.1,14.95,1.15754,29,2021,2,22,0,0.8660254037844386,0.5000000000000001,0.0,1.0
LaMelo Ball,30,20,4,8,2,0.0,0.636,0.429,0.812,21.6,10.6,3,1.0,143.0,116.0,19.7,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,6.4,6.2,2.1,3.4,0.4572,0.3817,0.6416999999999999,26.0,111.2,113.5,15.95,1.00718,30,2021,2,24,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LaMelo Ball,37,22,7,6,1,0.0,0.438,0.375,0.564,23.6,-0.8,3,0.625,117.0,123.0,15.9,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,6.4,6.5,2.0,3.1,0.4509999999999999,0.3692,0.6042,25.78,113.3,114.2,16.160000000000004,0.991085,31,2021,2,26,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
LaMelo Ball,39,24,4,12,0,1.0,0.583,0.5,0.732,21.8,5.0,3,0.9,145.0,129.0,23.7,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.1,6.4,6.9,1.8,3.4,0.4574,0.3748,0.6275,25.05,114.2,113.7,15.63,1.05069,32,2021,2,28,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
LaMelo Ball,32,30,6,8,4,1.0,0.556,0.714,0.727,31.8,19.3,3,0.833,142.0,118.0,29.7,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.2,6.3,7.2,2.1,3.6,0.4718,0.3962,0.6108,25.78,115.8,115.8,17.009999999999998,1.04723,33,2021,3,1,0,1.0,6.123233995736766e-17,0.0,1.0
LaMelo Ball,26,19,7,5,2,0.0,0.538,0.8,0.684,26.2,4.8,4,0.5,111.0,91.0,15.9,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,6.3,6.7,2.3,3.6,0.4867,0.4179,0.5858,25.14,114.7,114.7,16.83,1.07861,34,2021,3,3,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
LaMelo Ball,29,7,5,9,1,0.0,0.273,0.2,0.318,23.9,-9.2,5,0.0,70.0,111.0,3.1,36,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,6.6,7.1,2.1,3.8,0.4607,0.4129,0.5858,24.62,110.7,112.7,15.65,1.21827,35,2021,3,11,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
LaMelo Ball,31,23,9,6,1,1.0,0.636,0.667,0.933,19.0,17.0,2,1.0,162.0,98.0,25.1,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,6.4,7.3,1.9,3.6,0.471,0.4546,0.5858,24.33,115.5,112.2,16.5,1.11752,36,2021,3,13,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
LaMelo Ball,25,16,4,4,1,0.0,0.467,0.0,0.49,27.2,-2.7,0,0.667,109.0,116.0,11.7,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.9,5.6,6.9,1.7,3.1,0.4827,0.4171,0.6525,24.39,117.3,112.5,16.34,1.25861,37,2021,3,15,0,1.0,6.123233995736766e-17,0.0,1.0
LaMelo Ball,22,14,1,2,1,0.0,0.455,0.2,0.549,28.8,-7.0,2,0.75,96.0,129.0,7.0,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,5.4,6.4,1.6,2.8,0.4982,0.4171,0.7274999999999999,25.07,119.4,115.5,16.69,1.07505,38,2021,3,17,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
LaMelo Ball,33,26,5,7,1,0.0,0.556,0.4,0.644,34.0,0.7,6,0.8,105.0,118.0,16.4,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,5.2,6.7,1.4,3.1,0.5138,0.4285,0.7074999999999999,25.79,120.0,114.9,16.82,1.15928,39,2021,3,18,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
LaMelo Ball,22,13,5,2,3,0.0,0.333,0.25,0.431,33.3,-1.4,1,0.571,92.0,120.0,8.3,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,5.3,6.1,1.5,2.9,0.4835,0.4105999999999999,0.6646,26.96,114.9,115.3,15.679999999999998,1.07734,40,2021,3,20,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
LaMelo Ball,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.2,4.6,5.5,1.4,2.6,0.4397,0.3731,0.6021,24.6,103.2,103.0,14.089999999999998,1.14123,41,2021,3,22,0,1.0,6.123233995736766e-17,0.0,1.0
LaMelo Ball,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,4.2,4.3,1.4,2.3,0.3814,0.3231,0.5121,22.42,88.7,90.1,11.72,0.954792,42,2021,3,24,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
LaMelo Ball,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,3.6,3.5,1.0,2.0,0.3258,0.2517,0.4288,19.24,74.5,78.3,8.75,1.26135,43,2021,3,26,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
