Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CHO,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
LaMelo Ball,31,15,6,10,1,0.0,0.267,0.364,0.447,26.5,-0.2,3,0.75,105.0,106.0,11.7,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,10.0,1.0,3.0,0.267,0.364,0.75,26.5,105.0,106.0,11.7,0.0,0,2023,10,25,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LaMelo Ball,33,20,9,9,2,1.0,0.235,0.286,0.449,31.5,5.0,4,0.833,97.0,102.0,17.4,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,7.5,9.5,1.5,3.5,0.251,0.3249999999999999,0.7915,29.0,101.0,104.0,14.55,1.05926,1,2023,10,27,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
LaMelo Ball,22,8,3,8,2,0.0,0.25,0.0,0.311,30.8,-13.9,3,1.0,75.0,123.0,3.9,3,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.333333333333334,6.0,9.0,1.6666666666666667,3.333333333333333,0.2506666666666666,0.2166666666666666,0.8610000000000001,29.6,92.33333333333331,110.33333333333331,11.0,1.20163,2,2023,10,30,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
LaMelo Ball,33,19,1,5,1,0.0,0.467,0.333,0.567,24.3,-4.8,3,0.75,114.0,132.0,11.5,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,4.75,8.0,1.5,3.25,0.30475,0.24575,0.83325,28.275,97.75,115.75,11.125,1.09307,3,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
LaMelo Ball,31,11,2,11,2,0.0,0.267,0.286,0.356,29.9,-11.0,6,1.0,84.0,127.0,4.8,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,4.2,8.6,1.6,3.8,0.2972,0.2537999999999999,0.8666,28.6,95.0,118.0,9.86,1.0878,4,2023,11,4,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
LaMelo Ball,39,30,10,13,1,1.0,0.478,0.5,0.617,28.9,10.4,3,1.0,126.0,117.0,27.5,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.166666666666668,5.166666666666667,9.333333333333334,1.5,3.6666666666666665,0.3273333333333333,0.2948333333333333,0.8888333333333334,28.65,100.16666666666669,117.83333333333331,12.8,1.23701,5,2023,11,5,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
LaMelo Ball,36,34,4,7,1,0.0,0.591,0.333,0.678,36.0,2.3,6,0.714,123.0,135.0,24.1,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.571428571428573,5.0,9.0,1.4285714285714286,4.0,0.3649999999999999,0.3002857142857142,0.8638571428571428,29.7,103.42857142857144,120.28571428571428,14.414285714285716,1.27734,6,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
LaMelo Ball,38,25,6,6,2,0.0,0.474,0.5,0.602,22.0,3.2,2,0.75,137.0,116.0,20.1,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.25,5.125,8.625,1.5,3.75,0.378625,0.32525,0.849625,28.7375,107.625,119.75,15.125,1.08665,7,2023,11,10,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
LaMelo Ball,33,32,7,6,1,1.0,0.65,0.5,0.766,30.4,19.4,2,1.0,153.0,136.0,29.6,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55555555555556,5.333333333333333,8.333333333333334,1.4444444444444444,3.555555555555556,0.4087777777777777,0.3446666666666667,0.8663333333333333,28.922222222222224,112.66666666666669,121.55555555555556,16.733333333333334,1.05197,8,2023,11,12,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
LaMelo Ball,39,28,6,11,3,0.0,0.346,0.4,0.489,41.4,-0.4,8,1.0,99.0,116.0,16.7,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,5.4,8.6,1.6,4.0,0.4025,0.3501999999999999,0.8797,30.17,111.3,121.0,16.73,1.11909,9,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
