Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_GSW,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Stephen Curry,35,37,6,9,1,2.0,0.519,0.417,0.634,38.4,13.5,4,0.8,126.0,115.0,29.0,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,2.9,4.3,1.2,2.7,0.3417,0.2972,0.655,22.02,81.9,77.1,13.48,1.23623,10,2024,11,12,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Stephen Curry,26,13,8,5,4,0.0,0.444,0.429,0.658,18.6,8.8,3,1.0,115.0,93.0,14.8,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,3.4,4.4,1.4,2.7,0.3511,0.3093,0.655,20.5,83.2,77.8,13.929999999999998,1.17499,11,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Stephen Curry,32,26,7,6,0,1.0,0.476,0.4,0.619,31.9,9.2,3,0.0,111.0,104.0,19.3,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,3.7,4.4,1.2,2.4,0.3442,0.2922,0.5549999999999999,20.98,83.4,77.7,14.419999999999998,1.079,12,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Stephen Curry,30,23,4,8,2,1.0,0.7,0.667,0.943,22.1,14.3,5,1.0,131.0,89.0,23.3,14,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,4.1,5.2,1.4,2.9,0.4142,0.3589,0.655,23.19,96.5,86.6,16.75,1.07156,13,2024,11,20,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Stephen Curry,33,19,7,7,1,1.0,0.462,0.571,0.663,22.7,5.0,4,1.0,117.0,107.0,15.8,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,4.8,5.9,1.5,3.3,0.4604,0.416,0.755,25.46,108.2,97.3,18.33,1.31215,14,2024,11,22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Stephen Curry,32,14,7,5,0,0.0,0.313,0.3,0.426,26.3,-3.5,3,1.0,89.0,117.0,7.8,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.1,5.5,6.4,1.5,3.6,0.4916999999999999,0.446,0.8550000000000001,28.09,117.1,109.0,19.11,1.06211,15,2024,11,23,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Stephen Curry,29,28,4,7,1,0.0,0.471,0.5,0.746,31.2,12.4,3,1.0,134.0,130.0,23.4,17,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,5.6,6.5,1.6,3.7,0.4920999999999999,0.4516,0.8550000000000001,27.92,116.9,110.5,19.51,1.07516,16,2024,11,25,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,4.9,5.6,1.2,3.4,0.445,0.4072,0.755,25.06,103.3,100.2,16.75,1.07495,17,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Stephen Curry,32,23,7,4,0,0.0,0.381,0.3,0.496,31.6,1.1,0,0.8,109.0,123.0,16.0,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,5.5,5.8,1.0,2.8,0.4330999999999999,0.4122,0.735,25.48,107.0,99.7,17.880000000000003,1.22262,18,2024,11,30,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Stephen Curry,34,24,7,11,0,0.0,0.348,0.267,0.485,34.9,0.6,5,1.0,99.0,120.0,16.3,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,5.7,6.2,0.9,3.0,0.4114,0.3851,0.76,25.77,103.1,99.8,16.57,1.21827,19,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.1,5.3,0.8,2.6,0.3595,0.3434,0.68,21.93,90.5,88.3,13.670000000000002,1.19121,20,2024,12,5,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Stephen Curry,32,23,2,4,0,0.0,0.353,0.333,0.56,31.5,3.1,3,1.0,108.0,114.0,14.3,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.5,5.2,0.4,2.6,0.3504,0.3338,0.68,23.22,89.8,90.4,13.62,0.785372,21,2024,12,6,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Stephen Curry,35,30,4,8,1,0.0,0.444,0.455,0.657,32.1,11.1,3,0.818,133.0,115.0,24.6,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,4.2,5.4,0.5,2.6,0.3472,0.3393,0.7618,23.24,92.0,91.5,14.15,0.862379,22,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Stephen Curry,34,19,3,5,2,1.0,0.471,0.333,0.545,23.9,8.0,1,0.0,118.0,98.0,16.4,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.1,5.1,0.5,2.2,0.3243,0.3058999999999999,0.6618,23.42,90.7,92.4,13.46,1.07098,23,2024,12,11,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Stephen Curry,35,26,5,10,1,0.0,0.474,0.538,0.669,24.6,6.1,2,1.0,138.0,142.0,23.4,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,3.9,5.4,0.5,2.0,0.3255,0.3026,0.6618,23.61,92.8,95.9,14.22,1.1663,24,2024,12,15,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Stephen Curry,24,2,3,1,1,1.0,0.0,0.0,0.127,16.4,-17.1,2,1.0,28.0,137.0,-1.6,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,3.5,5.0,0.6,1.9,0.2941999999999999,0.2726,0.6618,22.62,86.7,97.9,13.279999999999998,1.0141,25,2024,12,19,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Stephen Curry,34,31,3,10,1,0.0,0.476,0.438,0.668,31.4,17.0,1,0.8,141.0,111.0,27.4,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,3.4,5.3,0.6,1.7,0.2947,0.2663999999999999,0.6418,22.64,87.4,96.0,13.68,1.29267,26,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Stephen Curry,35,10,5,7,0,3.0,0.154,0.222,0.339,21.8,-6.2,3,1.0,80.0,113.0,6.8,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,3.9,6.0,0.6,2.0,0.3101,0.2885999999999999,0.7418,24.82,95.4,107.3,14.36,0.974984,27,2024,12,23,0,-2.4492935982947064e-16,1.0,0.0,1.0
Stephen Curry,36,38,1,6,0,0.0,0.583,0.533,0.764,35.6,11.8,4,1.0,133.0,130.0,26.1,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,3.3,6.2,0.6,2.4,0.3303,0.3119,0.7618,25.22,97.8,108.0,15.37,1.17249,28,2024,12,25,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,2.6,5.1,0.6,1.9,0.2955,0.2852,0.6618,21.73,87.9,96.0,13.739999999999998,0.987876,29,2024,12,27,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Stephen Curry,35,22,6,6,1,0.0,0.409,0.308,0.5,31.2,-2.1,5,0.0,97.0,112.0,11.8,31,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,3.2,5.7,0.7,2.4,0.3364,0.316,0.6618,24.85,97.6,107.2,14.919999999999998,1.02283,30,2024,12,28,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Stephen Curry,29,11,2,3,1,1.0,0.286,0.273,0.393,19.7,-0.3,1,0.0,84.0,108.0,5.8,32,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,3.2,5.6,0.8,2.2,0.3297,0.31,0.5618000000000001,23.67,95.2,106.6,14.070000000000002,1.25,31,2024,12,30,0,-2.4492935982947064e-16,1.0,0.0,1.0
Stephen Curry,30,30,6,10,1,0.0,0.733,1.0,1.0,25.9,23.1,2,0.0,173.0,107.0,31.7,33,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,3.4,5.8,0.8,2.1,0.3586,0.3645,0.48,23.05,99.2,105.8,14.78,1.12972,32,2025,1,2,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.1,5.3,0.6,2.0,0.3115,0.3312,0.48,20.66,87.4,96.0,13.139999999999995,1.26013,33,2025,1,4,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Stephen Curry,30,26,7,0,1,0.0,0.667,0.5,0.888,27.2,5.6,4,1.0,128.0,128.0,18.7,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,3.3,4.3,0.6,2.2,0.3308,0.3274,0.48,20.92,86.4,94.6,12.67,1.21447,34,2025,1,5,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Stephen Curry,33,31,7,0,1,2.0,0.5,0.471,0.691,33.9,8.8,4,1.0,103.0,113.0,19.7,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,3.7,4.2,0.6,2.4,0.3807999999999999,0.3745,0.48,22.67,93.9,92.2,14.8,1.0505,35,2025,1,7,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Stephen Curry,36,17,9,6,2,0.0,0.238,0.143,0.366,31.3,-6.8,3,1.0,89.0,106.0,10.6,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,4.3,3.8,0.7,2.6,0.357,0.345,0.5,22.66,88.7,91.7,13.12,0.971861,36,2025,1,9,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,3.8,3.1,0.7,2.3,0.3416,0.3228,0.4,20.48,80.7,80.4,12.44,1.05892,37,2025,1,10,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Stephen Curry,35,26,7,7,1,0.0,0.529,0.4,0.693,27.7,8.6,4,1.0,128.0,113.0,21.3,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,4.4,3.2,0.8,2.3,0.3362,0.3095,0.4,19.69,80.2,78.7,11.96,1.19534,38,2025,1,13,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Stephen Curry,37,31,1,8,1,0.0,0.476,0.583,0.681,29.3,12.0,1,1.0,155.0,139.0,26.2,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,4.5,4.0,0.9,2.4,0.3838,0.3678,0.5,22.62,95.7,92.6,14.579999999999998,1.03998,39,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Stephen Curry,34,26,5,6,1,1.0,0.455,0.286,0.568,28.7,6.1,1,1.0,130.0,118.0,21.0,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.8,4.4,4.0,0.9,2.0,0.3883999999999999,0.3656,0.6,22.37,99.0,93.2,15.5,1.22902,40,2025,1,18,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Stephen Curry,27,18,3,4,2,0.0,0.375,0.333,0.533,31.9,2.1,3,1.0,91.0,128.0,10.7,42,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.5,4.1,1.0,2.2,0.3973,0.3716,0.7,23.59,99.7,95.2,15.99,1.06619,41,2025,1,20,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Stephen Curry,34,14,3,12,0,0.0,0.545,0.25,0.612,17.6,2.9,3,1.0,134.0,129.0,15.0,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.9,4.2,4.3,0.9,2.3,0.3785,0.2966,0.8,22.76,95.8,97.4,14.32,0.910747,42,2025,1,22,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Stephen Curry,31,21,4,7,0,0.0,0.421,0.417,0.553,28.5,0.6,3,0.0,114.0,112.0,14.4,44,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.6,5.0,0.9,2.6,0.4206,0.3383,0.8,25.610000000000003,107.2,108.6,15.76,0.973332,43,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
