Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_GSW,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Stephen Curry,36,21,10,10,3,0.0,0.238,0.25,0.421,31.2,1.8,4,1.0,94.0,97.0,17.3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,10.0,3.0,4.0,0.238,0.25,1.0,31.2,94.0,97.0,17.3,0.0,0,2021,10,19,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Stephen Curry,38,45,10,1,1,1.0,0.64,0.615,0.827,37.3,13.8,6,1.0,124.0,108.0,32.5,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,10.0,5.5,2.0,5.0,0.439,0.4325,1.0,34.25,109.0,102.5,24.9,0.0,1,2021,10,21,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Stephen Curry,35,27,7,10,3,0.0,0.391,0.267,0.527,34.3,9.2,3,0.833,114.0,106.0,23.2,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,9.0,7.0,2.333333333333333,4.333333333333333,0.423,0.3773333333333333,0.9443333333333334,34.266666666666666,110.66666666666669,103.66666666666669,24.33333333333333,1.02373,2,2021,10,24,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Stephen Curry,32,23,6,4,0,1.0,0.429,0.444,0.673,29.6,3.2,4,1.0,114.0,107.0,16.9,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.25,6.25,1.75,4.25,0.4245,0.394,0.95825,33.1,111.5,104.5,22.475,1.17632,3,2021,10,26,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Stephen Curry,41,36,7,8,1,0.0,0.379,0.35,0.561,41.2,9.9,5,1.0,103.0,99.0,23.4,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,8.0,6.6,1.6,4.4,0.4154,0.3852,0.9666,34.72,109.8,103.4,22.66,1.12758,4,2021,10,28,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Stephen Curry,27,20,5,6,1,1.0,0.438,0.4,0.625,28.8,13.4,2,0.0,116.0,81.0,16.6,6,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.666666666666668,7.5,6.5,1.5,4.0,0.4191666666666667,0.3876666666666666,0.8055,33.733333333333334,110.83333333333331,99.66666666666669,21.65,1.08786,5,2021,10,30,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Stephen Curry,35,15,8,9,1,1.0,0.4,0.273,0.5,23.4,-0.5,4,0.0,99.0,91.0,12.5,7,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.714285714285715,7.571428571428571,6.857142857142857,1.4285714285714286,4.0,0.4164285714285714,0.3712857142857143,0.6904285714285715,32.25714285714286,109.14285714285714,98.42857142857144,20.342857142857145,1.06516,6,2021,11,3,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Stephen Curry,30,19,3,6,0,2.0,0.313,0.385,0.535,28.0,4.0,1,1.0,119.0,92.0,14.9,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,7.0,6.75,1.25,3.625,0.4035,0.373,0.729125,31.725,110.375,97.625,19.6625,1.13951,7,2021,11,5,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Stephen Curry,27,20,3,2,3,0.0,0.5,0.364,0.625,26.3,8.2,0,0.0,129.0,103.0,16.9,9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.11111111111111,6.555555555555555,6.222222222222222,1.4444444444444444,3.2222222222222223,0.4142222222222222,0.372,0.6481111111111111,31.122222222222224,112.44444444444444,98.22222222222224,19.355555555555554,0.976989,8,2021,11,7,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Stephen Curry,35,50,7,10,4,1.0,0.5,0.474,0.741,42.7,32.0,2,1.0,153.0,101.0,48.6,10,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,6.6,6.6,1.7,3.1,0.4227999999999999,0.3822,0.6833,32.28,116.5,98.5,22.28,1.14746,9,2021,11,8,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Stephen Curry,34,25,5,6,1,0.0,0.5,0.333,0.64,26.7,5.2,3,0.75,133.0,117.0,19.1,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.1,6.2,1.5,3.0,0.449,0.3905,0.6583,31.83,120.4,100.5,22.46,1.16673,10,2021,11,10,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Stephen Curry,34,40,4,5,1,1.0,0.625,0.529,0.818,36.8,18.3,6,1.0,125.0,96.0,29.2,12,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,5.5,6.6,1.5,3.0,0.4474999999999999,0.3819,0.6583,31.78,120.5,99.3,22.130000000000003,1.08602,11,2021,11,12,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
