Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_GSW,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Stephen Curry,33,33,6,7,4,1.0,0.455,0.308,0.636,34.5,16.5,4,1.0,121.0,89.0,29.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,7.0,4.0,4.0,0.455,0.308,1.0,34.5,121.0,89.0,29.0,0.0,0,2022,10,18,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Stephen Curry,36,34,5,4,0,0.0,0.455,0.455,0.655,32.8,3.0,3,1.0,122.0,127.0,23.5,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,5.5,5.5,2.0,3.5,0.455,0.3815,1.0,33.65,121.5,108.0,26.25,1.17549,1,2022,10,21,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Stephen Curry,31,33,5,2,1,0.0,0.5,0.583,0.694,34.0,7.6,2,1.0,124.0,115.0,22.7,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.333333333333336,5.333333333333333,4.333333333333333,1.6666666666666667,3.0,0.47,0.4486666666666667,1.0,33.766666666666666,122.33333333333331,110.33333333333331,25.066666666666663,1.11111,2,2022,10,23,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Stephen Curry,30,21,7,8,1,0.0,0.412,0.444,0.547,29.1,8.9,1,0.6,119.0,130.0,18.4,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,5.75,5.25,1.5,2.5,0.4555,0.4475,0.9,32.6,121.5,115.25,23.4,0.9684,3,2022,10,25,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Stephen Curry,37,33,7,9,1,0.0,0.591,0.5,0.75,27.6,17.6,3,0.0,150.0,112.0,29.6,5,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,6.0,6.0,1.4,2.6,0.4826,0.458,0.72,31.6,127.2,114.6,24.64,0.993034,4,2022,10,27,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Stephen Curry,39,31,11,6,1,0.0,0.455,0.231,0.607,32.0,5.8,2,1.0,121.0,110.0,24.1,6,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.83333333333333,6.833333333333333,6.0,1.3333333333333333,2.5,0.478,0.4201666666666666,0.7666666666666666,31.666666666666668,126.16666666666669,113.83333333333331,24.55,1.09311,5,2022,10,29,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Stephen Curry,35,32,6,3,2,0.0,0.417,0.286,0.572,34.0,6.8,1,0.889,122.0,124.0,23.3,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6.714285714285714,5.571428571428571,1.4285714285714286,2.2857142857142856,0.4692857142857143,0.4009999999999999,0.7841428571428571,32.0,125.57142857142856,115.28571428571428,24.37142857142857,1.33595,6,2022,10,30,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Stephen Curry,34,23,13,13,1,0.0,0.5,0.4,0.71,26.5,12.9,5,1.0,135.0,116.0,25.4,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.5,6.5,1.375,2.625,0.473125,0.400875,0.811125,31.3125,126.75,115.375,24.5,1.14149,7,2022,11,1,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Stephen Curry,38,39,3,9,0,0.0,0.591,0.533,0.806,31.1,12.1,5,1.0,138.0,128.0,30.2,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0,6.777777777777778,1.2222222222222223,2.888888888888889,0.4862222222222223,0.4155555555555555,0.8321111111111111,31.28888888888889,128.0,116.77777777777776,25.133333333333333,1.04036,8,2022,11,3,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,6.3,6.1,1.1,2.6,0.4376,0.374,0.7489,28.160000000000004,115.2,105.1,22.62,1.03941,9,2022,11,4,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
