Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_GSW,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Stephen Curry,31,27,5,1,1,0.0,0.4,0.286,0.585,31.5,6.3,2,1.0,117.0,109.0,15.8,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,1.0,1.0,2.0,0.4,0.286,1.0,31.5,117.0,109.0,15.8,0.0,0,2023,10,24,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Stephen Curry,35,41,4,4,2,0.0,0.737,0.7,0.947,31.5,18.9,4,1.0,150.0,112.0,35.7,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,4.5,2.5,1.5,3.0,0.5685,0.493,1.0,31.5,133.5,110.5,25.75,1.07433,1,2023,10,27,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Stephen Curry,31,24,7,6,0,1.0,0.375,0.429,0.644,28.5,13.7,1,1.0,136.0,104.0,21.2,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.666666666666668,5.333333333333333,3.6666666666666665,1.0,2.333333333333333,0.504,0.4716666666666667,1.0,30.5,134.33333333333334,108.33333333333331,24.23333333333333,1.09661,2,2023,10,29,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Stephen Curry,30,42,5,5,2,0.0,0.682,0.538,0.837,37.2,28.0,3,0.714,157.0,101.0,35.4,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,5.25,4.0,1.25,2.5,0.5485,0.48825,0.9285,32.175,140.0,106.5,27.025,0.84816,3,2023,10,30,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Stephen Curry,32,21,5,3,0,0.0,0.467,0.4,0.643,33.1,-6.3,7,1.0,86.0,113.0,9.1,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,5.2,3.8,1.0,3.4,0.5322,0.4706,0.9428,32.36,129.2,107.8,23.44,1.06925,4,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Stephen Curry,31,30,8,7,2,0.0,0.6,0.5,0.83,26.8,15.4,3,1.0,157.0,129.0,30.2,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.83333333333333,5.666666666666667,4.333333333333333,1.1666666666666667,3.333333333333333,0.5435,0.4755,0.9523333333333334,31.433333333333334,133.83333333333334,111.33333333333331,24.566666666666663,1.02972,5,2023,11,3,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Stephen Curry,31,28,2,4,1,0.0,0.5,0.636,0.751,31.9,9.7,6,0.833,108.0,120.0,18.0,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.428571428571427,5.142857142857143,4.285714285714286,1.1428571428571428,3.7142857142857135,0.5372857142857143,0.4984285714285714,0.9352857142857144,31.5,130.14285714285714,112.57142857142856,23.628571428571423,1.13469,6,2023,11,5,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Stephen Curry,33,34,2,4,0,0.0,0.462,0.412,0.612,38.6,6.8,3,0.75,120.0,122.0,20.2,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.875,4.75,4.25,1.0,3.625,0.527875,0.487625,0.912125,32.3875,128.875,113.75,23.2,1.1798,7,2023,11,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Stephen Curry,34,23,5,4,1,0.0,0.353,0.462,0.599,29.0,6.1,3,1.0,114.0,115.0,15.4,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.777777777777778,4.222222222222222,1.0,3.555555555555556,0.5084444444444445,0.4847777777777778,0.921888888888889,32.01111111111111,127.22222222222224,113.88888888888889,22.33333333333333,1.1205,8,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Stephen Curry,33,30,3,2,1,1.0,0.375,0.286,0.545,37.7,5.1,4,1.0,104.0,115.0,16.8,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.6,4.0,1.0,3.6,0.4951,0.4649,0.9297,32.58,124.9,114.0,21.78,1.20854,9,2023,11,11,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Stephen Curry,36,38,5,3,1,0.0,0.44,0.385,0.627,38.3,10.2,5,0.917,116.0,118.0,23.7,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,4.6,4.2,1.0,3.9,0.4991,0.4748,0.9214,33.260000000000005,124.8,114.9,22.57,1.03359,10,2023,11,12,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.2,3.8,0.8,3.5,0.4253999999999999,0.4048,0.8214,30.110000000000003,109.8,103.7,19.0,1.0703,11,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,3.5,3.2,0.8,3.4,0.3879,0.3619,0.7214,27.26,96.2,93.3,16.880000000000003,0.791719,12,2023,11,16,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Stephen Curry,40,25,7,3,0,0.0,0.381,0.455,0.549,26.7,-2.2,2,1.0,108.0,124.0,14.9,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,3.7,3.0,0.6,3.3,0.3578,0.3536,0.75,26.21,91.3,95.6,14.829999999999998,1.05339,13,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Stephen Curry,35,32,5,1,0,0.0,0.571,0.556,0.83,32.3,3.9,4,0.917,131.0,127.0,22.4,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.7,2.8,0.6,3.0,0.3681999999999999,0.3692,0.7417,26.130000000000003,95.8,97.0,16.16,1.02177,14,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
