Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Aaron Gordon,29,12,8,4,0,1.0,0.833,1.0,0.872,15.7,6.1,3,0.5,133.0,100.0,12.3,1,0,0,12.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,3.0,0.833,1.0,0.5,15.7,133.0,100.0,12.3,0.0,0,2021,10,20,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Aaron Gordon,30,8,5,1,0,0.0,0.5,0.0,0.581,14.4,-7.9,3,1.0,92.0,100.0,3.0,2,1,0,10.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,2.5,0.0,3.0,0.6665,0.5,0.75,15.05,112.5,100.0,7.65,0.962899,1,2021,10,22,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Aaron Gordon,28,12,9,1,0,0.0,0.357,0.2,0.403,27.2,-6.8,3,0.5,76.0,107.0,4.6,3,1,0,10.666666666666666,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,2.0,0.0,3.0,0.5633333333333334,0.3999999999999999,0.6666666666666666,19.1,100.33333333333331,102.33333333333331,6.633333333333333,0.959838,2,2021,10,25,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Aaron Gordon,34,20,7,1,1,1.0,0.692,0.0,0.678,24.8,-3.3,4,0.5,105.0,121.0,12.6,4,0,0,13.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.25,1.75,0.25,3.25,0.5954999999999999,0.3,0.625,20.525,101.5,107.0,8.125,0.939972,3,2021,10,26,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Aaron Gordon,24,13,5,2,1,1.0,0.667,0.5,0.689,21.6,8.4,2,0.0,111.0,74.0,11.3,5,1,0,13.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,1.8,0.4,3.0,0.6098,0.3399999999999999,0.5,20.74,103.4,100.4,8.76,0.998487,4,2021,10,29,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Aaron Gordon,31,12,4,2,2,2.0,0.4,0.0,0.51,16.0,5.3,0,1.0,126.0,97.0,13.4,6,0,0,12.833333333333334,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,1.8333333333333333,0.6666666666666666,2.5,0.5748333333333333,0.2833333333333333,0.5833333333333334,19.95,107.16666666666669,99.83333333333331,9.533333333333331,1.04323,5,2021,10,30,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Aaron Gordon,28,15,10,1,0,0.0,0.5,0.4,0.563,22.8,0.4,1,0.333,107.0,111.0,12.1,7,0,0,13.142857142857142,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857142857142857,1.7142857142857142,0.5714285714285714,2.2857142857142856,0.5641428571428572,0.3,0.5475714285714286,20.357142857142858,107.14285714285714,101.42857142857144,9.9,1.24038,6,2021,11,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Aaron Gordon,30,9,1,1,0,2.0,0.8,1.0,0.9,8.9,-1.0,1,0.0,146.0,114.0,6.9,8,0,1,12.625,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,1.625,0.5,2.125,0.593625,0.3875,0.479125,18.925,112.0,103.0,9.525,0.953551,7,2021,11,3,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Aaron Gordon,28,9,3,2,0,2.0,0.429,0.5,0.643,12.9,3.6,1,0.0,119.0,102.0,8.0,9,1,1,12.22222222222222,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.777777777777778,1.6666666666666667,0.4444444444444444,2.0,0.5753333333333334,0.4,0.4258888888888889,18.25555555555556,112.77777777777776,102.88888888888889,9.355555555555556,1.1377,8,2021,11,6,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Aaron Gordon,36,10,7,3,0,1.0,0.364,0.0,0.421,17.8,-7.6,3,1.0,83.0,105.0,5.0,10,1,0,12.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1.8,0.4,2.1,0.5542,0.36,0.4833,18.21,109.8,103.1,8.92,1.24932,9,2021,11,8,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
