Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_UTA,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Lauri Markkanen,36,49,8,1,0,1.0,0.556,0.4,0.749,39.4,14.1,0,1.0,152.0,118.0,40.3,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,8.3,0.9,0.5,1.0,0.526,0.4089,0.9117,27.58,140.0,120.4,24.03,1.1714,40,2023,1,5,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Lauri Markkanen,36,28,4,3,3,0.0,0.6,0.286,0.657,27.7,4.6,2,0.667,116.0,121.0,21.9,42,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,8.3,1.0,0.8,1.2,0.5322,0.3875,0.8783999999999998,28.12,138.1,118.9,24.83,1.16895,41,2023,1,7,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,29,21,8,1,0,2.0,0.444,0.25,0.531,28.9,-1.2,1,1.0,109.0,116.0,15.1,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,8.5,1.0,0.6,1.1,0.5183000000000001,0.3625,0.9084,28.65,135.7,118.3,24.41,1.09956,42,2023,1,8,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Lauri Markkanen,39,25,16,1,1,0.0,0.333,0.2,0.517,26.0,2.2,1,0.857,121.0,113.0,19.9,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,9.6,1.0,0.6,1.1,0.4866,0.3133,0.9191,28.559999999999995,131.8,118.1,23.42,0.998472,43,2023,1,10,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Lauri Markkanen,36,28,12,2,1,1.0,0.308,0.5,0.629,29.0,4.1,5,0.81,119.0,102.0,20.2,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,10.3,1.1,0.7,1.5,0.4674,0.3189,0.9001000000000001,28.94,130.5,116.3,24.08,1.06053,44,2023,1,13,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,9.1,1.0,0.7,1.5,0.423,0.2889,0.8001000000000001,26.53,115.1,104.5,21.29,1.22864,45,2023,1,14,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,7.5,0.9,0.6,1.3,0.3775,0.2351,0.7333999999999999,23.559999999999995,104.0,94.0,19.08,1.04589,46,2023,1,16,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Lauri Markkanen,33,34,12,1,1,2.0,0.55,0.75,0.751,31.2,15.3,0,1.0,154.0,99.0,30.7,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,8.2,1.0,0.7,1.2,0.3658,0.2958,0.7333999999999999,23.35,106.1,91.1,19.5,1.20816,47,2023,1,18,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Lauri Markkanen,37,22,11,1,1,0.0,0.5,0.6,0.688,21.7,6.0,2,0.0,121.0,126.0,17.8,49,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,7.9,1.1,0.7,1.3,0.3691,0.3129,0.6334,23.08,102.3,91.3,18.61,1.09679,48,2023,1,20,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Lauri Markkanen,32,25,11,2,1,1.0,0.571,0.5,0.751,24.4,9.5,2,0.833,134.0,95.0,21.2,50,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,8.2,1.2,0.8,1.3,0.3862,0.3486,0.6167,22.83,102.6,89.0,18.71,1.12408,49,2023,1,23,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Lauri Markkanen,34,24,4,1,0,0.0,0.438,0.5,0.615,25.0,-2.6,0,0.875,130.0,139.0,17.5,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.7,7.8,1.2,0.8,1.3,0.3744,0.3586,0.6042,21.39,100.4,91.1,16.43,1.22233,50,2023,1,25,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Lauri Markkanen,36,29,5,0,1,1.0,0.55,0.5,0.666,28.0,5.2,1,0.75,131.0,110.0,20.4,52,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,7.9,0.9,0.6,1.2,0.3694,0.38,0.6125,21.42,101.9,90.0,16.279999999999998,1.04453,51,2023,1,28,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,36,28,13,1,1,1.0,0.538,0.444,0.805,25.8,3.5,4,1.0,137.0,119.0,23.6,53,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.5,8.4,0.9,0.7,1.5,0.3788,0.3994,0.6125,21.110000000000003,104.7,90.3,17.130000000000003,1.1875,52,2023,2,1,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Lauri Markkanen,37,25,10,1,0,0.0,0.421,0.273,0.566,25.2,4.8,0,0.857,130.0,118.0,19.4,54,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,7.8,0.9,0.6,1.4,0.3876,0.4067,0.6125,21.03,105.6,90.8,17.08,0.966417,53,2023,2,3,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Lauri Markkanen,36,19,7,0,2,1.0,0.529,0.143,0.559,22.6,-3.4,2,0.0,101.0,122.0,11.5,55,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,7.3,0.7,0.7,1.1,0.4097,0.371,0.5315000000000001,20.39,103.8,92.8,16.21,1.17909,54,2023,2,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Lauri Markkanen,23,21,5,3,0,0.0,0.5,0.429,0.622,31.7,3.1,2,1.0,121.0,144.0,14.2,56,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,7.8,1.0,0.7,1.3,0.4597,0.4139,0.6315000000000001,23.56,115.9,107.2,17.630000000000003,1.3594,55,2023,2,8,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Lauri Markkanen,38,23,9,5,1,0.0,0.45,0.286,0.539,26.2,-0.7,3,1.0,107.0,111.0,16.4,57,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,8.7,1.5,0.8,1.6,0.5047,0.4425,0.7315,26.18,126.6,118.3,19.27,0.912477,56,2023,2,10,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Lauri Markkanen,35,29,5,3,0,3.0,0.391,0.3,0.529,34.1,5.6,0,0.8,126.0,138.0,22.6,58,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,8.0,1.7,0.7,1.6,0.4888,0.3975,0.7115,26.47,123.8,122.2,18.46,1.22649,57,2023,2,11,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,37,29,11,2,0,0.0,0.5,0.222,0.628,30.1,0.0,3,1.0,123.0,118.0,20.7,59,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,8.0,1.8,0.6,1.7,0.4888,0.3597,0.8115,27.31,124.0,121.4,18.75,1.34019,58,2023,2,13,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,6.9,1.6,0.5,1.5,0.4317,0.3097,0.7282,24.87,110.6,111.9,16.630000000000003,1.21228,59,2023,2,15,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Lauri Markkanen,40,43,10,2,0,0.0,0.536,0.25,0.664,35.9,8.7,4,1.0,129.0,115.0,30.6,61,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,7.5,1.7,0.5,1.9,0.4415,0.2847,0.7407,25.96,110.5,109.5,17.94,0.867307,60,2023,2,23,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Lauri Markkanen,32,27,4,2,0,0.0,0.529,0.429,0.687,27.3,3.7,2,1.0,132.0,108.0,19.3,62,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.4,7.4,1.9,0.4,2.0,0.4394,0.2775999999999999,0.7657,25.89,110.6,109.3,17.830000000000002,1.37181,61,2023,2,25,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,35,28,10,1,1,0.0,0.429,0.5,0.571,31.2,5.8,3,0.75,111.0,102.0,18.6,63,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.4,7.1,1.9,0.4,1.9,0.4285,0.2832,0.7407,26.43,108.0,107.6,17.33,1.10139,62,2023,2,28,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Lauri Markkanen,30,20,10,2,0,1.0,0.429,0.0,0.531,35.6,-11.0,6,0.727,93.0,129.0,10.9,64,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,7.1,2.0,0.4,2.5,0.4293,0.2558999999999999,0.7277,27.47,104.3,108.7,16.48,1.20044,63,2023,3,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.4,2.0,0.2,2.3,0.3764,0.2415999999999999,0.7277,25.21,94.2,96.5,15.330000000000002,0.97365,64,2023,3,5,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Lauri Markkanen,39,33,6,2,2,1.0,0.6,0.556,0.715,25.9,8.4,2,0.571,130.0,107.0,25.7,66,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,6.5,1.9,0.4,2.3,0.3864,0.2543,0.6848,24.63,95.1,92.8,16.479999999999997,1.29402,65,2023,3,7,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Lauri Markkanen,34,31,5,2,0,1.0,0.5,0.333,0.629,32.9,-0.8,2,1.0,129.0,127.0,21.2,67,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.1,1.6,0.3,2.2,0.3914,0.259,0.6848,25.3,97.3,94.4,16.96,1.21721,66,2023,3,9,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Lauri Markkanen,36,13,13,3,0,0.0,0.136,0.111,0.264,28.1,-12.3,1,1.0,83.0,114.0,5.0,68,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,6.9,1.6,0.3,2.3,0.3659,0.2401,0.7048,24.7,93.0,92.0,15.2,1.02132,67,2023,3,11,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,37,38,8,1,3,1.0,0.538,0.5,0.663,34.4,12.9,2,0.667,133.0,118.0,31.0,69,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,6.6,1.5,0.6,2.2,0.3697,0.2679,0.6715,25.130000000000003,94.0,92.0,16.23,1.10526,68,2023,3,13,0,1.0,6.123233995736766e-17,0.0,1.0
Lauri Markkanen,35,28,10,3,0,0.0,0.435,0.333,0.565,30.0,4.2,0,1.0,131.0,127.0,20.6,70,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,7.6,1.8,0.6,2.2,0.4131999999999999,0.3012,0.7715,28.130000000000003,107.1,104.7,18.29,1.07511,69,2023,3,18,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.8,6.6,1.6,0.6,1.8,0.3596,0.2762,0.6715,24.54,94.2,93.2,15.23,1.18148,70,2023,3,20,0,1.0,6.123233995736766e-17,0.0,1.0
Lauri Markkanen,33,40,12,3,0,0.0,0.609,0.333,0.742,38.9,10.9,4,0.889,126.0,121.0,30.4,72,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.1,7.4,1.7,0.6,2.0,0.3676,0.2666,0.6604,25.7,93.6,94.5,16.34,1.20417,71,2023,3,22,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,73,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,6.4,1.6,0.5,1.7,0.3247,0.2166,0.5854,22.58,82.5,84.3,14.48,0.824923,72,2023,3,24,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.3,5.4,1.4,0.5,1.1,0.2818,0.2166,0.5126999999999999,19.02,73.2,71.4,13.39,1.23316,73,2023,3,25,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,36,25,9,2,0,0.0,0.273,0.2,0.458,34.3,-1.8,1,0.917,106.0,123.0,15.5,75,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.8,6.3,1.6,0.5,1.2,0.3091,0.2366,0.6043999999999999,22.45,83.8,83.7,14.94,1.08893,74,2023,3,27,0,1.0,6.123233995736766e-17,0.0,1.0
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,76,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.5,5.7,1.4,0.3,1.0,0.2491,0.181,0.5473,19.86,70.8,73.0,12.37,1.24815,75,2023,3,29,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,77,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,5.2,1.2,0.3,0.8,0.1991,0.1477,0.4473,16.57,57.9,60.3,10.25,0.953413,76,2023,3,31,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Lauri Markkanen,35,23,9,2,2,0.0,0.381,0.125,0.486,30.8,0.5,2,1.0,102.0,107.0,15.2,78,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,4.8,1.1,0.5,0.9,0.2236,0.1491,0.4473,16.84,59.8,59.6,11.27,1.09687,77,2023,4,2,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,4.0,1.0,0.2,0.7,0.1698,0.0991,0.3806,13.4,46.5,47.8,8.17,1.07894,78,2023,4,4,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.0,0.7,0.2,0.7,0.1263,0.0658,0.2806,10.4,33.4,35.1,6.109999999999999,1.28986,79,2023,4,6,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,81,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.0,0.7,0.2,0.7,0.1263,0.0658,0.2806,10.4,33.4,35.1,6.109999999999999,1.24088,80,2023,4,8,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
Lauri Markkanen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,82,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.8,0.4,0.2,0.3,0.0654,0.0325,0.1917,6.51,20.8,23.0,3.07,1.00599,81,2023,4,9,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
