Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BOS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jrue Holiday,35,9,4,2,0,3.0,0.4,0.2,0.45,16.3,-2.7,2,0.0,92.0,116.0,5.9,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,0.0,2.0,0.4,0.2,0.0,16.3,92.0,116.0,5.9,0.0,0,2023,10,25,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jrue Holiday,36,17,10,7,0,1.0,0.538,0.25,0.612,16.6,7.2,1,1.0,143.0,113.0,18.3,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,4.5,0.0,1.5,0.469,0.225,0.5,16.450000000000003,117.5,114.5,12.1,1.04898,1,2023,10,27,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Jrue Holiday,27,11,5,3,1,2.0,0.571,0.333,0.698,13.1,5.6,1,1.0,144.0,104.0,12.7,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.333333333333334,6.333333333333333,4.0,0.3333333333333333,1.3333333333333333,0.503,0.261,0.6666666666666666,15.333333333333334,126.33333333333331,111.0,12.3,1.0013,2,2023,10,30,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Jrue Holiday,25,15,7,4,0,1.0,0.667,0.75,0.833,16.0,12.4,1,0.0,163.0,98.0,15.7,4,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.5,4.0,0.25,1.25,0.544,0.38325,0.5,15.5,135.5,107.75,13.15,1.06363,3,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jrue Holiday,40,18,9,10,0,1.0,0.4,0.444,0.567,19.9,5.9,3,1.0,127.0,118.0,18.5,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,5.2,0.2,1.6,0.5152,0.3954,0.6,16.380000000000003,133.8,109.8,14.22,1.08067,4,2023,11,4,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,42,12,11,6,1,0.0,0.25,0.0,0.322,22.4,-4.5,3,0.667,79.0,106.0,7.1,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.666666666666666,7.666666666666667,5.333333333333333,0.3333333333333333,1.8333333333333333,0.471,0.3295,0.6111666666666666,17.383333333333333,124.66666666666669,109.16666666666669,13.033333333333331,0.960566,5,2023,11,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Jrue Holiday,35,12,5,5,1,0.0,0.444,0.667,0.607,14.7,2.1,2,1.0,113.0,110.0,11.3,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.428571428571429,7.285714285714286,5.285714285714286,0.4285714285714285,1.8571428571428568,0.4671428571428571,0.3777142857142857,0.6667142857142857,17.0,123.0,109.28571428571428,12.785714285714286,1.11986,6,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jrue Holiday,33,13,12,9,2,0.0,0.429,0.2,0.464,18.1,7.8,0,0.0,137.0,108.0,17.9,8,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.375,7.875,5.75,0.625,1.625,0.462375,0.3555,0.583375,17.1375,124.75,109.125,13.425,0.928375,7,2023,11,10,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jrue Holiday,30,8,3,7,1,2.0,0.444,0.0,0.444,20.2,-0.9,4,0.0,86.0,92.0,6.7,9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.77777777777778,7.333333333333333,5.888888888888889,0.6666666666666666,1.8888888888888888,0.4603333333333333,0.316,0.5185555555555555,17.477777777777778,120.44444444444444,107.22222222222224,12.677777777777775,1.06642,8,2023,11,11,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,37,14,7,2,0,0.0,0.556,0.6,0.742,15.3,2.6,2,1.0,138.0,122.0,12.0,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,7.3,5.5,0.6,1.9,0.4699,0.3444,0.5667,17.259999999999998,122.2,108.7,12.61,1.0892,9,2023,11,13,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
