Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jrue Holiday,31,8,7,6,2,2.0,0.286,0.0,0.286,21.9,-6.8,2,0.0,76.0,103.0,6.3,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.0,1.8,0.3,1.4,0.1703,0.1369,0.125,10.5,36.2,43.9,2.81,1.07418,10,2021,11,9,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Jrue Holiday,30,18,2,6,1,0.0,0.438,0.667,0.563,24.9,3.9,1,0.0,128.0,111.0,14.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,2.2,2.4,0.4,1.5,0.2141,0.2036,0.125,12.99,49.0,55.0,4.21,1.00117,11,2021,11,10,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jrue Holiday,41,17,6,13,3,0.0,0.24,0.083,0.318,34.0,-3.5,3,1.0,90.0,117.0,12.8,13,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2.4,3.2,0.7,1.3,0.1714,0.1369,0.175,13.9,46.4,55.4,4.43,0.870641,12,2021,11,12,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jrue Holiday,35,19,1,8,2,1.0,0.471,0.25,0.531,29.2,-1.0,4,1.0,99.0,127.0,14.1,14,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.5,4.0,0.9,1.7,0.2185,0.1619,0.275,16.82,56.3,68.1,5.84,1.07983,13,2021,11,14,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Jrue Holiday,39,8,6,8,4,0.0,0.231,0.167,0.288,20.8,-7.3,5,0.5,66.0,95.0,4.9,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,3.1,4.8,1.3,2.2,0.2415999999999999,0.1786,0.325,18.9,62.9,77.6,6.33,1.14178,14,2021,11,17,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jrue Holiday,36,10,2,4,3,0.0,0.364,0.25,0.421,17.5,-2.7,2,0.5,81.0,91.0,7.1,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,3.3,5.2,1.6,2.4,0.2779999999999999,0.2036,0.375,20.65,71.0,86.7,7.040000000000001,0.853206,15,2021,11,19,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jrue Holiday,30,11,5,5,1,1.0,0.333,0.667,0.427,22.5,-6.0,3,0.5,94.0,104.0,7.1,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,3.8,5.7,1.7,2.7,0.3113,0.2703,0.425,22.9,80.4,97.1,7.75,1.1344,16,2021,11,20,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,23,18,6,4,2,0.0,0.571,0.4,0.605,26.2,10.4,0,0.0,135.0,88.0,16.8,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,4.4,6.1,1.9,2.7,0.3684,0.3103,0.425,25.52,93.9,105.9,9.43,1.10782,17,2021,11,22,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Jrue Holiday,34,22,8,6,0,1.0,0.5,0.429,0.635,25.9,3.2,3,1.0,119.0,95.0,17.1,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,4.8,6.4,1.9,2.5,0.3809,0.3198999999999999,0.45,24.83,98.2,103.8,10.87,1.0448,18,2021,11,24,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jrue Holiday,33,16,5,6,0,1.0,0.7,0.333,0.735,18.3,2.5,2,0.5,143.0,118.0,16.2,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,4.8,6.6,1.8,2.5,0.4134,0.3246,0.5,24.12,103.1,104.9,11.64,1.25445,19,2021,11,26,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jrue Holiday,31,23,7,9,1,0.0,0.524,0.143,0.548,30.2,9.0,1,0.0,127.0,103.0,21.5,21,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,4.8,6.9,1.7,2.4,0.4372,0.3389,0.5,24.95,108.2,104.9,13.16,0.99144,20,2021,11,28,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Jrue Holiday,38,11,4,7,2,1.0,0.455,0.333,0.5,12.9,-1.1,1,0.0,115.0,114.0,11.9,22,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,5.0,7.0,1.8,2.4,0.4389,0.3055,0.5,23.75,106.9,105.2,12.95,1.29126,21,2021,12,1,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Jrue Holiday,37,26,6,8,0,1.0,0.526,0.8,0.613,30.9,8.2,5,0.4,114.0,112.0,17.4,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.4,5.0,6.5,1.5,2.6,0.4674999999999999,0.3772,0.44,23.44,109.3,104.7,13.41,0.957382,22,2021,12,2,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Jrue Holiday,32,16,5,7,0,1.0,0.429,0.333,0.538,20.8,0.7,2,1.0,124.0,107.0,13.3,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,5.4,6.4,1.3,2.4,0.4633,0.3855,0.44,22.6,111.8,102.7,13.329999999999998,1.10727,23,2021,12,4,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,37,20,7,8,2,1.0,0.6,0.667,0.667,23.2,6.9,5,0.0,113.0,101.0,18.5,25,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,5.5,6.4,1.1,2.4,0.5002,0.4355,0.39,22.84,116.5,103.3,14.689999999999998,1.12415,24,2021,12,6,0,-2.4492935982947064e-16,1.0,0.0,1.0
Jrue Holiday,37,27,4,4,2,1.0,0.706,0.429,0.794,23.8,9.3,4,0.0,127.0,115.0,21.0,26,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.7,6.4,1.0,2.6,0.5344,0.4533999999999999,0.3399999999999999,23.47,121.1,105.7,16.08,1.03935,25,2021,12,8,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Jrue Holiday,35,12,3,7,1,1.0,0.375,0.0,0.564,15.4,-3.1,2,1.0,131.0,120.0,11.9,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,5.5,6.6,1.0,2.5,0.5386,0.3867,0.39,22.76,124.8,107.3,16.56,1.02716,26,2021,12,10,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Jrue Holiday,34,13,4,5,1,0.0,0.545,0.5,0.591,16.5,0.3,2,0.0,120.0,108.0,12.2,28,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,5.3,6.7,0.9,2.7,0.536,0.3967,0.39,21.79,123.3,109.3,16.1,0.960897,27,2021,12,12,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Jrue Holiday,33,20,0,8,3,0.0,0.5,0.667,0.577,22.9,12.1,0,0.667,136.0,120.0,20.2,29,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,4.5,6.9,1.2,2.4,0.536,0.4205,0.3567,21.49,125.0,111.8,16.41,1.10105,28,2021,12,13,0,-2.4492935982947064e-16,1.0,0.0,1.0
Jrue Holiday,33,26,4,14,1,0.0,0.667,0.5,0.658,30.3,13.9,2,0.25,143.0,112.0,27.4,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,4.4,7.7,1.3,2.4,0.5327,0.4372,0.3317,22.69,125.0,111.2,17.53,1.02836,29,2021,12,15,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Jrue Holiday,44,40,5,5,2,0.0,0.5,0.125,0.53,41.2,2.7,4,0.75,105.0,111.0,24.2,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,4.2,7.3,1.4,2.7,0.5303,0.4354,0.4067,23.79,122.8,112.0,17.8,1.09385,30,2021,12,17,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Jrue Holiday,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.8,6.6,1.2,2.6,0.4848,0.4021,0.4067,22.5,111.3,100.6,16.61,0.885462,31,2021,12,18,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,31,24,4,10,2,0.0,0.588,0.4,0.655,27.1,12.2,2,0.667,138.0,106.0,23.5,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,3.6,6.8,1.4,2.3,0.491,0.3621,0.4333999999999999,22.12,113.7,100.0,17.22,1.3655,32,2021,12,22,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Jrue Holiday,34,24,7,7,3,0.0,0.571,0.6,0.703,28.4,10.4,4,0.714,121.0,95.0,22.6,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,3.8,6.8,1.7,2.5,0.5052,0.3888,0.4048,22.880000000000003,113.4,98.8,18.15,1.04925,33,2021,12,23,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Jrue Holiday,37,17,5,3,4,1.0,0.571,0.25,0.607,17.9,3.8,2,0.0,114.0,106.0,15.5,35,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,3.6,6.3,1.9,2.2,0.5023,0.3471,0.4048,22.35,113.5,99.3,17.85,0.980821,34,2021,12,25,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,34,18,4,10,1,0.0,0.615,0.333,0.648,20.9,2.4,2,0.5,137.0,113.0,18.1,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,3.6,6.9,1.8,2.0,0.4931999999999999,0.3375,0.4548,22.06,114.5,99.1,17.560000000000002,1.01848,35,2021,12,28,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Jrue Holiday,33,25,5,7,3,2.0,0.727,0.75,0.916,18.9,19.8,2,1.0,173.0,108.0,29.7,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,3.8,6.9,2.0,2.0,0.5284,0.4125,0.4548,22.41,118.7,97.9,19.34,1.25247,36,2021,12,30,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Jrue Holiday,33,21,4,6,2,2.0,0.571,0.333,0.666,25.1,3.1,4,1.0,120.0,104.0,19.6,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,3.8,7.0,2.1,2.2,0.5309999999999999,0.3958,0.5548,23.27,118.7,97.5,20.08,1.08687,37,2022,1,1,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,35,29,5,5,2,0.0,0.579,0.5,0.698,28.1,11.2,2,0.75,134.0,117.0,25.1,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,4.3,6.7,2.0,2.4,0.5388999999999999,0.3791,0.5631,23.79,118.5,97.2,20.57,0.987339,38,2022,1,3,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jrue Holiday,37,15,8,12,1,3.0,0.333,0.5,0.447,28.4,-1.5,8,0.5,89.0,113.0,12.4,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.3,4.7,6.5,2.0,3.0,0.5055,0.3791,0.5881000000000001,23.6,113.1,97.3,19.07,0.977444,39,2022,1,5,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jrue Holiday,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,4.2,6.0,1.8,2.6,0.4554999999999999,0.3666,0.5131,19.48,102.6,86.2,16.65,1.16304,40,2022,1,7,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Jrue Holiday,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,4.2,6.0,1.8,2.6,0.4554999999999999,0.3666,0.5131,19.48,102.6,86.2,16.65,1.06081,41,2022,1,8,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,3.8,5.0,1.6,2.4,0.3966999999999999,0.3266,0.4464,16.77,88.8,75.6,14.3,1.01715,42,2022,1,10,0,0.49999999999999994,0.8660254037844387,0.0,1.0
