Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jrue Holiday,38,25,6,3,2,1.0,0.625,0.25,0.704,22.8,4.6,3,1.0,133.0,120.0,21.0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,3.0,2.0,3.0,0.625,0.25,1.0,22.8,133.0,120.0,21.0,0.0,0,2020,12,23,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Jrue Holiday,25,12,4,6,0,1.0,0.75,0.0,0.75,17.6,3.6,3,0.0,130.0,96.0,11.9,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,5.0,4.5,1.0,3.0,0.6875,0.125,0.5,20.200000000000003,131.5,108.0,16.45,1.09111,1,2020,12,25,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Jrue Holiday,28,8,4,5,2,0.0,0.4,0.0,0.4,18.8,-4.6,3,0.0,85.0,127.0,7.1,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.666666666666667,4.666666666666667,1.3333333333333333,3.0,0.5916666666666667,0.0833333333333333,0.3333333333333333,19.73333333333333,116.0,114.33333333333331,13.333333333333334,1.1158,2,2020,12,27,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Jrue Holiday,26,24,3,7,3,1.0,0.6,0.6,0.8,23.8,22.8,0,0.0,178.0,86.0,26.2,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,4.25,5.25,1.75,2.25,0.59375,0.2125,0.25,20.75,131.5,107.25,16.55,0.977069,3,2020,12,29,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Jrue Holiday,34,13,4,5,2,1.0,0.267,0.429,0.409,18.6,-1.9,0,1.0,107.0,116.0,9.9,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,4.2,5.2,1.8,1.8,0.5284,0.2557999999999999,0.4,20.32,126.6,109.0,15.22,1.35418,4,2020,12,30,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Jrue Holiday,26,11,1,4,3,0.0,0.444,0.5,0.611,14.5,5.5,0,0.0,134.0,88.0,11.6,6,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,3.6666666666666665,5.0,2.0,1.5,0.5143333333333333,0.2965,0.3333333333333333,19.35,127.83333333333331,105.5,14.616666666666667,1.17994,5,2021,1,1,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Jrue Holiday,34,15,6,7,3,0.0,0.6,0.667,0.718,14.5,8.3,1,1.0,151.0,107.0,19.1,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.428571428571429,4.0,5.285714285714286,2.142857142857143,1.4285714285714286,0.5265714285714286,0.3494285714285713,0.4285714285714285,18.65714285714285,131.14285714285714,105.71428571428572,15.257142857142856,1.22582,6,2021,1,4,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jrue Holiday,30,10,5,6,0,0.0,0.364,0.0,0.421,18.2,-7.1,1,1.0,114.0,120.0,8.6,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,4.125,5.375,1.875,1.375,0.50625,0.3057499999999999,0.5,18.6,129.0,107.5,14.425,1.18315,7,2021,1,6,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jrue Holiday,34,17,4,5,2,1.0,0.5,0.6,0.589,19.6,4.0,2,0.0,113.0,122.0,13.4,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,4.111111111111111,5.333333333333333,1.8888888888888888,1.4444444444444444,0.5055555555555555,0.3384444444444444,0.4444444444444444,18.711111111111112,127.22222222222224,109.11111111111111,14.311111111111112,1.12422,8,2021,1,8,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Jrue Holiday,36,15,6,4,4,1.0,0.417,0.0,0.497,21.1,1.2,2,0.714,104.0,89.0,13.9,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.3,5.2,2.1,1.5,0.4967,0.3046,0.4714,18.95,124.9,107.1,14.27,0.95037,9,2021,1,9,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jrue Holiday,30,11,3,3,2,1.0,0.3,0.0,0.451,18.8,-3.0,1,1.0,108.0,104.0,9.9,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,4.0,5.2,2.1,1.3,0.4641999999999999,0.2795999999999999,0.4714,18.55,122.4,105.5,13.16,1.12563,10,2021,1,11,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jrue Holiday,37,21,6,5,3,1.0,0.615,0.6,0.733,19.0,8.9,1,0.667,145.0,100.0,22.3,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,4.2,5.1,2.4,1.1,0.4507,0.3396,0.5381,18.69,123.9,105.9,14.2,1.0299,11,2021,1,13,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jrue Holiday,35,16,3,5,2,1.0,0.467,0.25,0.518,20.5,2.0,2,1.0,107.0,107.0,13.0,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,4.1,5.1,2.4,1.0,0.4574,0.3646,0.6381,18.860000000000003,126.1,103.9,14.79,0.901818,12,2021,1,15,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Jrue Holiday,37,22,4,6,0,0.0,0.5,0.5,0.619,18.9,4.5,0,1.0,142.0,127.0,19.4,14,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,4.2,5.0,2.1,1.0,0.4474,0.3545999999999999,0.7381,18.37,122.5,108.0,14.11,1.09277,13,2021,1,18,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jrue Holiday,39,22,5,7,1,0.0,0.556,0.286,0.611,22.3,5.6,1,0.0,125.0,117.0,19.4,15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.3,5.2,2.0,1.1,0.4763,0.3403,0.6381,18.74,124.3,108.1,15.06,1.09433,14,2021,1,21,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Jrue Holiday,33,15,5,5,1,0.0,0.462,0.5,0.524,22.4,-3.7,4,0.333,101.0,118.0,9.9,16,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,4.7,5.3,1.8,1.5,0.4780999999999999,0.3403,0.6714,19.53,121.0,111.1,14.89,0.965755,15,2021,1,24,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
