Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
DeMar DeRozan,31,12,0,1,1,0.0,0.357,0.0,0.403,24.3,-17.4,3,1.0,74.0,107.0,2.1,36,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.3,0.9,1.3,0.4359,0.1903999999999999,0.8381000000000001,20.11,105.4,118.4,10.919999999999998,1.09073,35,2025,1,5,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
DeMar DeRozan,47,30,3,4,0,1.0,0.462,0.25,0.532,28.7,-2.6,3,1.0,106.0,111.0,16.8,37,1,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.3,0.7,1.4,0.4432,0.2153999999999999,0.8381000000000001,20.52,106.6,117.3,11.63,1.29616,36,2025,1,6,0,0.49999999999999994,0.8660254037844387,0.0,1.0
DeMar DeRozan,40,24,4,9,1,1.0,0.346,0.4,0.426,28.6,1.3,0,0.8,114.0,103.0,17.4,38,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.8,0.7,1.3,0.447,0.2553999999999999,0.8181,21.5,110.1,116.4,12.81,1.08371,37,2025,1,10,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,37,21,0,3,0,0.0,0.45,0.333,0.503,25.3,-9.2,1,1.0,103.0,125.0,10.9,39,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.8,0.5,1.2,0.4519999999999999,0.2387,0.8181,22.48,109.9,118.1,12.91,0.986726,38,2025,1,12,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
DeMar DeRozan,36,28,6,4,1,0.0,0.5,0.5,0.638,26.2,4.6,0,0.889,137.0,127.0,23.4,40,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.0,0.6,1.2,0.4877000000000001,0.2887,0.907,24.05,118.1,117.7,15.3,1.38289,39,2025,1,14,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
DeMar DeRozan,38,33,5,4,0,0.0,0.522,0.5,0.633,29.6,1.2,2,1.0,127.0,125.0,24.0,41,1,0,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.0,0.6,1.3,0.4861,0.3054,0.9403,24.96,118.3,118.0,16.28,1.10741,40,2025,1,16,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
DeMar DeRozan,38,24,6,1,2,1.0,0.429,0.0,0.498,25.6,-3.0,0,0.857,109.0,95.0,16.9,42,1,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,3.4,0.7,1.2,0.4584,0.3054,0.926,25.65,114.3,113.8,15.59,1.20005,41,2025,1,19,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
DeMar DeRozan,39,32,5,2,2,2.0,0.571,0.5,0.677,29.3,4.8,1,0.833,128.0,115.0,25.8,43,1,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.4,0.9,1.2,0.4692999999999999,0.3054,0.9093,26.39,116.1,115.2,17.439999999999998,1.26887,42,2025,1,22,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,37,24,6,1,0,1.0,0.563,0.0,0.615,20.7,0.1,1,0.75,126.0,125.0,18.2,44,0,0,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.4,0.7,1.2,0.4756,0.3054,0.8843,26.18,116.4,116.7,17.8,1.09727,43,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
DeMar DeRozan,35,18,3,2,0,0.0,0.5,0.5,0.654,16.4,-5.2,0,1.0,136.0,143.0,13.1,45,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.1,0.7,1.1,0.4699999999999999,0.2983,0.9129,25.47,116.0,117.6,16.86,0.961904,44,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,37,17,2,1,0,0.0,0.636,0.0,0.69,16.1,-2.6,1,1.0,133.0,113.0,12.4,46,0,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.1,0.6,0.9,0.4979,0.2983,0.9129,24.65,121.9,118.2,17.89,1.06133,45,2025,1,27,0,0.49999999999999994,0.8660254037844387,0.0,1.0
DeMar DeRozan,38,19,3,3,1,0.0,0.412,0.4,0.506,22.9,-4.0,1,0.75,111.0,126.0,12.5,47,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.7,0.7,0.4928999999999999,0.3133,0.8878999999999999,24.07,122.4,119.7,17.46,1.03586,46,2025,1,29,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,31,17,1,2,0,0.0,0.333,0.0,0.459,25.1,-10.0,1,0.875,94.0,145.0,8.4,48,0,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.3,0.6,0.8,0.4915999999999999,0.2733,0.8954000000000001,23.72,120.4,123.9,16.56,1.10384,47,2025,2,1,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,38,33,5,7,0,0.0,0.56,0.5,0.617,30.2,8.1,0,0.75,141.0,125.0,27.1,49,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.7,0.6,0.7,0.5025999999999999,0.29,0.8704000000000001,24.21,124.2,123.9,18.18,1.01144,48,2025,2,3,0,0.8660254037844386,0.5000000000000001,0.0,1.0
DeMar DeRozan,33,19,2,2,0,0.0,0.545,1.0,0.675,22.4,-5.3,3,0.857,120.0,143.0,12.3,50,1,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.5,0.5,1.0,0.5071,0.3399999999999999,0.8672000000000001,23.83,122.5,125.5,17.07,1.06177,49,2025,2,5,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,37,22,4,7,1,3.0,0.563,0.25,0.619,21.0,10.3,0,0.75,140.0,111.0,22.4,51,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7,2.8,0.6,0.8,0.5112,0.315,0.8422000000000001,22.97,123.8,124.1,16.91,0.894248,50,2025,2,6,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
DeMar DeRozan,32,11,6,4,0,1.0,0.333,0.0,0.4,20.4,-7.6,3,0.75,84.0,112.0,6.5,52,1,0,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.1,0.4,1.1,0.5016,0.315,0.8315000000000001,22.45,121.3,125.8,15.87,1.37487,51,2025,2,8,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,39,42,7,3,0,0.0,0.682,0.667,0.823,29.1,14.8,1,1.0,166.0,117.0,35.0,53,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.2,0.2,1.1,0.5127,0.3317,0.8482,22.43,125.1,126.0,16.79,1.08471,52,2025,2,10,0,0.8660254037844386,0.5000000000000001,0.0,1.0
DeMar DeRozan,37,24,4,6,0,0.0,0.529,0.5,0.64,24.0,1.4,2,0.75,129.0,120.0,18.3,54,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,0.2,1.2,0.5093,0.3817,0.8482,22.76,125.4,125.5,16.8,1.30538,53,2025,2,12,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,43,20,4,5,0,0.0,0.313,0.25,0.501,18.0,-7.1,0,1.0,130.0,133.0,13.9,55,0,0,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,4.0,0.2,1.2,0.4906,0.3567,0.8482,22.92,124.8,124.5,16.88,1.19403,54,2025,2,13,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
DeMar DeRozan,34,34,4,6,1,0.0,0.714,0.571,0.924,24.8,18.2,1,1.0,185.0,138.0,33.2,56,1,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5,0.3,1.2,0.4984,0.4138,0.8482,23.79,130.0,127.0,18.96,0.93167,55,2025,2,21,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,31,18,7,3,1,0.0,0.333,0.667,0.58,23.0,-0.9,1,1.0,137.0,92.0,15.4,57,1,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.5,0.3,1.2,0.4905,0.4405,0.8732,23.8,132.6,123.6,19.25,1.27717,56,2025,2,24,0,0.8660254037844386,0.5000000000000001,0.0,1.0
DeMar DeRozan,34,19,6,8,2,1.0,0.571,0.5,0.638,19.6,10.1,0,1.0,151.0,102.0,22.5,58,0,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.9,5.1,0.5,1.1,0.5143000000000001,0.4905,0.8856999999999999,23.25,138.3,119.3,20.66,1.04864,57,2025,2,26,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
