Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
DeMar DeRozan,37,11,4,7,0,1.0,0.214,0.0,0.34,19.4,-8.3,1,1.0,98.0,129.0,7.8,11,0,0,21.3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.7,1.1,0.9,0.4335,0.275,0.8939,25.76,119.7,119.6,16.65,1.09535,10,2023,11,13,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
DeMar DeRozan,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,18.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.4,0.7,0.7,0.3835,0.2416999999999999,0.8225,22.72,107.9,110.5,14.05,1.26225,11,2023,11,15,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,36,23,4,3,1,0.0,0.5,1.0,0.528,31.5,-1.3,3,0.5,94.0,111.0,13.1,13,1,0,18.3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.3,0.7,0.9,0.3797,0.3417,0.7868,23.48,104.0,108.4,13.63,0.950936,12,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,40,23,4,4,1,0.0,0.5,0.5,0.649,24.7,1.3,3,0.692,123.0,110.0,17.4,14,1,0,18.6,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.3,0.8,1.2,0.3981,0.3917,0.756,23.21,105.6,108.3,14.06,1.16618,13,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,34,15,4,5,0,1.0,0.6,0.5,0.718,14.8,4.7,0,1.0,153.0,133.0,15.4,15,1,0,18.5,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.1,0.7,1.0,0.4196,0.4417,0.756,22.270000000000003,109.2,108.7,14.31,1.06834,14,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
DeMar DeRozan,36,25,2,6,2,1.0,0.353,0.0,0.55,29.6,6.5,1,1.0,128.0,127.0,21.2,16,0,0,18.6,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.3,0.9,1.1,0.4098999999999999,0.3917,0.756,22.26,109.5,109.1,14.72,0.92562,15,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,39,19,3,4,1,1.0,0.438,0.0,0.476,26.6,-6.8,2,0.556,101.0,129.0,11.2,17,0,0,18.8,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9,4.1,1.0,1.3,0.4099,0.3917,0.7365999999999999,22.56,108.7,108.5,14.670000000000002,1.19717,16,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,38,27,6,6,1,0.0,0.5,0.5,0.558,30.9,3.8,1,0.6,124.0,131.0,21.2,18,0,0,19.4,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.3,0.7,1.3,0.3984,0.3417,0.7166,23.270000000000003,106.4,110.7,14.589999999999998,1.00989,17,2023,11,26,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
DeMar DeRozan,26,19,2,6,0,0.0,0.5,0.333,0.603,31.3,1.6,2,1.0,116.0,137.0,14.0,19,0,0,19.1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.2,0.6,1.3,0.4184,0.35,0.7348,23.43,108.2,112.9,14.52,1.02221,18,2023,11,28,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
DeMar DeRozan,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,1,1,16.2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.1,0.6,1.3,0.3605,0.2833,0.6348,20.880000000000003,93.7,100.7,12.13,1.21688,19,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
DeMar DeRozan,40,24,5,10,0,0.0,0.556,0.5,0.636,23.3,0.3,2,1.0,139.0,130.0,20.7,21,1,0,17.5,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.4,0.6,1.4,0.3947,0.3333,0.6348,21.27,97.8,100.8,13.419999999999998,1.03998,20,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,37,29,6,3,0,1.0,0.4,0.333,0.554,31.0,1.6,2,0.857,125.0,106.0,19.6,22,1,0,20.4,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.7,0.6,1.6,0.4347,0.3666,0.7205,24.37,110.3,111.4,15.38,1.24699,21,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,39,20,6,10,3,0.0,0.292,0.0,0.352,31.6,-3.6,2,0.6,100.0,117.0,13.8,23,0,0,20.1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8,5.4,0.8,1.5,0.4139,0.2666,0.7304999999999999,24.38,110.9,112.0,15.45,0.985031,22,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,42,41,2,11,0,0.0,0.467,0.5,0.581,36.1,10.1,2,0.833,129.0,129.0,29.1,24,0,0,21.9,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.1,0.7,1.4,0.4105999999999999,0.2666,0.7446,25.52,111.5,113.9,16.619999999999997,1.17337,23,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
DeMar DeRozan,37,14,4,5,1,2.0,0.231,0.25,0.435,19.3,-4.1,0,1.0,113.0,124.0,11.2,25,1,0,21.8,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.1,0.8,1.4,0.3737,0.2416,0.7445999999999999,25.97,107.5,113.0,16.2,1.18836,24,2023,12,12,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
DeMar DeRozan,41,23,5,4,0,0.0,0.429,0.333,0.61,23.2,-5.3,3,0.909,121.0,127.0,16.5,26,0,0,21.6,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.9,0.6,1.6,0.3813,0.2749,0.7354999999999999,25.33,106.8,113.0,15.73,1.0387,25,2023,12,14,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
DeMar DeRozan,42,27,3,5,2,3.0,0.692,0.5,0.796,22.0,8.1,3,0.889,147.0,125.0,26.6,27,0,0,22.4,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,6.0,0.7,1.7,0.4067,0.3248999999999999,0.7687999999999999,24.87,111.4,112.6,17.27,1.2346,26,2023,12,16,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,37,15,4,5,4,1.0,0.333,0.0,0.425,24.2,-0.1,2,0.833,94.0,103.0,13.1,28,0,1,21.2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,5.9,1.0,1.8,0.39,0.2749,0.7920999999999999,24.2,108.4,109.8,16.46,0.810677,27,2023,12,18,0,-2.4492935982947064e-16,1.0,0.0,1.0
DeMar DeRozan,36,27,7,9,1,1.0,0.75,0.0,0.779,25.2,8.2,3,1.0,147.0,105.0,26.5,29,1,0,22.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.2,1.1,1.9,0.415,0.2415999999999999,0.7920999999999999,23.59,111.5,106.6,17.71,1.0852,28,2023,12,20,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,36,21,4,5,0,1.0,0.6,0.333,0.661,20.1,5.1,0,1.0,140.0,103.0,19.1,30,1,0,24.1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.6,6.7,1.1,1.9,0.475,0.2749,0.8920999999999999,25.6,125.5,116.9,19.62,1.17582,29,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
DeMar DeRozan,40,21,5,8,3,0.0,0.429,0.333,0.585,23.8,5.0,2,0.889,119.0,112.0,19.7,31,1,0,23.8,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.5,1.4,1.9,0.4623,0.2582,0.881,25.65,123.5,115.1,19.520000000000003,1.27859,30,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,40,25,2,6,1,0.0,0.471,0.667,0.623,22.1,3.0,1,1.0,143.0,124.0,19.9,32,1,0,23.4,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.8,1.5,1.8,0.4694,0.2915999999999999,0.8953,24.76,125.3,116.9,19.55,1.20221,31,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
DeMar DeRozan,37,21,5,5,2,0.0,0.368,0.0,0.466,26.5,0.6,1,0.875,104.0,120.0,15.7,33,1,0,23.5,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.3,1.4,1.7,0.477,0.2915999999999999,0.9228,24.25,125.7,117.2,19.74,1.1391,32,2023,12,28,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
DeMar DeRozan,37,24,6,5,0,0.0,0.529,0.0,0.598,26.3,3.3,2,0.857,126.0,104.0,18.6,34,1,0,21.8,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.7,1.4,1.7,0.4832000000000001,0.2415999999999999,0.9252,23.27,125.4,114.7,18.69,1.24114,33,2023,12,30,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,30,16,4,3,0,0.0,0.5,0.0,0.612,17.9,-0.3,1,0.857,131.0,114.0,11.3,35,0,0,22.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.5,1.3,1.8,0.5101,0.2166,0.9109,23.130000000000003,127.2,113.7,18.7,1.08597,34,2024,1,2,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
