Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_OKC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Shai Gilgeous-Alexander,2022-10-19,37,32,6,5,3,2.0,0.522,0.333,0.624,29.6,15.7,2,1.0,129.0,105.0,28.8,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,5.0,3.0,2.0,0.522,0.333,1.0,29.6,129.0,105.0,28.8,0.0
Shai Gilgeous-Alexander,2022-10-22,34,28,3,7,1,0.0,0.458,0.2,0.534,38.0,-3.3,5,1.0,100.0,120.0,15.8,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.5,6.0,2.0,3.5,0.49,0.2665,1.0,33.8,114.5,112.5,22.3,1.12483
Shai Gilgeous-Alexander,2022-10-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,4.0,1.3333333333333333,2.333333333333333,0.3266666666666666,0.1776666666666666,0.6666666666666666,22.53333333333333,76.33333333333333,75.0,14.866666666666667,1.13842
Shai Gilgeous-Alexander,2022-10-25,37,33,5,8,3,3.0,0.5,1.0,0.636,29.0,22.5,2,1.0,137.0,88.0,32.6,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,3.5,5.0,1.75,2.25,0.37,0.38325,0.75,24.15,91.5,78.25,19.3,1.14169
Shai Gilgeous-Alexander,2022-10-27,34,24,5,6,3,0.0,0.435,0.5,0.503,34.6,-0.9,3,1.0,106.0,111.0,16.4,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,3.8,5.2,2.0,2.4,0.383,0.4065999999999999,0.8,26.24,94.4,84.8,18.72,1.02649
Shai Gilgeous-Alexander,2022-10-29,41,38,6,9,2,1.0,0.556,0.0,0.623,36.5,13.2,3,1.0,125.0,103.0,32.9,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.83333333333333,4.166666666666667,5.833333333333333,2.0,2.5,0.4118333333333333,0.3388333333333333,0.8333333333333334,27.95,99.5,87.83333333333333,21.08333333333333,1.14745
Shai Gilgeous-Alexander,2022-11-01,33,34,4,6,3,2.0,0.667,0.0,0.744,34.2,13.4,5,0.909,126.0,98.0,29.8,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.142857142857143,5.857142857142857,2.142857142857143,2.857142857142857,0.4482857142857143,0.2904285714285714,0.8441428571428571,28.842857142857145,103.28571428571428,89.28571428571429,22.32857142857143,1.19921
Shai Gilgeous-Alexander,2022-11-03,35,37,4,3,2,0.0,0.765,0.0,0.847,31.6,13.0,4,1.0,146.0,122.0,30.8,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,4.125,5.5,2.125,3.0,0.487875,0.254125,0.863625,29.1875,108.625,93.375,23.3875,1.19772
Shai Gilgeous-Alexander,2022-11-05,32,18,1,3,1,1.0,0.438,0.0,0.495,28.8,-2.7,2,0.8,97.0,119.0,10.1,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11111111111111,3.7777777777777777,5.222222222222222,2.0,2.888888888888889,0.4823333333333333,0.2258888888888889,0.8565555555555555,29.14444444444445,107.33333333333331,96.22222222222224,21.91111111111111,0.969697
Shai Gilgeous-Alexander,2022-11-07,38,33,7,5,1,4.0,0.565,0.0,0.633,28.6,14.7,1,1.0,135.0,111.0,30.5,10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,4.1,5.2,1.9,2.7,0.4906,0.2032999999999999,0.8709,29.090000000000003,110.1,97.7,22.77,1.13289
