Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BRK,TM_PHO,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,6.4,4.9,1.0,2.9,0.4881999999999999,0.3112,0.8732,28.71,111.9,97.9,20.32,1.13461,40,2023,1,12,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,5.7,4.4,0.6,2.7,0.4352999999999999,0.2779,0.7731999999999999,25.45,100.1,88.0,18.17,1.07922,41,2023,1,15,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,5.2,3.8,0.5,2.4,0.3824,0.2445999999999999,0.6731999999999999,22.64,88.0,77.5,16.240000000000002,1.31099,42,2023,1,17,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,4.3,3.3,0.5,2.0,0.3268,0.1820999999999999,0.5856999999999999,19.42,74.6,65.0,13.920000000000002,1.29817,43,2023,1,19,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.2,2.7,2.5,0.5,1.6,0.2797,0.1571,0.4856999999999999,16.21,62.8,54.6,11.49,1.05411,44,2023,1,20,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,2.2,2.1,0.5,1.3,0.2197,0.1404,0.3857,13.1,50.9,43.5,9.87,1.15707,45,2023,1,22,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.9,1.0,0.2,1.1,0.1483,0.1404,0.2857,10.37,35.4,34.0,6.960000000000001,1.23481,46,2023,1,25,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5,0.5,0.1,0.8,0.0800999999999999,0.0904,0.1857,7.090000000000001,20.5,22.1,3.17,1.30208,47,2023,1,26,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.5,0.2,0.1,0.4,0.0455,0.0333,0.0857,2.92,10.2,11.4,1.08,1.08409,48,2023,1,28,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12095,49,2023,1,30,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08508,50,2023,2,1,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29589,51,2023,2,4,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16908,52,2023,2,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02472,53,2023,2,7,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17856,54,2023,2,9,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20316,55,2023,2,10,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18027,56,2023,2,14,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25713,57,2023,2,16,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02718,58,2023,2,24,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925666,59,2023,2,26,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Kevin Durant,27,23,6,2,0,2.0,0.667,0.5,0.745,29.0,11.9,2,1.0,119.0,92.0,19.1,61,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.6,0.2,0.0,0.2,0.0667,0.05,0.1,2.9,11.9,9.2,1.91,1.0228,60,2023,3,1,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Kevin Durant,31,20,9,6,1,1.0,0.7,0.5,0.82,21.2,13.9,2,0.8,156.0,112.0,21.6,62,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.5,0.8,0.1,0.4,0.1367,0.1,0.18,5.0200000000000005,27.5,20.4,4.07,1.11637,61,2023,3,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Kevin Durant,40,37,7,3,0,1.0,0.706,0.6,0.847,26.0,11.9,2,0.909,160.0,131.0,31.2,63,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.2,1.1,0.1,0.6,0.2072999999999999,0.16,0.2709,7.62,43.5,33.5,7.19,1.23772,62,2023,3,5,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.2,1.1,0.1,0.6,0.2072999999999999,0.16,0.2709,7.62,43.5,33.5,7.19,1.16364,63,2023,3,8,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.2,1.1,0.1,0.6,0.2072999999999999,0.16,0.2709,7.62,43.5,33.5,7.19,1.10416,64,2023,3,11,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.2,1.1,0.1,0.6,0.2072999999999999,0.16,0.2709,7.62,43.5,33.5,7.19,1.01111,65,2023,3,13,0,1.0,6.123233995736766e-17,0.0,1.0
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.2,1.1,0.1,0.6,0.2072999999999999,0.16,0.2709,7.62,43.5,33.5,7.19,1.18335,66,2023,3,14,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.2,1.1,0.1,0.6,0.2072999999999999,0.16,0.2709,7.62,43.5,33.5,7.19,1.2908,67,2023,3,16,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.2,1.1,0.1,0.6,0.2072999999999999,0.16,0.2709,7.62,43.5,33.5,7.19,1.23791,68,2023,3,19,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,70,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.2,1.1,0.1,0.6,0.2072999999999999,0.16,0.2709,7.62,43.5,33.5,7.19,1.02803,69,2023,3,22,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.7,1.6,0.9,0.1,0.4,0.1406,0.11,0.1709,4.720000000000001,31.6,24.3,5.279999999999999,1.36858,70,2023,3,24,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.7,0.3,0.0,0.2,0.0706,0.06,0.0909,2.6,16.0,13.1,3.12,1.19671,71,2023,3,25,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,73,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18294,72,2023,3,27,0,1.0,6.123233995736766e-17,0.0,1.0
Kevin Durant,29,16,8,4,0,0.0,0.278,0.5,0.396,31.8,-1.4,2,0.8,88.0,104.0,8.6,74,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.4,0.0,0.2,0.0278,0.05,0.08,3.18,8.8,10.4,0.86,1.16074,73,2023,3,29,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Kevin Durant,33,30,4,2,1,2.0,0.733,0.667,0.83,26.9,16.1,3,0.857,135.0,97.0,25.5,75,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.2,0.6,0.1,0.5,0.1011,0.1167,0.1657,5.87,22.3,20.1,3.41,1.13438,74,2023,3,31,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Kevin Durant,35,35,5,5,0,2.0,0.619,0.429,0.74,33.3,13.0,2,1.0,138.0,121.0,29.5,76,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.7,1.1,0.1,0.7,0.1629999999999999,0.1596,0.2657,9.2,36.1,32.2,6.36,1.14448,75,2023,4,2,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
Kevin Durant,34,18,5,2,0,1.0,0.429,0.5,0.541,24.7,-3.8,3,0.667,103.0,103.0,10.4,77,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9,2.2,1.3,0.1,1.0,0.2059,0.2096,0.3324,11.67,46.4,42.5,7.4,1.13571,76,2023,4,4,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
Kevin Durant,41,29,7,4,0,1.0,0.5,0.6,0.688,29.6,2.4,4,0.714,117.0,125.0,20.8,78,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2.9,1.7,0.1,1.4,0.2559,0.2695999999999999,0.4038,14.63,58.1,55.0,9.48,1.18689,77,2023,4,6,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2.9,1.7,0.1,1.4,0.2559,0.2695999999999999,0.4038,14.63,58.1,55.0,9.48,1.20642,78,2023,4,7,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2.9,1.7,0.1,1.4,0.2559,0.2695999999999999,0.4038,14.63,58.1,55.0,9.48,1.19517,79,2023,4,9,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
