Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_PHO,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Kevin Durant,39,31,7,4,0,1.0,0.706,0.571,0.826,28.3,6.4,5,0.75,124.0,114.0,22.1,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,4.6,5.6,0.5,2.6,0.4427,0.4765,0.7464000000000001,26.45,102.6,94.7,20.56,0.931014,20,2023,12,5,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,3.7,4.7,0.5,2.5,0.3745,0.4014999999999999,0.6464000000000001,23.19,86.8,81.4,16.939999999999998,1.2537,21,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,2.9,3.7,0.3,1.8,0.3226,0.3571,0.5464,19.630000000000003,75.2,69.8,13.87,1.17434,22,2023,12,12,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Kevin Durant,38,27,6,4,1,2.0,0.5,0.2,0.603,28.6,3.9,2,0.8,126.0,123.0,21.4,24,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,3.1,3.2,0.4,1.7,0.3107,0.2771,0.5264,19.270000000000003,73.8,69.6,13.5,1.28039,23,2023,12,13,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Kevin Durant,36,29,3,6,0,0.0,0.476,0.444,0.602,29.4,4.6,0,0.714,134.0,149.0,22.2,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,2.6,3.6,0.4,1.1,0.3083,0.2465,0.4977999999999999,18.93,74.9,73.3,13.38,1.08749,24,2023,12,15,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Kevin Durant,35,28,5,5,1,1.0,0.458,0.0,0.501,34.3,2.7,2,0.667,108.0,109.0,19.9,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.2,3.1,4.1,0.5,1.3,0.3541,0.2465,0.5645,22.360000000000003,85.7,84.2,15.37,1.06057,25,2023,12,17,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Kevin Durant,38,40,4,5,2,0.0,0.571,0.333,0.635,39.2,9.7,5,0.875,116.0,113.0,27.7,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.2,3.5,4.6,0.7,1.8,0.4112,0.2798,0.652,26.28,97.3,95.5,18.14,1.1803,26,2023,12,19,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Kevin Durant,34,28,7,2,1,0.0,0.643,0.667,0.78,30.5,4.0,7,0.889,112.0,124.0,18.9,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,3.8,4.2,0.7,2.4,0.4387999999999999,0.3215,0.6409,25.31,98.2,96.1,18.19,1.47447,27,2023,12,22,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Kevin Durant,43,16,8,7,0,1.0,0.364,0.333,0.568,19.5,-4.6,6,1.0,100.0,131.0,11.5,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,4.2,3.8,0.6,2.9,0.4431999999999999,0.3215,0.6409,23.34,96.4,97.4,16.75,1.06547,28,2023,12,25,0,-2.4492935982947064e-16,1.0,0.0,1.0
Kevin Durant,41,27,10,16,2,1.0,0.563,0.429,0.692,23.4,15.5,3,0.75,147.0,107.0,31.7,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,5.0,4.9,0.7,3.0,0.4281,0.2977,0.6445000000000001,23.32,96.7,97.0,17.54,1.19752,29,2023,12,27,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Kevin Durant,39,21,4,11,1,3.0,0.727,1.0,0.884,16.2,13.4,1,1.0,184.0,129.0,27.1,31,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,4.7,5.6,0.8,2.6,0.4301999999999999,0.3406,0.6695,22.11,102.7,98.5,18.04,1.21489,30,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Kevin Durant,39,31,5,5,3,1.0,0.571,0.4,0.668,28.2,14.0,0,1.0,140.0,107.0,29.4,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,5.2,6.1,1.1,2.6,0.4872999999999999,0.3806,0.7695000000000001,24.93,116.7,109.2,20.98,0.987316,31,2023,12,31,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.7,5.2,6.1,1.1,2.6,0.4872999999999999,0.3806,0.7695000000000001,24.93,116.7,109.2,20.98,1.20357,32,2024,1,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.6,5.7,1.0,2.4,0.4372999999999999,0.3606,0.6895,22.07,104.1,96.9,18.84,1.05893,33,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Kevin Durant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,4.3,5.1,1.0,2.4,0.3897,0.3162,0.6180999999999999,19.130000000000003,90.7,82.0,16.62,0.907909,34,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Kevin Durant,36,23,10,5,0,1.0,0.478,0.0,0.491,26.1,2.0,1,1.0,109.0,114.0,17.9,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,4.8,5.1,0.9,2.3,0.3917,0.3162,0.6514,18.31,90.8,82.5,16.419999999999998,1.08484,35,2024,1,7,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Kevin Durant,35,30,7,2,0,1.0,0.588,0.5,0.731,31.4,5.1,3,0.875,127.0,144.0,22.1,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,5.1,4.8,0.7,2.1,0.3933999999999999,0.3329,0.6514,17.53,91.9,85.6,15.860000000000005,1.04113,36,2024,1,8,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Kevin Durant,32,18,5,5,3,1.0,0.583,0.4,0.699,17.9,11.6,1,1.0,146.0,103.0,20.1,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,4.9,5.1,0.9,1.5,0.3873999999999999,0.3061999999999999,0.6625,16.27,95.3,83.5,15.98,1.21705,37,2024,1,11,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Kevin Durant,38,21,5,6,0,0.0,0.5,0.4,0.606,25.9,-6.0,3,1.0,120.0,128.0,14.5,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.1,4.6,5.0,0.9,1.2,0.4009999999999999,0.3129,0.6625,16.91,97.3,83.2,16.28,1.1454,38,2024,1,14,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Kevin Durant,39,27,5,4,0,2.0,0.438,0.5,0.676,30.6,-2.1,7,1.0,107.0,116.0,16.5,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.1,4.1,3.8,0.7,1.6,0.3884999999999999,0.32,0.6875,17.63,93.3,84.1,14.76,1.23435,39,2024,1,16,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Kevin Durant,35,26,5,2,2,2.0,0.579,0.375,0.669,25.1,8.0,1,1.0,125.0,103.0,22.4,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,4.2,2.9,0.8,1.6,0.3737,0.2575,0.6875,18.52,87.4,81.5,14.29,1.15777,40,2024,1,19,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Kevin Durant,40,40,9,2,0,3.0,0.72,0.571,0.8,30.4,12.4,2,0.0,143.0,110.0,32.7,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,4.6,2.6,0.5,1.8,0.3886,0.2746,0.5875,18.74,87.7,81.8,14.62,1.10539,41,2024,1,21,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Kevin Durant,41,43,6,8,1,2.0,0.5,0.4,0.621,42.0,12.9,1,0.833,125.0,120.0,35.0,43,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,5.2,3.4,0.6,1.9,0.4386,0.3146,0.6708000000000001,22.94,100.2,93.8,18.12,0.965309,42,2024,1,22,0,0.49999999999999994,0.8660254037844387,0.0,1.0
